# Xi, RijLong, Xi, RijLat
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.689252771408074061e+00 9.615422689749831830e-01 3.689252771408130016e+00 8.927253259210528036e-01
7.378505542816148122e+00 8.672237918975054249e-01 7.378505542816179208e+00 6.444730519948614900e-01
1.106775831422422129e+01 7.557513234812672787e-01 1.106775831422422840e+01 3.791542991100500526e-01
1.475701108563229624e+01 6.514262879714034504e-01 1.475701108563227848e+01 1.649529155571463901e-01
1.844626385704037119e+01 5.595441097590914126e-01 1.844626385704040672e+01 1.620296859453439209e-02
2.213551662844844259e+01 4.794474080516165082e-01 2.213551662844845680e+01 -7.320160532393811537e-02
2.582476939985651754e+01 4.110874304139935931e-01 2.582476939985650688e+01 -1.182604682916115896e-01
2.951402217126459249e+01 3.526411173061124171e-01 2.951402217126463867e+01 -1.341582478599069039e-01
3.320327494267267099e+01 3.021937961863574440e-01 3.320327494267268520e+01 -1.295017657046903803e-01
3.689252771408074238e+01 2.593984388420278453e-01 3.689252771408073528e+01 -1.115364630036417559e-01
4.058178048548881378e+01 2.232590931619435892e-01 4.058178048548887062e+01 -9.040040075403184272e-02
4.427103325689688518e+01 1.933823046403062851e-01 4.427103325689691360e+01 -7.322275285917562160e-02
4.796028602830495657e+01 1.687908717034384831e-01 4.796028602830496368e+01 -6.056841588594950865e-02
5.164953879971303508e+01 1.477771470209959526e-01 5.164953879971301376e+01 -4.953283400510367224e-02
5.533879157112111358e+01 1.297724872171037991e-01 5.533879157112114910e+01 -3.806514662589634279e-02
5.902804434252918497e+01 1.141839369609866928e-01 5.902804434252919918e+01 -2.806341798285127281e-02
6.271729711393726348e+01 9.989456430173387913e-02 6.271729711393724926e+01 -2.316360485686905224e-02
6.640654988534534198e+01 8.639240046044538435e-02 6.640654988534537040e+01 -2.233631741869884779e-02
7.009580265675340627e+01 7.396514156411997110e-02 7.009580265675343469e+01 -2.013786035360784141e-02
7.378505542816148477e+01 6.321316969373272365e-02 7.378505542816147056e+01 -1.588971208991477729e-02
7.747430819956954906e+01 5.459138530618184992e-02 7.747430819956960590e+01 -1.191692381717226849e-02
8.116356097097762756e+01 4.830977537319901954e-02 8.116356097097765598e+01 -8.190404096619356700e-03
8.485281374238570606e+01 4.396655401450450668e-02 8.485281374238570606e+01 -4.408962958621766813e-03
8.854206651379377035e+01 4.031723351894857948e-02 8.854206651379382720e+01 -1.253089359485872964e-04
9.223131928520186307e+01 3.616955150183853024e-02 9.223131928520189149e+01 3.371671686259748810e-03
9.592057205660991315e+01 3.124941853296453464e-02 9.592057205660992736e+01 3.397474008440098600e-03
9.960982482801800586e+01 2.616424356015658453e-02 9.960982482801797744e+01 1.470561883718584208e-03
1.032990775994260702e+02 2.224674978634176223e-02 1.032990775994260986e+02 -7.382738057766432280e-04
1.069883303708341629e+02 1.974925702208182865e-02 1.069883303708341629e+02 -3.269253637232160444e-03
1.106775831422422272e+02 1.742863781478951740e-02 1.106775831422422129e+02 -6.837792926952801498e-03
1.143668359136503057e+02 1.496114390191044530e-02 1.143668359136503483e+02 -9.783854514830957194e-03
1.180560886850583699e+02 1.230727967603499270e-02 1.180560886850583984e+02 -9.563994816585860703e-03
1.217453414564664342e+02 9.379513278830735323e-03 1.217453414564664342e+02 -7.595458553099248070e-03
1.254345942278745270e+02 7.372761715768019752e-03 1.254345942278745696e+02 -7.115497977201065000e-03
1.291238469992825912e+02 7.393438324620632031e-03 1.291238469992826197e+02 -6.579892495695207483e-03
1.328130997706906840e+02 8.239064639372527948e-03 1.328130997706906840e+02 -4.498135972335534465e-03
1.365023525420987482e+02 8.925504708226134759e-03 1.365023525420987198e+02 -3.999436686334952723e-03
1.401916053135068125e+02 1.016352695235267153e-02 1.401916053135068694e+02 -4.102493145361294641e-03
1.438808580849148768e+02 1.173449863835610875e-02 1.438808580849149052e+02 -3.209339561700045706e-03
1.475701108563229695e+02 1.214637202373096934e-02 1.475701108563229411e+02 -2.427877831356875862e-03
1.512593636277310338e+02 1.227374599317704144e-02 1.512593636277310907e+02 -1.553054026136941029e-03
1.549486163991390981e+02 1.294328921904944023e-02 1.549486163991391265e+02 -1.344061822688994313e-03
1.586378691705471908e+02 1.304625053674744392e-02 1.586378691705471908e+02 -1.793257488966861065e-03
1.623271219419552551e+02 1.201881275358424039e-02 1.623271219419553120e+02 -2.427510822232845523e-03
1.660163747133633478e+02 1.047016939712560463e-02 1.660163747133633478e+02 -3.633264737767513946e-03
1.697056274847714121e+02 8.623824008633904775e-03 1.697056274847714121e+02 -4.414029190901565258e-03
1.733948802561795048e+02 6.741587914138142193e-03 1.733948802561795333e+02 -3.618173119558176429e-03
1.770841330275875407e+02 5.139575484474353390e-03 1.770841330275875691e+02 -1.194925492424656066e-03
1.807733857989956334e+02 3.588789966211836883e-03 1.807733857989956334e+02 1.441007359807829373e-03
1.844626385704037261e+02 2.661064890753984773e-03 1.844626385704036693e+02 3.082683276209297312e-03
1.881518913418117620e+02 2.858278310623254236e-03 1.881518913418118188e+02 6.003462619453499988e-03
1.918411441132198263e+02 3.959974242369975438e-03 1.918411441132198547e+02 1.050884812565344023e-02
1.955303968846279474e+02 5.523629566208185758e-03 1.955303968846279190e+02 1.135089636945530583e-02
1.992196496560360117e+02 6.833920917052940802e-03 1.992196496560360686e+02 8.299323098389261091e-03
2.029089024274440760e+02 7.359309622068363477e-03 2.029089024274440760e+02 5.147020943309356389e-03
2.065981551988521403e+02 6.847516153011761787e-03 2.065981551988521403e+02 4.282677387150731103e-03
2.102874079702602046e+02 6.157823612816542072e-03 2.102874079702602614e+02 4.533129416613563417e-03
2.139766607416683257e+02 6.440339928226616016e-03 2.139766607416683257e+02 3.656044302206157021e-03
2.176659135130763900e+02 7.314315982665639017e-03 2.176659135130763900e+02 1.615071858361316311e-03
2.213551662844844543e+02 8.220792417578663691e-03 2.213551662844844259e+02 -1.037785108801577176e-03
