# Xi, RijLong, Xi, RijLat
3.763037826836235240e+02 6.988106261900071080e-03 3.763037826836235809e+02 -4.615127847044360118e-03
3.799930354550316451e+02 5.501446561025038172e-03 3.799930354550316451e+02 -1.890363799922493418e-03
3.836822882264396526e+02 5.052452421044567946e-03 3.836822882264397094e+02 -9.373245073270135286e-04
3.873715409978477737e+02 6.310473377668882750e-03 3.873715409978477737e+02 -3.278351246507278226e-03
3.910607937692558949e+02 7.796041743323879961e-03 3.910607937692558949e+02 -8.091553124416929477e-03
3.947500465406639023e+02 7.433545141959483835e-03 3.947500465406639591e+02 -1.223121148029424760e-02
3.984392993120720234e+02 6.005290497627780930e-03 3.984392993120720234e+02 -1.221152851173739305e-02
4.021285520834800309e+02 5.526263261974487251e-03 4.021285520834800877e+02 -8.915727249825752126e-03
4.058178048548881520e+02 5.926964412013314802e-03 4.058178048548881520e+02 -5.973212932295228310e-03
4.095070576262962732e+02 5.293823549769894991e-03 4.095070576262962732e+02 -4.118888210392542167e-03
4.131963103977042806e+02 4.135375987201155186e-03 4.131963103977043374e+02 -2.750007332077810188e-03
4.168855631691124017e+02 4.267237204220080196e-03 4.168855631691124017e+02 -4.156982607101998377e-04
4.205748159405204092e+02 5.232420385660540608e-03 4.205748159405204660e+02 3.284315656513020053e-03
4.242640687119285303e+02 5.377911844968308840e-03 4.242640687119285303e+02 4.958360163434759847e-03
4.279533214833366515e+02 4.376417367041907786e-03 4.279533214833366515e+02 4.737498975793835200e-03
4.316425742547446021e+02 3.510859984508557866e-03 4.316425742547447157e+02 4.659461213976558852e-03
4.353318270261527800e+02 3.515746313280368809e-03 4.353318270261527800e+02 4.184313529878583120e-03
4.390210797975608443e+02 3.496439838895849545e-03 4.390210797975608443e+02 2.655431388544925598e-03
4.427103325689689086e+02 3.541747808559514085e-03 4.427103325689689086e+02 4.440643439731535992e-04
4.463995853403769729e+02 5.185934409034361620e-03 4.463995853403769729e+02 -1.498437581018037534e-03
4.500888381117850372e+02 7.120525525820584067e-03 4.500888381117850372e+02 -2.603550636231945648e-03
4.537780908831931015e+02 7.365854268627268671e-03 4.537780908831931015e+02 -3.183813108764123323e-03
4.574673436546012226e+02 6.330250880272493726e-03 4.574673436546012226e+02 -2.987282700662380070e-03
4.611565964260092301e+02 5.291011049996103589e-03 4.611565964260092869e+02 -3.022124364539916213e-03
4.648458491974173512e+02 4.972128152563130669e-03 4.648458491974173512e+02 -4.491933427828937245e-03
4.685351019688253587e+02 4.475728953956680141e-03 4.685351019688254155e+02 -5.696943032244718499e-03
4.722243547402334798e+02 3.165373864277181912e-03 4.722243547402334798e+02 -4.009898233257116335e-03
4.759136075116416009e+02 1.957300561961181073e-03 4.759136075116416009e+02 -3.225943707829794123e-03
4.796028602830496084e+02 1.767263970032997324e-03 4.796028602830496652e+02 -4.245385940703281721e-03
4.832921130544577295e+02 1.946001252603802830e-03 4.832921130544577295e+02 -3.459069161225505548e-03
4.869813658258657370e+02 1.408052340455605463e-03 4.869813658258657938e+02 -1.831637165718491556e-03
4.906706185972738581e+02 1.390449857793251125e-03 4.906706185972738581e+02 -1.100564163570587469e-03
4.943598713686819792e+02 2.099895627420769479e-03 4.943598713686819792e+02 -1.095495244393045447e-03
4.980491241400899867e+02 2.091394503187711876e-03 4.980491241400899867e+02 -9.393758868389467855e-04
5.017383769114981078e+02 1.506863027286076606e-03 5.017383769114981078e+02 7.197874667964677432e-04
5.054276296829061152e+02 1.376085669676925223e-03 5.054276296829061721e+02 1.192482207420079293e-03
5.091168824543142364e+02 1.685702042211088651e-03 5.091168824543142932e+02 -5.126415385321986392e-04
5.128061352257223007e+02 1.516142619759798874e-03 5.128061352257223007e+02 -2.238427741861216420e-03
5.164953879971303650e+02 1.092621139786061199e-03 5.164953879971303650e+02 -4.133096334767963516e-03
5.201846407685384293e+02 1.757416781254128157e-03 5.201846407685384293e+02 -5.714164094912367771e-03
5.238738935399466072e+02 3.621763975713417679e-03 5.238738935399466072e+02 -5.423035334075061546e-03
5.275631463113545578e+02 4.957353429353130586e-03 5.275631463113546715e+02 -2.622945542456830547e-03
5.312523990827627358e+02 5.572949630961598726e-03 5.312523990827627358e+02 -4.675575670887012385e-07
5.349416518541706864e+02 6.450135648244839821e-03 5.349416518541708001e+02 1.523096552821389023e-04
5.386309046255788644e+02 6.749484070167372819e-03 5.386309046255788644e+02 -1.029883315377273659e-03
5.423201573969869287e+02 5.717756326806654708e-03 5.423201573969869287e+02 -2.099291353842383002e-03
5.460094101683949930e+02 4.934339198915334984e-03 5.460094101683949930e+02 -2.403919327890980881e-03
5.496986629398030573e+02 5.079294867497927482e-03 5.496986629398030573e+02 -1.399985834661207629e-03
5.533879157112111216e+02 4.701583434172969776e-03 5.533879157112111216e+02 3.771140095633699881e-05
5.570771684826191859e+02 4.069180781779723789e-03 5.570771684826191859e+02 7.112493084635353744e-04
5.607664212540272501e+02 3.667999162696960417e-03 5.607664212540272501e+02 1.050841112460879209e-03
5.644556740254353144e+02 3.586853260755936464e-03 5.644556740254353144e+02 1.965652569405391785e-03
5.681449267968433787e+02 3.361201511495959596e-03 5.681449267968433787e+02 3.375691479790995670e-03
5.718341795682514430e+02 2.798560733197475673e-03 5.718341795682515567e+02 4.441234877058330109e-03
5.755234323396595073e+02 2.372110547647737679e-03 5.755234323396595073e+02 4.582255776777107402e-03
5.792126851110676853e+02 1.595754336654673332e-03 5.792126851110676853e+02 3.144816139352175563e-03
5.829019378824756359e+02 4.661641923917562579e-04 5.829019378824757496e+02 1.029685532410407880e-03
5.865911906538838139e+02 5.746099245405462264e-05 5.865911906538838139e+02 -9.576180481522972591e-05
5.902804434252918782e+02 -8.799805528736343941e-05 5.902804434252918782e+02 -2.964372054369877689e-04
5.939696961966999424e+02 -4.906167273507147392e-04 5.939696961966999424e+02 2.338079983295365447e-04
5.976589489681080067e+02 -8.635248728395059211e-04 5.976589489681080067e+02 6.868950254732870834e-04
6.013482017395160710e+02 -1.030712780459267777e-03 6.013482017395160710e+02 1.398318759172876592e-04
