# f, Suu, Svv, Sww
0.000000000000000000e+00 1.967910571843294737e-02 4.604138642017912599e-03 2.385376984225315647e-03
3.030303030303030300e-04 8.716744961570062067e-01 1.583800011928803431e-01 7.425587509938152975e-02
6.060606060606060601e-04 7.754271204451808064e-01 1.216366444936731461e-01 7.794718418291110562e-02
9.090909090909090901e-04 6.085385444585869053e-01 1.050737137793253395e-01 7.185777628739221934e-02
1.212121212121212120e-03 6.120100473350252868e-01 1.131249964645510420e-01 5.618408089889535828e-02
1.515151515151515150e-03 6.356141321172121827e-01 1.066223571293662825e-01 7.321763026457178691e-02
1.818181818181818180e-03 6.590383231534687747e-01 9.945927861142553339e-02 7.192625937815382009e-02
2.121212121212121427e-03 7.000594936269652901e-01 1.049096557684565528e-01 7.731191757058468450e-02
2.424242424242424240e-03 7.731911939718340010e-01 1.152989940596431950e-01 6.692558656845636056e-02
2.727272727272727487e-03 6.138184636199088828e-01 1.393286802990646445e-01 7.969715966071172497e-02
3.030303030303030300e-03 7.424705024424597122e-01 1.311015800742045267e-01 6.410473211025702334e-02
3.333333333333333547e-03 6.658630558552816048e-01 1.047066632024696992e-01 6.117300815343364173e-02
3.636363636363636360e-03 5.780838862428427927e-01 9.242896154950279441e-02 5.960422496728982195e-02
3.939393939393939607e-03 5.749385620907717653e-01 9.148586510597241095e-02 6.503974639556402149e-02
4.242424242424242854e-03 5.437536035457929406e-01 1.155037960275938497e-01 6.264058621454926534e-02
4.545454545454545234e-03 6.026806462126559349e-01 9.171829889744621822e-02 7.170443321004203729e-02
4.848484848484848481e-03 6.197524348831985330e-01 1.259564272651413908e-01 6.572441503992296208e-02
5.151515151515151728e-03 7.331360900958815430e-01 1.232478953200192712e-01 7.802496289333719914e-02
5.454545454545454974e-03 7.749010440083758944e-01 1.287690215480200295e-01 7.018037041426011813e-02
5.757575757575757354e-03 5.848924290270306470e-01 1.453379609225123326e-01 5.561009327181980905e-02
6.060606060606060601e-03 5.489498931544833926e-01 1.174566117858935610e-01 6.264147713712119037e-02
6.363636363636363848e-03 6.593742223117405876e-01 1.329202819394322832e-01 7.244140045855348986e-02
