# Xi, RijLong, Xi, RijLat
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.689252771408074061e+00 9.602046057757812614e-01 3.689252771408130016e+00 8.895940038605955058e-01
7.378505542816148122e+00 8.629069596701524070e-01 7.378505542816179208e+00 6.312427686296411267e-01
1.106775831422422129e+01 7.497654835193290346e-01 1.106775831422422840e+01 3.582039218810819659e-01
1.475701108563229624e+01 6.444373341577516179e-01 1.475701108563227848e+01 1.473432523639693625e-01
1.844626385704037119e+01 5.513364824675721643e-01 1.844626385704040672e+01 6.615392896150516094e-03
2.213551662844844259e+01 4.699432582042337714e-01 2.213551662844845680e+01 -7.608116721558672024e-02
2.582476939985651754e+01 4.006092506140246923e-01 2.582476939985650688e+01 -1.149612841517826389e-01
2.951402217126459249e+01 3.419486113621970080e-01 2.951402217126463867e+01 -1.250173842273799574e-01
3.320327494267267099e+01 2.916392905238281430e-01 3.320327494267268520e+01 -1.189313664611712368e-01
3.689252771408074238e+01 2.487506121943724724e-01 3.689252771408073528e+01 -1.046185967717527393e-01
4.058178048548881378e+01 2.117787007890222784e-01 4.058178048548887062e+01 -8.842229145029194270e-02
4.427103325689688518e+01 1.797896608407920094e-01 4.427103325689691360e+01 -7.548998705044525359e-02
4.796028602830495657e+01 1.527297280057727802e-01 4.796028602830496368e+01 -6.472047396904616334e-02
5.164953879971303508e+01 1.297968957807945634e-01 5.164953879971301376e+01 -5.289193033549084710e-02
5.533879157112111358e+01 1.104852442097002257e-01 5.533879157112114910e+01 -4.200666243883544038e-02
5.902804434252918497e+01 9.465992141814696947e-02 5.902804434252919918e+01 -3.442008349742872036e-02
6.271729711393726348e+01 8.179092890661178450e-02 6.271729711393724926e+01 -3.008321141323007375e-02
6.640654988534534198e+01 7.187590103662672147e-02 6.640654988534537040e+01 -2.681097994864395720e-02
7.009580265675340627e+01 6.497279668697801547e-02 7.009580265675343469e+01 -2.265455852112142551e-02
7.378505542816148477e+01 5.949401785737926107e-02 7.378505542816147056e+01 -1.717507638631899161e-02
7.747430819956954906e+01 5.305514466422969755e-02 7.747430819956960590e+01 -1.096550091358966007e-02
8.116356097097762756e+01 4.520221935705842631e-02 8.116356097097765598e+01 -5.205253610764360057e-03
8.485281374238570606e+01 3.739819537832558133e-02 8.485281374238570606e+01 -4.304532100707951980e-04
8.854206651379377035e+01 3.065337829753196977e-02 8.854206651379382720e+01 3.364751261003300596e-03
9.223131928520186307e+01 2.512612717762932601e-02 9.223131928520189149e+01 6.363352158191216273e-03
9.592057205660991315e+01 2.113535671784925671e-02 9.592057205660992736e+01 8.384058101494513970e-03
9.960982482801800586e+01 1.834030286563460496e-02 9.960982482801797744e+01 8.866235062320025964e-03
1.032990775994260702e+02 1.639577351420257872e-02 1.032990775994260986e+02 8.360831369934044327e-03
1.069883303708341629e+02 1.474085160464279516e-02 1.069883303708341629e+02 7.569177829675633601e-03
1.106775831422422272e+02 1.317419624193795838e-02 1.106775831422422129e+02 6.591775980475056418e-03
1.143668359136503057e+02 1.280827106382232891e-02 1.143668359136503483e+02 5.261080696486513872e-03
1.180560886850583699e+02 1.297782752023781197e-02 1.180560886850583984e+02 3.461837719952585123e-03
1.217453414564664342e+02 1.117303009288056655e-02 1.217453414564664342e+02 -3.225064109230419231e-04
1.254345942278745270e+02 7.483836189156361368e-03 1.254345942278745696e+02 -4.967124333306143814e-03
1.291238469992825912e+02 4.253462062707232157e-03 1.291238469992826197e+02 -7.851452435660953577e-03
1.328130997706906840e+02 2.343550315574664290e-03 1.328130997706906840e+02 -7.665037969951697498e-03
1.365023525420987482e+02 4.578153649213094045e-04 1.365023525420987198e+02 -6.782308389469175573e-03
1.401916053135068125e+02 -1.978416186763900120e-03 1.401916053135068694e+02 -6.887384480088169607e-03
1.438808580849148768e+02 -4.056826169045169711e-03 1.438808580849149052e+02 -6.399061278237399425e-03
1.475701108563229695e+02 -5.807796260690659650e-03 1.475701108563229411e+02 -5.834777374003497635e-03
1.512593636277310338e+02 -7.712293535491128275e-03 1.512593636277310907e+02 -6.981380705094717559e-03
1.549486163991390981e+02 -8.962554124811637768e-03 1.549486163991391265e+02 -8.236566431027738527e-03
1.586378691705471908e+02 -9.538802849683456278e-03 1.586378691705471908e+02 -8.624484600526522576e-03
1.623271219419552551e+02 -1.007972960660439947e-02 1.623271219419553120e+02 -8.822913969183217991e-03
1.660163747133633478e+02 -1.008645841526508921e-02 1.660163747133633478e+02 -8.057919574309287819e-03
1.697056274847714121e+02 -9.330312657078149163e-03 1.697056274847714121e+02 -5.687903935768391823e-03
1.733948802561795048e+02 -8.554519897411544394e-03 1.733948802561795333e+02 -2.567449329615374785e-03
1.770841330275875407e+02 -8.438624663990260816e-03 1.770841330275875691e+02 -1.130835987794590221e-03
1.807733857989956334e+02 -8.800193516110202743e-03 1.807733857989956334e+02 -5.042693922781481220e-04
1.844626385704037261e+02 -8.911870886700609326e-03 1.844626385704036693e+02 2.617785715084940991e-03
1.881518913418117620e+02 -9.031192848475201942e-03 1.881518913418118188e+02 6.681182173105162936e-03
1.918411441132198263e+02 -9.299751789439794983e-03 1.918411441132198547e+02 8.038617869283715828e-03
1.955303968846279474e+02 -9.010666085779111753e-03 1.955303968846279190e+02 6.829292887040810424e-03
1.992196496560360117e+02 -8.467327699684661091e-03 1.992196496560360686e+02 5.919981229032410600e-03
2.029089024274440760e+02 -8.324983390821591445e-03 2.029089024274440760e+02 5.238265262209327797e-03
2.065981551988521403e+02 -8.153898043809502602e-03 2.065981551988521403e+02 4.201951009036690443e-03
2.102874079702602046e+02 -7.510496115724327876e-03 2.102874079702602614e+02 4.904143866366004675e-03
2.139766607416683257e+02 -6.722590068143976215e-03 2.139766607416683257e+02 7.019287976207360530e-03
2.176659135130763900e+02 -6.487914760272648663e-03 2.176659135130763900e+02 6.279282059449876191e-03
2.213551662844844543e+02 -7.210055471749419846e-03 2.213551662844844259e+02 1.997729390849374738e-03
2.250444190558925186e+02 -8.410011536613052827e-03 2.250444190558925470e+02 -1.632521014204897517e-03
2.287336718273006113e+02 -9.700640230787108131e-03 2.287336718273006113e+02 -1.898529737952348029e-03
2.324229245987086756e+02 -1.096426864530807531e-02 2.324229245987086472e+02 -1.307954621284331551e-03
2.361121773701167399e+02 -1.145789518975789782e-02 2.361121773701167967e+02 -1.643238896982810717e-03
2.398014301415248042e+02 -1.099078479493982921e-02 2.398014301415248326e+02 -2.803685306138078200e-03
