# f, Suu, Svv, Sww
0.000000000000000000e+00 3.018200790895555000e-02 6.093240503650394595e-03 2.728029531972727025e-03
3.030303030303030300e-04 8.774179557017053321e-01 1.417430992420046221e-01 8.604709777763244749e-02
6.060606060606060601e-04 1.095178824184501742e+00 1.349888044456707681e-01 8.535379637751853987e-02
9.090909090909090901e-04 8.991060141588376187e-01 1.296428364770569885e-01 8.408139700450362186e-02
1.212121212121212120e-03 7.914323304714341312e-01 1.354256396498120241e-01 7.735498134789718649e-02
1.515151515151515150e-03 9.432855408665891117e-01 1.167494444399164860e-01 8.152632655242346427e-02
1.818181818181818180e-03 9.046066234762614178e-01 1.234132825759710894e-01 8.244439599253051976e-02
2.121212121212121427e-03 8.507624543744172207e-01 1.113530527616176796e-01 7.618233643786327669e-02
2.424242424242424240e-03 9.624358290485491851e-01 1.492815138097986216e-01 6.484749017741132937e-02
2.727272727272727487e-03 8.467965563713572008e-01 1.992025480765505785e-01 6.351336582403827036e-02
3.030303030303030300e-03 8.897481305516371508e-01 1.282780279872856033e-01 7.541721368524213764e-02
3.333333333333333547e-03 1.063175223413665993e+00 1.808648852946186658e-01 8.784085492107376880e-02
3.636363636363636360e-03 9.780545133724825035e-01 1.179405067538075447e-01 8.767454909740929336e-02
3.939393939393939607e-03 7.609491928691559659e-01 1.393184240265902818e-01 7.564100896767016191e-02
4.242424242424242854e-03 8.368314970686987486e-01 1.315344892865416560e-01 8.328648196298689410e-02
4.545454545454545234e-03 8.827403021125871385e-01 1.482377508543573641e-01 7.743913322175530189e-02
4.848484848484848481e-03 8.010947918640913823e-01 1.345833701574620511e-01 6.484994672399116422e-02
5.151515151515151728e-03 7.875108886679097475e-01 1.277771653983475475e-01 8.518007961699275432e-02
5.454545454545454974e-03 9.657659050472542361e-01 1.395428122698810502e-01 8.180402603860306709e-02
5.757575757575757354e-03 8.443722685018746343e-01 1.414769630346723872e-01 8.548513211278369051e-02
6.060606060606060601e-03 7.291056152695272186e-01 1.398401409495951542e-01 9.685543363639984027e-02
6.363636363636363848e-03 7.810898257673598577e-01 1.368716348036254082e-01 7.475972557941831798e-02
6.666666666666667095e-03 9.415213479421438159e-01 1.407419943899622383e-01 7.555112501700478322e-02
6.969696969696969474e-03 1.011424437032818702e+00 1.511295827624152821e-01 9.590193955255338354e-02
7.272727272727272721e-03 1.146026529526988913e+00 1.869105144386224160e-01 9.830412471849100942e-02
7.575757575757575968e-03 9.193892402515070339e-01 1.782738547435252785e-01 9.109552604680019872e-02
7.878787878787879215e-03 9.403159416562034689e-01 1.757040388768989492e-01 9.063632165023970122e-02
8.181818181818182462e-03 8.041890505437714332e-01 1.604725375767258599e-01 9.470551553460176963e-02
8.484848484848485708e-03 8.267537629234620322e-01 1.563660880260649422e-01 8.759886848460450570e-02
8.787878787878787221e-03 9.584386644784655962e-01 1.520959085471865757e-01 7.760489070279044665e-02
9.090909090909090468e-03 8.968348949773319312e-01 1.720227635846081071e-01 7.344051579422859743e-02
9.393939393939393714e-03 8.125080738786432111e-01 1.975842781287179550e-01 7.907159691082196740e-02
9.696969696969696961e-03 7.534474654031373397e-01 1.669632159912661229e-01 7.600933528460328270e-02
1.000000000000000021e-02 9.135269670954134780e-01 2.512138764246191203e-01 7.854972670570728455e-02
1.030303030303030346e-02 7.604194292665673593e-01 1.488455613992906990e-01 7.911465149907589978e-02
1.060606060606060670e-02 7.132360817799230368e-01 1.607079003503194548e-01 8.698823941735694953e-02
1.090909090909090995e-02 6.343005698022148309e-01 1.538369410589021935e-01 7.757470886516595887e-02
1.121212121212121146e-02 8.627742959584905336e-01 1.658459529514655917e-01 7.581783495089339242e-02
1.151515151515151471e-02 8.912445362220063894e-01 1.869872950058250050e-01 7.928520453176628180e-02
1.181818181818181795e-02 7.129939531829477817e-01 1.576703441346563872e-01 8.051332879308677193e-02
1.212121212121212120e-02 6.367597172207715150e-01 1.993119871745687166e-01 9.240352906184784443e-02
1.242424242424242445e-02 7.483220129553264099e-01 1.967702298234638436e-01 7.885707788487876513e-02
1.272727272727272770e-02 7.824827284321794751e-01 2.084720836236966246e-01 7.995671864286994779e-02
1.303030303030303094e-02 6.729128680111403638e-01 1.824182833942275817e-01 7.807961067692731350e-02
1.333333333333333419e-02 7.191062269906000060e-01 1.767445257290893024e-01 8.525973444526618872e-02
1.363636363636363570e-02 6.898618665538879258e-01 2.251260421787555366e-01 8.470250851859345564e-02
1.393939393939393895e-02 7.910671958715774776e-01 2.145275637885946107e-01 8.610778745491175223e-02
1.424242424242424220e-02 6.792147359331726086e-01 1.771087096943723960e-01 8.213814875789761383e-02
1.454545454545454544e-02 7.102575385996852120e-01 2.021791267136453796e-01 8.270030959675644944e-02
1.484848484848484869e-02 7.699838640906544462e-01 2.114922013591226668e-01 8.985495227099041249e-02
1.515151515151515194e-02 7.224307528070742501e-01 1.766892759612008479e-01 8.365974984325386110e-02
1.545454545454545518e-02 6.123900148504586305e-01 1.966547247828589196e-01 6.458636960810232308e-02
1.575757575757575843e-02 7.560614093171582617e-01 2.257590397125858461e-01 9.035515786901661406e-02
1.606060606060605994e-02 6.873017078548460113e-01 1.707585835821263665e-01 8.003217532349139740e-02
1.636363636363636492e-02 7.188205242055943911e-01 1.914874920068467268e-01 8.348963525705886679e-02
1.666666666666666644e-02 8.001450766858165808e-01 1.980557713925904240e-01 8.770507971332938690e-02
1.696969696969697142e-02 5.739519936961079427e-01 1.637924283324750652e-01 8.854008436539548277e-02
1.727272727272727293e-02 5.665922641449040453e-01 1.685261033907266004e-01 7.799321109279754027e-02
1.757575757575757444e-02 6.178162859679425800e-01 1.791475688611756378e-01 8.556998662932087385e-02
1.787878787878787942e-02 7.530358073490671655e-01 2.116040477795638752e-01 1.097029069879766477e-01
1.818181818181818094e-02 7.179992861077970634e-01 2.339210236501644002e-01 9.695165863286793473e-02
1.848484848484848592e-02 7.130412396435032996e-01 2.141175902420061061e-01 9.865383181041885441e-02
1.878787878787878743e-02 6.037157186037898082e-01 2.163793509097928502e-01 9.658411882007664206e-02
1.909090909090909241e-02 8.227623259875617157e-01 2.251439553416066108e-01 8.960998498654508537e-02
1.939393939393939392e-02 7.372345772063479963e-01 2.260246899605794502e-01 9.898012250690396696e-02
1.969696969696969543e-02 5.365849153800825722e-01 2.175210337223388579e-01 9.045869389230744295e-02
2.000000000000000042e-02 5.302691673208914658e-01 2.050771366948214158e-01 7.697093245186172050e-02
2.030303030303030193e-02 7.496141186508022969e-01 2.469963714024551726e-01 9.486632256616427117e-02
2.060606060606060691e-02 6.711902534637943507e-01 2.053549061066246850e-01 7.913800357872406710e-02
2.090909090909090842e-02 6.906918934810019062e-01 1.873800941169063428e-01 9.434702872147994468e-02
2.121212121212121340e-02 6.130862960693206354e-01 1.905667727170667347e-01 8.826979705969491274e-02
2.151515151515151492e-02 5.210328866274580584e-01 2.341121710748660656e-01 9.598556458225268595e-02
2.181818181818181990e-02 5.923786987020073225e-01 2.061485363059299136e-01 8.127125682155843245e-02
2.212121212121212141e-02 6.136857515600726565e-01 2.649949857998998848e-01 9.319656507968426817e-02
2.242424242424242292e-02 6.756475723915266185e-01 2.431863928217482818e-01 9.670990601982895618e-02
2.272727272727272790e-02 5.919634050225450750e-01 2.236822624559544059e-01 8.867827575725324707e-02
2.303030303030302942e-02 6.210626536230384742e-01 2.306595591014530544e-01 7.972800532826845865e-02
2.333333333333333440e-02 5.908996115484230760e-01 2.023282317976384526e-01 1.108815270362257660e-01
2.363636363636363591e-02 5.039024177832054363e-01 1.900337541276656828e-01 8.730920360962142468e-02
2.393939393939394089e-02 5.755639162032523126e-01 2.116425411783748600e-01 9.273525238504815027e-02
2.424242424242424240e-02 5.733501025233344039e-01 2.411313818203262849e-01 8.995922111703376356e-02
2.454545454545454392e-02 4.843860708036196172e-01 3.025855963521714154e-01 8.875035284988369577e-02
2.484848484848484890e-02 5.931564222551092280e-01 2.238697883150149448e-01 8.887965190062659115e-02
2.515151515151515041e-02 5.561020080732924642e-01 2.361653493024532535e-01 8.291523690941422775e-02
2.545454545454545539e-02 4.829575718355582081e-01 2.405259547555473332e-01 8.189845899178141431e-02
2.575757575757575690e-02 4.600511252078660629e-01 2.510771401974754014e-01 8.307310735699591220e-02
2.606060606060606188e-02 5.683442637186650881e-01 2.263624293027411971e-01 8.849341651253320173e-02
2.636363636363636340e-02 4.645087550672456489e-01 2.550085137572161709e-01 8.556985650836544666e-02
2.666666666666666838e-02 5.187596897810814456e-01 2.442578860140416641e-01 9.327206623835893051e-02
2.696969696969696989e-02 5.479129259237083271e-01 2.697499098925904004e-01 1.048134370911142504e-01
2.727272727272727140e-02 4.632571748392423361e-01 1.904380287517850878e-01 9.694851268602699967e-02
2.757575757575757638e-02 4.502158063153215983e-01 2.343670894045296327e-01 8.193628406905104078e-02
2.787878787878787790e-02 4.391543350083256247e-01 2.302144740023304159e-01 8.846791085219260498e-02
2.818181818181818288e-02 4.792143551107505006e-01 2.335381663932341589e-01 9.256233988699491544e-02
2.848484848484848439e-02 5.551397240633323404e-01 2.306109706434068540e-01 1.028386224341288346e-01
2.878787878787878937e-02 4.496450396170846298e-01 2.059454110981509822e-01 7.276373929912674510e-02
2.909090909090909088e-02 5.054188781348339932e-01 1.900119275836160970e-01 7.956020939742379505e-02
2.939393939393939240e-02 4.385783238033151843e-01 2.482480242495446465e-01 8.067623418366870469e-02
2.969696969696969738e-02 5.126899419564582283e-01 2.036018482472615743e-01 1.041157581364156870e-01
2.999999999999999889e-02 3.850755967776205435e-01 2.585059052362335130e-01 8.710350180790207841e-02
3.030303030303030387e-02 4.726102364428244607e-01 2.155217380916971959e-01 1.010520021418679359e-01
3.060606060606060538e-02 4.789039491028592721e-01 2.150016314697070496e-01 8.133123220801372066e-02
3.090909090909091037e-02 4.942615902114639304e-01 2.437285873713006812e-01 9.198601026351282961e-02
3.121212121212121188e-02 4.746548853747608043e-01 2.434777961570531168e-01 9.244443433499573148e-02
3.151515151515151686e-02 3.854200082222684065e-01 2.723656121558273302e-01 8.480204848082512070e-02
3.181818181818181490e-02 4.839652172507984962e-01 2.528766655549762876e-01 8.877845132194814304e-02
3.212121212121211988e-02 5.238607781831861043e-01 1.976765934277455172e-01 9.004636746153091287e-02
3.242424242424242486e-02 4.375717057514660335e-01 1.901567210227378402e-01 9.333389784902644537e-02
3.272727272727272985e-02 4.432174687727219453e-01 1.987840754167112256e-01 9.649820573852885275e-02
3.303030303030302789e-02 5.056795047205246973e-01 2.143815589855113946e-01 8.498385282852373435e-02
3.333333333333333287e-02 5.654897715738917974e-01 2.356244969164703884e-01 9.604813686398214201e-02
3.363636363636363785e-02 3.816049132255745491e-01 2.404121683155135414e-01 8.728955104421340372e-02
3.393939393939394283e-02 4.188519391329231234e-01 2.335391775869971875e-01 8.561527481257508176e-02
3.424242424242424088e-02 5.263531036352611103e-01 1.951051102143203653e-01 9.925602756515974900e-02
3.454545454545454586e-02 4.328319651711031724e-01 2.233793702357361466e-01 1.063324811272918641e-01
3.484848484848485084e-02 4.288544400269779788e-01 2.469385948118869578e-01 9.368229251691312376e-02
3.515151515151514888e-02 4.423096025660303576e-01 2.228134457265797119e-01 9.234010778968632094e-02
3.545454545454545386e-02 4.710043760696061010e-01 2.022061634461694291e-01 9.090464034216197420e-02
3.575757575757575885e-02 3.993743885078289702e-01 2.254000680710917803e-01 9.713775023130025166e-02
3.606060606060606383e-02 3.862010330978443151e-01 2.469105966830475452e-01 9.249703968217030947e-02
3.636363636363636187e-02 4.401948152653093471e-01 2.463026838310513611e-01 9.691727576122291521e-02
3.666666666666666685e-02 3.268678251804220669e-01 2.445801903999859639e-01 9.280222402106852453e-02
3.696969696969697183e-02 3.608474567842259173e-01 2.448078707831519152e-01 8.720295353672424810e-02
3.727272727272726988e-02 4.203978577148715368e-01 2.331082994785883544e-01 9.985963249341345271e-02
3.757575757575757486e-02 3.465711373754199465e-01 1.990143114494050680e-01 1.018668454127157064e-01
3.787878787878787984e-02 4.085181575955477151e-01 2.318823864694953552e-01 9.064429147798912234e-02
3.818181818181818482e-02 3.653973854557214240e-01 2.084283991746385123e-01 7.980618487019303098e-02
3.848484848484848286e-02 3.384600879251726813e-01 2.174430292912043206e-01 9.049769392879626617e-02
3.878787878787878785e-02 4.331881799215581696e-01 2.230784601835582304e-01 1.017185594531105769e-01
3.909090909090909283e-02 3.269173651565016048e-01 2.172578071980903747e-01 8.555916814805603066e-02
3.939393939393939087e-02 3.716491599951743385e-01 2.165147585036104327e-01 9.340049897652832889e-02
3.969696969696969585e-02 3.709806876773582007e-01 2.413644575972166695e-01 1.046661052768785016e-01
4.000000000000000083e-02 3.118940364068858440e-01 1.969684998629031569e-01 9.475866642477108470e-02
4.030303030303030581e-02 3.024012655820216278e-01 2.105853327665536401e-01 8.073065909411890340e-02
4.060606060606060386e-02 4.008983696322883095e-01 1.983273381234434973e-01 9.567297791988041422e-02
4.090909090909090884e-02 3.126564725698999792e-01 2.282467542439700070e-01 9.382901111900339430e-02
4.121212121212121382e-02 3.552604290908769613e-01 2.019992860534114143e-01 9.181607865145174907e-02
4.151515151515151186e-02 2.873145114124434629e-01 1.991795308948905996e-01 8.597875308317239063e-02
4.181818181818181684e-02 3.010345292699583286e-01 2.269411645599915262e-01 8.559004090966565448e-02
4.212121212121212183e-02 3.431934940750853702e-01 2.209288864135506847e-01 1.031907325384369134e-01
4.242424242424242681e-02 3.400621548552591467e-01 2.220729305892134575e-01 1.059766919392544499e-01
4.272727272727272485e-02 3.287667298044685271e-01 2.123295637461932450e-01 9.495394478683590045e-02
4.303030303030302983e-02 3.423162909984252544e-01 2.244038777898196835e-01 9.076133854566641179e-02
4.333333333333333481e-02 3.053970753251580850e-01 2.052308856218077460e-01 9.310314516534144713e-02
4.363636363636363980e-02 3.431969093215350708e-01 2.193087169521821811e-01 1.033176914779688343e-01
4.393939393939393784e-02 3.302256862505837942e-01 2.213895269379349551e-01 9.440225678733075998e-02
4.424242424242424282e-02 2.977554365219943211e-01 1.807317238701482143e-01 7.965510272032425010e-02
4.454545454545454780e-02 2.921932780775398641e-01 2.116753070678537019e-01 8.527194263768582416e-02
4.484848484848484584e-02 2.739142268929428692e-01 2.109818875645118608e-01 9.176807005171287723e-02
4.515151515151515083e-02 2.700886033225174399e-01 2.095162812324934398e-01 8.806383567627193432e-02
4.545454545454545581e-02 2.969937414875407078e-01 2.144109554316825372e-01 1.007799807609505299e-01
4.575757575757576079e-02 2.896908820458660161e-01 2.301233753726396047e-01 8.485682593240041760e-02
