# z, Alpha
5.350000000000000000e+02 -2.764417232613511702e-02
5.375000000000000000e+02 2.684398367191457788e-02
5.400000000000000000e+02 -2.607213301579011308e-02
5.425000000000000000e+02 2.516774316884148183e-02
5.450000000000000000e+02 -2.426201506586779175e-02
5.475000000000000000e+02 2.324086295772645125e-02
5.500000000000000000e+02 -2.219458867557122864e-02
5.525000000000000000e+02 2.104534074510335320e-02
5.550000000000000000e+02 -1.985131007780262941e-02
5.575000000000000000e+02 1.856344710940004486e-02
5.600000000000000000e+02 -1.721380586185600886e-02
5.625000000000000000e+02 1.577712994821604819e-02
5.650000000000000000e+02 -1.426335071023031829e-02
5.675000000000000000e+02 1.266776870288492500e-02
5.700000000000000000e+02 -1.098063356545444375e-02
5.725000000000000000e+02 9.215882432840187197e-03
5.750000000000000000e+02 -7.345587363804952086e-03
5.775000000000000000e+02 5.401146282012915523e-03
5.800000000000000000e+02 -3.337363524757525068e-03
5.825000000000000000e+02 1.202393787249611589e-03
5.850000000000000000e+02 1.065586442820470707e-03
5.875000000000000000e+02 -3.402140888383013966e-03
5.900000000000000000e+02 5.885315569773330417e-03
5.925000000000000000e+02 -8.434629628035044888e-03
5.950000000000000000e+02 1.114409545698203524e-02
5.975000000000000000e+02 -1.391722417026641095e-02
6.000000000000000000e+02 1.686406042976380457e-02
6.025000000000000000e+02 -1.987178014177908708e-02
6.050000000000000000e+02 2.306684472660260748e-02
6.075000000000000000e+02 -2.631950110428575920e-02
6.100000000000000000e+02 2.977329740498377980e-02
6.125000000000000000e+02 -3.328080676058027543e-02
6.150000000000000000e+02 3.700337081167134889e-02
6.175000000000000000e+02 -4.077524916281052847e-02
6.200000000000000000e+02 4.477623511753747038e-02
6.225000000000000000e+02 -4.882172243199864314e-02
6.250000000000000000e+02 5.311059277266184930e-02
6.275000000000000000e+02 -5.743891124701339113e-02
6.300000000000000000e+02 6.202546436827578030e-02
6.325000000000000000e+02 -6.664595253346448922e-02
6.350000000000000000e+02 7.154053617533961962e-02
6.375000000000000000e+02 -7.646339713730793131e-02
6.400000000000000000e+02 8.167693729393706026e-02
6.425000000000000000e+02 -8.691032181654978483e-02
6.450000000000000000e+02 9.268582254876434057e-02
6.475000000000000000e+02 -9.440257048342180768e-02
6.500000000000000000e+02 1.004620092676728055e-01
6.525000000000000000e+02 -1.085320622839298921e-01
6.550000000000000000e+02 1.055256270235070681e-01
6.575000000000000000e+02 -1.031679698304490134e-01
6.600000000000000000e+02 1.018563738292825732e-01
6.625000000000000000e+02 -1.003883294755489319e-01
6.650000000000000000e+02 9.909120840618935999e-02
6.675000000000000000e+02 -9.787027877968744460e-02
6.700000000000000000e+02 9.663137950150631206e-02
6.725000000000000000e+02 -9.561723499782565083e-02
6.750000000000000000e+02 9.444964650918731552e-02
6.775000000000000000e+02 -9.358326746125902873e-02
6.800000000000000000e+02 9.258823769147102312e-02
6.825000000000000000e+02 -9.178209079258557723e-02
6.850000000000000000e+02 9.097582682647482877e-02
6.875000000000000000e+02 -9.016968784637216516e-02
6.900000000000000000e+02 8.949376365878143613e-02
6.925000000000000000e+02 -8.872062889268202135e-02
6.950000000000000000e+02 8.809091674336784472e-02
6.975000000000000000e+02 -8.740047790320945587e-02
7.000000000000000000e+02 8.676719539902649769e-02
7.025000000000000000e+02 -8.612994349876230971e-02
7.050000000000000000e+02 8.550842490484987513e-02
7.075000000000000000e+02 -8.482709617224765131e-02
7.100000000000000000e+02 8.425510498542651550e-02
7.125000000000000000e+02 -8.346619086168692581e-02
7.150000000000000000e+02 8.292291609442067890e-02
7.175000000000000000e+02 -8.204210672107956070e-02
7.200000000000000000e+02 8.144688996356012900e-02
7.225000000000000000e+02 -8.051575970010750594e-02
7.250000000000000000e+02 7.978666574407054790e-02
7.275000000000000000e+02 -7.880237552537611156e-02
7.300000000000000000e+02 7.791658445834162561e-02
7.325000000000000000e+02 -7.680104210645403995e-02
7.350000000000000000e+02 7.576201106363346371e-02
7.375000000000000000e+02 -7.450570604505708794e-02
7.400000000000000000e+02 7.351556579139224834e-02
7.425000000000000000e+02 -7.153565121921096059e-02
7.450000000000000000e+02 6.863255500644985241e-02
7.475000000000000000e+02 -7.554587422714509337e-02
7.500000000000000000e+02 8.462839824949273948e-02
7.525000000000000000e+02 -8.715092549133310329e-02
7.550000000000000000e+02 9.490777074861118934e-02
7.575000000000000000e+02 -1.019360635795805298e-01
7.600000000000000000e+02 1.088443805725177599e-01
7.625000000000000000e+02 -1.157641110820567393e-01
7.650000000000000000e+02 1.225940748416587123e-01
7.675000000000000000e+02 -1.293629501231288725e-01
7.700000000000000000e+02 1.360762381638556395e-01
7.725000000000000000e+02 -1.427056622223785709e-01
7.750000000000000000e+02 1.493081078036534171e-01
7.775000000000000000e+02 -1.557986996870952823e-01
7.800000000000000000e+02 1.622941497165221181e-01
7.825000000000000000e+02 -1.686485814829186136e-01
7.850000000000000000e+02 1.750395626736988008e-01
7.875000000000000000e+02 -1.812601212831935205e-01
7.900000000000000000e+02 1.875485146485849075e-01
7.925000000000000000e+02 -1.936368075453750448e-01
7.950000000000000000e+02 1.998244382363753568e-01
7.975000000000000000e+02 -2.057817539948673669e-01
8.000000000000000000e+02 2.118707550955442886e-01
8.025000000000000000e+02 -2.176985037542075452e-01
8.050000000000000000e+02 2.236913806451795439e-01
8.075000000000000000e+02 -2.293912712132726295e-01
8.100000000000000000e+02 2.352908209884931601e-01
8.125000000000000000e+02 -2.408648716154781488e-01
8.150000000000000000e+02 2.466740615731044250e-01
8.175000000000000000e+02 -2.521244719339240659e-01
8.200000000000000000e+02 2.578462888333873937e-01
8.225000000000000000e+02 -2.631753656395851015e-01
8.250000000000000000e+02 2.688127342250530849e-01
8.275000000000000000e+02 -2.740227996093066998e-01
8.300000000000000000e+02 2.795785068107733418e-01
8.325000000000000000e+02 -2.846718851389085647e-01
8.350000000000000000e+02 2.901485390855176316e-01
8.375000000000000000e+02 -2.951275264242277929e-01
8.400000000000000000e+02 3.005275597094432816e-01
8.425000000000000000e+02 -3.053944054071868752e-01
8.450000000000000000e+02 3.107200906570303234e-01
8.475000000000000000e+02 -3.154769904296847449e-01
8.500000000000000000e+02 3.207304611517440285e-01
8.525000000000000000e+02 -3.253795313855287752e-01
8.550000000000000000e+02 3.305628145594092793e-01
8.575000000000000000e+02 -3.351060942268582754e-01
8.600000000000000000e+02 3.402211256768120085e-01
8.625000000000000000e+02 -3.446605691167941021e-01
8.650000000000000000e+02 3.497092116485932545e-01
8.675000000000000000e+02 -3.540466916778509665e-01
8.700000000000000000e+02 3.590307150174764650e-01
8.725000000000000000e+02 -3.632680258324434974e-01
8.750000000000000000e+02 3.681891468002279066e-01
8.775000000000000000e+02 -3.723280109252015135e-01
8.800000000000000000e+02 3.771878527461138275e-01
8.825000000000000000e+02 -3.812299050485716267e-01
8.850000000000000000e+02 3.860300045907006927e-01
8.875000000000000000e+02 -3.899768195348863320e-01
8.900000000000000000e+02 3.947186159881019285e-01
8.925000000000000000e+02 -3.985716720973751515e-01
8.950000000000000000e+02 4.032565147125293792e-01
8.975000000000000000e+02 -4.070172092426667110e-01
9.000000000000000000e+02 4.116463249056555584e-01
9.025000000000000000e+02 -4.153159678968477153e-01
9.050000000000000000e+02 4.198904752342751956e-01
9.075000000000000000e+02 -4.234702781104867642e-01
9.100000000000000000e+02 4.279911675548755956e-01
9.125000000000000000e+02 -4.314822451825580663e-01
9.150000000000000000e+02 4.359503733833920980e-01
9.175000000000000000e+02 -4.393537478635187177e-01
9.200000000000000000e+02 4.437698248899288878e-01
9.225000000000000000e+02 -4.470864108578188056e-01
9.250000000000000000e+02 4.514510045145891382e-01
9.275000000000000000e+02 -4.546816224218241387e-01
9.300000000000000000e+02 4.589951296262357316e-01
9.325000000000000000e+02 -4.621404932741571270e-01
9.350000000000000000e+02 4.664031592433964257e-01
9.375000000000000000e+02 -4.694638767666632351e-01
9.400000000000000000e+02 4.736757666936004529e-01
9.425000000000000000e+02 -4.766523448319224809e-01
9.450000000000000000e+02 4.808133499174797043e-01
9.475000000000000000e+02 -4.837061781497829505e-01
9.500000000000000000e+02 4.878160123131363712e-01
9.525000000000000000e+02 -4.906253707292960731e-01
9.550000000000000000e+02 4.946835757474561390e-01
9.575000000000000000e+02 -4.974096061719003314e-01
9.600000000000000000e+02 5.014155424440716047e-01
9.625000000000000000e+02 -5.040582729970206621e-01
9.650000000000000000e+02 5.080111324328073774e-01
9.675000000000000000e+02 -5.105704156736741162e-01
9.700000000000000000e+02 5.144692309468605895e-01
9.725000000000000000e+02 -5.169448034545546244e-01
9.750000000000000000e+02 5.207884139186476080e-01
9.775000000000000000e+02 -5.231798386982728921e-01
9.800000000000000000e+02 5.269669381741290959e-01
9.825000000000000000e+02 -5.292736096241614785e-01
9.850000000000000000e+02 5.330027111227843006e-01
9.875000000000000000e+02 -5.352238756866840586e-01
9.900000000000000000e+02 5.388933980550131286e-01
9.925000000000000000e+02 -5.410273966098977372e-01
9.950000000000000000e+02 5.446183610518287033e-01
9.975000000000000000e+02 -5.469516906057948491e-01
1.000000000000000000e+03 -5.490751725218004919e-01
