 z veer
3.960000000000000000e+02 2.394218233337764445e+02
4.020000000000000000e+02 2.394545574751253980e+02
4.080000000000000000e+02 2.394915880304450013e+02
4.140000000000000000e+02 2.395149784404214870e+02
4.200000000000000000e+02 2.395464208262155239e+02
4.260000000000000000e+02 2.395620858590779676e+02
4.320000000000000000e+02 2.395886547885172035e+02
4.380000000000000000e+02 2.395970745725072106e+02
4.440000000000000000e+02 2.396190426685096213e+02
4.500000000000000000e+02 2.396213772104389648e+02
4.560000000000000000e+02 2.396399151745697509e+02
4.620000000000000000e+02 2.396383373490361635e+02
4.680000000000000000e+02 2.396549519430200519e+02
4.740000000000000000e+02 2.396476400499263661e+02
4.800000000000000000e+02 2.396621971802503879e+02
4.860000000000000000e+02 2.396513678073692120e+02
4.920000000000000000e+02 2.396669785365566838e+02
4.980000000000000000e+02 2.396520834969512066e+02
5.040000000000000000e+02 2.396692588105125310e+02
5.100000000000000000e+02 2.396488406637082562e+02
5.160000000000000000e+02 2.396651696377228973e+02
5.220000000000000000e+02 2.396440938228297739e+02
5.280000000000000000e+02 2.396646994486195581e+02
5.340000000000000000e+02 2.396363850477787594e+02
5.400000000000000000e+02 2.396638682381423280e+02
5.460000000000000000e+02 2.396304493181965256e+02
5.520000000000000000e+02 2.396663437413979807e+02
5.580000000000000000e+02 2.396294176697682872e+02
5.640000000000000000e+02 2.396780466507129574e+02
5.700000000000000000e+02 2.396322273444388031e+02
5.760000000000000000e+02 2.396924743311390671e+02
5.820000000000000000e+02 2.396557910563886082e+02
5.880000000000000000e+02 2.396941646335024814e+02
5.940000000000000000e+02 2.397021598306209285e+02
6.000000000000000000e+02 2.397331276401051241e+02
6.060000000000000000e+02 2.397544506880969664e+02
6.120000000000000000e+02 2.398118069840052158e+02
6.180000000000000000e+02 2.398341448166412988e+02
6.240000000000000000e+02 2.398665599414127030e+02
6.300000000000000000e+02 2.398972831172256406e+02
6.360000000000000000e+02 2.399410403086529868e+02
6.420000000000000000e+02 2.398966893062362828e+02
6.480000000000000000e+02 2.398863635708152344e+02
6.540000000000000000e+02 2.397468340438065297e+02
6.600000000000000000e+02 2.400342244197576349e+02
6.660000000000000000e+02 2.396535330089776323e+02
6.720000000000000000e+02 2.401072983680244590e+02
6.780000000000000000e+02 2.396103985750862932e+02
6.840000000000000000e+02 2.401572419478727909e+02
6.900000000000000000e+02 2.395697501116581236e+02
6.960000000000000000e+02 2.402017616060478247e+02
7.020000000000000000e+02 2.395329961376247638e+02
7.080000000000000000e+02 2.402368102623038624e+02
7.140000000000000000e+02 2.395035878038817430e+02
7.200000000000000000e+02 2.402606726929226397e+02
7.260000000000000000e+02 2.394849318084755794e+02
7.320000000000000000e+02 2.402726360494501705e+02
7.380000000000000000e+02 2.394619260875978455e+02
7.440000000000000000e+02 2.403197807468914675e+02
7.500000000000000000e+02 2.395656837331827091e+02
7.560000000000000000e+02 2.399761249191239756e+02
7.620000000000000000e+02 2.397618263388562241e+02
7.680000000000000000e+02 2.399517417263396055e+02
7.740000000000000000e+02 2.397682512339668222e+02
7.800000000000000000e+02 2.399367430103787626e+02
7.860000000000000000e+02 2.397734737594207388e+02
7.920000000000000000e+02 2.399266332610965833e+02
7.980000000000000000e+02 2.397827504664058438e+02
8.040000000000000000e+02 2.399804659084025218e+02
8.100000000000000000e+02 2.397822000154353930e+02
8.160000000000000000e+02 2.400105683130726675e+02
8.220000000000000000e+02 2.397817430815268835e+02
8.280000000000000000e+02 2.400586765300048455e+02
8.340000000000000000e+02 2.397589305337912720e+02
8.400000000000000000e+02 2.400349035112796514e+02
8.460000000000000000e+02 2.397140011965915960e+02
8.520000000000000000e+02 2.400252900659100419e+02
8.580000000000000000e+02 2.397198786574458325e+02
8.640000000000000000e+02 2.399985825901314058e+02
8.700000000000000000e+02 2.397438309881863461e+02
8.760000000000000000e+02 2.399889539968388021e+02
8.820000000000000000e+02 2.397381134560951637e+02
8.880000000000000000e+02 2.399830243594038848e+02
8.940000000000000000e+02 2.397593449231178226e+02
9.000000000000000000e+02 2.399996296653171157e+02
9.060000000000000000e+02 2.397808380021716914e+02
9.120000000000000000e+02 2.399926415953202365e+02
9.180000000000000000e+02 2.398103928840193078e+02
9.240000000000000000e+02 2.399854207320020691e+02
9.300000000000000000e+02 2.398203991386108953e+02
9.360000000000000000e+02 2.399863304251326213e+02
9.420000000000000000e+02 2.397626715197812075e+02
9.480000000000000000e+02 2.399508154094405370e+02
9.540000000000000000e+02 2.397484115381645324e+02
9.600000000000000000e+02 2.400261570855932973e+02
9.660000000000000000e+02 2.397116470197256319e+02
9.720000000000000000e+02 2.400344743473092990e+02
9.780000000000000000e+02 2.396890759624442921e+02
9.840000000000000000e+02 2.401059735949015135e+02
9.900000000000000000e+02 2.396258958678466797e+02
9.960000000000000000e+02 2.401389304054641229e+02
1.002000000000000000e+03 2.396334808195094013e+02
1.008000000000000000e+03 2.401572860322893916e+02
1.014000000000000000e+03 2.396405727584682950e+02
1.020000000000000000e+03 2.401435277486452549e+02
1.026000000000000000e+03 2.397003587898377646e+02
1.032000000000000000e+03 2.400813426215123059e+02
1.038000000000000000e+03 2.397209508666633440e+02
1.044000000000000000e+03 2.400148501186328929e+02
1.050000000000000000e+03 2.396675163372777888e+02
