 z Alpha
7.440000000000000000e+02 6.496163835233186024e-02
7.500000000000000000e+02 4.989756911707645542e-02
7.560000000000000000e+02 -1.616832894044442062e-04
7.620000000000000000e+02 -4.339223578050679236e-02
7.680000000000000000e+02 -2.219064140746502267e-01
7.740000000000000000e+02 1.180864879428709241e-01
7.800000000000000000e+02 -2.534166595334371719e-01
7.860000000000000000e+02 2.451091546985217917e-01
7.920000000000000000e+02 -2.334276555209198745e-01
7.980000000000000000e+02 3.660021335767851824e-01
8.040000000000000000e+02 -2.752061340721949634e-01
8.100000000000000000e+02 3.741169291530200280e-01
8.160000000000000000e+02 -3.228465005683581190e-01
8.220000000000000000e+02 3.190254190654568389e-01
8.280000000000000000e+02 -3.283100321609537242e-01
8.340000000000000000e+02 2.605285356389027140e-01
8.400000000000000000e+02 -2.248982011574670314e-01
8.460000000000000000e+02 1.968109458970208892e-01
8.520000000000000000e+02 -1.689897521474042208e-01
8.580000000000000000e+02 1.218247736974161777e-01
8.640000000000000000e+02 -9.994691931286588116e-02
8.700000000000000000e+02 1.120029436076220991e-01
8.760000000000000000e+02 -9.149539300718272095e-02
8.820000000000000000e+02 1.169855133621586774e-01
8.880000000000000000e+02 -2.092970411039612733e-01
8.940000000000000000e+02 1.573728245067936016e-01
9.000000000000000000e+02 -1.139124428897207580e-01
9.060000000000000000e+02 8.508160079692138333e-02
9.120000000000000000e+02 -2.025482787081240785e-02
9.180000000000000000e+02 -1.026600807905806018e-01
9.240000000000000000e+02 1.724082674981910202e-01
9.300000000000000000e+02 -7.537923025615904382e-02
9.360000000000000000e+02 3.336627305814080652e-02
9.420000000000000000e+02 -1.630163617337042695e-02
9.480000000000000000e+02 -3.940415189431058923e-02
9.540000000000000000e+02 9.133739392907237742e-02
9.600000000000000000e+02 -1.741617486471131460e-01
9.660000000000000000e+02 1.634258075884913730e-01
9.720000000000000000e+02 -2.204643942764557552e-01
9.780000000000000000e+02 2.625262552720863951e-01
9.840000000000000000e+02 -2.127503600497308578e-01
9.900000000000000000e+02 2.412524453501728727e-01
9.960000000000000000e+02 -3.033828103373429896e-01
1.002000000000000000e+03 3.785565870414480671e-01
1.008000000000000000e+03 -4.077317393529509837e-01
1.014000000000000000e+03 4.239850050269621806e-01
1.020000000000000000e+03 -4.458172581018912672e-01
1.026000000000000000e+03 4.501203766200958523e-01
1.032000000000000000e+03 -5.458235707045621110e-01
1.038000000000000000e+03 4.675255706076889561e-01
1.044000000000000000e+03 -4.617814621134899156e-01
1.050000000000000000e+03 -4.656712311024334139e-01
