z Tu Tv Tw
4.740000000000000000e+02 -1.595922072169742132e-07 -2.043199100398851506e-07 -4.731255912714393804e-07
4.800000000000000000e+02 -1.335878228474030024e-07 5.255168199482796146e-08 -5.475760594294332451e-07
4.860000000000000000e+02 -2.046842790946357234e-07 -1.597998780766829473e-07 -5.511955630394638052e-07
4.920000000000000000e+02 -1.549847484056954234e-07 1.307063112449213725e-07 -6.738563365496164095e-07
4.980000000000000000e+02 -1.804111005640152104e-07 -1.621165314872996571e-07 -6.982716804915911597e-07
5.040000000000000000e+02 -1.098020204267413655e-07 1.702636170762161657e-07 -8.999989034983779900e-07
5.100000000000000000e+02 -8.200093527648277386e-08 -1.591941478864100728e-07 -9.340344091573138831e-07
5.160000000000000000e+02 -1.236996198372253350e-07 3.264043091689927857e-07 -1.286342206905244305e-06
5.220000000000000000e+02 -1.318196650800018657e-07 6.932790762448348814e-08 -1.298921075169356901e-06
5.280000000000000000e+02 -1.208443880159393316e-07 3.472564737649008918e-07 -1.999432031413639341e-06
5.340000000000000000e+02 -6.622122319981826862e-07 7.037475981405804772e-07 -1.780514322185755604e-06
5.400000000000000000e+02 2.884722492808578022e-07 -2.804883096018784241e-07 -3.463548860523690993e-06
5.460000000000000000e+02 -2.303728953052086660e-07 7.591833557853533250e-07 -2.319175787182858858e-06
5.520000000000000000e+02 1.738600386283906056e-06 -1.951689910106324571e-06 -5.996517891599828807e-06
5.580000000000000000e+02 8.164934874002938188e-07 1.042616910353899579e-08 -3.526577374928763283e-06
5.640000000000000000e+02 2.363965823167291072e-06 -2.704478687076061848e-06 -9.593216981802465870e-06
5.700000000000000000e+02 -1.667504864713009609e-07 -1.972448305025409456e-06 -5.693824983174411824e-06
5.760000000000000000e+02 -1.728737007113068048e-06 -3.579780149379985229e-06 -1.572240859429962950e-05
5.820000000000000000e+02 -4.526040004395781448e-06 -3.005086372775167647e-06 -7.501446391284382966e-06
5.880000000000000000e+02 -6.754673974126035674e-06 -1.163384786254937337e-05 -2.660431863266770019e-05
5.940000000000000000e+02 -8.614461306399333993e-06 -9.321150109963128105e-06 -7.038817851270362660e-06
6.000000000000000000e+02 -1.183907620127229169e-05 -2.066945276492333645e-05 -4.129752685168996832e-05
6.060000000000000000e+02 -1.080395032420256034e-05 -1.561608040757391739e-05 -4.430791247994481170e-06
6.120000000000000000e+02 -1.157406033837560255e-06 -2.311076342906517419e-05 -5.517253164451432085e-05
6.180000000000000000e+02 -8.443317778323944386e-06 -6.135963354847717394e-06 1.662692339134519455e-06
6.240000000000000000e+02 -4.670233924503009256e-06 -1.502104405940372099e-05 -5.919479008285173199e-05
6.300000000000000000e+02 -8.617407456881664537e-07 1.071869553015858437e-07 3.040344981831944008e-05
