# z, u, v, w, u_mag
0.000000000000000000e+00 1.913248362486766663e+00 2.102351031103737000e+00 -3.679072722432139529e-03 2.842606671721808365e+00
6.000000000000000000e+00 2.528672551456971451e+00 2.717570273893002319e+00 3.162955140444083293e-03 3.712059141544490348e+00
1.200000000000000000e+01 3.015597156967056769e+00 3.146931185584668889e+00 -2.686870846468625718e-03 4.358555875423426151e+00
1.800000000000000000e+01 3.426967888311514443e+00 3.463762115641540795e+00 2.280649461161132763e-03 4.872551908664884301e+00
2.400000000000000000e+01 3.753048987352354704e+00 3.678219212388525339e+00 -1.963688158144029014e-03 5.254966901125237122e+00
3.000000000000000000e+01 4.015123964514655697e+00 3.829088578860760705e+00 1.710055679106874289e-03 5.548255826786669509e+00
3.600000000000000000e+01 4.229033274844399060e+00 3.941989952712658951e+00 -1.477447910512724250e-03 5.781350137284631430e+00
4.200000000000000000e+01 4.410009214502363051e+00 4.030473578853831285e+00 1.314486981973840259e-03 5.974353544084128664e+00
4.800000000000000000e+01 4.564980228662178341e+00 4.100074870823863904e+00 -1.141306467765727329e-03 6.135931855636792775e+00
5.400000000000000000e+01 4.702683385927020510e+00 4.156748053034354129e+00 1.032586432276370782e-03 6.276446962327783652e+00
6.000000000000000000e+01 4.827489977236023577e+00 4.202438281858155378e+00 -9.016542271662909835e-04 6.400402159717898165e+00
6.600000000000000000e+01 4.946075228887901964e+00 4.241041285723864185e+00 8.230763382536340376e-04 6.515373514579765768e+00
7.200000000000000000e+01 5.058270397128987739e+00 4.272581196371916690e+00 -7.278981761727235881e-04 6.621257434951316689e+00
7.800000000000000000e+01 5.165756551254176543e+00 4.298978068259731167e+00 6.731425377753789702e-04 6.720584322164590674e+00
8.400000000000000000e+01 5.268657828260196574e+00 4.321792879996046999e+00 -6.029807298190264240e-04 6.814444171937850570e+00
9.000000000000000000e+01 5.368029336303345112e+00 4.340577852095583999e+00 5.629902449889342790e-04 6.903358266993975256e+00
9.600000000000000000e+01 5.460594132965486125e+00 4.355633708334721632e+00 -5.085631509336441258e-04 6.984957662348086238e+00
1.020000000000000000e+02 5.548228982512467766e+00 4.367015452765619976e+00 4.821051056092235483e-04 7.060713068770772871e+00
1.080000000000000000e+02 5.629483427733400269e+00 4.373970309668064438e+00 -4.428421954844918070e-04 7.129004147080569176e+00
1.140000000000000000e+02 5.705764096940815655e+00 4.378589241073099991e+00 4.269395641387331098e-04 7.192203268419026685e+00
1.200000000000000000e+02 5.777790056355470050e+00 4.380210223729467778e+00 -3.990912583101864099e-04 7.250455137345388046e+00
1.260000000000000000e+02 5.844989565368742035e+00 4.379058560137005784e+00 3.879331618344449614e-04 7.303427759817358478e+00
1.320000000000000000e+02 5.908568231494106371e+00 4.376470527383172104e+00 -3.695543332506106117e-04 7.352868349144117133e+00
1.380000000000000000e+02 5.968705739967023582e+00 4.372057723279925590e+00 3.659601098740971519e-04 7.398671305034016044e+00
