# z, T
0.000000000000000000e+00 2.991641474676321195e+02
6.000000000000000000e+00 2.992280591679152053e+02
1.200000000000000000e+01 2.992825870314942449e+02
1.800000000000000000e+01 2.993377278102620949e+02
2.400000000000000000e+01 2.993929198476581632e+02
3.000000000000000000e+01 2.994470251491305817e+02
3.600000000000000000e+01 2.994989641042994890e+02
4.200000000000000000e+01 2.995479412524630902e+02
4.800000000000000000e+01 2.995932512116779094e+02
5.400000000000000000e+01 2.996345820798708814e+02
6.000000000000000000e+01 2.996719375037408781e+02
6.600000000000000000e+01 2.997055994750151626e+02
7.200000000000000000e+01 2.997360165095196294e+02
7.800000000000000000e+01 2.997636217653958397e+02
8.400000000000000000e+01 2.997886878063563927e+02
9.000000000000000000e+01 2.998113619715885534e+02
9.600000000000000000e+01 2.998317354035743847e+02
1.020000000000000000e+02 2.998499231969480547e+02
1.080000000000000000e+02 2.998660881064933506e+02
1.140000000000000000e+02 2.998804093093058327e+02
1.200000000000000000e+02 2.998930716032524515e+02
1.260000000000000000e+02 2.999042716559061432e+02
1.320000000000000000e+02 2.999142086409220838e+02
1.380000000000000000e+02 2.999230363578878951e+02
1.440000000000000000e+02 2.999308798277120331e+02
1.500000000000000000e+02 2.999378598301222496e+02
1.560000000000000000e+02 2.999440711483881046e+02
1.620000000000000000e+02 2.999495856124372040e+02
1.680000000000000000e+02 2.999544886034795468e+02
1.740000000000000000e+02 2.999588815444384977e+02
1.800000000000000000e+02 2.999628315023043115e+02
1.860000000000000000e+02 2.999663708050497917e+02
1.920000000000000000e+02 2.999695580787143285e+02
1.980000000000000000e+02 2.999724531279554185e+02
2.040000000000000000e+02 2.999750837686734144e+02
2.100000000000000000e+02 2.999774668186771578e+02
2.160000000000000000e+02 2.999796221616178968e+02
2.220000000000000000e+02 2.999815773220885831e+02
2.280000000000000000e+02 2.999833536886516185e+02
2.340000000000000000e+02 2.999849710732145809e+02
2.400000000000000000e+02 2.999864450242723137e+02
2.460000000000000000e+02 2.999877940878925529e+02
2.520000000000000000e+02 2.999890266598893049e+02
2.580000000000000000e+02 2.999901453562770257e+02
2.640000000000000000e+02 2.999911546456000337e+02
2.700000000000000000e+02 2.999920684040599781e+02
2.760000000000000000e+02 2.999928966332930713e+02
2.820000000000000000e+02 2.999936487604834952e+02
2.880000000000000000e+02 2.999943307355093793e+02
2.940000000000000000e+02 2.999949513925309930e+02
3.000000000000000000e+02 2.999955154062198517e+02
3.060000000000000000e+02 2.999960304375049418e+02
3.120000000000000000e+02 2.999964999437732445e+02
3.180000000000000000e+02 2.999969269422580282e+02
3.240000000000000000e+02 2.999973112943287106e+02
3.300000000000000000e+02 2.999976589944881198e+02
3.360000000000000000e+02 2.999979716637089950e+02
3.420000000000000000e+02 2.999982511762319746e+02
3.480000000000000000e+02 2.999984985966418662e+02
3.540000000000000000e+02 2.999987177105061846e+02
3.600000000000000000e+02 2.999989106718977041e+02
3.660000000000000000e+02 2.999990816200518111e+02
3.720000000000000000e+02 2.999992307972199228e+02
3.780000000000000000e+02 2.999993609675403832e+02
3.840000000000000000e+02 2.999994730534119753e+02
3.900000000000000000e+02 2.999995698563589031e+02
3.960000000000000000e+02 2.999996518779465191e+02
4.020000000000000000e+02 2.999997222856946451e+02
4.080000000000000000e+02 2.999997818594928845e+02
4.140000000000000000e+02 2.999998328007874875e+02
4.200000000000000000e+02 2.999998758809917945e+02
4.260000000000000000e+02 2.999999133995442548e+02
4.320000000000000000e+02 2.999999458711692455e+02
4.380000000000000000e+02 2.999999747803459513e+02
4.440000000000000000e+02 2.999999999623706799e+02
4.500000000000000000e+02 3.000000225392087714e+02
4.560000000000000000e+02 3.000000423830676937e+02
4.620000000000000000e+02 3.000000610510728052e+02
4.680000000000000000e+02 3.000000789313289147e+02
4.740000000000000000e+02 3.000000980934574955e+02
4.800000000000000000e+02 3.000001186938785622e+02
4.860000000000000000e+02 3.000001431956765146e+02
4.920000000000000000e+02 3.000001717893334785e+02
4.980000000000000000e+02 3.000002086019253511e+02
5.040000000000000000e+02 3.000002544122020822e+02
5.100000000000000000e+02 3.000003171408540084e+02
5.160000000000000000e+02 3.000003987260187159e+02
5.220000000000000000e+02 3.000005137125010037e+02
5.280000000000000000e+02 3.000006615565931156e+02
5.340000000000000000e+02 3.000008714194420918e+02
5.400000000000000000e+02 3.000011290446835233e+02
5.460000000000000000e+02 3.000014823228050318e+02
5.520000000000000000e+02 3.000018933813745434e+02
5.580000000000000000e+02 3.000024259808380407e+02
5.640000000000000000e+02 3.000030375746612208e+02
