# z, u, v, w, u_mag
0.000000000000000000e+00 6.675415419597986677e+00 -6.648917153995016704e+00 1.680396590622067546e-02 9.421759534087353671e+00
7.500000000000000000e+00 9.360228481394607059e+00 -9.344883905967439119e+00 -1.196944597293699182e-02 1.322652167833845027e+01
1.500000000000000000e+01 1.036985326907933747e+01 -1.036620491577759040e+01 6.655730804519078420e-03 1.466260909513990462e+01
2.250000000000000000e+01 1.072395444988067759e+01 -1.072743384883275120e+01 -5.581453986012480106e-03 1.516842335830678223e+01
3.000000000000000000e+01 1.093716797501820182e+01 -1.095006191815325991e+01 4.282690246149979327e-03 1.547661195696880299e+01
3.750000000000000000e+01 1.105089023766975309e+01 -1.107287359519972547e+01 -3.396814905537567410e-03 1.564387152333614139e+01
4.500000000000000000e+01 1.114737241765522491e+01 -1.117817922606695014e+01 2.849497897930739192e-03 1.578656424772703559e+01
5.250000000000000000e+01 1.121264050544754554e+01 -1.125249599793707489e+01 -2.314868801778738328e-03 1.588527552945212307e+01
6.000000000000000000e+01 1.127352024651584017e+01 -1.132258115245249286e+01 1.970568116861649930e-03 1.597789431012778039e+01
6.750000000000000000e+01 1.131953268942378266e+01 -1.137649493102548526e+01 -1.644737231875973565e-03 1.604856566574541787e+01
7.500000000000000000e+01 1.136352942600550264e+01 -1.142895592838243068e+01 1.410262303798440415e-03 1.611678741615216026e+01
8.250000000000000000e+01 1.139769981299579449e+01 -1.147098717733359940e+01 -1.200025800786646809e-03 1.617068672907177884e+01
9.000000000000000000e+01 1.143012718578338038e+01 -1.151194613279020551e+01 1.030613132485785682e-03 1.622259881491282840e+01
9.750000000000000000e+01 1.145611889439824260e+01 -1.154654899331049300e+01 -8.894767210213622372e-04 1.626546816321856781e+01
1.050000000000000000e+02 1.148133292398567917e+01 -1.157996841306429481e+01 7.698951969025859656e-04 1.630695173083255867e+01
1.125000000000000000e+02 1.150187638012917191e+01 -1.160878688679680870e+01 -6.724857431037414195e-04 1.634188158380410982e+01
1.200000000000000000e+02 1.152171374929916325e+01 -1.163689251013145132e+01 5.883046474889979619e-04 1.637581006726828292e+01
1.275000000000000000e+02 1.153782672627480288e+01 -1.166132753754545703e+01 -5.213846818656340046e-04 1.640451175059163802e+01
1.350000000000000000e+02 1.155307768180706418e+01 -1.168510257964821442e+01 4.696939321416976278e-04 1.643214004441850662e+01
1.425000000000000000e+02 1.156540031637010024e+01 -1.170645849375424774e+01 -4.225067619348543040e-04 1.645599146579738914e+01
1.500000000000000000e+02 1.157710352471832671e+01 -1.172692641218720944e+01 3.813000674740774846e-04 1.647877814779630867e+01
1.575000000000000000e+02 1.158657958743510541e+01 -1.174522017277073083e+01 -3.430428268408577713e-04 1.649845518709272341e+01
1.650000000000000000e+02 1.159559582930346622e+01 -1.176328939630695913e+01 3.066981868910585609e-04 1.651765177474968738e+01
1.725000000000000000e+02 1.160284762759078525e+01 -1.178011528160288179e+01 -2.763606514154524126e-04 1.653472676500334870e+01
1.800000000000000000e+02 1.160997843484162040e+01 -1.179698396700246654e+01 2.467079677573136114e-04 1.655175005961803336e+01
1.875000000000000000e+02 1.161563080321396235e+01 -1.181256908896245683e+01 -2.224573796534620306e-04 1.656682430303320430e+01
