# Xi, RijLong, Xi, RijLat
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.535533905932737753e+01 8.639804409614431080e-01 3.535533905932737753e+01 2.501053045806718722e-01
7.071067811865475505e+01 6.628890401332709903e-01 7.071067811865475505e+01 9.063281699555736370e-02
1.060660171779821326e+02 5.356158453952031273e-01 1.060660171779821326e+02 6.511367727317554643e-02
1.414213562373095101e+02 4.519160909430535167e-01 1.414213562373095101e+02 6.717132010241989859e-02
1.767766952966368876e+02 3.967478093677470619e-01 1.767766952966368876e+02 7.139924193575146460e-02
2.121320343559642652e+02 3.516192560247683452e-01 2.121320343559642652e+02 6.961651304882232605e-02
2.474873734152916427e+02 3.178489199587036240e-01 2.474873734152916427e+02 5.935927748080362804e-02
2.828427124746190202e+02 2.885450809773402181e-01 2.828427124746190202e+02 5.273234457517703838e-02
3.181980515339463977e+02 2.622111879118572686e-01 3.181980515339463977e+02 4.135867823407454735e-02
3.535533905932737753e+02 2.393407844259348438e-01 3.535533905932737753e+02 4.796737756785467155e-02
3.889087296526011528e+02 2.170594030047827694e-01 3.889087296526011528e+02 5.025168794762350372e-02
4.242640687119285303e+02 1.975116026824347559e-01 4.242640687119285303e+02 4.745891376734662215e-02
4.596194077712559078e+02 1.775032987337810397e-01 4.596194077712559078e+02 4.895467795591743748e-02
4.949747468305832854e+02 1.572198171186550142e-01 4.949747468305832854e+02 4.645655441689058862e-02
5.303300858899106061e+02 1.435297212021868218e-01 5.303300858899106061e+02 3.418668932530923715e-02
5.656854249492380404e+02 1.296920494789241263e-01 5.656854249492380404e+02 3.861531248403086980e-02
6.010407640085653611e+02 1.195915438044669876e-01 6.010407640085653611e+02 1.669299815837584425e-02
6.363961030678927955e+02 1.097033927242839213e-01 6.363961030678927955e+02 2.084295352347551727e-02
6.717514421272201162e+02 1.006607166229017830e-01 6.717514421272201162e+02 3.093898411330223835e-02
7.071067811865475505e+02 9.172281487163980174e-02 7.071067811865475505e+02 3.624795722058692105e-02
7.424621202458748712e+02 8.521552791930700477e-02 7.424621202458748712e+02 1.635200742623285283e-02
7.778174593052023056e+02 7.624740882792577223e-02 7.778174593052023056e+02 2.032536535341441034e-02
8.131727983645296263e+02 6.893977403987983088e-02 8.131727983645296263e+02 2.242520124255097808e-02
8.485281374238570606e+02 6.365574957909714282e-02 8.485281374238570606e+02 1.779676002932626538e-02
8.838834764831843813e+02 6.037123792965615188e-02 8.838834764831843813e+02 2.091860262094248635e-02
9.192388155425118157e+02 5.670243363346744170e-02 9.192388155425118157e+02 2.005068004095008835e-02
9.545941546018391364e+02 5.391313318058031656e-02 9.545941546018391364e+02 2.784370683903676993e-02
9.899494936611665707e+02 5.115046497097925499e-02 9.899494936611665707e+02 8.683801026023693290e-03
1.025304832720494005e+03 5.387227309471738501e-02 1.025304832720494005e+03 1.429687586791792385e-02
1.060660171779821212e+03 5.576808858230113131e-02 1.060660171779821212e+03 2.939293703600689631e-02
1.096015510839148646e+03 5.551950332330513049e-02 1.096015510839148646e+03 2.194171306626887738e-02
1.131370849898476081e+03 5.163401736798203800e-02 1.131370849898476081e+03 1.047666462592459179e-02
1.166726188957803515e+03 4.551097705475210670e-02 1.166726188957803515e+03 5.627792637092286429e-03
1.202081528017130722e+03 3.798125419710839806e-02 1.202081528017130722e+03 2.184321033486376785e-03
1.237436867076458157e+03 3.429560165344790884e-02 1.237436867076458157e+03 -4.195393638603539359e-03
1.272792206135785591e+03 3.198490400837322722e-02 1.272792206135785591e+03 -1.048927785932500696e-02
1.308147545195113025e+03 2.926484505506177919e-02 1.308147545195113025e+03 1.065067061119085237e-02
1.343502884254440232e+03 2.949111716507247724e-02 1.343502884254440232e+03 1.330991269402212809e-02
1.378858223313767667e+03 2.379409316512227923e-02 1.378858223313767667e+03 3.291764503239607946e-03
1.414213562373095101e+03 1.890425596070475014e-02 1.414213562373095101e+03 1.192475744706533898e-02
1.449568901432422535e+03 1.380336607921336424e-02 1.449568901432422535e+03 6.514208616164138439e-03
1.484924240491749742e+03 1.250908604800696905e-02 1.484924240491749742e+03 -1.233441346470177252e-02
1.520279579551077177e+03 1.221461492040299725e-02 1.520279579551077177e+03 -1.997026372315576989e-02
1.555634918610404611e+03 1.139221296359770041e-02 1.555634918610404611e+03 -2.053844689970489232e-02
1.590990257669731818e+03 1.267808153225146589e-02 1.590990257669731818e+03 -1.674744906489519097e-02
1.626345596729059253e+03 1.595277932254780470e-02 1.626345596729059253e+03 -1.661253550130552953e-02
1.661700935788386687e+03 1.454362714374307988e-02 1.661700935788386687e+03 -3.477828965901064162e-02
1.697056274847714121e+03 1.299454036026229109e-02 1.697056274847714121e+03 -3.395391453693592798e-02
1.732411613907041328e+03 1.085086253273728416e-02 1.732411613907041328e+03 -2.006603393013522280e-02
1.767766952966368763e+03 9.535555094334399046e-03 1.767766952966368763e+03 -1.714348515834950709e-02
1.803122292025696197e+03 9.913701218423423903e-03 1.803122292025696197e+03 -2.746434816588629035e-03
