# z, TI
0.000000000000000000e+00 1.132623725348571586e-01
7.500000000000000000e+00 1.040520301260483838e-01
1.500000000000000000e+01 9.462894715541916857e-02
2.250000000000000000e+01 8.753024031265246863e-02
3.000000000000000000e+01 8.299828235061927628e-02
3.750000000000000000e+01 7.965475488703596674e-02
4.500000000000000000e+01 7.718012739908913789e-02
5.250000000000000000e+01 7.513914048573455684e-02
6.000000000000000000e+01 7.345026483408564899e-02
6.750000000000000000e+01 7.199211302368133114e-02
7.500000000000000000e+01 7.071350037799400967e-02
8.250000000000000000e+01 6.956270137036017764e-02
9.000000000000000000e+01 6.853082878116771581e-02
9.750000000000000000e+01 6.758209250759711351e-02
1.050000000000000000e+02 6.671085499873079250e-02
1.125000000000000000e+02 6.590868075908097590e-02
1.200000000000000000e+02 6.516774654967816272e-02
1.275000000000000000e+02 6.448494178293648349e-02
1.350000000000000000e+02 6.384469240979560867e-02
1.425000000000000000e+02 6.325004329503737532e-02
1.500000000000000000e+02 6.268775447254307243e-02
1.575000000000000000e+02 6.214783046854300413e-02
1.650000000000000000e+02 6.162859437767635729e-02
1.725000000000000000e+02 6.113460499694526457e-02
1.800000000000000000e+02 6.066085387296740739e-02
1.875000000000000000e+02 6.021416859622261836e-02
1.950000000000000000e+02 5.977963703133831741e-02
2.025000000000000000e+02 5.936784414316118724e-02
2.100000000000000000e+02 5.897391122289511595e-02
2.175000000000000000e+02 5.860318564766653360e-02
2.250000000000000000e+02 5.823524061497913767e-02
2.325000000000000000e+02 5.788939637619178874e-02
2.400000000000000000e+02 5.756229992898941744e-02
2.475000000000000000e+02 5.725515421742406047e-02
2.550000000000000000e+02 5.696443339598337291e-02
2.625000000000000000e+02 5.668508187105368579e-02
2.700000000000000000e+02 5.641476201033472637e-02
2.775000000000000000e+02 5.614999735793731878e-02
2.850000000000000000e+02 5.589288006560534650e-02
2.925000000000000000e+02 5.564533853212814268e-02
3.000000000000000000e+02 5.540273948662128439e-02
3.075000000000000000e+02 5.517242292714772539e-02
3.150000000000000000e+02 5.495164360216173161e-02
3.225000000000000000e+02 5.474006306822192663e-02
3.300000000000000000e+02 5.453110677523265171e-02
3.375000000000000000e+02 5.433423106161912319e-02
3.450000000000000000e+02 5.415308665727810306e-02
3.525000000000000000e+02 5.398554598028485613e-02
3.600000000000000000e+02 5.382371657865828857e-02
3.675000000000000000e+02 5.366895562225738187e-02
3.750000000000000000e+02 5.351404968577846283e-02
3.825000000000000000e+02 5.336908381241997623e-02
3.900000000000000000e+02 5.322966471574995528e-02
3.975000000000000000e+02 5.309396127676062338e-02
4.050000000000000000e+02 5.296378747527600434e-02
4.125000000000000000e+02 5.283659729270220179e-02
4.200000000000000000e+02 5.271063764517527200e-02
4.275000000000000000e+02 5.258851226732108586e-02
4.350000000000000000e+02 5.247147194661326564e-02
4.425000000000000000e+02 5.236183009543474154e-02
4.500000000000000000e+02 5.225776116899298607e-02
4.575000000000000000e+02 5.216056690713490734e-02
4.650000000000000000e+02 5.206480246624275304e-02
4.725000000000000000e+02 5.197639983057614210e-02
4.800000000000000000e+02 5.189790789970787771e-02
4.875000000000000000e+02 5.182172003812818284e-02
4.950000000000000000e+02 5.174209341921665040e-02
5.025000000000000000e+02 5.166086644330504518e-02
5.100000000000000000e+02 5.158215532782733925e-02
5.175000000000000000e+02 5.151063000342199355e-02
5.250000000000000000e+02 5.144551388550858140e-02
5.325000000000000000e+02 5.138163054947745417e-02
5.400000000000000000e+02 5.131907234557078756e-02
5.475000000000000000e+02 5.126350830873629971e-02
5.550000000000000000e+02 5.121590718434102657e-02
5.625000000000000000e+02 5.117130585395272824e-02
5.700000000000000000e+02 5.113255908078642026e-02
5.775000000000000000e+02 5.109771156390835456e-02
