# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 1.661724787145168358e+00 -6.866783606601175594e-01 -2.574783060700654158e-02 1.720135806610814333e+00 2.656380280600496510e-02 3.443321712972061133e-02 1.708146905442851748e+00
7.500000000000000000e+00 2.758483371996852007e+00 -1.075812808584878155e+00 -1.534730856072503424e-01 2.853290161507778144e+00 1.565077683603595393e-01 7.038453900646325645e-02 2.841079036255546697e+00
1.500000000000000000e+01 2.741450628386409516e+00 -7.856944932470371068e-01 -2.563938732567712098e-01 2.816718584508670187e+00 2.629359761530605799e-01 2.173587969197481040e-01 2.887764004907413806e+00
2.250000000000000000e+01 2.451436378596151489e+00 -4.560393243511040029e-01 -2.679659462459640373e-01 2.512067038513263295e+00 2.748615886489429450e-01 3.248238145765035556e-01 2.644163615842959114e+00
3.000000000000000000e+01 2.243372517662792109e+00 -2.638069677859283813e-01 -2.794019913389628740e-01 2.296501444150087501e+00 2.876676789355738229e-01 4.101946472889675399e-01 2.475034304550923991e+00
3.750000000000000000e+01 2.067482618394673732e+00 -1.202561082584642227e-01 -2.792444209529602595e-01 2.120459051715966936e+00 2.874814357646975349e-01 4.704191732687274530e-01 2.329180421689684088e+00
4.500000000000000000e+01 1.943131348952931159e+00 -3.133794515463658031e-02 -2.803778586374712778e-01 1.996876867125481958e+00 2.895477626131766069e-01 5.135534038649011146e-01 2.226780809971657060e+00
5.250000000000000000e+01 1.835440375311770289e+00 3.784282237434752338e-02 -2.785828721188200463e-01 1.891577328614139297e+00 2.874391090200199006e-01 5.470676945179104855e-01 2.137042699221909814e+00
6.000000000000000000e+01 1.751293097498756390e+00 8.279029096220624773e-02 -2.777925230100855569e-01 1.809030729164013973e+00 2.872464967019878190e-01 5.715501632639714558e-01 2.065936994963371021e+00
6.750000000000000000e+01 1.675628725244831640e+00 1.183525933737757940e-01 -2.758241311439299515e-01 1.735685703801047142e+00 2.849780351394626821e-01 5.933261021378951616e-01 2.002320265591886805e+00
7.500000000000000000e+01 1.612592422829268957e+00 1.414575218825016578e-01 -2.745919369718510805e-01 1.674013880516907360e+00 2.839824875650963643e-01 6.099672435831229311e-01 1.948286773464649624e+00
8.250000000000000000e+01 1.553097839603502672e+00 1.602106497971568233e-01 -2.726301619202582960e-01 1.616377009593407132e+00 2.817246147838094461e-01 6.265675757865637463e-01 1.898021212491736831e+00
