# z, TI
6.550000000000000000e+02 4.874629946573730429e-04
6.575000000000000000e+02 5.050242251071602019e-04
6.600000000000000000e+02 4.703590605529676971e-04
6.625000000000000000e+02 4.762504384747555841e-04
6.650000000000000000e+02 4.665634960156438940e-04
6.675000000000000000e+02 4.666510491997280605e-04
6.700000000000000000e+02 4.639316168582392395e-04
6.725000000000000000e+02 4.618211801637838571e-04
6.750000000000000000e+02 4.485242363997282472e-04
6.775000000000000000e+02 4.496213425493517145e-04
6.800000000000000000e+02 4.248404089815932799e-04
6.825000000000000000e+02 4.366498144204314846e-04
6.850000000000000000e+02 4.143405674945631898e-04
6.875000000000000000e+02 4.373318194500046556e-04
6.900000000000000000e+02 4.277841411438288387e-04
6.925000000000000000e+02 4.506024773405738941e-04
6.950000000000000000e+02 4.508613153922349983e-04
6.975000000000000000e+02 4.577144718943611679e-04
7.000000000000000000e+02 4.586449410804906298e-04
7.025000000000000000e+02 4.409281315842283129e-04
7.050000000000000000e+02 4.360894430490948261e-04
7.075000000000000000e+02 3.976244225844092106e-04
7.100000000000000000e+02 3.881432371453457601e-04
7.125000000000000000e+02 3.463564817565260856e-04
7.150000000000000000e+02 3.427767943134506115e-04
7.175000000000000000e+02 3.230885990943267402e-04
7.200000000000000000e+02 3.378312480318332160e-04
7.225000000000000000e+02 3.468053925783448838e-04
7.250000000000000000e+02 3.748618731518199858e-04
7.275000000000000000e+02 3.882719093375188953e-04
7.300000000000000000e+02 4.108656555440693900e-04
7.325000000000000000e+02 4.033275618688961185e-04
7.350000000000000000e+02 4.035701745278788164e-04
7.375000000000000000e+02 3.647146317191959203e-04
7.400000000000000000e+02 3.347160529057666123e-04
7.425000000000000000e+02 2.715655731128213397e-04
7.450000000000000000e+02 2.183039269604396813e-04
7.475000000000000000e+02 1.698039225932071808e-04
7.500000000000000000e+02 1.648425981060429692e-04
7.525000000000000000e+02 1.661780859872164862e-04
7.550000000000000000e+02 1.671788380973894528e-04
7.575000000000000000e+02 1.576689564949548231e-04
7.600000000000000000e+02 1.666687988635956333e-04
7.625000000000000000e+02 1.540886261537160139e-04
7.650000000000000000e+02 1.647780748817269045e-04
7.675000000000000000e+02 1.509618948374377571e-04
7.700000000000000000e+02 1.624480076608052724e-04
7.725000000000000000e+02 1.480904251552112483e-04
7.750000000000000000e+02 1.598601636929950355e-04
7.775000000000000000e+02 1.453729927006462436e-04
7.800000000000000000e+02 1.571249289321238177e-04
7.825000000000000000e+02 1.427454774468238873e-04
7.850000000000000000e+02 1.543079998009193397e-04
7.875000000000000000e+02 1.401545813574098579e-04
7.900000000000000000e+02 1.514414478769308167e-04
7.925000000000000000e+02 1.375582897763812486e-04
7.950000000000000000e+02 1.485308300295681242e-04
7.975000000000000000e+02 1.349267212847254981e-04
8.000000000000000000e+02 1.455660936364832736e-04
8.025000000000000000e+02 1.322401397325606131e-04
8.050000000000000000e+02 1.425311454157678548e-04
8.075000000000000000e+02 1.294856660752364815e-04
8.100000000000000000e+02 1.394102541864090581e-04
8.125000000000000000e+02 1.266541914061848173e-04
8.150000000000000000e+02 1.361913428316484029e-04
8.175000000000000000e+02 1.237388821010089901e-04
8.200000000000000000e+02 1.328668679803879068e-04
