# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 4.741789685371599616e-01 2.795954846674952310e-01 -3.035319254607545675e-02 4.483371526497343384e-01 -2.857890009868343378e-02 3.912425822690361599e-02 4.808201897068989372e-01
1.000000000000000000e+01 5.115123672618790973e-01 3.054666497010676274e-01 -3.867428128690417882e-02 4.795449456107150898e-01 -3.580699618733909628e-02 3.839912780635251766e-02 5.147282203394732969e-01
2.000000000000000000e+01 4.692572365136391532e-01 2.468237415219368958e-01 -6.021351474082357880e-02 4.295078065078941632e-01 -5.318647745558535006e-02 7.350316177468674272e-02 4.861341023981100018e-01
3.000000000000000000e+01 3.923963938943743623e-01 1.876646732209583668e-01 -6.143324758708790939e-02 3.566086493486333997e-01 -5.192424383427956397e-02 9.339068558053267854e-02 4.211978644117702064e-01
4.000000000000000000e+01 3.509561014245087818e-01 1.556040966437865769e-01 -6.308097283496905128e-02 3.145886024008325843e-01 -5.108982879227816354e-02 9.911487167637585138e-02 3.823297877508586295e-01
5.000000000000000000e+01 3.185823560543253330e-01 1.310330974377218460e-01 -6.274718699541152744e-02 2.795128222772256255e-01 -4.869693469955133081e-02 1.027737258648992458e-01 3.504344520982251021e-01
6.000000000000000000e+01 2.978705681567145325e-01 1.155248401368387662e-01 -6.246045248978045195e-02 2.562050756986403721e-01 -4.651437693649359412e-02 1.028953504955205517e-01 3.284854971754377351e-01
7.000000000000000000e+01 2.810588666231978450e-01 1.028373351559616067e-01 -6.169307120245355602e-02 2.365451261807564043e-01 -4.418887662937093230e-02 1.027794047350978207e-01 3.101916987695260142e-01
8.000000000000000000e+01 2.685575893754474364e-01 9.355514573541941215e-02 -6.106127031045845144e-02 2.221863067328916364e-01 -4.197292907275548129e-02 1.019231437780334509e-01 2.963335199431862410e-01
9.000000000000000000e+01 2.579824020786122829e-01 8.568155345372682752e-02 -6.023141947204177504e-02 2.100569192936169727e-01 -3.986087217885000977e-02 1.005394640738269396e-01 2.842893927230281115e-01
1.000000000000000000e+02 2.493645331160447010e-01 7.888479732703909675e-02 -5.946768180828657796e-02 1.996081985388430402e-01 -3.789685092460594318e-02 9.928406836855606377e-02 2.741284000117218955e-01
1.100000000000000000e+02 2.412114834091440008e-01 7.335912880881705067e-02 -5.847355622951556225e-02 1.906948052303056029e-01 -3.586960731726607232e-02 9.761419828038057911e-02 2.647602434599150567e-01
1.200000000000000000e+02 2.338029937550244186e-01 6.912595612125591038e-02 -5.765224673113139575e-02 1.823277145858368808e-01 -3.408174806122650502e-02 9.618887010184877517e-02 2.561597892213550165e-01
1.300000000000000000e+02 2.267057907871685707e-01 6.489747035237183881e-02 -5.661050155611080381e-02 1.750234212726078376e-01 -3.221761750700153498e-02 9.437678210474079177e-02 2.480529970822585861e-01
1.400000000000000000e+02 2.205931931417643155e-01 6.076342081372104742e-02 -5.572947119206496380e-02 1.686854399181271502e-01 -3.052456056715749030e-02 9.293839167969535076e-02 2.411085123697934152e-01
1.500000000000000000e+02 2.154206625260725316e-01 5.755611414703967060e-02 -5.465620066111270131e-02 1.627360014206976901e-01 -2.885784178133227532e-02 9.101238585248337676e-02 2.345845248996268062e-01
1.600000000000000000e+02 2.090289488074024704e-01 5.416750839642164167e-02 -5.372294597331212646e-02 1.573696392834222635e-01 -2.729384717548190287e-02 8.944280226243830900e-02 2.279206951766314937e-01
1.700000000000000000e+02 2.039526190800967365e-01 5.120482107634061891e-02 -5.261870504819349259e-02 1.520554402640051372e-01 -2.575030357562031746e-02 8.745931482562890880e-02 2.217336870848653774e-01
1.800000000000000000e+02 1.987333280828128268e-01 4.836916146677363443e-02 -5.158646669696276277e-02 1.466342906403106106e-01 -2.431473959635543913e-02 8.576165647507548451e-02 2.155646375990994679e-01
1.900000000000000000e+02 1.938226610469468425e-01 4.564660016321455543e-02 -5.042702388001746305e-02 1.418304699710408456e-01 -2.295035983763136014e-02 8.395834365340552885e-02 2.098057373356966016e-01
2.000000000000000000e+02 1.895910418967134137e-01 4.312662259756641636e-02 -4.939418034264546342e-02 1.371745142122551553e-01 -2.158856359006882178e-02 8.224341029956312721e-02 2.045044832042658411e-01
2.100000000000000000e+02 1.852136898569907986e-01 4.067335274761687408e-02 -4.823788270787036925e-02 1.326687429132641927e-01 -2.038562999542822135e-02 8.058073095194412394e-02 1.992315818610995437e-01
2.200000000000000000e+02 1.808432209163718385e-01 3.838674985107685955e-02 -4.715790460011377860e-02 1.287693754143604818e-01 -1.910559351712743867e-02 7.902588932203895300e-02 1.943192428263856575e-01
2.300000000000000000e+02 1.762441730069525814e-01 3.638411585647657182e-02 -4.602625845426908113e-02 1.250384842205081448e-01 -1.797504840384144681e-02 7.713243831212510115e-02 1.892075477697929276e-01
2.400000000000000000e+02 1.712419602788879114e-01 3.408890447685989505e-02 -4.490896150247003504e-02 1.208746240609796241e-01 -1.686355127199122214e-02 7.553239861565644309e-02 1.838244914777619754e-01
2.500000000000000000e+02 1.672787423152546915e-01 3.229920261580644658e-02 -4.377249775228485296e-02 1.170675477750810906e-01 -1.578652207761644180e-02 7.368423943426326284e-02 1.790152647622995363e-01
