# Xi, RijLong, Xi, RijLat
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.414213562373095101e+01 9.498581054093581111e-01 1.414213562373095101e+01 6.292889367687383162e-01
2.828427124746190202e+01 8.259555110635721231e-01 2.828427124746190202e+01 1.778787530327322619e-01
4.242640687119285303e+01 6.813255528319851484e-01 4.242640687119285303e+01 4.885228862660010579e-02
5.656854249492380404e+01 5.558474453649737690e-01 5.656854249492380404e+01 2.962701286400152081e-02
7.071067811865475505e+01 4.625134888860569782e-01 7.071067811865475505e+01 2.303220803558175475e-02
8.485281374238570606e+01 3.966312656867694297e-01 8.485281374238570606e+01 1.942448516460409252e-02
9.899494936611665707e+01 3.495205790829265524e-01 9.899494936611665707e+01 6.999981768797010166e-03
1.131370849898476081e+02 3.139604092109493649e-01 1.131370849898476081e+02 7.919573423764300624e-03
1.272792206135785591e+02 2.863123454649092459e-01 1.272792206135785591e+02 7.692311452223478570e-03
1.414213562373095101e+02 2.646197698666220011e-01 1.414213562373095101e+02 5.693759981689463720e-03
1.555634918610404611e+02 2.468949198009740276e-01 1.555634918610404611e+02 5.277019713968855372e-03
1.697056274847714121e+02 2.321336153729461615e-01 1.697056274847714121e+02 -7.071256185312637136e-04
1.838477631085023631e+02 2.197483937389265174e-01 1.838477631085023631e+02 -9.788768812039452816e-03
1.979898987322333141e+02 2.094487916070685574e-01 1.979898987322333141e+02 -1.148406585591913234e-02
2.121320343559642652e+02 2.002764519092791740e-01 2.121320343559642652e+02 -1.665119463457716276e-02
2.262741699796952162e+02 1.913420758697814417e-01 2.262741699796952162e+02 -1.841167639853658403e-02
2.404163056034261672e+02 1.825261450390093243e-01 2.404163056034261672e+02 -9.807249346226868877e-03
2.545584412271571182e+02 1.735600737500913315e-01 2.545584412271571182e+02 -3.582939011092957978e-03
2.687005768508880692e+02 1.654445849015135639e-01 2.687005768508880692e+02 -2.386930280237133193e-03
2.828427124746190202e+02 1.586755326098174546e-01 2.828427124746190202e+02 -1.124806581660477318e-02
2.969848480983499712e+02 1.522535208125422312e-01 2.969848480983499712e+02 -1.332683203906168297e-02
3.111269837220809222e+02 1.457843452047719035e-01 3.111269837220809222e+02 -1.732742808451885955e-02
3.252691193458118732e+02 1.396833996795759647e-01 3.252691193458118732e+02 -1.992827337124252265e-02
3.394112549695428243e+02 1.340715405132825999e-01 3.394112549695428243e+02 -2.082259024577062800e-02
3.535533905932737753e+02 1.290869703850866246e-01 3.535533905932737753e+02 -2.811469064546926952e-02
3.676955262170047263e+02 1.242757872363238342e-01 3.676955262170047263e+02 -3.562392925601945426e-02
3.818376618407356773e+02 1.192633743229925131e-01 3.818376618407356773e+02 -3.204334338197028370e-02
3.959797974644666283e+02 1.144872326597453083e-01 3.959797974644666283e+02 -2.520940589987594876e-02
4.101219330881975793e+02 1.100375846273282388e-01 4.101219330881975793e+02 -1.177856091202663345e-02
4.242640687119285303e+02 1.054264110211978467e-01 4.242640687119285303e+02 -7.248626161604378518e-03
4.384062043356594813e+02 1.004752734487031895e-01 4.384062043356594813e+02 -1.357791065832514299e-02
4.525483399593904323e+02 9.562100407663638724e-02 4.525483399593904323e+02 -8.271485693180024093e-03
4.666904755831213834e+02 9.165816059259708493e-02 4.666904755831213834e+02 -5.440330270415330051e-03
4.808326112068523344e+02 8.840652878888385913e-02 4.808326112068523344e+02 4.982441094080121728e-04
4.949747468305832854e+02 8.562506693323239382e-02 4.949747468305832854e+02 -4.248952094376567609e-03
5.091168824543142364e+02 8.303507215744929115e-02 5.091168824543142364e+02 -5.353719086142729074e-03
5.232590180780451874e+02 8.025225528010147824e-02 5.232590180780451874e+02 3.966477487925426995e-04
5.374011537017761384e+02 7.773297432717650446e-02 5.374011537017761384e+02 -1.877258766591417870e-03
5.515432893255070894e+02 7.596272290843644748e-02 5.515432893255070894e+02 -2.321410067409950331e-03
5.656854249492380404e+02 7.474282920663090357e-02 5.656854249492380404e+02 8.013304757027569711e-03
5.798275605729689914e+02 7.330372504182687543e-02 5.798275605729689914e+02 1.107727984440254679e-02
5.939696961966999424e+02 7.154239983565065242e-02 5.939696961966999424e+02 -3.288136665435347330e-04
6.081118318204308935e+02 6.962957273513788181e-02 6.081118318204308935e+02 -1.237757537812951732e-02
6.222539674441618445e+02 6.731033424284105227e-02 6.222539674441618445e+02 -1.331451877915491161e-02
6.363961030678927955e+02 6.475932538395891280e-02 6.363961030678927955e+02 -5.634199215885708940e-03
6.505382386916237465e+02 6.256080991528971402e-02 6.505382386916237465e+02 -6.297132863875910466e-03
6.646803743153546975e+02 6.090411071384111558e-02 6.646803743153546975e+02 -1.062178195814157330e-02
6.788225099390856485e+02 5.935031548337050405e-02 6.788225099390856485e+02 -8.877883212801588458e-03
6.929646455628165995e+02 5.753041267179771767e-02 6.929646455628165995e+02 -1.140665002629543366e-02
7.071067811865475505e+02 5.525540528351743919e-02 7.071067811865475505e+02 -1.571888514843817336e-02
7.212489168102785015e+02 5.293905206964596294e-02 7.212489168102785015e+02 -1.181347643619988681e-02
7.353910524340094526e+02 5.112367771280912354e-02 7.353910524340094526e+02 -1.347078671756215401e-02
7.495331880577404036e+02 5.008173334158369516e-02 7.495331880577404036e+02 -1.589388134209284223e-02
7.636753236814713546e+02 4.987123158163965508e-02 7.636753236814713546e+02 -1.659007578156377477e-02
7.778174593052023056e+02 4.923495751451400365e-02 7.778174593052023056e+02 -2.121319530159762601e-02
7.919595949289332566e+02 4.725359026103504584e-02 7.919595949289332566e+02 -2.615416106909658825e-02
8.061017305526642076e+02 4.420794201376575250e-02 8.061017305526642076e+02 -2.385885972955199830e-02
8.202438661763951586e+02 4.105768100592085967e-02 8.202438661763951586e+02 -2.548354198921152364e-02
8.343860018001261096e+02 3.854847422851620520e-02 8.343860018001261096e+02 -2.970981988246910663e-02
8.485281374238570606e+02 3.657122342060940834e-02 8.485281374238570606e+02 -2.257258774219348882e-02
8.626702730475880117e+02 3.541672975606639795e-02 8.626702730475880117e+02 -2.577808816327376712e-02
