# z, u, v, w, u_mag
0.000000000000000000e+00 5.327279069335840944e+00 5.403261837720116034e+00 -6.607628803256724095e-03 7.587831339078690007e+00
1.000000000000000000e+01 6.507415720275556481e+00 6.563920366500587633e+00 6.313618194805072255e-03 9.242918900218986877e+00
2.000000000000000000e+01 7.071398572786342207e+00 7.070572608398469683e+00 -5.780684011997362648e-03 9.999885409450804730e+00
3.000000000000000000e+01 7.321967843682207544e+00 7.270883494320302454e+00 5.004052813058489611e-03 1.031876857635833566e+01
4.000000000000000000e+01 7.508719905339179768e+00 7.410375915776247879e+00 -4.251382305761724698e-03 1.054962387501113596e+01
5.000000000000000000e+01 7.651960002566643659e+00 7.506366544642028238e+00 3.740801647711397733e-03 1.071905054456773065e+01
6.000000000000000000e+01 7.778316323819314704e+00 7.587218186768212469e+00 -3.258842331668094106e-03 1.086591437786409564e+01
7.000000000000000000e+01 7.890892408878323216e+00 7.655003292988544317e+00 2.871306424365914056e-03 1.099387405187814437e+01
8.000000000000000000e+01 7.993065301331992778e+00 7.712943756083133984e+00 -2.530174374159534570e-03 1.110759202967239290e+01
9.000000000000000000e+01 8.090056217097302493e+00 7.764313738932961506e+00 2.241479484460765122e-03 1.121309870002971820e+01
1.000000000000000000e+02 8.179876418929543647e+00 7.808761430576292462e+00 -1.985538650552157950e-03 1.130871952304854311e+01
1.100000000000000000e+02 8.266822232648149082e+00 7.849453342649646004e+00 1.760928534971963359e-03 1.139974871238435306e+01
1.200000000000000000e+02 8.349910782104243978e+00 7.886188019051173725e+00 -1.563950610326923698e-03 1.148533734754310665e+01
1.300000000000000000e+02 8.429482794487899611e+00 7.919425377068447958e+00 1.391366153935807244e-03 1.156604860881290797e+01
1.400000000000000000e+02 8.505967361268357507e+00 7.949947865494226384e+00 -1.242601957418945418e-03 1.164272963523152526e+01
1.500000000000000000e+02 8.580185164582159629e+00 7.977896780410242528e+00 1.109007285710234729e-03 1.171607509908045230e+01
1.600000000000000000e+02 8.650470099145096015e+00 8.001910479027149137e+00 -9.906783123858823974e-04 1.178393844315267103e+01
1.700000000000000000e+02 8.717957271254128671e+00 8.024787650140604356e+00 8.819458216376641286e-04 1.184905045103152332e+01
1.800000000000000000e+02 8.783179713785347786e+00 8.046880828963885790e+00 -7.822319494512911192e-04 1.191203330972860286e+01
1.900000000000000000e+02 8.847557585642153555e+00 8.065809794270402122e+00 6.899064888333829564e-04 1.197232489304284186e+01
2.000000000000000000e+02 8.909017455607164848e+00 8.082933268567074947e+00 -6.058944115665270032e-04 1.202931430363051035e+01
2.100000000000000000e+02 8.968422749546324013e+00 8.098819120884400036e+00 5.288148981446132157e-04 1.208401746303885638e+01
2.200000000000000000e+02 9.026096694594492931e+00 8.112434748980962951e+00 -4.638608244945908944e-04 1.213598036055638651e+01
2.300000000000000000e+02 9.082160458406148607e+00 8.125576605621141368e+00 4.066281059156767524e-04 1.218649391463353560e+01
2.400000000000000000e+02 9.136249642482050959e+00 8.135688471540730049e+00 -3.544422030591947901e-04 1.223358020210532793e+01
2.500000000000000000e+02 9.189180237479765978e+00 8.145809123753885217e+00 3.049086502322752518e-04 1.227987132711454876e+01
2.600000000000000000e+02 9.240195868975693116e+00 8.154430145710197309e+00 -2.567441593288823836e-04 1.232379611825107446e+01
2.700000000000000000e+02 9.290995543853606264e+00 8.162950528715372300e+00 2.112928279630093740e-04 1.236755269141016456e+01
2.800000000000000000e+02 9.340039731093094488e+00 8.170558731119946572e+00 -1.694024636728333662e-04 1.240944689282222591e+01
2.900000000000000000e+02 9.388190212216803943e+00 8.176900957677380788e+00 1.308471266380925526e-04 1.244989255975928621e+01
3.000000000000000000e+02 9.434761400676604737e+00 8.182671437056342256e+00 -9.358928515738708441e-05 1.248882838953573859e+01
3.100000000000000000e+02 9.480896237194764709e+00 8.187895941651053278e+00 5.717083217383566281e-05 1.252713189102071034e+01
3.200000000000000000e+02 9.525704927576452263e+00 8.191927301851839260e+00 -1.862645549268775115e-05 1.256370674946000143e+01
3.300000000000000000e+02 9.569131600850541375e+00 8.195728283296862315e+00 -1.861952515710363774e-05 1.259913654535005278e+01
3.400000000000000000e+02 9.612250240822699965e+00 8.198629899615509586e+00 5.684494060985859028e-05 1.263379938602385799e+01
3.500000000000000000e+02 9.653329611042861913e+00 8.201592198164256331e+00 -9.653621170252212915e-05 1.266699992791288309e+01
3.600000000000000000e+02 9.694847466362178423e+00 8.204273930386554170e+00 1.360746069227668979e-04 1.270040070782673602e+01
3.700000000000000000e+02 9.735235050707911952e+00 8.206161721965955280e+00 -1.778320337551111204e-04 1.273247390459589212e+01
3.800000000000000000e+02 9.774414789529130232e+00 8.207568565496110580e+00 2.228269961745174934e-04 1.276336030537168398e+01
3.900000000000000000e+02 9.811789018539855078e+00 8.208780879268687158e+00 -2.688062493249075767e-04 1.279278262695193646e+01
4.000000000000000000e+02 9.848351413778928531e+00 8.209100818410171030e+00 3.141572130984917818e-04 1.282105151361613871e+01
4.100000000000000000e+02 9.883506202749735792e+00 8.209157765816447849e+00 -3.618866982291777203e-04 1.284811138708016287e+01
4.200000000000000000e+02 9.918521225361367044e+00 8.208510778767871940e+00 4.129664253750959494e-04 1.287465388558595514e+01
4.300000000000000000e+02 9.951746070960590274e+00 8.206745517627592079e+00 -4.679813119766624576e-04 1.289914423793247700e+01
4.400000000000000000e+02 9.985189462854568987e+00 8.205041421739858620e+00 5.235036655671156678e-04 1.292388152280981117e+01
4.500000000000000000e+02 1.001792253540715016e+01 8.202677985826932527e+00 -5.815026929789275136e-04 1.294769085214555204e+01
4.600000000000000000e+02 1.005017015220447796e+01 8.200110453493792306e+00 6.411356804497746848e-04 1.297103434382990450e+01
4.700000000000000000e+02 1.008232920477657579e+01 8.197395451206507033e+00 -7.053681963304697308e-04 1.299425468714909115e+01
