# z, veer
0.000000000000000000e+00 2.245942963898812934e+02
1.000000000000000000e+01 2.247523238967631016e+02
2.000000000000000000e+01 2.250033463703746008e+02
3.000000000000000000e+01 2.252005711970839457e+02
4.000000000000000000e+01 2.253776779772065311e+02
5.000000000000000000e+01 2.255503004655637938e+02
6.000000000000000000e+01 2.257125396292463506e+02
7.000000000000000000e+01 2.258693235759313325e+02
8.000000000000000000e+01 2.260217796740546703e+02
9.000000000000000000e+01 2.261770283985403864e+02
1.000000000000000000e+02 2.263296633135849731e+02
1.100000000000000000e+02 2.264834774880322357e+02
1.200000000000000000e+02 2.266359925161591491e+02
1.300000000000000000e+02 2.267869487654155023e+02
1.400000000000000000e+02 2.269351980617478830e+02
1.500000000000000000e+02 2.270831745696232247e+02
1.600000000000000000e+02 2.272303692333173046e+02
1.700000000000000000e+02 2.273707597286380633e+02
1.800000000000000000e+02 2.275050376045755058e+02
1.900000000000000000e+02 2.276463679609787221e+02
2.000000000000000000e+02 2.277833120158543352e+02
2.100000000000000000e+02 2.279167904901619863e+02
2.200000000000000000e+02 2.280515721867426180e+02
2.300000000000000000e+02 2.281818166495432081e+02
2.400000000000000000e+02 2.283154317895232452e+02
2.500000000000000000e+02 2.284444052780815184e+02
2.600000000000000000e+02 2.285717461068572334e+02
2.700000000000000000e+02 2.286978717154616731e+02
2.800000000000000000e+02 2.288209410160527568e+02
2.900000000000000000e+02 2.289448734529287037e+02
3.000000000000000000e+02 2.290652374378806257e+02
3.100000000000000000e+02 2.291854381504420246e+02
3.200000000000000000e+02 2.293050876568330523e+02
3.300000000000000000e+02 2.294207497667660505e+02
3.400000000000000000e+02 2.295379592796290922e+02
3.500000000000000000e+02 2.296483460768531586e+02
3.600000000000000000e+02 2.297603994078359619e+02
3.700000000000000000e+02 2.298713181516451414e+02
3.800000000000000000e+02 2.299798459376257824e+02
3.900000000000000000e+02 2.300833292625133311e+02
4.000000000000000000e+02 2.301870776060885646e+02
4.100000000000000000e+02 2.302872608709410827e+02
4.200000000000000000e+02 2.303890394715388652e+02
4.300000000000000000e+02 2.304891723267670045e+02
4.400000000000000000e+02 2.305893309955774271e+02
4.500000000000000000e+02 2.306893727885651515e+02
4.600000000000000000e+02 2.307883899394370246e+02
4.700000000000000000e+02 2.308873092149312924e+02
4.800000000000000000e+02 2.309885317406395302e+02
4.900000000000000000e+02 2.310913555302612679e+02
5.000000000000000000e+02 2.311955819454581160e+02
5.100000000000000000e+02 2.312955165308402172e+02
5.200000000000000000e+02 2.313965429605039503e+02
5.300000000000000000e+02 2.314953683773388207e+02
5.400000000000000000e+02 2.315976105399646485e+02
5.500000000000000000e+02 2.317003000619699549e+02
5.600000000000000000e+02 2.318063094641164525e+02
5.700000000000000000e+02 2.319155271450950409e+02
5.800000000000000000e+02 2.320361072654645227e+02
5.900000000000000000e+02 2.321611762611960614e+02
6.000000000000000000e+02 2.323109111438500065e+02
6.100000000000000000e+02 2.324799502719951079e+02
6.200000000000000000e+02 2.326955539304505578e+02
6.300000000000000000e+02 2.330209505109091026e+02
6.400000000000000000e+02 2.335687017227937190e+02
6.500000000000000000e+02 2.343946926847778798e+02
6.600000000000000000e+02 2.349554350995497316e+02
6.700000000000000000e+02 2.350776957764654469e+02
6.800000000000000000e+02 2.350701347783072208e+02
6.900000000000000000e+02 2.351169392735988026e+02
7.000000000000000000e+02 2.352091041826396065e+02
7.100000000000000000e+02 2.352263333861880596e+02
7.200000000000000000e+02 2.352154796385347595e+02
7.300000000000000000e+02 2.352020188378447756e+02
7.400000000000000000e+02 2.352417873508625803e+02
7.500000000000000000e+02 2.353085725912752082e+02
7.600000000000000000e+02 2.353675741808257555e+02
7.700000000000000000e+02 2.354044621501400343e+02
7.800000000000000000e+02 2.354144914889776885e+02
7.900000000000000000e+02 2.354096578032674643e+02
8.000000000000000000e+02 2.354199454185133789e+02
8.100000000000000000e+02 2.354060990487512299e+02
8.200000000000000000e+02 2.354233388485074272e+02
8.300000000000000000e+02 2.354028831765089649e+02
8.400000000000000000e+02 2.354242750625330132e+02
8.500000000000000000e+02 2.354015872507053473e+02
8.600000000000000000e+02 2.354256495295045681e+02
8.700000000000000000e+02 2.354014005529905944e+02
8.800000000000000000e+02 2.354265407572312085e+02
8.900000000000000000e+02 2.354021263703696718e+02
9.000000000000000000e+02 2.354265906452040724e+02
9.100000000000000000e+02 2.354042655707559391e+02
9.200000000000000000e+02 2.354255197142313136e+02
9.300000000000000000e+02 2.354079560675822052e+02
9.400000000000000000e+02 2.354251438278032538e+02
9.500000000000000000e+02 2.354108417970010976e+02
9.600000000000000000e+02 2.354270925835219543e+02
9.700000000000000000e+02 2.354094132581007273e+02
9.800000000000000000e+02 2.354290679645155819e+02
9.900000000000000000e+02 2.353974177806302919e+02
1.000000000000000000e+03 2.354265807522468776e+02
