# z, TI
0.000000000000000000e+00 7.461535575280654753e-02
1.000000000000000000e+01 6.337738546069947299e-02
2.000000000000000000e+01 5.692951234172181907e-02
3.000000000000000000e+01 5.135345046165114280e-02
4.000000000000000000e+01 4.785601122515523859e-02
5.000000000000000000e+01 4.509220536059493911e-02
6.000000000000000000e+01 4.306715778512314879e-02
7.000000000000000000e+01 4.136363656378073267e-02
8.000000000000000000e+01 4.001518705825090477e-02
9.000000000000000000e+01 3.882478524240907947e-02
1.000000000000000000e+02 3.780227698036443124e-02
1.100000000000000000e+02 3.685407228810883701e-02
1.200000000000000000e+02 3.598040912366196747e-02
1.300000000000000000e+02 3.515941170846532265e-02
1.400000000000000000e+02 3.443545551107294461e-02
1.500000000000000000e+02 3.375374034280547580e-02
1.600000000000000000e+02 3.307926012682010225e-02
1.700000000000000000e+02 3.244790504440980827e-02
1.800000000000000000e+02 3.182418067488482216e-02
1.900000000000000000e+02 3.123809616437487821e-02
2.000000000000000000e+02 3.069480758383177563e-02
2.100000000000000000e+02 3.015935978918673002e-02
2.200000000000000000e+02 2.965769609389127398e-02
2.300000000000000000e+02 2.914370909809902571e-02
2.400000000000000000e+02 2.861557544393669369e-02
2.500000000000000000e+02 2.813232247858767077e-02
2.600000000000000000e+02 2.764487745916968664e-02
2.700000000000000000e+02 2.714006605089228433e-02
2.800000000000000000e+02 2.669231604882615211e-02
2.900000000000000000e+02 2.620718325291860815e-02
3.000000000000000000e+02 2.574206090699356769e-02
3.100000000000000000e+02 2.529530367866496265e-02
3.200000000000000000e+02 2.483980817363146132e-02
3.300000000000000000e+02 2.436695728289571539e-02
3.400000000000000000e+02 2.391953636070685840e-02
3.500000000000000000e+02 2.346065934032905836e-02
3.600000000000000000e+02 2.301182915867881415e-02
3.700000000000000000e+02 2.258794838390480730e-02
3.800000000000000000e+02 2.211822246096119271e-02
3.900000000000000000e+02 2.163671691224325344e-02
4.000000000000000000e+02 2.119605786225394264e-02
4.100000000000000000e+02 2.076744837326818457e-02
4.200000000000000000e+02 2.034026262499218779e-02
4.300000000000000000e+02 1.993729017360724998e-02
4.400000000000000000e+02 1.950362457215958079e-02
4.500000000000000000e+02 1.908397379553401080e-02
4.600000000000000000e+02 1.864835029283845244e-02
4.700000000000000000e+02 1.824408659455258389e-02
4.800000000000000000e+02 1.781021479366820537e-02
4.900000000000000000e+02 1.738054756993773903e-02
5.000000000000000000e+02 1.694475039204491884e-02
5.100000000000000000e+02 1.652760010472904481e-02
5.200000000000000000e+02 1.608488846677790657e-02
5.300000000000000000e+02 1.563460298253636915e-02
5.400000000000000000e+02 1.515967048377071281e-02
5.500000000000000000e+02 1.470491722206873977e-02
5.600000000000000000e+02 1.426444105299401119e-02
5.700000000000000000e+02 1.380842288017326489e-02
5.800000000000000000e+02 1.330494566833409498e-02
5.900000000000000000e+02 1.285138996323899850e-02
6.000000000000000000e+02 1.234561723062380274e-02
6.100000000000000000e+02 1.172384179461638878e-02
6.200000000000000000e+02 1.098269529550480357e-02
6.300000000000000000e+02 1.019794958227072078e-02
6.400000000000000000e+02 9.583592224218071345e-03
6.500000000000000000e+02 7.309401082853018809e-03
6.600000000000000000e+02 5.554427776671338156e-03
6.700000000000000000e+02 6.599302437303028457e-03
6.800000000000000000e+02 7.815166491596869242e-03
6.900000000000000000e+02 8.027947372172442725e-03
7.000000000000000000e+02 7.843425614684901293e-03
7.100000000000000000e+02 7.445708914358252842e-03
7.200000000000000000e+02 6.984156002618940699e-03
7.300000000000000000e+02 5.962240597727535597e-03
7.400000000000000000e+02 4.725123847284839855e-03
7.500000000000000000e+02 3.746787591759033389e-03
7.600000000000000000e+02 3.317890716436833892e-03
7.700000000000000000e+02 3.188622860439164694e-03
7.800000000000000000e+02 3.140200598469606880e-03
7.900000000000000000e+02 3.136594509357050822e-03
8.000000000000000000e+02 3.070151389552093837e-03
8.100000000000000000e+02 3.143919294470464733e-03
8.200000000000000000e+02 3.070423175184678905e-03
8.300000000000000000e+02 3.184114546043258828e-03
8.400000000000000000e+02 3.101746397495870698e-03
8.500000000000000000e+02 3.233552242904050820e-03
8.600000000000000000e+02 3.159233212970337552e-03
8.700000000000000000e+02 3.294693459514791249e-03
8.800000000000000000e+02 3.245512179670856628e-03
8.900000000000000000e+02 3.367990390360438811e-03
9.000000000000000000e+02 3.354732323222858227e-03
9.100000000000000000e+02 3.447117876399703219e-03
9.200000000000000000e+02 3.471188158427977385e-03
9.300000000000000000e+02 3.533603317175822243e-03
9.400000000000000000e+02 3.581731731499752155e-03
9.500000000000000000e+02 3.606929151351608801e-03
9.600000000000000000e+02 3.710879953819986362e-03
9.700000000000000000e+02 3.657076362117823998e-03
9.800000000000000000e+02 3.761273931444372460e-03
9.900000000000000000e+02 3.635746334572944032e-03
1.000000000000000000e+03 3.947804216927485593e-03
