 z TI
2.250000000000000000e+02 2.399943393719766727e-02
2.275000000000000000e+02 2.384037806343254975e-02
2.300000000000000000e+02 2.368145653346229174e-02
2.325000000000000000e+02 2.352315822965901984e-02
2.350000000000000000e+02 2.336894827726806664e-02
2.375000000000000000e+02 2.321608453581957415e-02
2.400000000000000000e+02 2.306154138838537038e-02
2.425000000000000000e+02 2.290492478692214215e-02
2.450000000000000000e+02 2.274484029515125641e-02
2.475000000000000000e+02 2.257878964557959861e-02
2.500000000000000000e+02 2.240858608380776398e-02
2.525000000000000000e+02 2.223751616059586531e-02
2.550000000000000000e+02 2.207130135380283228e-02
2.575000000000000000e+02 2.191539046952575495e-02
2.600000000000000000e+02 2.176700437599117174e-02
2.625000000000000000e+02 2.162252240149318758e-02
2.650000000000000000e+02 2.147379574637848371e-02
2.675000000000000000e+02 2.131603916143030852e-02
2.700000000000000000e+02 2.115544906113960011e-02
2.725000000000000000e+02 2.099807979512515951e-02
2.750000000000000000e+02 2.084069212304906493e-02
2.775000000000000000e+02 2.068173557473831914e-02
2.800000000000000000e+02 2.052815363492718412e-02
2.825000000000000000e+02 2.038484488478268727e-02
2.850000000000000000e+02 2.025122588120250797e-02
2.875000000000000000e+02 2.012493180114315397e-02
2.900000000000000000e+02 2.000331916499881874e-02
2.925000000000000000e+02 1.988317130880980221e-02
2.950000000000000000e+02 1.976076143511768315e-02
2.975000000000000000e+02 1.963270105994420478e-02
3.000000000000000000e+02 1.950126774442090261e-02
3.025000000000000000e+02 1.936910914069100986e-02
3.050000000000000000e+02 1.923834752958481983e-02
3.075000000000000000e+02 1.910720365600825088e-02
3.100000000000000000e+02 1.897225596206267989e-02
3.125000000000000000e+02 1.883795567283828506e-02
3.150000000000000000e+02 1.870873748211397333e-02
3.175000000000000000e+02 1.858551440601178065e-02
3.200000000000000000e+02 1.846520110095569919e-02
3.225000000000000000e+02 1.833986928931719690e-02
3.250000000000000000e+02 1.821097253135530586e-02
3.275000000000000000e+02 1.808597346997960903e-02
3.300000000000000000e+02 1.796798691179689669e-02
3.325000000000000000e+02 1.785409587977895146e-02
3.350000000000000000e+02 1.774204931525050905e-02
3.375000000000000000e+02 1.763086414566825827e-02
3.400000000000000000e+02 1.752000142033550978e-02
3.425000000000000000e+02 1.741634962621866484e-02
3.450000000000000000e+02 1.732104308132426107e-02
3.475000000000000000e+02 1.722408548594406633e-02
3.500000000000000000e+02 1.712099020600930943e-02
3.525000000000000000e+02 1.701431760383506284e-02
3.550000000000000000e+02 1.690547406922711729e-02
3.575000000000000000e+02 1.679181128996891370e-02
3.600000000000000000e+02 1.667346228157150223e-02
3.625000000000000000e+02 1.655429898559383078e-02
3.650000000000000000e+02 1.643423022791907356e-02
3.675000000000000000e+02 1.631566648093052060e-02
3.700000000000000000e+02 1.619793733303417221e-02
3.725000000000000000e+02 1.607996323227162475e-02
3.750000000000000000e+02 1.596408943751263451e-02
3.775000000000000000e+02 1.584826159825317854e-02
3.800000000000000000e+02 1.573401653520229218e-02
3.825000000000000000e+02 1.562069773712477724e-02
3.850000000000000000e+02 1.550616185110530870e-02
3.875000000000000000e+02 1.538882800574059399e-02
3.900000000000000000e+02 1.527114493042827648e-02
3.925000000000000000e+02 1.515583023327746019e-02
3.950000000000000000e+02 1.504287479569391649e-02
3.975000000000000000e+02 1.493234503040061223e-02
4.000000000000000000e+02 1.482390949674919876e-02
4.025000000000000000e+02 1.471960390534816053e-02
4.050000000000000000e+02 1.461656398554096042e-02
4.075000000000000000e+02 1.451021908584493141e-02
4.100000000000000000e+02 1.439950750123171648e-02
4.125000000000000000e+02 1.428741623011315492e-02
4.150000000000000000e+02 1.417657987465681564e-02
4.175000000000000000e+02 1.406639746779148742e-02
4.200000000000000000e+02 1.395482173417776639e-02
4.225000000000000000e+02 1.383906533355821686e-02
4.250000000000000000e+02 1.372044565049483113e-02
4.275000000000000000e+02 1.360338474905091292e-02
4.300000000000000000e+02 1.348911091123986168e-02
4.325000000000000000e+02 1.337602593467674197e-02
4.350000000000000000e+02 1.326552747060074332e-02
4.375000000000000000e+02 1.316113369439118712e-02
4.400000000000000000e+02 1.305915917713772363e-02
4.425000000000000000e+02 1.295341642840537252e-02
4.450000000000000000e+02 1.284523272938047252e-02
4.475000000000000000e+02 1.273886663439779791e-02
4.500000000000000000e+02 1.263290509354993672e-02
4.525000000000000000e+02 1.252554273889376277e-02
4.550000000000000000e+02 1.241875771196823859e-02
4.575000000000000000e+02 1.231623188970863529e-02
4.600000000000000000e+02 1.221874244845611891e-02
4.625000000000000000e+02 1.211986407241090642e-02
4.650000000000000000e+02 1.201770307879898060e-02
4.675000000000000000e+02 1.191749090639265297e-02
4.700000000000000000e+02 1.181984264501336791e-02
4.725000000000000000e+02 1.172269075192318606e-02
4.750000000000000000e+02 1.162626105776315248e-02
4.775000000000000000e+02 1.153075860359401364e-02
4.800000000000000000e+02 1.143708584677319458e-02
4.825000000000000000e+02 1.134513405424481328e-02
4.850000000000000000e+02 1.125064313065879569e-02
4.875000000000000000e+02 1.115013018338617372e-02
4.900000000000000000e+02 1.104478707526631090e-02
4.925000000000000000e+02 1.093542492878619640e-02
4.950000000000000000e+02 1.082449794498961844e-02
4.975000000000000000e+02 1.071567241488519638e-02
5.000000000000000000e+02 1.061187780131069014e-02
5.025000000000000000e+02 1.051190340762308585e-02
5.050000000000000000e+02 1.041311425604730598e-02
5.075000000000000000e+02 1.031660581174735462e-02
5.100000000000000000e+02 1.022193508647798593e-02
5.125000000000000000e+02 1.012642034609067578e-02
5.150000000000000000e+02 1.002772276274795614e-02
5.175000000000000000e+02 9.925178933221992517e-03
5.200000000000000000e+02 9.820523356150311772e-03
5.225000000000000000e+02 9.714596978733053625e-03
5.250000000000000000e+02 9.607684628066302107e-03
5.275000000000000000e+02 9.503115367408918740e-03
5.300000000000000000e+02 9.403005802640062791e-03
5.325000000000000000e+02 9.306091303836227721e-03
5.350000000000000000e+02 9.209475513942629726e-03
5.375000000000000000e+02 9.112831084941208637e-03
5.400000000000000000e+02 9.016114440184434461e-03
5.425000000000000000e+02 8.916650040600875016e-03
5.450000000000000000e+02 8.813527298097732082e-03
5.475000000000000000e+02 8.708457730212540784e-03
5.500000000000000000e+02 8.602198929342705358e-03
5.525000000000000000e+02 8.495181928827354526e-03
5.550000000000000000e+02 8.385544169024084643e-03
5.575000000000000000e+02 8.275287883443829470e-03
5.600000000000000000e+02 8.168580302891524300e-03
5.625000000000000000e+02 8.066612939390253867e-03
5.650000000000000000e+02 7.967637991830738703e-03
5.675000000000000000e+02 7.866772756152648483e-03
5.700000000000000000e+02 7.760727627085422034e-03
5.725000000000000000e+02 7.651421484627806031e-03
5.750000000000000000e+02 7.541107370887565470e-03
5.775000000000000000e+02 7.430018623910806738e-03
5.800000000000000000e+02 7.322215828402769099e-03
5.825000000000000000e+02 7.221681676353087879e-03
5.850000000000000000e+02 7.129097894015631529e-03
5.875000000000000000e+02 7.040696896699102057e-03
5.900000000000000000e+02 6.948090024644949791e-03
5.925000000000000000e+02 6.849696915901463783e-03
5.950000000000000000e+02 6.750288802571071355e-03
5.975000000000000000e+02 6.652311320341825276e-03
6.000000000000000000e+02 6.554123742779597618e-03
6.025000000000000000e+02 6.456837507736723318e-03
6.050000000000000000e+02 6.364260735090491138e-03
6.075000000000000000e+02 6.275071312200506887e-03
6.100000000000000000e+02 6.186510436921301322e-03
6.125000000000000000e+02 6.100305326090441418e-03
6.150000000000000000e+02 6.016192068487670463e-03
6.175000000000000000e+02 5.928299537425737314e-03
6.200000000000000000e+02 5.833657784597082521e-03
6.225000000000000000e+02 5.735412162321275840e-03
6.250000000000000000e+02 5.638949885019717105e-03
6.275000000000000000e+02 5.548437927848087238e-03
6.300000000000000000e+02 5.465187980166727987e-03
6.325000000000000000e+02 5.387664263315264032e-03
6.350000000000000000e+02 5.319039710286039419e-03
6.375000000000000000e+02 5.267227138015704961e-03
6.400000000000000000e+02 5.237946863771008980e-03
6.425000000000000000e+02 5.228829974316805129e-03
6.450000000000000000e+02 5.243083380263901042e-03
6.475000000000000000e+02 5.283220253210011916e-03
6.500000000000000000e+02 5.353191767272992736e-03
6.525000000000000000e+02 5.461020379270389857e-03
6.550000000000000000e+02 5.619165928197133487e-03
6.575000000000000000e+02 5.819622454037165493e-03
6.600000000000000000e+02 6.021029577766705797e-03
6.625000000000000000e+02 6.132701476824945798e-03
6.650000000000000000e+02 6.024286568449348581e-03
6.675000000000000000e+02 5.609718049005232680e-03
6.700000000000000000e+02 4.928755001783983493e-03
6.725000000000000000e+02 4.190266952740739383e-03
6.750000000000000000e+02 3.670860059939986750e-03
6.775000000000000000e+02 3.434543049635240767e-03
6.800000000000000000e+02 3.372021637657055849e-03
6.825000000000000000e+02 3.370284670478289508e-03
6.850000000000000000e+02 3.380161108250482379e-03
6.875000000000000000e+02 3.383643508721190154e-03
6.900000000000000000e+02 3.380103837749205264e-03
6.925000000000000000e+02 3.370158293364934176e-03
6.950000000000000000e+02 3.357202760763043810e-03
6.975000000000000000e+02 3.340330927390393508e-03
7.000000000000000000e+02 3.322169543291297183e-03
7.025000000000000000e+02 3.301365984754280405e-03
7.050000000000000000e+02 3.280233046017836263e-03
7.075000000000000000e+02 3.257483086990975441e-03
7.100000000000000000e+02 3.235493407391372249e-03
7.125000000000000000e+02 3.212691428126462825e-03
7.150000000000000000e+02 3.191607593836932270e-03
7.175000000000000000e+02 3.169558318599032410e-03
7.200000000000000000e+02 3.148317320867537270e-03
7.225000000000000000e+02 3.124251142843924387e-03
7.250000000000000000e+02 3.098083787757503500e-03
7.275000000000000000e+02 3.067566810979463141e-03
7.300000000000000000e+02 3.032573281191722897e-03
7.325000000000000000e+02 2.993431519085116860e-03
7.350000000000000000e+02 2.947611699616730155e-03
7.375000000000000000e+02 2.896518174647968232e-03
7.400000000000000000e+02 2.837211669756930978e-03
7.425000000000000000e+02 2.773418587287779322e-03
7.450000000000000000e+02 2.708313590191304635e-03
7.475000000000000000e+02 2.647451141911041830e-03
7.500000000000000000e+02 2.596912633035007058e-03
7.525000000000000000e+02 2.556997540953395449e-03
7.550000000000000000e+02 2.529299205126171735e-03
7.575000000000000000e+02 2.505057996473036234e-03
7.600000000000000000e+02 2.483493177018298269e-03
7.625000000000000000e+02 2.454121886141556047e-03
7.650000000000000000e+02 2.421394870602423376e-03
7.675000000000000000e+02 2.380155522591265952e-03
7.700000000000000000e+02 2.338230154103380400e-03
7.725000000000000000e+02 2.292493210318457143e-03
7.750000000000000000e+02 2.249529492139429147e-03
7.775000000000000000e+02 2.205146167918073385e-03
7.800000000000000000e+02 2.164816386563045425e-03
7.825000000000000000e+02 2.123165149128133661e-03
7.850000000000000000e+02 2.085795171622968971e-03
7.875000000000000000e+02 2.046611315496083949e-03
7.900000000000000000e+02 2.011695374829334648e-03
7.925000000000000000e+02 1.974624879985399564e-03
7.950000000000000000e+02 1.941801303010255502e-03
7.975000000000000000e+02 1.906687971874437924e-03
8.000000000000000000e+02 1.875793593861452583e-03
8.025000000000000000e+02 1.842556958547081737e-03
8.050000000000000000e+02 1.813478858433921698e-03
8.075000000000000000e+02 1.782026021579329175e-03
8.100000000000000000e+02 1.754649303459503238e-03
8.125000000000000000e+02 1.724876225539278846e-03
8.150000000000000000e+02 1.699092557708686011e-03
8.175000000000000000e+02 1.670904016169144982e-03
8.200000000000000000e+02 1.646620331961413768e-03
8.225000000000000000e+02 1.619933823936598469e-03
8.250000000000000000e+02 1.597069088981568647e-03
8.275000000000000000e+02 1.571808870389497298e-03
8.300000000000000000e+02 1.550289159531547094e-03
8.325000000000000000e+02 1.526381954885224976e-03
8.350000000000000000e+02 1.506137394161190289e-03
8.375000000000000000e+02 1.483510442762840447e-03
8.400000000000000000e+02 1.464473402062459271e-03
8.425000000000000000e+02 1.443053552928666525e-03
8.450000000000000000e+02 1.425157854364175573e-03
8.475000000000000000e+02 1.404871603869937372e-03
8.500000000000000000e+02 1.388052776634298184e-03
8.525000000000000000e+02 1.368827962284058838e-03
8.550000000000000000e+02 1.353024882607223398e-03
8.575000000000000000e+02 1.334793593053880227e-03
8.600000000000000000e+02 1.319950449720793664e-03
8.625000000000000000e+02 1.302652237286238248e-03
8.650000000000000000e+02 1.288719848320269302e-03
8.675000000000000000e+02 1.272303592146981641e-03
8.700000000000000000e+02 1.259240053829874164e-03
8.725000000000000000e+02 1.243664544223530401e-03
8.750000000000000000e+02 1.231434889758206783e-03
8.775000000000000000e+02 1.216667415342988137e-03
8.800000000000000000e+02 1.205242380492506891e-03
8.825000000000000000e+02 1.191256681287025838e-03
8.850000000000000000e+02 1.180611426016845529e-03
8.875000000000000000e+02 1.167385098901594547e-03
8.900000000000000000e+02 1.157497455117267393e-03
8.925000000000000000e+02 1.145010531352855503e-03
8.950000000000000000e+02 1.135860889724848955e-03
8.975000000000000000e+02 1.124096353414615924e-03
9.000000000000000000e+02 1.115668275058990123e-03
9.025000000000000000e+02 1.104612712263494971e-03
9.050000000000000000e+02 1.096893499501773971e-03
9.075000000000000000e+02 1.086537450918452583e-03
9.100000000000000000e+02 1.079520603205653224e-03
9.125000000000000000e+02 1.069859549849862951e-03
9.150000000000000000e+02 1.063546668724218644e-03
9.175000000000000000e+02 1.054580897141693674e-03
9.200000000000000000e+02 1.048982161521824080e-03
9.225000000000000000e+02 1.040714633537795884e-03
9.250000000000000000e+02 1.035847848782448953e-03
9.275000000000000000e+02 1.028281241642211479e-03
9.300000000000000000e+02 1.024169937088654191e-03
9.325000000000000000e+02 1.017302467013296184e-03
9.350000000000000000e+02 1.013972365953209279e-03
9.375000000000000000e+02 1.007793297458526660e-03
9.400000000000000000e+02 1.005267915362517998e-03
9.425000000000000000e+02 9.997536706081388246e-04
9.450000000000000000e+02 9.980489295303767924e-04
9.475000000000000000e+02 9.931601308517776401e-04
9.500000000000000000e+02 9.922790610214842974e-04
9.525000000000000000e+02 9.879586887981679603e-04
9.550000000000000000e+02 9.878864436987030984e-04
9.575000000000000000e+02 9.840597728327056190e-04
9.600000000000000000e+02 9.847597177774002151e-04
9.625000000000000000e+02 9.813364297895693557e-04
9.650000000000000000e+02 9.827483138222360779e-04
9.675000000000000000e+02 9.796261117241431091e-04
9.700000000000000000e+02 9.816663947947281213e-04
9.725000000000000000e+02 9.787362825628466174e-04
9.750000000000000000e+02 9.813006724856891509e-04
9.775000000000000000e+02 9.784532417328115073e-04
9.800000000000000000e+02 9.814221159925313586e-04
9.825000000000000000e+02 9.785571121167656490e-04
9.850000000000000000e+02 9.818099746838700095e-04
9.875000000000000000e+02 9.788525182373958126e-04
9.900000000000000000e+02 9.822829799267668045e-04
9.925000000000000000e+02 9.791783951437276704e-04
9.950000000000000000e+02 9.826572037653351788e-04
9.975000000000000000e+02 9.793111486295679249e-04
1.000000000000000000e+03 9.827139299215885936e-04
