z Tu Tv Tw
0.000000000000000000e+00 9.402514764948455978e-03 1.048983180030473375e-02 -2.888714997294622496e-08
2.500000000000000000e+00 2.121761502276527794e-02 2.234290470316259436e-02 -9.706759941568490193e-04
5.000000000000000000e+00 3.052658078484363213e-02 3.179916657741477942e-02 -3.057061485293858724e-03
7.500000000000000000e+00 3.829580635914127396e-02 3.971921344617408006e-02 -5.959645437687398871e-03
1.000000000000000000e+01 4.354267359100870427e-02 4.502940814572641698e-02 -9.458325484143602011e-03
1.250000000000000000e+01 4.659323354356088159e-02 4.803819541246881486e-02 -1.320477571014870566e-02
1.500000000000000000e+01 4.807274317663027402e-02 4.933453341539670994e-02 -1.706117605848702506e-02
1.750000000000000000e+01 4.858410152301360918e-02 4.949991651124937414e-02 -2.062439068769375550e-02
2.000000000000000000e+01 4.856538388961237351e-02 4.903796614538789844e-02 -2.366353495401818732e-02
2.250000000000000000e+01 4.824415264097499378e-02 4.826317914969376760e-02 -2.608016219964861757e-02
2.500000000000000000e+01 4.778839102559445662e-02 4.733948256045889674e-02 -2.791566918391732641e-02
2.750000000000000000e+01 4.728479411902104801e-02 4.633222655940004431e-02 -2.924528830085452655e-02
3.000000000000000000e+01 4.675608511009556739e-02 4.530953222837898892e-02 -3.017333870248792640e-02
3.250000000000000000e+01 4.620616897420266878e-02 4.431971090592187745e-02 -3.079468882159795348e-02
3.500000000000000000e+01 4.568759722306198201e-02 4.339722556971215700e-02 -3.118612810381205663e-02
3.750000000000000000e+01 4.523221280598696548e-02 4.254408875650637217e-02 -3.140180353112359546e-02
4.000000000000000000e+01 4.480591193455026044e-02 4.171887047258185377e-02 -3.148548401559954357e-02
4.250000000000000000e+01 4.439689696771536437e-02 4.088484134616283266e-02 -3.146513382824935728e-02
4.500000000000000000e+01 4.403547939758674368e-02 4.002321605129646048e-02 -3.136576700665914125e-02
4.750000000000000000e+01 4.373634040264171019e-02 3.917132322334120065e-02 -3.120632859050421690e-02
5.000000000000000000e+01 4.349339280626811355e-02 3.839197805429468008e-02 -3.100108290575471354e-02
5.250000000000000000e+01 4.327428208908127433e-02 3.768555389482591139e-02 -3.075977098261686860e-02
5.500000000000000000e+01 4.302744616223650592e-02 3.702625124385107436e-02 -3.049062091756549187e-02
5.750000000000000000e+01 4.271306745960621459e-02 3.636550419411400947e-02 -3.020095424205282084e-02
6.000000000000000000e+01 4.234498635759191554e-02 3.566290741296199857e-02 -2.989489871538449431e-02
6.250000000000000000e+01 4.197156020861191050e-02 3.491836129883931633e-02 -2.957496430144712987e-02
6.500000000000000000e+01 4.164620620645200638e-02 3.419235351010742330e-02 -2.924387936117469125e-02
6.750000000000000000e+01 4.138004582967452077e-02 3.354599715979842550e-02 -2.890808978708061042e-02
7.000000000000000000e+01 4.111778918130038624e-02 3.298014946187392132e-02 -2.857353586671574144e-02
7.250000000000000000e+01 4.080607019793012352e-02 3.245494269531525033e-02 -2.823830489663145538e-02
7.500000000000000000e+01 4.046213100457349277e-02 3.192685770174653881e-02 -2.789999574643369298e-02
7.750000000000000000e+01 4.016330944724608165e-02 3.136754291833512842e-02 -2.756219929299875276e-02
8.000000000000000000e+01 3.993770840303669661e-02 3.075418468424112595e-02 -2.722789096262089384e-02
8.250000000000000000e+01 3.976233496258375910e-02 3.011705836859655469e-02 -2.689424100751653529e-02
8.500000000000000000e+01 3.960745455684136496e-02 2.949770213959811843e-02 -2.656046819717393370e-02
8.750000000000000000e+01 3.946611041019786048e-02 2.890419338424219525e-02 -2.622837926917465090e-02
9.000000000000000000e+01 3.931302043202458685e-02 2.834333392783701042e-02 -2.590268978004070868e-02
9.250000000000000000e+01 3.910500655325666736e-02 2.783216016959688677e-02 -2.558965925210218706e-02
9.500000000000000000e+01 3.882854101056934515e-02 2.735375900867296692e-02 -2.528594099884614796e-02
9.750000000000000000e+01 3.850793221223465512e-02 2.685471968976402279e-02 -2.498690124744019914e-02
1.000000000000000000e+02 3.820983482166768336e-02 2.631651561148378241e-02 -2.469094957239166901e-02
1.025000000000000000e+02 3.797336408980363232e-02 2.577537144733852217e-02 -2.439857310505197038e-02
1.050000000000000000e+02 3.781385007584896207e-02 2.526035320586200728e-02 -2.411169593179703433e-02
1.075000000000000000e+02 3.771169834241354379e-02 2.475126084474181878e-02 -2.383453310892932192e-02
