 z u v w u_mag
5.775000000000000000e+02 2.146678750622978882e+01 1.341800282554354595e+01 -1.062304063020420268e-06 2.531532669478944442e+01
5.800000000000000000e+02 2.149103528431101395e+01 1.341051534331277573e+01 9.083589682365628333e-07 2.533192687824455902e+01
5.825000000000000000e+02 2.151521103845703209e+01 1.340277141301067587e+01 -1.375582672564429131e-06 2.534834486862527569e+01
5.850000000000000000e+02 2.153930558944803053e+01 1.339483714916684853e+01 1.388585900222443159e-06 2.536460816823964493e+01
5.875000000000000000e+02 2.156342000803464387e+01 1.338686716063602056e+01 -1.704617444654160282e-06 2.538088443729703769e+01
5.900000000000000000e+02 2.158772728860495960e+01 1.337895837149789990e+01 1.744641934353253673e-06 2.539737184421758442e+01
5.925000000000000000e+02 2.161240626645388829e+01 1.337107297253002258e+01 -2.320451994169824372e-06 2.541420266431711994e+01
5.950000000000000000e+02 2.163758275027718980e+01 1.336301945913154299e+01 2.215831916276140971e-06 2.543138368906076963e+01
5.975000000000000000e+02 2.166346099999628905e+01 1.335458824206397033e+01 -3.118405843096330719e-06 2.544897973619852749e+01
6.000000000000000000e+02 2.169028395623467631e+01 1.334569068327104624e+01 2.840630360628480211e-06 2.546715292127581165e+01
6.025000000000000000e+02 2.171810910219656421e+01 1.333630082521221460e+01 -3.972522292589357533e-06 2.548594088268049518e+01
6.050000000000000000e+02 2.174689605467181863e+01 1.332637657025501277e+01 3.781710247727527341e-06 2.550528965734278586e+01
6.075000000000000000e+02 2.177673370270516884e+01 1.331596533492066925e+01 -5.199093952864074396e-06 2.552530241856834792e+01
6.100000000000000000e+02 2.180784789627542963e+01 1.330518586266435221e+01 4.975363569341010515e-06 2.554623652726860783e+01
6.125000000000000000e+02 2.184047904317753108e+01 1.329407553002490872e+01 -6.727997827863813152e-06 2.556831963648626527e+01
6.150000000000000000e+02 2.187487604855162715e+01 1.328257806221050252e+01 6.372484614309598019e-06 2.559173855208461390e+01
6.175000000000000000e+02 2.191120620650938022e+01 1.327067775113182790e+01 -8.893733027010575763e-06 2.561663220250936135e+01
6.200000000000000000e+02 2.194950592346393847e+01 1.325822583773457453e+01 8.131449240317728498e-06 2.564295931924818461e+01
6.225000000000000000e+02 2.198976543550156748e+01 1.324496914342796394e+01 -1.159128187472779229e-05 2.567058611560851489e+01
6.250000000000000000e+02 2.203221818290072420e+01 1.323080910179036351e+01 1.041008588177466711e-05 2.569966823807397560e+01
6.275000000000000000e+02 2.207731505150962548e+01 1.321583425297452230e+01 -1.508455137626273710e-05 2.573064544246676277e+01
6.300000000000000000e+02 2.212554585058924772e+01 1.320000914512408485e+01 1.333619289070908912e-05 2.576392867204193138e+01
6.325000000000000000e+02 2.217734492276064628e+01 1.318335845791120597e+01 -1.953245919684733404e-05 2.579991410941629226e+01
6.350000000000000000e+02 2.223324714846370398e+01 1.316609234274952023e+01 1.679502827538297186e-05 2.583918083730130633e+01
6.375000000000000000e+02 2.229375976941553361e+01 1.314822562309432286e+01 -2.503654066391890426e-05 2.588218618457164766e+01
6.400000000000000000e+02 2.235932142477923890e+01 1.312956527889923031e+01 2.092078116819065607e-05 2.592922557636278214e+01
6.425000000000000000e+02 2.243037234136602009e+01 1.310985307740537742e+01 -3.200685527995864331e-05 2.598056679682907699e+01
6.450000000000000000e+02 2.250730176258050363e+01 1.308889875096193300e+01 2.555759013664002456e-05 2.603647255573315178e+01
6.475000000000000000e+02 2.259057547074996819e+01 1.306656077243289360e+01 -4.177143560343955341e-05 2.609730082826722253e+01
6.500000000000000000e+02 2.268077327361440254e+01 1.304253821814719316e+01 2.900863190549410437e-05 2.616343401508626698e+01
6.525000000000000000e+02 2.277888885721353418e+01 1.301679487904515931e+01 -5.736899816024786645e-05 2.623575282883482274e+01
6.550000000000000000e+02 2.288556184018598927e+01 1.298889926428507913e+01 2.797861345990175201e-05 2.631464316382620794e+01
6.575000000000000000e+02 2.300165394659651596e+01 1.295831138269551452e+01 -8.074191368917724696e-05 2.640064238188901768e+01
6.600000000000000000e+02 2.312781472372341085e+01 1.292482688138277958e+01 2.344299822552936983e-05 2.649428171906424367e+01
6.625000000000000000e+02 2.326282047893086258e+01 1.288804184040704648e+01 -1.044941485252657009e-04 2.659436856039200592e+01
6.650000000000000000e+02 2.340162623249369744e+01 1.284907287339931514e+01 2.961902351377237942e-05 2.669709317570249141e+01
6.675000000000000000e+02 2.353403482459714979e+01 1.281057632609947383e+01 -1.105065178915169997e-04 2.679480660397427627e+01
6.700000000000000000e+02 2.364663878428630284e+01 1.277638339919171173e+01 5.996690757199444011e-05 2.687749055550482069e+01
6.725000000000000000e+02 2.372910779828759686e+01 1.275004209541277689e+01 -9.700486193492966142e-05 2.693759696682242932e+01
6.750000000000000000e+02 2.378154278669648747e+01 1.273283048030644338e+01 9.597688861391039117e-05 2.697566958140071947e+01
6.775000000000000000e+02 2.381206803721493870e+01 1.272229008405665596e+01 -9.446709950582612048e-05 2.699761562065738474e+01
6.800000000000000000e+02 2.382769953861378198e+01 1.271656752937967028e+01 1.182244203029305600e-04 2.700870887409662657e+01
6.825000000000000000e+02 2.383542139859197562e+01 1.271307502867313133e+01 -1.037007822986041512e-04 2.701387772875050430e+01
6.850000000000000000e+02 2.383857613976073608e+01 1.271143021260960282e+01 1.313413674990638561e-04 2.701588737092425418e+01
6.875000000000000000e+02 2.384097748532046879e+01 1.270930691489047959e+01 -1.199645133244669771e-04 2.701700741619678325e+01
6.900000000000000000e+02 2.384178041177874974e+01 1.270857783175372724e+01 1.416423976040381643e-04 2.701737299830021755e+01
6.925000000000000000e+02 2.384374570341510235e+01 1.270625317564678625e+01 -1.380480510748287911e-04 2.701801397127141513e+01
6.950000000000000000e+02 2.384423205469677498e+01 1.270595995221171748e+01 1.525826164321538673e-04 2.701830528750311444e+01
6.975000000000000000e+02 2.384624312323023787e+01 1.270343483982616561e+01 -1.554932118116322359e-04 2.701889279460009163e+01
7.000000000000000000e+02 2.384646828302956578e+01 1.270386122622916147e+01 1.651815132831350736e-04 2.701929199028184669e+01
7.025000000000000000e+02 2.384843098215830537e+01 1.270128258624800388e+01 -1.719821591130225565e-04 2.701981198446933874e+01
7.050000000000000000e+02 2.384831224220414825e+01 1.270266323332241143e+01 1.792212650670410405e-04 2.702035621624899164e+01
7.075000000000000000e+02 2.385017850726443100e+01 1.269999488768680962e+01 -1.880701136947026124e-04 2.702074915710183944e+01
7.100000000000000000e+02 2.384969519044800990e+01 1.270236536697536067e+01 1.941316080364929289e-04 2.702143679805167409e+01
7.125000000000000000e+02 2.385146795215605664e+01 1.269945605272995870e+01 -2.042944484292074422e-04 2.702163406512795163e+01
7.150000000000000000e+02 2.385065219019854510e+01 1.270269974963380122e+01 2.096212851471583041e-04 2.702243865514566323e+01
7.175000000000000000e+02 2.385229286363351164e+01 1.269936702504040582e+01 -2.205811720527944505e-04 2.702232036183942654e+01
7.200000000000000000e+02 2.385112520723060925e+01 1.270327947171069916e+01 2.260021573983686939e-04 2.702312866857675289e+01
7.225000000000000000e+02 2.385248872102258133e+01 1.269932150823567163e+01 -2.361971569272223309e-04 2.702247185236457483e+01
7.250000000000000000e+02 2.385088415288071673e+01 1.270376747443833487e+01 2.440188192162364399e-04 2.702314531986014146e+01
7.275000000000000000e+02 2.385191177635451965e+01 1.269900838968759693e+01 -2.502445334051505593e-04 2.702181543736426406e+01
7.300000000000000000e+02 2.384993078084170648e+01 1.270398952341907162e+01 2.643751134465628151e-04 2.702240825929429135e+01
7.325000000000000000e+02 2.385093686837352323e+01 1.269817114814684444e+01 -2.622517736150338703e-04 2.702056143153847145e+01
7.350000000000000000e+02 2.384908731791520964e+01 1.270358316374663943e+01 2.871746318140100309e-04 2.702147277959216609e+01
7.375000000000000000e+02 2.385111888706975591e+01 1.269611146699087634e+01 -2.727835057314730504e-04 2.701975422948557792e+01
7.400000000000000000e+02 2.385083983161717924e+01 1.270144445032222436e+01 3.112307981210943471e-04 2.702201420869551640e+01
7.425000000000000000e+02 2.385580299010946348e+01 1.269154309191372754e+01 -2.838246802368979632e-04 2.702174314209531403e+01
7.450000000000000000e+02 2.385881682052122699e+01 1.269621626917467871e+01 3.340338045804917139e-04 2.702659889332027987e+01
7.475000000000000000e+02 2.386755718901159540e+01 1.268403691736679129e+01 -2.980890351191901335e-04 2.702859742533303944e+01
7.500000000000000000e+02 2.387315834958323180e+01 1.268839880581878887e+01 3.530410920826171492e-04 2.703559050519180573e+01
7.525000000000000000e+02 2.388314797523272759e+01 1.267574036786032110e+01 -3.173348658898278917e-04 2.703847538566049025e+01
7.550000000000000000e+02 2.388775119937351832e+01 1.268109209661256642e+01 3.674904849985895141e-04 2.704505045772682692e+01
7.575000000000000000e+02 2.389523790546411064e+01 1.266981178460647861e+01 -3.408960924086408355e-04 2.704637730514554761e+01
7.600000000000000000e+02 2.389632887817541018e+01 1.267686715085943661e+01 3.792829497652750988e-04 2.705064684546960407e+01
7.625000000000000000e+02 2.390050427474564287e+01 1.266718831660315914e+01 -3.659585194846967367e-04 2.704980156247635037e+01
7.650000000000000000e+02 2.389885944174269383e+01 1.267547487230709535e+01 3.916066935097762083e-04 2.705222996368355481e+01
7.675000000000000000e+02 2.390142637230554712e+01 1.266655121573686316e+01 -3.898297494214052064e-04 2.705031797379830039e+01
7.700000000000000000e+02 2.389876514276166475e+01 1.267529705818018826e+01 4.063836833767294605e-04 2.705206334140039459e+01
7.725000000000000000e+02 2.390114691168726324e+01 1.266644199650743019e+01 -4.117945664236519546e-04 2.705001990229433062e+01
7.750000000000000000e+02 2.389829758154965944e+01 1.267526502358645679e+01 4.235472750124247548e-04 2.705163527208380714e+01
7.775000000000000000e+02 2.390092742639783552e+01 1.266627878369943438e+01 -4.325393098251210846e-04 2.704974954145455612e+01
7.800000000000000000e+02 2.389803830671455742e+01 1.267511868063704661e+01 4.423354510908373985e-04 2.705133765034718607e+01
7.825000000000000000e+02 2.390089876326042884e+01 1.266603080615269938e+01 -4.527917791810161718e-04 2.704960809843746006e+01
7.850000000000000000e+02 2.389793399822059072e+01 1.267491056854123954e+01 4.622172736084067201e-04 2.705114798890189221e+01
7.875000000000000000e+02 2.390094065972406412e+01 1.266577720386215056e+01 -4.730008561207498722e-04 2.704952636962900314e+01
7.900000000000000000e+02 2.389786824787895725e+01 1.267470488855337685e+01 4.828377734739403449e-04 2.705099353144044017e+01
7.925000000000000000e+02 2.390097910718230878e+01 1.266555789863427428e+01 -4.935205958608836424e-04 2.704945765462192853e+01
7.950000000000000000e+02 2.389779589670860105e+01 1.267452385390685876e+01 5.039296536882815298e-04 2.705084479083678417e+01
7.975000000000000000e+02 2.390100262627619543e+01 1.266537586835393370e+01 -5.145774346500629065e-04 2.704939320378062817e+01
8.000000000000000000e+02 2.389771541113254827e+01 1.267436834130085188e+01 5.253977138069400267e-04 2.705070082268654019e+01
8.025000000000000000e+02 2.390101794520547784e+01 1.266522187836944724e+01 -5.362177301581726044e-04 2.704933463752652045e+01
8.050000000000000000e+02 2.389763188782629300e+01 1.267423370013274919e+01 5.472913957414876369e-04 2.705056395033494709e+01
8.075000000000000000e+02 2.390102943559978854e+01 1.266508758620084052e+01 -5.583996226608781577e-04 2.704928191208329125e+01
8.100000000000000000e+02 2.389754768242285010e+01 1.267411556979818066e+01 5.696873738253742294e-04 2.705043421157630945e+01
8.125000000000000000e+02 2.390103885131747674e+01 1.266496882784241684e+01 -5.810950784770825854e-04 2.704923462725108507e+01
8.150000000000000000e+02 2.389746397756531948e+01 1.267401112537596575e+01 5.926257987252041932e-04 2.705031132753172329e+01
8.175000000000000000e+02 2.390104772415991619e+01 1.266486342162896328e+01 -6.043133245699566173e-04 2.704919311488384892e+01
8.200000000000000000e+02 2.389738194286098150e+01 1.267391808371806938e+01 6.161176678301849346e-04 2.705019526168665323e+01
8.225000000000000000e+02 2.390105762311293347e+01 1.266476894038603795e+01 -6.280786815115252863e-04 2.704915762479886610e+01
8.250000000000000000e+02 2.389730243592970638e+01 1.267383451994723309e+01 6.401696070731664788e-04 2.705008586979189289e+01
8.275000000000000000e+02 2.390106969565499284e+01 1.266468286987081093e+01 -6.524120690716806673e-04 2.704912799364515763e+01
8.300000000000000000e+02 2.389722589267665143e+01 1.267375939763204507e+01 6.647940826763369324e-04 2.704998305131877956e+01
8.325000000000000000e+02 2.390108473923214660e+01 1.266460359176047135e+01 -6.773286804251140835e-04 2.704910416829293496e+01
8.350000000000000000e+02 2.389715258017724508e+01 1.267369248598353515e+01 6.900069495042001526e-04 2.704988693406419742e+01
8.375000000000000000e+02 2.390110335651017692e+01 1.266453026478055932e+01 -7.028421165830456979e-04 2.704908628734271758e+01
8.400000000000000000e+02 2.389708262536365524e+01 1.267363357049104167e+01 7.158238655737096928e-04 2.704979752964777262e+01
8.425000000000000000e+02 2.390112583336455998e+01 1.266446216202853314e+01 -7.289665244555554270e-04 2.704907426303479312e+01
8.450000000000000000e+02 2.389701586159810986e+01 1.267358237551537492e+01 7.422595056710813927e-04 2.704971456169906929e+01
8.475000000000000000e+02 2.390115208106792011e+01 1.266439868923508527e+01 -7.557164817866445687e-04 2.704906773871040926e+01
8.500000000000000000e+02 2.389695186999049525e+01 1.267353878316993132e+01 7.693281192026300841e-04 2.704963760491109070e+01
8.525000000000000000e+02 2.390118187350417855e+01 1.266433944416307611e+01 -7.831064881342982746e-04 2.704906632622585150e+01
8.550000000000000000e+02 2.389689025729449767e+01 1.267350275469924625e+01 7.970439249643466442e-04 2.704956629371023880e+01
8.575000000000000000e+02 2.390121512076818888e+01 1.266428411478288396e+01 -8.111508949835096773e-04 2.704906980003463346e+01
8.600000000000000000e+02 2.389683081373990348e+01 1.267347430832523969e+01 8.254212280334751427e-04 2.704950045131349512e+01
8.625000000000000000e+02 2.390125186524521794e+01 1.266423245487516347e+01 -8.398640535853450989e-04 2.704907808230019839e+01
8.650000000000000000e+02 2.389677337943695434e+01 1.267345353871309932e+01 8.544744752983420575e-04 2.704943998082424272e+01
8.675000000000000000e+02 2.390129219294005480e+01 1.266418424704175649e+01 -8.692605277058806836e-04 2.704909114722584818e+01
8.700000000000000000e+02 2.389671788787285323e+01 1.267344063003377030e+01 8.842183562384417234e-04 2.704938490977965415e+01
8.725000000000000000e+02 2.390133630418401012e+01 1.266413937814569302e+01 -8.993551805821878862e-04 2.704910911885352220e+01
8.750000000000000000e+02 2.389666440208062070e+01 1.267343588057097925e+01 9.146679498130245393e-04 2.704933543363364379e+01
8.775000000000000000e+02 2.390138450259787462e+01 1.266409775007480576e+01 -9.301632472426812079e-04 2.704913221953117031e+01
8.800000000000000000e+02 2.389661312470800425e+01 1.267343944844824755e+01 9.458386835114553949e-04 2.704929180551797430e+01
8.825000000000000000e+02 2.390143719723294424e+01 1.266405915428700624e+01 -9.617003307373792271e-04 2.704916071306868730e+01
8.850000000000000000e+02 2.389656433657092904e+01 1.267345135878254858e+01 9.777463566106941398e-04 2.704925428530865972e+01
8.875000000000000000e+02 2.390149481651087982e+01 1.266402337449126847e+01 -9.939823456066691765e-04 2.704919487676774992e+01
8.900000000000000000e+02 2.389651841582247371e+01 1.267347153821283712e+01 1.010407035262672181e-03 2.704922317273743460e+01
8.925000000000000000e+02 2.390155789075547332e+01 1.266399022781380168e+01 -1.027025548846891749e-03 2.704923509362289025e+01
8.950000000000000000e+02 2.389647589665399607e+01 1.267349984920191908e+01 1.043837020086984526e-03 2.704919887532128442e+01
8.975000000000000000e+02 2.390162698561670140e+01 1.266395956721425087e+01 -1.060846305854215924e-03 2.704928179462428517e+01
9.000000000000000000e+02 2.389643730162456592e+01 1.267353604559183111e+01 1.078052836329518359e-03 2.704918173940918535e+01
9.025000000000000000e+02 2.390170249309576889e+01 1.266393124021036165e+01 -1.095461113200564638e-03 2.704933525477606793e+01
9.050000000000000000e+02 2.389640309322999912e+01 1.267357989687727304e+01 1.113070986846480042e-03 2.704917206562136300e+01
9.075000000000000000e+02 2.390178484864122765e+01 1.266390515330033040e+01 -1.130886550365103969e-03 2.704939581509033175e+01
9.100000000000000000e+02 2.389637391755559648e+01 1.267363101467445397e+01 1.148907988750219947e-03 2.704917024279560067e+01
9.125000000000000000e+02 2.390187454467250561e+01 1.266388111345678702e+01 -1.167139156733695013e-03 2.704946382032821006e+01
9.150000000000000000e+02 2.389635044456031920e+01 1.267368886328012145e+01 1.185580313268781889e-03 2.704917661183181821e+01
9.175000000000000000e+02 2.390197196936612656e+01 1.266385889706673495e+01 -1.204235343418209783e-03 2.704953950882275038e+01
9.200000000000000000e+02 2.389633329767240255e+01 1.267375284890126963e+01 1.223104286601808940e-03 2.704919144529950614e+01
9.225000000000000000e+02 2.390207738139283578e+01 1.266383832250104646e+01 -1.242191337039366163e-03 2.704962302413060371e+01
9.250000000000000000e+02 2.389632302061080082e+01 1.267382243133245545e+01 1.261496043812270406e-03 2.704921497045139489e+01
9.275000000000000000e+02 2.390219092483229346e+01 1.266381923500481577e+01 -1.281023212687912695e-03 2.704971442113638602e+01
9.300000000000000000e+02 2.389632006146313969e+01 1.267389706753532863e+01 1.300771536697482725e-03 2.704924732872197524e+01
9.325000000000000000e+02 2.390231254995256904e+01 1.266380143762368782e+01 -1.320746818294521148e-03 2.704981356371152756e+01
9.350000000000000000e+02 2.389632466158479218e+01 1.267397613714195970e+01 1.340946535016791265e-03 2.704928844267159604e+01
9.375000000000000000e+02 2.390244192995555750e+01 1.266378471449115395e+01 -1.361377801365798576e-03 2.704992006204874144e+01
9.400000000000000000e+02 2.389633682589402142e+01 1.267405898821174937e+01 1.382036596673611025e-03 2.704933801118384196e+01
9.425000000000000000e+02 2.390257842275140376e+01 1.266376885419989939e+01 -1.402931631749825469e-03 2.705003324982432389e+01
9.450000000000000000e+02 2.389635623780780449e+01 1.267414496806708080e+01 1.424057117170443110e-03 2.704939544876621937e+01
9.475000000000000000e+02 2.390272098664213374e+01 1.266375360121976179e+01 -1.445423650323319435e-03 2.705015208694617002e+01
9.500000000000000000e+02 2.389638214614805634e+01 1.267423342934134922e+01 1.467023399047604230e-03 2.704945978847516841e+01
9.525000000000000000e+02 2.390286809746892516e+01 1.266373867745418202e+01 -1.488869079631224010e-03 2.705027509643068129e+01
9.550000000000000000e+02 2.389641329830501704e+01 1.267432370271694708e+01 1.510950695245809328e-03 2.704952961009920287e+01
9.575000000000000000e+02 2.390301772483689291e+01 1.266372370865530605e+01 -1.533283103299961985e-03 2.705040030894149794e+01
9.600000000000000000e+02 2.389644794052160037e+01 1.267441503490130472e+01 1.555854227932759433e-03 2.704960301135071532e+01
9.625000000000000000e+02 2.390316738448241551e+01 1.266370812110614708e+01 -1.578680999899806457e-03 2.705052526069295027e+01
9.650000000000000000e+02 2.389648380870712785e+01 1.267450657576565121e+01 1.601749261284535859e-03 2.704967759372612690e+01
9.675000000000000000e+02 2.390331418281717646e+01 1.266369107382332082e+01 -1.625078101196860206e-03 2.705064700107152831e+01
9.700000000000000000e+02 2.389651818213893009e+01 1.267459739415567377e+01 1.648651537853881551e-03 2.704975051735756963e+01
9.725000000000000000e+02 2.390345499422958397e+01 1.266367141443354605e+01 -1.672489329237725718e-03 2.705076222865302427e+01
9.750000000000000000e+02 2.389654801143355556e+01 1.267468655706747604e+01 1.696577798582036764e-03 2.704981865116718609e+01
9.775000000000000000e+02 2.390358666823151168e+01 1.266364764607179616e+01 -1.720930096970544297e-03 2.705086745875472687e+01
9.800000000000000000e+02 2.389657001220056998e+01 1.267477325320213311e+01 1.745541510563652530e-03 2.704987871349900885e+01
9.825000000000000000e+02 2.390370622294694058e+01 1.266361790260466869e+01 -1.770425588686709573e-03 2.705095918281879719e+01
9.850000000000000000e+02 2.389658064207236166e+01 1.267485702171199158e+01 1.795541311486241205e-03 2.704992735901296186e+01
9.875000000000000000e+02 2.390381094163923237e+01 1.266358008831662652e+01 -1.821006211485980651e-03 2.705103401910737304e+01
9.900000000000000000e+02 2.389657630009408962e+01 1.267493797550472756e+01 1.846618971141562957e-03 2.704996145947553643e+01
9.925000000000000000e+02 2.390389921184767985e+01 1.266353218827086380e+01 -1.872528733994717693e-03 2.705108959949503245e+01
9.950000000000000000e+02 2.389655412624486175e+01 1.267501625783866892e+01 1.899195112256973038e-03 2.704997855548072394e+01
9.975000000000000000e+02 2.390397090084216103e+01 1.266347200712355203e+01 -1.924370131685969971e-03 2.705112477895717760e+01
1.000000000000000000e+03 2.389651147884931248e+01 1.267509336156473410e+01 1.953608676283289693e-03 2.704997701292454337e+01
