 z uu uv uw vv vw ww tke
2.075000000000000000e+02 4.232051020958524368e-01 1.483052253799344300e-01 -1.044100267615249295e-01 2.902349184979216012e-01 -4.627555997530567039e-02 1.291353157306047161e-01 4.212876681621894326e-01
2.100000000000000000e+02 4.193579428590105684e-01 1.464342796766662236e-01 -1.035412609083753988e-01 2.877763888026458328e-01 -4.544557184512157400e-02 1.283044789403605113e-01 4.177194053010084840e-01
2.125000000000000000e+02 4.157687692980293059e-01 1.444018520461002042e-01 -1.026788606991546615e-01 2.848812180930153093e-01 -4.462547839004674111e-02 1.274771575600668616e-01 4.140635724755556968e-01
2.150000000000000000e+02 4.123583218173266784e-01 1.422944722255772565e-01 -1.018217509802450405e-01 2.817026191012082514e-01 -4.382450134562002747e-02 1.266621288922880062e-01 4.103615349054114958e-01
2.175000000000000000e+02 4.091331581085459468e-01 1.402944000593920881e-01 -1.009652931314641566e-01 2.783819662255763716e-01 -4.304338510500874820e-02 1.258724861926871774e-01 4.066938052634047618e-01
2.200000000000000000e+02 4.060289320921969258e-01 1.383420457485386168e-01 -1.001074122690102930e-01 2.750949782497665308e-01 -4.227270848670057479e-02 1.251181347361008112e-01 4.031210225390321478e-01
2.225000000000000000e+02 4.027667068923723726e-01 1.362961934825527577e-01 -9.924452964987404147e-02 2.721024051767084728e-01 -4.150777665812583478e-02 1.243956281210822912e-01 3.996323700950815683e-01
2.250000000000000000e+02 3.993892094833091377e-01 1.341186063904019898e-01 -9.838922808597641567e-02 2.693587304251775505e-01 -4.075079730246154719e-02 1.236752998471680742e-01 3.962116198778273812e-01
2.275000000000000000e+02 3.959872598478160199e-01 1.318710503015329272e-01 -9.755567148979674141e-02 2.667229264693415369e-01 -4.000770406523916634e-02 1.229318043157228840e-01 3.928209953164402690e-01
2.300000000000000000e+02 3.925032917891061457e-01 1.295921915354744380e-01 -9.673281975089954854e-02 2.641268121968650684e-01 -3.927879881811859736e-02 1.221579974860079326e-01 3.893940507359895942e-01
2.325000000000000000e+02 3.889000376378180523e-01 1.272989197061317190e-01 -9.590565534363040823e-02 2.616491006660005003e-01 -3.854740481642365130e-02 1.213507510704538578e-01 3.859499446871362260e-01
2.350000000000000000e+02 3.853195866319530372e-01 1.251196639905532704e-01 -9.508428857769621323e-02 2.594015821490205931e-01 -3.781419160797118428e-02 1.205022608364670345e-01 3.826117148087203601e-01
2.375000000000000000e+02 3.817257247397286002e-01 1.229846229636417376e-01 -9.426459974319816026e-02 2.572317105179463548e-01 -3.708387077254868963e-02 1.196302347524850623e-01 3.792938350050800156e-01
2.400000000000000000e+02 3.781467670298696571e-01 1.209066863689988863e-01 -9.344163718632267357e-02 2.548854543378060722e-01 -3.636160852564832707e-02 1.187756670640615769e-01 3.759039442158687017e-01
2.425000000000000000e+02 3.747085072554289242e-01 1.189822656454375682e-01 -9.262252327835077126e-02 2.521918259094049763e-01 -3.565756826426819820e-02 1.179549457637915633e-01 3.724276394643127874e-01
2.450000000000000000e+02 3.713396928448523537e-01 1.171721002413812635e-01 -9.180393472497802576e-02 2.491436599533087271e-01 -3.497084154501309966e-02 1.171332527087941278e-01 3.688083027534775904e-01
2.475000000000000000e+02 3.676857032362012556e-01 1.153525678856224951e-01 -9.097191706397918243e-02 2.459602679987939744e-01 -3.429547534277817972e-02 1.162829619354619065e-01 3.649644665852285752e-01
2.500000000000000000e+02 3.636991505813165770e-01 1.134754495709598549e-01 -9.012521775508236521e-02 2.428407748985430270e-01 -3.363254101676502877e-02 1.153961451120700255e-01 3.609680352959647731e-01
2.525000000000000000e+02 3.596742571506832964e-01 1.114659323064020602e-01 -8.927826643098177306e-02 2.397170554455454183e-01 -3.298148242996290502e-02 1.144786162940198276e-01 3.569349644451242365e-01
2.550000000000000000e+02 3.559106130761905962e-01 1.092921716758161188e-01 -8.843826368420740214e-02 2.366312992239412438e-01 -3.233844995186623689e-02 1.135529756152990760e-01 3.530474439577154788e-01
2.575000000000000000e+02 3.526089595010041267e-01 1.071153213863627329e-01 -8.760648005486651457e-02 2.336922658012542398e-01 -3.170430530959095217e-02 1.126418392963762227e-01 3.494715322993172668e-01
2.600000000000000000e+02 3.495741347754229289e-01 1.050889594041860831e-01 -8.677704792956565660e-02 2.308979443172465840e-01 -3.108162452294362110e-02 1.117552886950160668e-01 3.461136838938427829e-01
2.625000000000000000e+02 3.465229335784349440e-01 1.032045792662621420e-01 -8.595183008148052362e-02 2.283130916043437098e-01 -3.047207531670410863e-02 1.108814128480275496e-01 3.428587190154031017e-01
2.650000000000000000e+02 3.431009345326058724e-01 1.012604589909594094e-01 -8.512496066311521503e-02 2.257888655765060704e-01 -2.987611576438166036e-02 1.100125160924882717e-01 3.394511581008001211e-01
2.675000000000000000e+02 3.393101101041863799e-01 9.923155540792366613e-02 -8.429746908624180524e-02 2.230249446222518639e-01 -2.929226865625105328e-02 1.091487208954283195e-01 3.357418878109332816e-01
2.700000000000000000e+02 3.355446651127856894e-01 9.729406772318265062e-02 -8.346525661556752906e-02 2.200333081790229184e-01 -2.871759440814426051e-02 1.082795742108184911e-01 3.319287737513135217e-01
2.725000000000000000e+02 3.320369535824821416e-01 9.553634829753591962e-02 -8.263148062620111201e-02 2.169573184327611148e-01 -2.815119817415566786e-02 1.074188909318288948e-01 3.282065814735360409e-01
2.750000000000000000e+02 3.286443096019687204e-01 9.386491989987662266e-02 -8.180390673840766402e-02 2.137240997580456270e-01 -2.759222287858698747e-02 1.065838514180486724e-01 3.244761303890315030e-01
2.775000000000000000e+02 3.251840969076278953e-01 9.216270777459321939e-02 -8.098107472233460891e-02 2.104297267474438682e-01 -2.704400035735578592e-02 1.057696710852924354e-01 3.206917473701821342e-01
2.800000000000000000e+02 3.216909646815012125e-01 9.056011106915573539e-02 -8.016604345116200292e-02 2.074927353169600253e-01 -2.650967138859800301e-02 1.049643976952271684e-01 3.170740488468442031e-01
2.825000000000000000e+02 3.182756663021666377e-01 8.920207975224422881e-02 -7.936486871503105334e-02 2.051149483468698576e-01 -2.599066115391501786e-02 1.041561895906031182e-01 3.137734021198197998e-01
2.850000000000000000e+02 3.149964523554436568e-01 8.801771954420807564e-02 -7.858143790277856422e-02 2.031900705896633741e-01 -2.548308593326669216e-02 1.033365946821146464e-01 3.107615588136108387e-01
2.875000000000000000e+02 3.119323427391352266e-01 8.690014868266958403e-02 -7.780589587512398708e-02 2.014614892675459790e-01 -2.498403133239209678e-02 1.025108279807046552e-01 3.079523299936929304e-01
2.900000000000000000e+02 3.091679013468422998e-01 8.575881210152890011e-02 -7.702888696406073876e-02 1.996639027090598151e-01 -2.448991580207679833e-02 1.016919392203604749e-01 3.052618716381312880e-01
2.925000000000000000e+02 3.066511593637694655e-01 8.455571793881458409e-02 -7.624549164049494732e-02 1.976725528253141240e-01 -2.399914793938694516e-02 1.008762256857661382e-01 3.025999689374248569e-01
2.950000000000000000e+02 3.041477960843297912e-01 8.327758928918103931e-02 -7.545467233390779072e-02 1.955487652242933194e-01 -2.351377842139538293e-02 1.000349683054040234e-01 2.998657648070135462e-01
2.975000000000000000e+02 3.013366088118296648e-01 8.191184639025682335e-02 -7.466180577202771729e-02 1.934335855196442355e-01 -2.304012837432860283e-02 9.915584380004434373e-02 2.969630190657591151e-01
3.000000000000000000e+02 2.982083565127032765e-01 8.055502604027219016e-02 -7.387718558288906834e-02 1.914597592464785669e-01 -2.258142331174348150e-02 9.824614133770429025e-02 2.939571285484430807e-01
3.025000000000000000e+02 2.949903785765796704e-01 7.928658786423062321e-02 -7.310196990494634284e-02 1.895372521869942151e-01 -2.212870783403702094e-02 9.731953658039962929e-02 2.909235836719867296e-01
3.050000000000000000e+02 2.918194105337394428e-01 7.818053437848195009e-02 -7.233277204161034368e-02 1.876265033781323033e-01 -2.168317191151905576e-02 9.639518472515358483e-02 2.879205493185126863e-01
3.075000000000000000e+02 2.885818353713721640e-01 7.718322097530989911e-02 -7.156053145584387321e-02 1.857132776469270496e-01 -2.124468885017170156e-02 9.548677165128226230e-02 2.848909423347907310e-01
3.100000000000000000e+02 2.851634302237534002e-01 7.608472450869757653e-02 -7.077777080851975489e-02 1.837143335880162542e-01 -2.080331472881574717e-02 9.459993472167625705e-02 2.817388492667229349e-01
3.125000000000000000e+02 2.817979790346775149e-01 7.485880217686419202e-02 -6.998739163715862743e-02 1.816822479654939260e-01 -2.035940272659421055e-02 9.373350067037380939e-02 2.786068638352726112e-01
3.150000000000000000e+02 2.786723894611535246e-01 7.357206631511807593e-02 -6.919689942301417152e-02 1.796997666810310479e-01 -1.992177834737696857e-02 9.288529982104719307e-02 2.756287279816158620e-01
3.175000000000000000e+02 2.757746364435231246e-01 7.228381645736152439e-02 -6.841646193535934339e-02 1.778336848217584032e-01 -1.949470365588537590e-02 9.204718774110422219e-02 2.728277545031928542e-01
3.200000000000000000e+02 2.728821383955925550e-01 7.104425856109401749e-02 -6.765081550553039835e-02 1.761186920686572122e-01 -1.907951097305681659e-02 9.121393914952266591e-02 2.701073848068862304e-01
3.225000000000000000e+02 2.697579035650056745e-01 6.976598303235878595e-02 -6.689199231265502421e-02 1.743165778232201035e-01 -1.867022482421627078e-02 9.038766335890915937e-02 2.672310723735674687e-01
3.250000000000000000e+02 2.667573633303633729e-01 6.844838241280963576e-02 -6.613185335845454815e-02 1.721699864475804420e-01 -1.826559584351352544e-02 8.956383719656221820e-02 2.642455934872530166e-01
3.275000000000000000e+02 2.642101160567134621e-01 6.725339912496376693e-02 -6.536738738541512939e-02 1.698121708799112672e-01 -1.787019708632602011e-02 8.872943497604061924e-02 2.613758609563326396e-01
3.300000000000000000e+02 2.619786662687517143e-01 6.621669614636366274e-02 -6.460330686653617538e-02 1.675734348090651693e-01 -1.748491684878013958e-02 8.787189345048851408e-02 2.587119972641527266e-01
3.325000000000000000e+02 2.598068081830682274e-01 6.518834988245984785e-02 -6.384130292349594893e-02 1.655281271603728510e-01 -1.710191743568432662e-02 8.699175152198972139e-02 2.561633434327154069e-01
3.350000000000000000e+02 2.576077309403622118e-01 6.407132350504056439e-02 -6.308456237589246673e-02 1.636321553649147664e-01 -1.671867259157979249e-02 8.608927263050178413e-02 2.536645794678893950e-01
3.375000000000000000e+02 2.553319256422457162e-01 6.291316962845495964e-02 -6.233942823471361194e-02 1.618795636374206204e-01 -1.634072659911386602e-02 8.516601457994997515e-02 2.511887519298081628e-01
3.400000000000000000e+02 2.530223039043583699e-01 6.183822935242376528e-02 -6.160776945025957241e-02 1.601778641200004016e-01 -1.596918411362914514e-02 8.423474566963548571e-02 2.487174568469971425e-01
3.425000000000000000e+02 2.509646823294682805e-01 6.103100348308703599e-02 -6.088440007375914981e-02 1.586266504449809489e-01 -1.559608888131931541e-02 8.330017689594622354e-02 2.464457548351977334e-01
3.450000000000000000e+02 2.492303024229172159e-01 6.042818220018475461e-02 -6.016966581698945937e-02 1.572274302409641111e-01 -1.522339211080564816e-02 8.236184279754124593e-02 2.444097877307112587e-01
3.475000000000000000e+02 2.475077993809731980e-01 5.979217615915183304e-02 -5.946370495987023108e-02 1.557318635015681740e-01 -1.485316290502560962e-02 8.141908738600965589e-02 2.423293751342755209e-01
3.500000000000000000e+02 2.456189385107170053e-01 5.905866816726984547e-02 -5.876434969296504690e-02 1.540642343670775016e-01 -1.449069236536813625e-02 8.047182812982825451e-02 2.400775005038113807e-01
3.525000000000000000e+02 2.435754002574436472e-01 5.826661632426878568e-02 -5.807395246356084062e-02 1.523456841585798527e-01 -1.414023960375223460e-02 7.952545090325380261e-02 2.377232676596386374e-01
