time z u v w u_mag
2.000000000000000000e+03 1.075000000000000000e+02 3.760003733801567716e+00 3.694508860451230170e+00 -2.382790903154679238e-06 5.271339848478757695e+00
2.000000000000000000e+03 1.100000000000000000e+02 3.762790020641705535e+00 3.696013186946726758e+00 2.297793146147757024e-06 5.274381690542521817e+00
2.000000000000000000e+03 1.125000000000000000e+02 3.765336546905806436e+00 3.697078045669711877e+00 -2.718329894752761253e-06 5.276944701931688186e+00
2.000000000000000000e+03 1.150000000000000000e+02 3.767647903993295522e+00 3.697812223548645250e+00 2.152784126324141903e-06 5.279108444528819000e+00
2.000000000000000000e+03 1.175000000000000000e+02 3.769472359342319834e+00 3.698362018504754989e+00 -1.988124112957545632e-06 5.280795724866496954e+00
2.000000000000000000e+03 1.200000000000000000e+02 3.770794567742594694e+00 3.698751375382344886e+00 2.982300020122532087e-06 5.282012249987569241e+00
2.000000000000000000e+03 1.225000000000000000e+02 3.771647215346923598e+00 3.699016465951444843e+00 -2.211736225492446687e-06 5.282806596158808432e+00
2.000000000000000000e+03 1.250000000000000000e+02 3.772269556473808905e+00 3.699306897196000143e+00 2.738309341898035771e-06 5.283454279763240891e+00
2.000000000000000000e+03 1.275000000000000000e+02 3.772763512935480623e+00 3.699866494998566679e+00 -2.193642577223359860e-06 5.284198766639560674e+00
2.000000000000000000e+03 1.300000000000000000e+02 3.773282723008023698e+00 3.700818181050854694e+00 2.568891097796780896e-06 5.285235824157139994e+00
2.000000000000000000e+03 1.325000000000000000e+02 3.773752426482047007e+00 3.702092083493631058e+00 -2.326063368674043144e-06 5.286463200576616117e+00
2.000000000000000000e+03 1.350000000000000000e+02 3.774250206931804907e+00 3.703589892343633228e+00 2.643506153630848070e-06 5.287867501668483072e+00
2.000000000000000000e+03 1.375000000000000000e+02 3.774737444225409799e+00 3.705151746749092201e+00 -1.969359710888668753e-06 5.289309240276947932e+00
2.000000000000000000e+03 1.400000000000000000e+02 3.775439594024703194e+00 3.706634603393179184e+00 2.237335032486555815e-06 5.290849101156272383e+00
2.000000000000000000e+03 1.425000000000000000e+02 3.776237185270844510e+00 3.707872711569016655e+00 -1.690495424692429821e-06 5.292285642765637732e+00
2.000000000000000000e+03 1.450000000000000000e+02 3.776970307062868404e+00 3.708922586484380002e+00 1.601986522526158758e-06 5.293544318598940812e+00
2.000000000000000000e+03 1.475000000000000000e+02 3.777521149688099822e+00 3.710046215815489212e+00 -2.130877478612535307e-06 5.294724634939221630e+00
2.000000000000000000e+03 1.500000000000000000e+02 3.778106337975180473e+00 3.711556938389018789e+00 1.192638046726521517e-06 5.296200752232993025e+00
2.000000000000000000e+03 1.525000000000000000e+02 3.778759046072210026e+00 3.713590641791011393e+00 -7.907474634324398784e-07 5.298091673713372529e+00
2.000000000000000000e+03 1.550000000000000000e+02 3.779431073319616363e+00 3.716121488910682391e+00 5.035357832311830021e-08 5.300345098040090797e+00
2.000000000000000000e+03 1.575000000000000000e+02 3.780092877869120294e+00 3.718933877657732090e+00 -1.076621843741351747e-06 5.302789016329838567e+00
2.000000000000000000e+03 1.600000000000000000e+02 3.780841377600644204e+00 3.721872353808940215e+00 1.056641755418140916e-06 5.305383618610963303e+00
2.000000000000000000e+03 1.625000000000000000e+02 3.781654117797138781e+00 3.724572466218289524e+00 1.675112930220396924e-07 5.307857187487571515e+00
2.000000000000000000e+03 1.650000000000000000e+02 3.782473767074379545e+00 3.726765467007577382e+00 6.591985098513006876e-07 5.309980098332430565e+00
2.000000000000000000e+03 1.675000000000000000e+02 3.783194108151555213e+00 3.728372693731459186e+00 -4.169305445012799512e-07 5.311621278227128151e+00
2.000000000000000000e+03 1.700000000000000000e+02 3.783640618206734363e+00 3.729531953129427979e+00 -2.780234220316178569e-07 5.312753045000051522e+00
2.000000000000000000e+03 1.725000000000000000e+02 3.783917367920736741e+00 3.730534217406804132e+00 -1.080312048281516199e-06 5.313653751844992001e+00
2.000000000000000000e+03 1.750000000000000000e+02 3.784178944315499837e+00 3.731491536687155719e+00 -1.929302707691278276e-07 5.314512147974513212e+00
2.000000000000000000e+03 1.775000000000000000e+02 3.784382864631219423e+00 3.732227625887235334e+00 3.842878577055567039e-07 5.315174194469115321e+00
2.000000000000000000e+03 1.800000000000000000e+02 3.784542312861757463e+00 3.732743454639708247e+00 1.480341722954194188e-07 5.315649933544968064e+00
2.000000000000000000e+03 1.825000000000000000e+02 3.784873670683650104e+00 3.733297958769555169e+00 1.836478475964464078e-08 5.316275232903884707e+00
2.000000000000000000e+03 1.850000000000000000e+02 3.785424883824150655e+00 3.734106180453733881e+00 -1.980684375718904550e-08 5.317235232522429911e+00
2.000000000000000000e+03 1.875000000000000000e+02 3.786214095081973596e+00 3.735297526727072270e+00 2.813373758250328119e-07 5.318633733109553674e+00
2.000000000000000000e+03 1.900000000000000000e+02 3.787203347411210785e+00 3.736933856797286513e+00 -2.401487791253402903e-07 5.320487181144277322e+00
2.000000000000000000e+03 1.925000000000000000e+02 3.788243267919234381e+00 3.738976140250133806e+00 7.667355540273258265e-07 5.322661893667094191e+00
2.000000000000000000e+03 1.950000000000000000e+02 3.789218703168307556e+00 3.741267858277347091e+00 1.058965197861670318e-06 5.324966062598033290e+00
2.000000000000000000e+03 1.975000000000000000e+02 3.790085697550780175e+00 3.743622510468198605e+00 7.358477707798956058e-07 5.327237473180986171e+00
2.000000000000000000e+03 2.000000000000000000e+02 3.791026456259747768e+00 3.745838494066231927e+00 8.230525179925185055e-07 5.329464102111055368e+00
2.000000000000000000e+03 2.025000000000000000e+02 3.792307050660443490e+00 3.747695684476703537e+00 3.313626665946881276e-07 5.331680383325160477e+00
2.000000000000000000e+03 2.050000000000000000e+02 3.793949656318578167e+00 3.749066475587446767e+00 5.571648286719781681e-07 5.333812279510205201e+00
2.000000000000000000e+03 2.075000000000000000e+02 3.795571602731889094e+00 3.749872563060291153e+00 -2.658459649767342705e-07 5.335532591096895594e+00
2.000000000000000000e+03 2.100000000000000000e+02 3.796974641225800529e+00 3.750240445293993474e+00 2.896089062891465675e-07 5.336789280422337356e+00
2.000000000000000000e+03 2.125000000000000000e+02 3.798298289205334743e+00 3.750504875467582711e+00 -6.755313500110069168e-07 5.337916889076367966e+00
2.000000000000000000e+03 2.150000000000000000e+02 3.799467335643353483e+00 3.750804476913323082e+00 -9.881215629188166452e-07 5.338959286102002544e+00
2.000000000000000000e+03 2.175000000000000000e+02 3.800299318066305165e+00 3.751071605257935815e+00 1.005269270571796315e-07 5.339739047431772967e+00
2.000000000000000000e+03 2.200000000000000000e+02 3.800693716081944729e+00 3.751359555824681280e+00 -5.391487010175767872e-07 5.340222021652491158e+00
2.000000000000000000e+03 2.225000000000000000e+02 3.800669511793890010e+00 3.751783777894917460e+00 7.265919325831804012e-07 5.340502809095375447e+00
2.000000000000000000e+03 2.250000000000000000e+02 3.800567321220839290e+00 3.752600930955796610e+00 -1.425013890117347417e-06 5.341004185557626904e+00
2.000000000000000000e+03 2.275000000000000000e+02 3.800911898626789132e+00 3.753977637801523048e+00 4.161576680955038648e-07 5.342216709029761645e+00
2.000000000000000000e+03 2.300000000000000000e+02 3.801820683485940933e+00 3.755742843036366629e+00 -1.566644204227185256e-06 5.344103742668441903e+00
2.000000000000000000e+03 2.325000000000000000e+02 3.802904793063879740e+00 3.757491698371304700e+00 1.107787354800619438e-06 5.346104070109253925e+00
2.000000000000000000e+03 2.350000000000000000e+02 3.803748188314778567e+00 3.758958838147885118e+00 -2.449398193631708291e-07 5.347735205392851299e+00
2.000000000000000000e+03 2.375000000000000000e+02 3.804239273204156557e+00 3.760113615364623296e+00 1.066799565046240489e-06 5.348896227095870870e+00
2.000000000000000000e+03 2.400000000000000000e+02 3.804352558952655006e+00 3.760994914335671790e+00 -4.549453747381430852e-07 5.349596352853979830e+00
2.000000000000000000e+03 2.425000000000000000e+02 3.804225625209384454e+00 3.761677975737342638e+00 1.576769152963324216e-06 5.349986336491861394e+00
2.000000000000000000e+03 2.450000000000000000e+02 3.804208085773594483e+00 3.762334838669656900e+00 -5.458989932610144579e-07 5.350435739090127818e+00
2.000000000000000000e+03 2.475000000000000000e+02 3.804459745000235316e+00 3.763065056407730591e+00 9.769184291059978695e-07 5.351128158630208631e+00
2.000000000000000000e+03 2.500000000000000000e+02 3.804963511799707376e+00 3.763776915810510992e+00 -1.276442581775110062e-06 5.351986920585369845e+00
2.000000000000000000e+03 2.525000000000000000e+02 3.805708888609781404e+00 3.764333342759719425e+00 2.494807606726132317e-07 5.352908149805685412e+00
2.000000000000000000e+03 2.550000000000000000e+02 3.806552266438973042e+00 3.764515535139639990e+00 -1.515290672795356275e-06 5.353635902024125315e+00
2.000000000000000000e+03 2.575000000000000000e+02 3.807333015323704828e+00 3.764197714868839917e+00 5.428159843123652929e-07 5.353967606009396363e+00
2.000000000000000000e+03 2.600000000000000000e+02 3.808008194106240918e+00 3.763553511975401111e+00 -1.320827904244983233e-06 5.353994905104448421e+00
2.000000000000000000e+03 2.625000000000000000e+02 3.808701597091357360e+00 3.762797562997480583e+00 9.690945937467897107e-07 5.353956794351909743e+00
2.000000000000000000e+03 2.650000000000000000e+02 3.809495713181427323e+00 3.762011249600299756e+00 -1.136504731675973745e-06 5.353969203391832465e+00
2.000000000000000000e+03 2.675000000000000000e+02 3.810400708825865124e+00 3.761161317014429351e+00 1.322047598942642511e-06 5.354016064080132864e+00
2.000000000000000000e+03 2.700000000000000000e+02 3.811446370096593039e+00 3.760176423195047413e+00 -1.314606111810668676e-06 5.354068561914025359e+00
2.000000000000000000e+03 2.725000000000000000e+02 3.812632350278028603e+00 3.758952176266293854e+00 1.616956615416914908e-06 5.354053315185261397e+00
2.000000000000000000e+03 2.750000000000000000e+02 3.813808259285811797e+00 3.757577946817726389e+00 -1.631315871563705750e-06 5.353926172913691772e+00
2.000000000000000000e+03 2.775000000000000000e+02 3.814727939166989046e+00 3.756202602687886749e+00 1.886770372217966326e-06 5.353616277088229403e+00
2.000000000000000000e+03 2.800000000000000000e+02 3.815336160101916452e+00 3.754858777757231536e+00 -2.082839982477216426e-06 5.353106990849902935e+00
2.000000000000000000e+03 2.825000000000000000e+02 3.815759299291929807e+00 3.753534399721026649e+00 2.502688556583393706e-06 5.352479754284754421e+00
2.000000000000000000e+03 2.850000000000000000e+02 3.816067730777659150e+00 3.752212201134693004e+00 -2.382893343953556421e-06 5.351772540778642728e+00
2.000000000000000000e+03 2.875000000000000000e+02 3.816224427757583637e+00 3.750906571755298735e+00 3.437457817792243779e-06 5.350968977023002893e+00
2.000000000000000000e+03 2.900000000000000000e+02 3.816193435846616744e+00 3.749667160787720555e+00 -3.221347357732213950e-06 5.350078144896485810e+00
2.000000000000000000e+03 2.925000000000000000e+02 3.816100755962565039e+00 3.748483379947019856e+00 3.793344370348964844e-06 5.349182426260249201e+00
2.000000000000000000e+03 2.950000000000000000e+02 3.815986461436903898e+00 3.747261381544630066e+00 -4.032795082784731458e-06 5.348244621883125660e+00
2.000000000000000000e+03 2.975000000000000000e+02 3.815917837623142184e+00 3.746088265657368854e+00 5.161748432914962863e-06 5.347373770142962002e+00
2.000000000000000000e+03 3.000000000000000000e+02 3.815824057225813526e+00 3.745109431439054060e+00 -5.543814808075612626e-06 5.346621165669749765e+00
2.000000000000000000e+03 3.025000000000000000e+02 3.815560974104590386e+00 3.744415368441198488e+00 6.545253423143444988e-06 5.345947249886726205e+00
2.000000000000000000e+03 3.050000000000000000e+02 3.815155101274470884e+00 3.744019378638371087e+00 -7.276613399329078159e-06 5.345380206725544703e+00
2.000000000000000000e+03 3.075000000000000000e+02 3.814736735452558314e+00 3.743852098703656761e+00 8.044260371865518308e-06 5.344964443085072681e+00
2.000000000000000000e+03 3.100000000000000000e+02 3.814406169174403338e+00 3.743838385656919954e+00 -9.511592797594712567e-06 5.344718915101562828e+00
2.000000000000000000e+03 3.125000000000000000e+02 3.814127963255536713e+00 3.743802531396306144e+00 1.008758206915858390e-05 5.344495253462105744e+00
2.000000000000000000e+03 3.150000000000000000e+02 3.813831633865335302e+00 3.743654338219648547e+00 -1.210397810183266191e-05 5.344179968497433819e+00
2.000000000000000000e+03 3.175000000000000000e+02 3.813561243819026725e+00 3.743422638947361492e+00 1.302185621416709629e-05 5.343824699062621697e+00
2.000000000000000000e+03 3.200000000000000000e+02 3.813348081664977851e+00 3.743150268327373187e+00 -1.526903912743346318e-05 5.343481779088461892e+00
2.000000000000000000e+03 3.225000000000000000e+02 3.813185017752037886e+00 3.742948191552973647e+00 1.694337308431594714e-05 5.343223853119515532e+00
2.000000000000000000e+03 3.250000000000000000e+02 3.813087722706227645e+00 3.742942516988668089e+00 -1.910324276093596337e-05 5.343150443970239749e+00
2.000000000000000000e+03 3.275000000000000000e+02 3.813014620400888344e+00 3.743137317558883570e+00 2.189754243313676201e-05 5.343234738804982342e+00
2.000000000000000000e+03 3.300000000000000000e+02 3.812981852498488422e+00 3.743480135485859339e+00 -2.412622348461277962e-05 5.343451518713545845e+00
2.000000000000000000e+03 3.325000000000000000e+02 3.812985059284777822e+00 3.743939529433578883e+00 2.765676260523797204e-05 5.343775656139501784e+00
2.000000000000000000e+03 3.350000000000000000e+02 3.812988112491245918e+00 3.744491145908032781e+00 -3.059641499478375938e-05 5.344164320894273068e+00
2.000000000000000000e+03 3.375000000000000000e+02 3.812960139737181287e+00 3.745103357123310772e+00 3.475256052147800292e-05 5.344573339750200880e+00
2.000000000000000000e+03 3.400000000000000000e+02 3.812952332497660635e+00 3.745754737761243014e+00 -3.826735917689042378e-05 5.345024232575989132e+00
2.000000000000000000e+03 3.425000000000000000e+02 3.813028796170030432e+00 3.746500981608777092e+00 4.273555302104770082e-05 5.345601762892904674e+00
2.000000000000000000e+03 3.450000000000000000e+02 3.813233766548382864e+00 3.747297249964289367e+00 -4.774266200108919173e-05 5.346306055606437013e+00
2.000000000000000000e+03 3.475000000000000000e+02 3.813476165594634981e+00 3.748060927373412454e+00 5.259253197170705573e-05 5.347014230729854489e+00
2.000000000000000000e+03 3.500000000000000000e+02 3.813615135548143353e+00 3.748702752943304795e+00 -5.850132926812760971e-05 5.347563252120446364e+00
2.000000000000000000e+03 3.525000000000000000e+02 3.813589395619996658e+00 3.749236755945426935e+00 6.423352921455314081e-05 5.347919252816316416e+00
2.000000000000000000e+03 3.550000000000000000e+02 3.813453541846329564e+00 3.749762121793308367e+00 -7.096704666076422815e-05 5.348190711903652250e+00
2.000000000000000000e+03 3.575000000000000000e+02 3.813183403762508750e+00 3.750288108457414893e+00 7.771066302527462964e-05 5.348366907122759528e+00
2.000000000000000000e+03 3.600000000000000000e+02 3.812831742406959101e+00 3.750719341624359160e+00 -8.526847274671403294e-05 5.348418596446230744e+00
2.000000000000000000e+03 3.625000000000000000e+02 3.812507433038297311e+00 3.750989291201948017e+00 9.307351052452144248e-05 5.348376725544549792e+00
2.000000000000000000e+03 3.650000000000000000e+02 3.812346806516827336e+00 3.751156013841386194e+00 -1.014482771192427364e-04 5.348379158551607837e+00
2.000000000000000000e+03 3.675000000000000000e+02 3.812326673216400952e+00 3.751330585720011435e+00 1.102477908556691099e-04 5.348487247701937619e+00
2.000000000000000000e+03 3.700000000000000000e+02 3.812404861140061385e+00 3.751539242810870700e+00 -1.195201178559453069e-04 5.348689328226064355e+00
2.000000000000000000e+03 3.725000000000000000e+02 3.812469283935731923e+00 3.751745274164654642e+00 1.293075996920647788e-04 5.348879757471718399e+00
2.000000000000000000e+03 3.750000000000000000e+02 3.812536291782268272e+00 3.751928233686481651e+00 -1.395054032824868864e-04 5.349055848124265822e+00
2.000000000000000000e+03 3.775000000000000000e+02 3.812571005666990587e+00 3.752094465190901396e+00 1.502134370518676580e-04 5.349197189441877498e+00
2.000000000000000000e+03 3.800000000000000000e+02 3.812624851776353019e+00 3.752249247699567469e+00 -1.614586242378709870e-04 5.349344137678329503e+00
2.000000000000000000e+03 3.825000000000000000e+02 3.812654403892961508e+00 3.752396466903258343e+00 1.731920771465434307e-04 5.349468466899113039e+00
2.000000000000000000e+03 3.850000000000000000e+02 3.812712222108033178e+00 3.752530384936589858e+00 -1.855292355500049351e-04 5.349603612689955767e+00
2.000000000000000000e+03 3.875000000000000000e+02 3.812740025074334405e+00 3.752650627197589905e+00 1.983805821187302346e-04 5.349707774071884359e+00
2.000000000000000000e+03 3.900000000000000000e+02 3.812795187888178283e+00 3.752752854191046872e+00 -2.118783871726977988e-04 5.349818798269223130e+00
2.000000000000000000e+03 3.925000000000000000e+02 3.812806460587090829e+00 3.752836114748337781e+00 2.259345812007271216e-04 5.349885238124318043e+00
2.000000000000000000e+03 3.950000000000000000e+02 3.812839424338960725e+00 3.752893950876574181e+00 -2.406748665011018749e-04 5.349949302586318289e+00
2.000000000000000000e+03 3.975000000000000000e+02 3.812819194855090910e+00 3.752928482727541315e+00 2.560294202430008913e-04 5.349959109626365006e+00
2.000000000000000000e+03 4.000000000000000000e+02 3.812830050559409045e+00 3.752940064087792571e+00 -2.721040275879347127e-04 5.349974971261524992e+00
2.000000000000000000e+03 4.025000000000000000e+02 3.812793335837022735e+00 3.752938420176883838e+00 2.888588836297516357e-04 5.349947653097404832e+00
2.000000000000000000e+03 4.050000000000000000e+02 3.812806256752907519e+00 3.752929044983380535e+00 -3.063818995920785564e-04 5.349950285945080708e+00
2.000000000000000000e+03 4.075000000000000000e+02 3.812774292969261403e+00 3.752922708679819142e+00 3.246667327349695266e-04 5.349923062237476046e+00
2.000000000000000000e+03 4.100000000000000000e+02 3.812800336782498078e+00 3.752918401631809786e+00 -3.437867200207450711e-04 5.349938602980850888e+00
2.000000000000000000e+03 4.125000000000000000e+02 3.812771940561840545e+00 3.752918548635026053e+00 3.637586172347697473e-04 5.349918470009133564e+00
2.000000000000000000e+03 4.150000000000000000e+02 3.812804941655533852e+00 3.752917756206109789e+00 -3.846534036768838494e-04 5.349941434811992025e+00
2.000000000000000000e+03 4.175000000000000000e+02 3.812773533260182646e+00 3.752919244396082821e+00 4.064984877656811269e-04 5.349920096237776868e+00
2.000000000000000000e+03 4.200000000000000000e+02 3.812810555015199387e+00 3.752918570031325007e+00 -4.293610378923515400e-04 5.349946009640861533e+00
2.000000000000000000e+03 4.225000000000000000e+02 3.812774437832544105e+00 3.752920128345189621e+00 4.532762021562728567e-04 5.349921364747996400e+00
2.000000000000000000e+03 4.250000000000000000e+02 3.812815697110055524e+00 3.752919206709411259e+00 -4.783092628081982763e-04 5.349950125094344422e+00
2.000000000000000000e+03 4.275000000000000000e+02 3.812774372000717449e+00 3.752920811176869265e+00 5.045016739431012771e-04 5.349921801416527067e+00
2.000000000000000000e+03 4.300000000000000000e+02 3.812820498219803511e+00 3.752919637465045977e+00 -5.319184193189684757e-04 5.349953853992862385e+00
2.000000000000000000e+03 4.325000000000000000e+02 3.812773470291146438e+00 3.752921341284740642e+00 5.606066384297052124e-04 5.349921536238288589e+00
2.000000000000000000e+03 4.350000000000000000e+02 3.812825143384346749e+00 3.752919914891008624e+00 -5.906321509215405703e-04 5.349957365293272815e+00
2.000000000000000000e+03 4.375000000000000000e+02 3.812771832251702353e+00 3.752921766373758405e+00 6.220474191513743374e-04 5.349920673830307116e+00
2.000000000000000000e+03 4.400000000000000000e+02 3.812829778736589237e+00 3.752920076502710423e+00 -6.549199805471115059e-04 5.349960789684145013e+00
2.000000000000000000e+03 4.425000000000000000e+02 3.812769517405774078e+00 3.752922120183233456e+00 6.893074205470426166e-04 5.349919280527884347e+00
2.000000000000000000e+03 4.450000000000000000e+02 3.812834523775311624e+00 3.752920148230783681e+00 -7.252797007328929410e-04 5.349964230788848418e+00
2.000000000000000000e+03 4.475000000000000000e+02 3.812766556603466306e+00 3.752922427214709700e+00 7.628994449805128744e-04 5.349917395797860742e+00
2.000000000000000000e+03 4.500000000000000000e+02 3.812839480330302511e+00 3.752920147686074959e+00 -8.022396216717217520e-04 5.349967773852655206e+00
2.000000000000000000e+03 4.525000000000000000e+02 3.812762959872148638e+00 3.752922706177385770e+00 8.433678896075202762e-04 5.349915040258510501e+00
2.000000000000000000e+03 4.550000000000000000e+02 3.812844739758463497e+00 3.752920087231438995e+00 -8.863607159261772733e-04 5.349971493034737513e+00
2.000000000000000000e+03 4.575000000000000000e+02 3.812758720182130023e+00 3.752922971259498031e+00 9.312908503542031589e-04 5.349912219264418844e+00
2.000000000000000000e+03 4.600000000000000000e+02 3.812850386600526775e+00 3.752919974999061825e+00 -9.782386853177771173e-04 5.349975454737869285e+00
2.000000000000000000e+03 4.625000000000000000e+02 3.812753817177103599e+00 3.752923234025463017e+00 1.027282159799427184e-03 5.349908926906639550e+00
2.000000000000000000e+03 4.650000000000000000e+02 3.812856501986330748e+00 3.752919816111952134e+00 -1.078505968415438771e-03 5.349979720903653480e+00
2.000000000000000000e+03 4.675000000000000000e+02 3.812748218612717288e+00 3.752923503848327069e+00 1.131993369062054113e-03 5.349905147353609003e+00
2.000000000000000000e+03 4.700000000000000000e+02 3.812863166140198157e+00 3.752919613564534629e+00 -1.187833699003980467e-03 5.349984351428976659e+00
2.000000000000000000e+03 4.725000000000000000e+02 3.812741882017804063e+00 3.752923788836474372e+00 1.246115687166242424e-03 5.349900856699280283e+00
2.000000000000000000e+03 4.750000000000000000e+02 3.812870459812711665e+00 3.752919368354604490e+00 -1.306933624430451062e-03 5.349989405294090616e+00
2.000000000000000000e+03 4.775000000000000000e+02 3.812734755324556968e+00 3.752924096160780820e+00 1.370381878440928881e-03 5.349896023657890964e+00
