time z u v w u_mag
2.000000000000000000e+03 8.300000000000000000e+02 3.812349259390384049e+00 3.752942385864769914e+00 6.510115272362692641e-03 5.349637913802729905e+00
2.000000000000000000e+03 8.325000000000000000e+02 3.813241491130440419e+00 3.752901995557738957e+00 -6.272775551829996160e-03 5.350245172480704525e+00
2.000000000000000000e+03 8.350000000000000000e+02 3.812389724298414162e+00 3.752940262583877473e+00 6.043749876397297785e-03 5.349664713921037595e+00
2.000000000000000000e+03 8.375000000000000000e+02 3.813202833346540199e+00 3.752904008019867454e+00 -5.822836133714882553e-03 5.350218523301109919e+00
2.000000000000000000e+03 8.400000000000000000e+02 3.812426640975772774e+00 3.752938355804755766e+00 5.609836336528184648e-03 5.349689212052980203e+00
2.000000000000000000e+03 8.425000000000000000e+02 3.813167594371619007e+00 3.752905814220727887e+00 -5.404556807302858708e-03 5.350194235951800437e+00
2.000000000000000000e+03 8.450000000000000000e+02 3.812460263623596024e+00 3.752936645510767111e+00 5.206808004440802162e-03 5.349711565848770611e+00
2.000000000000000000e+03 8.475000000000000000e+02 3.813135528787044759e+00 3.752907432945753907e+00 -5.016404686279405181e-03 5.350172139798262450e+00
2.000000000000000000e+03 8.500000000000000000e+02 3.812490829721343566e+00 3.752935114623750401e+00 4.833165744935617909e-03 5.349731924197365096e+00
2.000000000000000000e+03 8.525000000000000000e+02 3.813106407189638780e+00 3.752908879893344984e+00 -4.656914377067072723e-03 5.350152074491388632e+00
2.000000000000000000e+03 8.550000000000000000e+02 3.812518559551432595e+00 3.752933747756174387e+00 4.487477920818023526e-03 5.349750425901140360e+00
2.000000000000000000e+03 8.575000000000000000e+02 3.813080018468740562e+00 3.752910170382411703e+00 -4.324687982400897412e-03 5.350133893383553385e+00
2.000000000000000000e+03 8.600000000000000000e+02 3.812543655823620092e+00 3.752932530088934904e+00 4.168380294483441280e-03 5.349767198519478129e+00
2.000000000000000000e+03 8.625000000000000000e+02 3.813056168450039696e+00 3.752911319038764848e+00 -4.018394860433012819e-03 5.350117462245238542e+00
2.000000000000000000e+03 8.650000000000000000e+02 3.812566304704948728e+00 3.752931447445858382e+00 3.874575808773917090e-03 5.349782359062592363e+00
2.000000000000000000e+03 8.675000000000000000e+02 3.813034677312341802e+00 3.752912338401872105e+00 -3.736771489512547961e-03 5.350102656358717290e+00
2.000000000000000000e+03 8.700000000000000000e+02 3.812586679793329658e+00 3.752930488841617507e+00 3.604834342838311029e-03 5.349796018526794761e+00
2.000000000000000000e+03 8.725000000000000000e+02 3.813015377184263865e+00 3.752913237668747737e+00 -3.478621028523419187e-03 5.350089357844150406e+00
2.000000000000000000e+03 8.750000000000000000e+02 3.812604942166684108e+00 3.752929645833775751e+00 3.357992286756195360e-03 5.349808281398881427e+00
2.000000000000000000e+03 8.775000000000000000e+02 3.812998117187662128e+00 3.752914027511329298e+00 -3.242813024488722020e-03 5.350077462561105612e+00
2.000000000000000000e+03 8.800000000000000000e+02 3.812621234291372119e+00 3.752928906820568677e+00 3.132952184244243606e-03 5.349819237246085102e+00
2.000000000000000000e+03 8.825000000000000000e+02 3.812982761140772059e+00 3.752914718808417760e+00 -3.028282857906369838e-03 5.350066877516825414e+00
2.000000000000000000e+03 8.850000000000000000e+02 3.812635686522699796e+00 3.752928261864860726e+00 2.928682156228892396e-03 5.349828968670830243e+00
2.000000000000000000e+03 8.875000000000000000e+02 3.812969181533373941e+00 3.752915318295816149e+00 -2.834031280209440163e-03 5.350057513462446401e+00
2.000000000000000000e+03 8.900000000000000000e+02 3.812648421453987080e+00 3.752927705621619037e+00 2.744215405634466056e-03 5.349837556408242989e+00
2.000000000000000000e+03 8.925000000000000000e+02 3.812957263792216889e+00 3.752915832598068491e+00 -2.659123770110414890e-03 5.350049290708479788e+00
2.000000000000000000e+03 8.950000000000000000e+02 3.812659547844745589e+00 3.752927231848676826e+00 2.578649552669059087e-03 5.349845071098469518e+00
2.000000000000000000e+03 8.975000000000000000e+02 3.812946905763033634e+00 3.752916268347233242e+00 -2.502689932594533064e-03 5.350042138792003854e+00
2.000000000000000000e+03 9.000000000000000000e+02 3.812669160932716128e+00 3.752926833163082510e+00 2.431145995560164263e-03 5.349851573293760154e+00
2.000000000000000000e+03 9.025000000000000000e+02 3.812938015019583737e+00 3.752916630419720789e+00 -2.363922793971273782e-03 5.350035993280173763e+00
2.000000000000000000e+03 9.050000000000000000e+02 3.812677348778981123e+00 3.752926505798982681e+00 2.300929231706950236e-03 5.349857121278680516e+00
2.000000000000000000e+03 9.075000000000000000e+02 3.812930510482657631e+00 3.752916923726626663e+00 -2.242078123373453160e-03 5.350030798142902277e+00
2.000000000000000000e+03 9.100000000000000000e+02 3.812684188143848907e+00 3.752926245793918092e+00 2.187286101977054930e-03 5.349861765420808268e+00
2.000000000000000000e+03 9.125000000000000000e+02 3.812924321293821972e+00 3.752917152677392121e+00 -2.136473672312079550e-03 5.350026504541252059e+00
2.000000000000000000e+03 9.150000000000000000e+02 3.812689743459809488e+00 3.752926047765687390e+00 2.089565097163055205e-03 5.349865546550128137e+00
2.000000000000000000e+03 9.175000000000000000e+02 3.812919384405108136e+00 3.752917319570852506e+00 -2.046488453701818255e-03 5.350023067952332845e+00
2.000000000000000000e+03 9.200000000000000000e+02 3.812694073605500389e+00 3.752925910128352083e+00 2.007175546492712993e-03 5.349868504418861193e+00
2.000000000000000000e+03 9.225000000000000000e+02 3.812915648515013967e+00 3.752917428164795677e+00 -1.971561950135486928e-03 5.350020453453449676e+00
2.000000000000000000e+03 9.250000000000000000e+02 3.812697227008928991e+00 3.752925830744878954e+00 1.939586917285105383e-03 5.349870671138800660e+00
2.000000000000000000e+03 9.275000000000000000e+02 3.812913069468635729e+00 3.752917480191326760e+00 -1.911193404871114549e-03 5.350018629977897788e+00
2.000000000000000000e+03 9.300000000000000000e+02 3.812699241880942225e+00 3.752925806846683532e+00 1.886328012152775581e-03 5.349872071271303930e+00
2.000000000000000000e+03 9.325000000000000000e+02 3.812911609805949897e+00 3.752917475246023038e+00 -1.864941002827984326e-03 5.350017569896843739e+00
2.000000000000000000e+03 9.350000000000000000e+02 3.812700150416786560e+00 3.752925838236326417e+00 1.846986239134498341e-03 5.349872727051382171e+00
2.000000000000000000e+03 9.375000000000000000e+02 3.812911245194524401e+00 3.752917416321188249e+00 -1.832421193679323107e-03 5.350017257469847465e+00
2.000000000000000000e+03 9.400000000000000000e+02 3.812699976749789776e+00 3.752925925388287176e+00 1.821206893513798017e-03 5.349872655582927905e+00
2.000000000000000000e+03 9.425000000000000000e+02 3.812911955891000293e+00 3.752917302972080815e+00 -1.813307935696750013e-03 5.350017677952983775e+00
2.000000000000000000e+03 9.450000000000000000e+02 3.812698734291911862e+00 3.752926067076814753e+00 1.808692433155139560e-03 5.349871865267813220e+00
2.000000000000000000e+03 9.475000000000000000e+02 3.812913728331138508e+00 3.752917132793129440e+00 -1.807332024744435052e-03 5.350018819757302424e+00
2.000000000000000000e+03 9.500000000000000000e+02 3.812696429734340864e+00 3.752926263521810135e+00 1.809201824421071856e-03 5.349870360854738216e+00
2.000000000000000000e+03 9.525000000000000000e+02 3.812916562061864578e+00 3.752916907261281132e+00 -1.814280433243805560e-03 5.350020683480273931e+00
2.000000000000000000e+03 9.550000000000000000e+02 3.812693065353869315e+00 3.752926518161480818e+00 1.822549893023589452e-03 5.349868146319613160e+00
2.000000000000000000e+03 9.575000000000000000e+02 3.812920461575421971e+00 3.752916625117099336e+00 -1.833995694903955281e-03 5.350023271437335914e+00
2.000000000000000000e+03 9.600000000000000000e+02 3.812688631284213425e+00 3.752926831205152691e+00 1.848606737316796193e-03 5.349865214830211713e+00
2.000000000000000000e+03 9.625000000000000000e+02 3.812925435560768239e+00 3.752916281817685551e+00 -1.866375334516870779e-03 5.350026586740989742e+00
2.000000000000000000e+03 9.650000000000000000e+02 3.812683110375754136e+00 3.752927203578305448e+00 1.887297180961828441e-03 5.349861554974414624e+00
2.000000000000000000e+03 9.675000000000000000e+02 3.812931505177125757e+00 3.752915876400686024e+00 -1.911371358665898447e-03 5.350030644010658420e+00
2.000000000000000000e+03 9.700000000000000000e+02 3.812676483211885792e+00 3.752927641024219607e+00 1.938600302205660195e-03 5.349857157211928893e+00
2.000000000000000000e+03 9.725000000000000000e+02 3.812938698661962889e+00 3.752915407041459872e+00 -1.968989800805010393e-03 5.350035462413682552e+00
2.000000000000000000e+03 9.750000000000000000e+02 3.812668718536916135e+00 3.752928146221393035e+00 2.002548975193301373e-03 5.349852001524253886e+00
2.000000000000000000e+03 9.775000000000000000e+02 3.812947047304001913e+00 3.752914867732966009e+00 -2.039290291642732993e-03 5.350041060468633702e+00
2.000000000000000000e+03 9.800000000000000000e+02 3.812659775543606244e+00 3.752928720711004917e+00 2.079229533635554295e-03 5.349846060400357040e+00
2.000000000000000000e+03 9.825000000000000000e+02 3.812956592525204691e+00 3.752914254062882371e+00 -2.122385791751908463e-03 5.350047465149372350e+00
2.000000000000000000e+03 9.850000000000000000e+02 3.812649612267752453e+00 3.752929371861477126e+00 2.168781454161939227e-03 5.349839309710060498e+00
2.000000000000000000e+03 9.875000000000000000e+02 3.812967385978673907e+00 3.752913563210987569e+00 -2.218442228730989601e-03 5.350054711959117526e+00
2.000000000000000000e+03 9.900000000000000000e+02 3.812638176358032815e+00 3.752930105369308933e+00 2.271397128405545831e-03 5.349831716872495591e+00
2.000000000000000000e+03 9.925000000000000000e+02 3.812979483571758088e+00 3.752912788927846410e+00 -2.327678449315684611e-03 5.350062837156616347e+00
2.000000000000000000e+03 9.950000000000000000e+02 3.812625403882748287e+00 3.752930924392755774e+00 2.387321760133767970e-03 5.349823239407143660e+00
2.000000000000000000e+03 9.975000000000000000e+02 3.812992946145582263e+00 3.752911922161131564e+00 -2.450363406000498085e-03 5.350071878688728688e+00
2.000000000000000000e+03 1.000000000000000000e+03 3.812611128589401766e+00 3.752931843424032632e+00 2.517854224928743525e-03 5.349813770480216668e+00
4.000000000000000000e+03 0.000000000000000000e+00 2.188678182271103445e+00 2.237520165159629482e+00 -1.296228546396563537e-04 3.129985413999177180e+00
4.000000000000000000e+03 2.500000000000000000e+00 2.586721256815152081e+00 2.637670319880265790e+00 1.241060352105007416e-04 3.694378376972089928e+00
4.000000000000000000e+03 5.000000000000000000e+00 2.873099998026650503e+00 2.918982299990136919e+00 -1.099523078773595051e-04 4.095749171812888001e+00
4.000000000000000000e+03 7.500000000000000000e+00 3.093349160513582774e+00 3.130165225893301706e+00 6.962693044351326590e-05 4.400766225907672080e+00
4.000000000000000000e+03 1.000000000000000000e+01 3.252439616031747693e+00 3.279113370735081912e+00 -5.309323771713596877e-05 4.618543921723081702e+00
4.000000000000000000e+03 1.250000000000000000e+01 3.361977485274274979e+00 3.379322289358266840e+00 3.754333706602882512e-05 4.766834562710797307e+00
4.000000000000000000e+03 1.500000000000000000e+01 3.437623790492091214e+00 3.447462201850855834e+00 -3.705668122041072088e-05 4.868495964825354960e+00
4.000000000000000000e+03 1.750000000000000000e+01 3.492719179410122443e+00 3.496901931756416282e+00 2.252212190077741122e-05 4.942409370645892253e+00
4.000000000000000000e+03 2.000000000000000000e+01 3.535626173941921468e+00 3.535260486393124957e+00 -1.714187959092603234e-05 4.999871913240337307e+00
4.000000000000000000e+03 2.250000000000000000e+01 3.570863102178419179e+00 3.566878269847281846e+00 1.592911361127652409e-05 5.047146113068429862e+00
4.000000000000000000e+03 2.500000000000000000e+01 3.601039215214544509e+00 3.594242328680465892e+00 -9.896453669101222550e-06 5.087834642250994577e+00
4.000000000000000000e+03 2.750000000000000000e+01 3.627681739623736412e+00 3.618243859361059300e+00 1.026529484705698609e-05 5.123647473227338267e+00
4.000000000000000000e+03 3.000000000000000000e+01 3.651593125497932579e+00 3.639755804285174090e+00 -4.360816185840459528e-06 5.155769066689313007e+00
4.000000000000000000e+03 3.250000000000000000e+01 3.673003019353102250e+00 3.659349962500663800e+00 7.517948009250642589e-06 5.184765503693212985e+00
4.000000000000000000e+03 3.500000000000000000e+01 3.692421128055189072e+00 3.677107193459905332e+00 -3.689946018300537757e-06 5.211054701220910523e+00
4.000000000000000000e+03 3.750000000000000000e+01 3.710749892030173136e+00 3.693441500615081807e+00 6.194490605625467188e-06 5.235568248022949511e+00
4.000000000000000000e+03 4.000000000000000000e+01 3.728533330104384813e+00 3.709082691456723424e+00 -3.988240759679320037e-07 5.259206708788246587e+00
4.000000000000000000e+03 4.250000000000000000e+01 3.745871150287216622e+00 3.724405400606389360e+00 9.676587931707694519e-07 5.282305014160111334e+00
4.000000000000000000e+03 4.500000000000000000e+01 3.762503289020679098e+00 3.739200982555334285e+00 6.620414294605052509e-07 5.304531552157517815e+00
4.000000000000000000e+03 4.750000000000000000e+01 3.778018660249149008e+00 3.753002060209990720e+00 2.756405856177006222e-06 5.325265201014762972e+00
4.000000000000000000e+03 5.000000000000000000e+01 3.792566865917935015e+00 3.765881050376036487e+00 2.546960326500244426e-07 5.344663087420943093e+00
4.000000000000000000e+03 5.250000000000000000e+01 3.806431387210123862e+00 3.777994733576524933e+00 1.542661546179947194e-06 5.363036836762612225e+00
4.000000000000000000e+03 5.500000000000000000e+01 3.819936863256093940e+00 3.789335632532859321e+00 -2.714691239674844820e-06 5.380611691550820197e+00
4.000000000000000000e+03 5.750000000000000000e+01 3.833483726083080967e+00 3.799967387153925902e+00 5.591011558293325308e-07 5.397717074984345942e+00
4.000000000000000000e+03 6.000000000000000000e+01 3.847120461405194813e+00 3.809833919852700479e+00 1.957264106449518436e-07 5.414348561131131277e+00
4.000000000000000000e+03 6.250000000000000000e+01 3.860661343273044999e+00 3.818949466029742279e+00 5.643130831187862747e-07 5.430384980048100552e+00
4.000000000000000000e+03 6.500000000000000000e+01 3.874131695962134803e+00 3.827520527359137947e+00 -7.012017433440704232e-07 5.445990248340012663e+00
4.000000000000000000e+03 6.750000000000000000e+01 3.887488375556712672e+00 3.835732114188861619e+00 -7.944970660825726082e-07 5.461264205466437538e+00
4.000000000000000000e+03 7.000000000000000000e+01 3.900499795707492279e+00 3.843590848894359535e+00 -8.346444119783390894e-09 5.476046865213869630e+00
4.000000000000000000e+03 7.250000000000000000e+01 3.912825838667262524e+00 3.850932726023240882e+00 6.363346060296029679e-07 5.489980774474474856e+00
4.000000000000000000e+03 7.500000000000000000e+01 3.924146274305631898e+00 3.857717105807112468e+00 -2.488098745530480164e-07 5.502808850994520995e+00
4.000000000000000000e+03 7.750000000000000000e+01 3.934446509788016133e+00 3.864200361771138237e+00 9.959730719961621109e-07 5.514699790042635996e+00
4.000000000000000000e+03 8.000000000000000000e+01 3.944178194183391550e+00 3.870642056756047999e+00 1.233696088342735510e-06 5.526157033509088379e+00
4.000000000000000000e+03 8.250000000000000000e+01 3.953812641970543940e+00 3.877024170208269283e+00 9.901143493845759502e-07 5.537504024755755871e+00
4.000000000000000000e+03 8.500000000000000000e+01 3.963381056002202918e+00 3.883025463120412191e+00 1.212770510032338894e-06 5.548538198689822565e+00
4.000000000000000000e+03 8.750000000000000000e+01 3.972911142698680287e+00 3.888419898623536763e+00 -3.378110530735986269e-07 5.559121536339255876e+00
4.000000000000000000e+03 9.000000000000000000e+01 3.982524387824654788e+00 3.893381675893963667e+00 -3.361863608652602220e-07 5.569463293155377137e+00
4.000000000000000000e+03 9.250000000000000000e+01 3.992101887351608980e+00 3.898173666883351984e+00 -8.292559245827471664e-07 5.579662661503808962e+00
4.000000000000000000e+03 9.500000000000000000e+01 4.001559146973861836e+00 3.903123894562928964e+00 2.771351096133518547e-07 5.589888347993933415e+00
4.000000000000000000e+03 9.750000000000000000e+01 4.010947867121739563e+00 3.908345690622462065e+00 1.010305582741384261e-07 5.600256139693577495e+00
4.000000000000000000e+03 1.000000000000000000e+02 4.020288363359700412e+00 3.913577056708996249e+00 8.061181955851737026e-07 5.610597464028685089e+00
4.000000000000000000e+03 1.025000000000000000e+02 4.029545594866196900e+00 3.918602464693845544e+00 -1.146237650267768209e-06 5.620736871390758616e+00
4.000000000000000000e+03 1.050000000000000000e+02 4.038655423060001581e+00 3.923178023229301647e+00 -3.534121131974048149e-07 5.630458545106380441e+00
4.000000000000000000e+03 1.075000000000000000e+02 4.047564231042260374e+00 3.927201102909994468e+00 -6.647651970925615739e-07 5.639652888885152038e+00
4.000000000000000000e+03 1.100000000000000000e+02 4.056089493790503653e+00 3.930628226018978655e+00 -3.427580193672848619e-07 5.648159012706257975e+00
4.000000000000000000e+03 1.125000000000000000e+02 4.064325113205936368e+00 3.933788207806908410e+00 -6.855618434892730386e-07 5.656273357053883011e+00
4.000000000000000000e+03 1.150000000000000000e+02 4.072650882841100106e+00 3.936969178724715857e+00 9.656366287168943886e-07 5.664469218535456818e+00
4.000000000000000000e+03 1.175000000000000000e+02 4.080938436038293204e+00 3.940018500888221364e+00 2.987561243367504205e-07 5.672548307954391689e+00
4.000000000000000000e+03 1.200000000000000000e+02 4.088782342952307580e+00 3.942897549460639528e+00 8.190139799935001979e-07 5.680192085975785510e+00
4.000000000000000000e+03 1.225000000000000000e+02 4.096080358145573364e+00 3.945864986595630342e+00 5.259242950691028169e-08 5.687506025739867077e+00
4.000000000000000000e+03 1.250000000000000000e+02 4.103288140844194132e+00 3.949221673912854058e+00 3.251777227830559260e-08 5.695026373643553796e+00
4.000000000000000000e+03 1.275000000000000000e+02 4.110460778521404457e+00 3.952985284345416517e+00 -4.064362898130240352e-08 5.702804614399322958e+00
4.000000000000000000e+03 1.300000000000000000e+02 4.117097625219457768e+00 3.956932404467200293e+00 -3.624520008627189605e-07 5.710324588769924326e+00
4.000000000000000000e+03 1.325000000000000000e+02 4.122929646570943518e+00 3.960739937957482137e+00 -2.554466210572775848e-07 5.717167981326515935e+00
4.000000000000000000e+03 1.350000000000000000e+02 4.128120350286071272e+00 3.964480978704409520e+00 -1.571290544827782679e-08 5.723503040704623679e+00
4.000000000000000000e+03 1.375000000000000000e+02 4.132932632411520757e+00 3.968343475219949124e+00 3.511518363647479586e-07 5.729649385553438279e+00
4.000000000000000000e+03 1.400000000000000000e+02 4.137573666774639669e+00 3.972273502398472100e+00 1.769092253013228737e-07 5.735719015593772063e+00
4.000000000000000000e+03 1.425000000000000000e+02 4.142222774136795849e+00 3.976302924666782257e+00 3.000716494582720478e-07 5.741863326420372893e+00
4.000000000000000000e+03 1.450000000000000000e+02 4.146999652179045093e+00 3.980511577535813750e+00 4.159361278065841698e-08 5.748223946061059131e+00
4.000000000000000000e+03 1.475000000000000000e+02 4.151633202620487850e+00 3.984643031876466956e+00 -5.913442363456773356e-07 5.754427716166298445e+00
4.000000000000000000e+03 1.500000000000000000e+02 4.155641746803103942e+00 3.988457461858075259e+00 8.267482956963273338e-08 5.759961046120374739e+00
4.000000000000000000e+03 1.525000000000000000e+02 4.159002517066795690e+00 3.992218696733797589e+00 6.771924957561652004e-07 5.764990204633421378e+00
4.000000000000000000e+03 1.550000000000000000e+02 4.162180934642797148e+00 3.996291831074740397e+00 4.946482070893604471e-07 5.770103857975082740e+00
4.000000000000000000e+03 1.575000000000000000e+02 4.165520798222078547e+00 4.000446223473834273e+00 -4.370319156431005419e-08 5.775390333763317230e+00
4.000000000000000000e+03 1.600000000000000000e+02 4.169120174255555256e+00 4.004403140338896883e+00 -4.487726099263930016e-07 5.780727249900387221e+00
4.000000000000000000e+03 1.625000000000000000e+02 4.172911513818261753e+00 4.008233162363435298e+00 8.698595222651433832e-08 5.786114722853930026e+00
4.000000000000000000e+03 1.650000000000000000e+02 4.176659364994173451e+00 4.011909513495496071e+00 -1.043535831952244634e-07 5.791364381185940324e+00
4.000000000000000000e+03 1.675000000000000000e+02 4.180080816927914000e+00 4.015343158554964376e+00 1.105843098832096073e-07 5.796210513516818708e+00
4.000000000000000000e+03 1.700000000000000000e+02 4.183143224257695358e+00 4.018734893037398059e+00 -5.442880791808239370e-07 5.800768688300687259e+00
4.000000000000000000e+03 1.725000000000000000e+02 4.186027504620975392e+00 4.022311438264982719e+00 -5.036833767200107601e-08 5.805326483139482185e+00
4.000000000000000000e+03 1.750000000000000000e+02 4.188947986131123180e+00 4.026171221282720758e+00 -2.492773129391889238e-07 5.810106705870147437e+00
4.000000000000000000e+03 1.775000000000000000e+02 4.191996577830989779e+00 4.030285122041840751e+00 1.007404893362818671e-06 5.815155498651739308e+00
4.000000000000000000e+03 1.800000000000000000e+02 4.195103006987413785e+00 4.034484174858160799e+00 -4.590348097949301269e-07 5.820305129150532331e+00
4.000000000000000000e+03 1.825000000000000000e+02 4.197898439088848299e+00 4.038462562095441299e+00 2.653376309892568709e-07 5.825077782343437427e+00
4.000000000000000000e+03 1.850000000000000000e+02 4.200162734620801253e+00 4.042058617371020901e+00 -6.396214019020773893e-07 5.829202763977336943e+00
4.000000000000000000e+03 1.875000000000000000e+02 4.202182182971716529e+00 4.045278017173869145e+00 -2.105611268328712536e-07 5.832890307138917763e+00
4.000000000000000000e+03 1.900000000000000000e+02 4.204247048309824208e+00 4.047934088839522992e+00 -2.566369156634858109e-07 5.836219977931862424e+00
4.000000000000000000e+03 1.925000000000000000e+02 4.206600870534515479e+00 4.050017663596890749e+00 3.857008806124000782e-08 5.839360749211214952e+00
4.000000000000000000e+03 1.950000000000000000e+02 4.209334493583367198e+00 4.051733732009489053e+00 -2.249075350278095726e-07 5.842520270737135313e+00
4.000000000000000000e+03 1.975000000000000000e+02 4.212307678014641787e+00 4.053388384907812281e+00 2.672409842388564343e-07 5.845809898822124318e+00
4.000000000000000000e+03 2.000000000000000000e+02 4.215368588168603381e+00 4.055087810804957726e+00 -6.524304230174166109e-08 5.849193917751190241e+00
4.000000000000000000e+03 2.025000000000000000e+02 4.218394793548916333e+00 4.056734275845528259e+00 7.677914822724968495e-07 5.852516349320276312e+00
4.000000000000000000e+03 2.050000000000000000e+02 4.221277227398632981e+00 4.058290925229238510e+00 -5.662587027852002761e-07 5.855673032568724068e+00
4.000000000000000000e+03 2.075000000000000000e+02 4.224083326618885081e+00 4.059939898647396461e+00 -1.446180302941157347e-07 5.858838786897001327e+00
4.000000000000000000e+03 2.100000000000000000e+02 4.226840304356247913e+00 4.061882333353094232e+00 -4.760340948656025396e-07 5.862172553630319527e+00
4.000000000000000000e+03 2.125000000000000000e+02 4.229535495470866380e+00 4.064080273939041810e+00 4.093069804660348878e-07 5.865638838222874796e+00
4.000000000000000000e+03 2.150000000000000000e+02 4.232161552954829986e+00 4.066468538943166955e+00 8.699154655635363243e-07 5.869187148875418814e+00
4.000000000000000000e+03 2.175000000000000000e+02 4.234819882778023015e+00 4.069138803772467838e+00 4.291832096636213326e-07 5.872954115599668512e+00
4.000000000000000000e+03 2.200000000000000000e+02 4.237662783782765175e+00 4.072051746047188558e+00 6.571548555930386440e-08 5.877022315045558720e+00
4.000000000000000000e+03 2.225000000000000000e+02 4.240486189334594869e+00 4.074817510713588220e+00 -4.245253102940373605e-07 5.880974482817936888e+00
4.000000000000000000e+03 2.250000000000000000e+02 4.242972557806909961e+00 4.077113894959272677e+00 -6.862533399559743376e-07 5.884358405023690786e+00
4.000000000000000000e+03 2.275000000000000000e+02 4.245021171163782192e+00 4.078857840395401446e+00 -6.594468000408880320e-08 5.887043912336968887e+00
4.000000000000000000e+03 2.300000000000000000e+02 4.246733622838286593e+00 4.080091719247276316e+00 -8.235085277571886098e-08 5.889133629050660623e+00
4.000000000000000000e+03 2.325000000000000000e+02 4.248312145231131431e+00 4.081020469079619239e+00 4.055115254164348638e-07 5.890915391716752048e+00
4.000000000000000000e+03 2.350000000000000000e+02 4.249851711045123714e+00 4.081916017794911866e+00 -5.818101623857713077e-07 5.892646090017978899e+00
4.000000000000000000e+03 2.375000000000000000e+02 4.251311970659693351e+00 4.082925642534331878e+00 1.148475311534274934e-06 5.894398635513220519e+00
4.000000000000000000e+03 2.400000000000000000e+02 4.252628869739282891e+00 4.083877825193172661e+00 -5.596183561598536424e-07 5.896008004984799378e+00
4.000000000000000000e+03 2.425000000000000000e+02 4.253747547811674856e+00 4.084724071671521628e+00 9.043872344173051138e-07 5.897401032845521307e+00
4.000000000000000000e+03 2.450000000000000000e+02 4.254756195209879799e+00 4.085676892315433406e+00 -7.538861623688347632e-07 5.898788515371416352e+00
4.000000000000000000e+03 2.475000000000000000e+02 4.255682381916662038e+00 4.086633874644840070e+00 1.090404530290539810e-06 5.900119402279225156e+00
4.000000000000000000e+03 2.500000000000000000e+02 4.256387048530525519e+00 4.087261082450133642e+00 -1.524621447892942091e-06 5.901062096183378181e+00
4.000000000000000000e+03 2.525000000000000000e+02 4.256716442648713183e+00 4.087565368051809145e+00 1.248978547891876593e-06 5.901510443201299694e+00
4.000000000000000000e+03 2.550000000000000000e+02 4.256684415542162370e+00 4.087810955354423292e+00 -1.966420495392105790e-06 5.901657446873635138e+00
4.000000000000000000e+03 2.575000000000000000e+02 4.256336612997264623e+00 4.088115287249602048e+00 1.550618853565470003e-06 5.901617402457340233e+00
4.000000000000000000e+03 2.600000000000000000e+02 4.255568321720165414e+00 4.088519485740652826e+00 -2.213324784709290738e-06 5.901343349281932049e+00
4.000000000000000000e+03 2.625000000000000000e+02 4.254461507497377504e+00 4.089101274624406201e+00 2.965181690211403617e-06 5.900948394361756222e+00
4.000000000000000000e+03 2.650000000000000000e+02 4.253351913547549046e+00 4.089742376189427375e+00 -2.722015228716796251e-06 5.900592784126486023e+00
4.000000000000000000e+03 2.675000000000000000e+02 4.252582590546872154e+00 4.090403205364603778e+00 3.233538595316493828e-06 5.900496341147058565e+00
4.000000000000000000e+03 2.700000000000000000e+02 4.252259057509956364e+00 4.091213219086123232e+00 -3.997096510657261638e-06 5.900824747119378877e+00
4.000000000000000000e+03 2.725000000000000000e+02 4.252049818845988760e+00 4.091862697872747923e+00 4.252219782674772385e-06 5.901124299674489926e+00
4.000000000000000000e+03 2.750000000000000000e+02 4.251683469934884663e+00 4.092175500402474242e+00 -4.864555527245869218e-06 5.901077245269327420e+00
4.000000000000000000e+03 2.775000000000000000e+02 4.251167085966653936e+00 4.092335526727310935e+00 6.140387471454509918e-06 5.900816185593176222e+00
4.000000000000000000e+03 2.800000000000000000e+02 4.250698674130138244e+00 4.092642145208446713e+00 -7.067110239932829806e-06 5.900691395678819617e+00
4.000000000000000000e+03 2.825000000000000000e+02 4.250503635562226989e+00 4.093127541071707398e+00 7.651606067465255528e-06 5.900887579293980778e+00
4.000000000000000000e+03 2.850000000000000000e+02 4.250770194114621425e+00 4.093507409825259735e+00 -9.108551719905106593e-06 5.901343080820715237e+00
4.000000000000000000e+03 2.875000000000000000e+02 4.251512054101482363e+00 4.093465183021365306e+00 1.013864034739856515e-05 5.901848180941385635e+00
4.000000000000000000e+03 2.900000000000000000e+02 4.252484852508801261e+00 4.092995104048433141e+00 -1.161920933906924723e-05 5.902223000083633764e+00
4.000000000000000000e+03 2.925000000000000000e+02 4.253510205432053937e+00 4.092532655690692245e+00 1.383961738633913906e-05 5.902641155093275138e+00
4.000000000000000000e+03 2.950000000000000000e+02 4.254545130166821565e+00 4.092420619270606963e+00 -1.559385986502178007e-05 5.903309308337197692e+00
4.000000000000000000e+03 2.975000000000000000e+02 4.255608629574616053e+00 4.092529187059741780e+00 1.800512925769685944e-05 5.904151078298217392e+00
4.000000000000000000e+03 3.000000000000000000e+02 4.256691105753269255e+00 4.092726992210494963e+00 -2.038822619204762446e-05 5.905068450321556917e+00
4.000000000000000000e+03 3.025000000000000000e+02 4.257698925315424709e+00 4.093094997687230396e+00 2.313459590202896358e-05 5.906050016657458102e+00
4.000000000000000000e+03 3.050000000000000000e+02 4.258533616832620439e+00 4.093674619549832805e+00 -2.645844619983359837e-05 5.907053449659994016e+00
