# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 1.145662495414187382e-01 6.047175547920781435e-02 -8.821398030553035188e-03 1.034571350497040521e-01 -7.881149868405719350e-03 1.233503261383796408e-02 1.151792086024803902e-01
1.000000000000000000e+01 1.172113508058028886e-01 6.238315960893012907e-02 -9.738711770620859381e-03 1.048359557406485093e-01 -8.568741532543956360e-03 1.175193800085807573e-02 1.168996222736547325e-01
2.000000000000000000e+01 1.104484907301979124e-01 5.061760947845681674e-02 -1.543619701008097124e-02 9.563834126742118413e-02 -1.224282505688240388e-02 2.065380836498534323e-02 1.133703201813022199e-01
3.000000000000000000e+01 9.149023563266425740e-02 3.658878844030642036e-02 -1.581912213990878044e-02 7.834005679491350127e-02 -1.140433999810600181e-02 2.657515638026387850e-02 9.820272440392080471e-02
4.000000000000000000e+01 8.185616186450449250e-02 2.944981122498340972e-02 -1.614495676659626067e-02 6.936309911084602431e-02 -1.071314395360810530e-02 2.769224954433140845e-02 8.945575525984096610e-02
5.000000000000000000e+01 7.403123471304694225e-02 2.354320817660687445e-02 -1.610810094694867245e-02 6.153406969020618761e-02 -9.781822364623488433e-03 2.855655298241669207e-02 8.206092869283490576e-02
6.000000000000000000e+01 6.940605481169771773e-02 2.003534517051194092e-02 -1.591256338701167034e-02 5.676086596779250648e-02 -8.931450039007636163e-03 2.827776471214826087e-02 7.722234274581923907e-02
7.000000000000000000e+01 6.551486678096361815e-02 1.735714398410573636e-02 -1.575048352961413295e-02 5.295077447131316811e-02 -8.085880358041388355e-03 2.790252137666394613e-02 7.318408131447036447e-02
8.000000000000000000e+01 6.246485055290372512e-02 1.530474784560847436e-02 -1.546371619075985991e-02 4.944162979312243661e-02 -7.292543082871137325e-03 2.721822327327478794e-02 6.956235180965046616e-02
9.000000000000000000e+01 6.031324246599191474e-02 1.356715051443590538e-02 -1.517055912287221774e-02 4.652717982481425346e-02 -6.531971059310886195e-03 2.660558709111187844e-02 6.672300469095902853e-02
1.000000000000000000e+02 5.787280685904845623e-02 1.209733015875494484e-02 -1.484642314307221128e-02 4.410089986952823310e-02 -5.876424022092889901e-03 2.592050712507314170e-02 6.394710692682492592e-02
1.100000000000000000e+02 5.593761832669035677e-02 1.067800377380881752e-02 -1.445965076814834278e-02 4.188527867419267886e-02 -5.184843038930049899e-03 2.524612465568704112e-02 6.153451082828503838e-02
1.200000000000000000e+02 5.381859103183685156e-02 9.566971203342475305e-03 -1.403296033577128461e-02 3.981527644685087242e-02 -4.546893968497200608e-03 2.459328252735734632e-02 5.911357500302253515e-02
1.300000000000000000e+02 5.228242268847282936e-02 8.731580164937271377e-03 -1.363709557909741077e-02 3.792197793375834403e-02 -4.037248773695048358e-03 2.380763759223541998e-02 5.700601910723329668e-02
1.400000000000000000e+02 4.998930416016011263e-02 7.934023583141068536e-03 -1.321663127856801193e-02 3.619325401625396454e-02 -3.479211694181161621e-03 2.314421092992428181e-02 5.466338455316917255e-02
1.500000000000000000e+02 4.787610767403345513e-02 7.265022208974498616e-03 -1.273748362404130731e-02 3.457217325502778826e-02 -2.985595674377082565e-03 2.227117192239556551e-02 5.235972642572840619e-02
1.600000000000000000e+02 4.591709592698799136e-02 6.285570027377789144e-03 -1.232559088887456855e-02 3.299539775809546410e-02 -2.588349730563385600e-03 2.167685947352178052e-02 5.029467657930262320e-02
1.700000000000000000e+02 4.446749511540693672e-02 5.432906360414095637e-03 -1.190415695426300276e-02 3.168972198486953024e-02 -2.142764413110328191e-03 2.090267043868842059e-02 4.852994376948244204e-02
1.800000000000000000e+02 4.296781462181218508e-02 4.663012760024356183e-03 -1.146581913257958135e-02 3.006029355682589624e-02 -1.812578095262047185e-03 2.023686339272944695e-02 4.663248578568376934e-02
1.900000000000000000e+02 4.153291083032183140e-02 4.026331596262584626e-03 -1.098055516248305427e-02 2.885023366332340258e-02 -1.440094578016088171e-03 1.940868493743773751e-02 4.489591471554148228e-02
2.000000000000000000e+02 3.959389643928591662e-02 3.437333551874876408e-03 -1.055001716010012074e-02 2.765342356293816820e-02 -1.140689785104589266e-03 1.874809604801653054e-02 4.299770802512030421e-02
2.100000000000000000e+02 3.793664771021493243e-02 2.929690376933055066e-03 -1.014200473949837186e-02 2.664487136497089431e-02 -8.378192772896754428e-04 1.806061086772274560e-02 4.132106497145428964e-02
2.200000000000000000e+02 3.634808936518433425e-02 2.446601999545730977e-03 -9.683439789292962868e-03 2.547010513952187999e-02 -5.963912125904314134e-04 1.739668118221155899e-02 3.960743784345888835e-02
2.300000000000000000e+02 3.494155703540779284e-02 2.038239240424694326e-03 -9.310884745492142150e-03 2.453809180453680669e-02 -3.820015799692128228e-04 1.674596791849222374e-02 3.811280837921841164e-02
2.400000000000000000e+02 3.354349466649217404e-02 1.552192279969412869e-03 -8.868738958498262673e-03 2.358477410582497311e-02 -1.735639114859625855e-04 1.608678253216412612e-02 3.660752565224063837e-02
2.500000000000000000e+02 3.202935764841894489e-02 1.260046243383407304e-03 -8.503294809080805608e-03 2.247376859926522238e-02 2.881508374207825159e-05 1.537967775667973755e-02 3.494140200218195241e-02
2.600000000000000000e+02 3.056239186858715484e-02 1.064150150995972271e-03 -8.096003938990683005e-03 2.127983079601556207e-02 1.662010181856288552e-04 1.483109773719854668e-02 3.333666020090063353e-02
2.700000000000000000e+02 2.952215392827842178e-02 8.674129560543883486e-04 -7.748006490401979432e-03 2.042421058128640957e-02 3.218710696911277554e-04 1.420498847946249574e-02 3.207567649451366354e-02
2.800000000000000000e+02 2.807513994542679137e-02 4.745474020638726690e-04 -7.341128535206955727e-03 1.953151928505450149e-02 4.368874131268676831e-04 1.367891722348342498e-02 3.064278822698236066e-02
2.900000000000000000e+02 2.685856308241978130e-02 3.516796738607483753e-04 -6.988178646656698946e-03 1.866888786871128206e-02 4.942281975528060216e-04 1.297495518379083480e-02 2.925120306746094648e-02
3.000000000000000000e+02 2.549281400627027502e-02 2.032882497606878353e-04 -6.621079735049143281e-03 1.782442601743917596e-02 6.254895991790986043e-04 1.241658642594001966e-02 2.786691322482473532e-02
3.100000000000000000e+02 2.429143140518868690e-02 1.980364292683800577e-05 -6.293325243541585991e-03 1.705260209023913565e-02 6.387937764032059623e-04 1.175648736142000106e-02 2.655026042842391354e-02
3.200000000000000000e+02 2.286545734871560723e-02 -1.168349224135458678e-04 -5.934873879741911495e-03 1.612636282701710236e-02 7.052494677309824409e-04 1.122133311557538433e-02 2.510657664565404609e-02
3.300000000000000000e+02 2.163659160220938668e-02 -1.866096460694235341e-04 -5.602359234197694556e-03 1.520522910652654346e-02 7.311202021164835228e-04 1.055282573514237238e-02 2.369732322193915039e-02
3.400000000000000000e+02 2.035503019333009117e-02 -2.247081921486557960e-04 -5.268398332326613802e-03 1.424787436217019726e-02 7.641981623903217882e-04 1.004771535484280144e-02 2.232530995517154407e-02
3.500000000000000000e+02 1.935724278702866119e-02 -3.089014094109265906e-04 -4.933461382539197464e-03 1.336977874416511378e-02 7.813364911405909670e-04 9.418395195241130100e-03 2.107270836321745514e-02
3.600000000000000000e+02 1.830296660672868156e-02 -4.791961349502438347e-04 -4.599008013588593707e-03 1.261685616257322839e-02 7.934500405202435337e-04 8.912430170474426941e-03 1.991612646988816931e-02
3.700000000000000000e+02 1.723490259943098388e-02 -6.177428714739390285e-04 -4.322733927498556734e-03 1.189995143863945178e-02 7.994301357363765197e-04 8.352964446619615471e-03 1.874390924234502556e-02
3.800000000000000000e+02 1.612534042392667691e-02 -7.051302667100740494e-04 -3.995537681649722304e-03 1.111761955862894738e-02 7.881754879363891096e-04 7.884907425412413656e-03 1.756393370398402071e-02
3.900000000000000000e+02 1.500285451095681975e-02 -7.191653564392992085e-04 -3.729498686344554035e-03 1.040449014320067242e-02 7.847113452520122030e-04 7.330328868286724309e-03 1.636883676122210737e-02
4.000000000000000000e+02 1.402058682846703611e-02 -7.040720233418293686e-04 -3.423017004894577352e-03 9.662950678417672745e-03 7.521034160221873538e-04 6.839189170622514240e-03 1.526136333875361198e-02
4.100000000000000000e+02 1.288825799716148898e-02 -7.440308542759748464e-04 -3.177430039841618904e-03 8.807451543662169965e-03 7.439772049403311398e-04 6.337443766828536329e-03 1.401657665382609677e-02
4.200000000000000000e+02 1.182818432320363253e-02 -6.738570409363320518e-04 -2.884574021758527264e-03 8.052864822929738098e-03 6.875076757662881583e-04 5.877165117455528977e-03 1.287910713179444937e-02
4.300000000000000000e+02 1.080015801325951742e-02 -6.651746932903779448e-04 -2.647415543496914759e-03 7.292887506216142422e-03 6.823725680706797889e-04 5.377901263232606754e-03 1.173547339135413287e-02
