# z, Alpha
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 8.694077728775534419e-02
2.000000000000000000e+01 6.684591761699630597e-02
3.000000000000000000e+01 7.268602204055872595e-02
4.000000000000000000e+01 7.227912854522505759e-02
5.000000000000000000e+01 7.649045783732148773e-02
6.000000000000000000e+01 8.103804361771806131e-02
7.000000000000000000e+01 8.301281104850755099e-02
8.000000000000000000e+01 8.966571295300472533e-02
9.000000000000000000e+01 8.977952674473402284e-02
1.000000000000000000e+02 9.274392906459405506e-02
1.100000000000000000e+02 9.572505933718625237e-02
1.200000000000000000e+02 9.584551048939021767e-02
1.300000000000000000e+02 9.428199526923075613e-02
1.400000000000000000e+02 9.816446018257631023e-02
1.500000000000000000e+02 9.757825657634128236e-02
1.600000000000000000e+02 9.528562852106531311e-02
1.700000000000000000e+02 9.384601269258445455e-02
1.800000000000000000e+02 9.512947372665261914e-02
1.900000000000000000e+02 9.806087774860786088e-02
2.000000000000000000e+02 9.394669854918123730e-02
2.100000000000000000e+02 9.351738987458012298e-02
2.200000000000000000e+02 8.615936197845291966e-02
2.300000000000000000e+02 8.926816659375357010e-02
2.400000000000000000e+02 8.878834552335432284e-02
2.500000000000000000e+02 8.759608356166583010e-02
2.600000000000000000e+02 7.977522732363286073e-02
2.700000000000000000e+02 8.111739976762225024e-02
2.800000000000000000e+02 7.731876076076403537e-02
2.900000000000000000e+02 7.838397952665469848e-02
3.000000000000000000e+02 7.442329687878231070e-02
3.100000000000000000e+02 7.573311916502931118e-02
3.200000000000000000e+02 7.387055431011356477e-02
3.300000000000000000e+02 7.395790023294178395e-02
3.400000000000000000e+02 6.906923411182719352e-02
3.500000000000000000e+02 6.881969671123022714e-02
3.600000000000000000e+02 6.741366863559139500e-02
3.700000000000000000e+02 6.832502200761275679e-02
3.800000000000000000e+02 6.139740779506863699e-02
3.900000000000000000e+02 6.416027537034010853e-02
4.000000000000000000e+02 6.123844709670854536e-02
4.100000000000000000e+02 6.166437405625340568e-02
4.200000000000000000e+02 5.758716478384387494e-02
4.300000000000000000e+02 5.820206418920590569e-02
4.400000000000000000e+02 5.466368407567039067e-02
4.500000000000000000e+02 5.652554165357320110e-02
4.600000000000000000e+02 5.562162018964867533e-02
4.700000000000000000e+02 5.451205538541350343e-02
4.800000000000000000e+02 5.493349184077860742e-02
4.900000000000000000e+02 4.896959281916424961e-02
5.000000000000000000e+02 4.434830545294456833e-02
5.100000000000000000e+02 3.861150830581851212e-02
5.200000000000000000e+02 4.269463742020196406e-02
5.300000000000000000e+02 2.519967562303302225e-02
5.400000000000000000e+02 3.728592299784101033e-02
5.500000000000000000e+02 1.591287256839537395e-02
5.600000000000000000e+02 2.477574875709718377e-02
5.700000000000000000e+02 1.272390420359684540e-02
5.800000000000000000e+02 -3.278316801286834930e-03
5.900000000000000000e+02 -2.133070656237300369e-02
6.000000000000000000e+02 -1.692163435778402947e-02
6.100000000000000000e+02 -3.328375255577728509e-02
6.200000000000000000e+02 -5.148888597592813504e-02
6.300000000000000000e+02 1.026224225064508062e-02
6.400000000000000000e+02 6.971026919522674281e-02
6.500000000000000000e+02 -8.756002124405473652e-02
6.600000000000000000e+02 1.970930101496773945e-01
6.700000000000000000e+02 -1.353612571915105145e-01
6.800000000000000000e+02 1.932401587796942211e-01
6.900000000000000000e+02 -1.674861872135530727e-01
7.000000000000000000e+02 2.104139293965491819e-01
7.100000000000000000e+02 -2.324212481229617766e-01
7.200000000000000000e+02 2.686648842188795183e-01
7.300000000000000000e+02 -2.990932581382950706e-01
7.400000000000000000e+02 3.195339127794950551e-01
7.500000000000000000e+02 -3.048665639585283471e-01
7.600000000000000000e+02 3.137305817431255694e-01
7.700000000000000000e+02 -3.283670492678411046e-01
7.800000000000000000e+02 3.582497103985690101e-01
7.900000000000000000e+02 -3.716418432796036453e-01
8.000000000000000000e+02 3.766324615332175552e-01
8.100000000000000000e+02 -3.796910229791496394e-01
8.200000000000000000e+02 3.856398897923781766e-01
8.300000000000000000e+02 -3.885458090883093241e-01
8.400000000000000000e+02 3.972121296633743248e-01
8.500000000000000000e+02 -4.039845192066947588e-01
8.600000000000000000e+02 4.162697566514851899e-01
8.700000000000000000e+02 -4.258196498892646842e-01
8.800000000000000000e+02 4.388831525696765823e-01
8.900000000000000000e+02 -4.488650400939354079e-01
9.000000000000000000e+02 4.616653739978648363e-01
9.100000000000000000e+02 -4.706224264495519893e-01
9.200000000000000000e+02 4.841348307819302033e-01
9.300000000000000000e+02 -4.906680094028356143e-01
9.400000000000000000e+02 5.039015040101321175e-01
9.500000000000000000e+02 -5.083777319713468357e-01
9.600000000000000000e+02 5.200970395983999239e-01
9.700000000000000000e+02 -5.231603929959807164e-01
9.800000000000000000e+02 5.308260582231932867e-01
9.900000000000000000e+02 -5.328516776904826946e-01
1.000000000000000000e+03 -5.411466532434914267e-01
