# z, u, v, w, u_mag
3.200000000000000000e+02 5.035797192611294548e+00 3.931792053068199344e+00 9.327607103230816385e-04 6.388915634419081613e+00
3.300000000000000000e+02 5.058642888592456366e+00 3.926454621409181112e+00 -1.039914403608397210e-03 6.403664173714492591e+00
3.400000000000000000e+02 5.081259463825245959e+00 3.920679426172620552e+00 1.151139248576345947e-03 6.418015754627630187e+00
3.500000000000000000e+02 5.102429281654321969e+00 3.914545281678934341e+00 -1.268707760986151909e-03 6.431053641995037040e+00
3.600000000000000000e+02 5.122863518486012957e+00 3.908647201896824797e+00 1.391944112844403086e-03 6.443698900122443618e+00
3.700000000000000000e+02 5.142006758733092653e+00 3.903417890554341074e+00 -1.521188491143464798e-03 6.455765411565923095e+00
3.800000000000000000e+02 5.161688263621428518e+00 3.897171297178632532e+00 1.654650300226722303e-03 6.467686803504619775e+00
3.900000000000000000e+02 5.179068327955438811e+00 3.891465621231219085e+00 -1.794222920700940015e-03 6.478136819031496074e+00
4.000000000000000000e+02 5.196990256048180434e+00 3.885323617510459293e+00 1.940958428526069453e-03 6.488794271786085588e+00
4.100000000000000000e+02 5.213187929140915777e+00 3.880223986371386324e+00 -2.094176654668334411e-03 6.498728410583740178e+00
4.200000000000000000e+02 5.229838717834674355e+00 3.874195158530921557e+00 2.252594811369384130e-03 6.508502609289671170e+00
4.300000000000000000e+02 5.244697159992032454e+00 3.869107864160484134e+00 -2.416879342404373333e-03 6.517426624507770327e+00
4.400000000000000000e+02 5.260061093947579813e+00 3.863116226514893725e+00 2.587091612281526825e-03 6.526248262567605707e+00
4.500000000000000000e+02 5.273973682566975185e+00 3.857849879616778388e+00 -2.763578917174673924e-03 6.534356260216968693e+00
4.600000000000000000e+02 5.288518411796436780e+00 3.851845256091040781e+00 2.945783696599330297e-03 6.542564294404950687e+00
4.700000000000000000e+02 5.301807118500630800e+00 3.847019591744825107e+00 -3.133107943553812332e-03 6.550475423770237171e+00
4.800000000000000000e+02 5.314842805716072149e+00 3.841972911599070617e+00 3.326408748802261398e-03 6.558072961467270368e+00
4.900000000000000000e+02 5.327978077890505482e+00 3.836594500563871524e+00 -3.525316926325837777e-03 6.565578435149348913e+00
5.000000000000000000e+02 5.338512097463420147e+00 3.833183991677777236e+00 3.728297134005617141e-03 6.572140049406858253e+00
5.100000000000000000e+02 5.348983361224068922e+00 3.828582424889852120e+00 -3.936701750662587561e-03 6.577969434441609309e+00
5.200000000000000000e+02 5.356417639224330784e+00 3.826747859904676918e+00 4.148213272440327663e-03 6.582949666885804518e+00
5.300000000000000000e+02 5.366285167023946201e+00 3.822222211988976159e+00 -4.364570292538379713e-03 6.588354740078661287e+00
5.400000000000000000e+02 5.370031205719077327e+00 3.822361873411430189e+00 4.582788641969879131e-03 6.591487422703449894e+00
5.500000000000000000e+02 5.379264648385256642e+00 3.817226417058127375e+00 -4.805179628776119413e-03 6.596038869367360391e+00
5.600000000000000000e+02 5.380266723131649442e+00 3.819111812508523496e+00 5.028168828239345557e-03 6.597947433176599041e+00
5.700000000000000000e+02 5.387544256579761104e+00 3.813893082747111141e+00 -5.254240280639515398e-03 6.600866698417167555e+00
5.800000000000000000e+02 5.387909701293050801e+00 3.815926802728530465e+00 5.478007022394618293e-03 6.602340366993411536e+00
5.900000000000000000e+02 5.389882835113783521e+00 3.812493111945647772e+00 -5.705258533895743098e-03 6.601967377597540931e+00
6.000000000000000000e+02 5.387045499621748057e+00 3.812370822949584515e+00 5.924042998231513965e-03 6.599580714027040607e+00
6.100000000000000000e+02 5.386337575483969964e+00 3.810148871409556826e+00 -6.153375044043320197e-03 6.597719663898921283e+00
6.200000000000000000e+02 5.379797958741074915e+00 3.813154982322580100e+00 6.345397172469832703e-03 6.594119900346932184e+00
6.300000000000000000e+02 5.371919773021430977e+00 3.814795364631835550e+00 -6.624412967092013771e-03 6.588643988306115418e+00
6.400000000000000000e+02 5.369804776303944038e+00 3.819623796358679879e+00 6.590785802957992677e-03 6.589717195736373156e+00
6.500000000000000000e+02 5.381801689397962996e+00 3.815126331964881601e+00 -7.639410574870276506e-03 6.596895990801470155e+00
6.600000000000000000e+02 5.374268883242026007e+00 3.810386390171124127e+00 6.342736978804382891e-03 6.588008098211265207e+00
6.700000000000000000e+02 5.412865950033119766e+00 3.789762223227981064e+00 -7.928318485270749102e-03 6.607683282351526799e+00
6.800000000000000000e+02 5.396583947432284312e+00 3.789730279094402743e+00 7.942383872264138431e-03 6.594333701855732421e+00
6.900000000000000000e+02 5.415931488215337097e+00 3.794780710843121962e+00 -7.953492872811988856e-03 6.613073248231740919e+00
7.000000000000000000e+02 5.401029472181007485e+00 3.788074054932286661e+00 8.536401120496313333e-03 6.597021848922669740e+00
7.100000000000000000e+02 5.420109620377065340e+00 3.795400872741424791e+00 -8.934714369030729436e-03 6.616852417186833257e+00
7.200000000000000000e+02 5.399947464376237960e+00 3.786428951188748115e+00 9.023670353869649857e-03 6.595192055357474104e+00
7.300000000000000000e+02 5.421795635433544369e+00 3.798134408474679091e+00 -9.329037121520850767e-03 6.619802106421244225e+00
7.400000000000000000e+02 5.398099086089642284e+00 3.784688244847617788e+00 1.068869869414524297e-02 6.592681783781872973e+00
7.500000000000000000e+02 5.423096335916193667e+00 3.798621725784511849e+00 -9.498733050550267620e-03 6.621147265403429572e+00
7.600000000000000000e+02 5.400061088745637505e+00 3.784595119127821317e+00 1.074093941233875658e-02 6.594235008375900264e+00
7.700000000000000000e+02 5.425126660452754379e+00 3.796256980394780989e+00 -1.065428198467712612e-02 6.621456022422558263e+00
7.800000000000000000e+02 5.399636822715971007e+00 3.783430118701770706e+00 1.101293616981586024e-02 6.593219438566640278e+00
7.900000000000000000e+02 5.426501520414348079e+00 3.797859140705265979e+00 -1.128985831129568872e-02 6.623502114787799933e+00
8.000000000000000000e+02 5.398850304702684788e+00 3.783024619889492346e+00 1.154835287548137100e-02 6.592343532593886835e+00
8.100000000000000000e+02 5.426998253271889006e+00 3.796934753083643699e+00 -1.183025619445770941e-02 6.623380067243016533e+00
8.200000000000000000e+02 5.398267225650995371e+00 3.783837013614302691e+00 1.210226656746199968e-02 6.592333278133879482e+00
8.300000000000000000e+02 5.427513954205355873e+00 3.796120549322628435e+00 -1.237100394905969909e-02 6.623336922565701279e+00
8.400000000000000000e+02 5.397741856049286469e+00 3.784582237830107498e+00 1.264222617637164592e-02 6.592331885253368995e+00
8.500000000000000000e+02 5.427982908076800506e+00 3.795742440240220894e+00 -1.291159139446682556e-02 6.623505554629437242e+00
8.600000000000000000e+02 5.397243649452073022e+00 3.784758611738515466e+00 1.318128365594730192e-02 6.592026282329159770e+00
8.700000000000000000e+02 5.428527310443832299e+00 3.795710348807513235e+00 -1.345025339064313818e-02 6.623934383853396390e+00
8.800000000000000000e+02 5.396618991277944311e+00 3.784755855512948575e+00 1.371920872086308460e-02 6.591514366179387352e+00
8.900000000000000000e+02 5.429144070338503880e+00 3.795619142828873027e+00 -1.398746700734260738e-02 6.624388701090389020e+00
9.000000000000000000e+02 5.395900908340262703e+00 3.784846748104409464e+00 1.425581158654797703e-02 6.590979801776651215e+00
9.100000000000000000e+02 5.429814861983332186e+00 3.795356958152983573e+00 -1.452394757804461797e-02 6.624789417050823026e+00
9.200000000000000000e+02 5.395189707789382005e+00 3.785073402791922614e+00 1.479227821925579826e-02 6.590528921039207511e+00
9.300000000000000000e+02 5.430569013647560617e+00 3.795011612857997374e+00 -1.506077183433634885e-02 6.625210923477405700e+00
9.400000000000000000e+02 5.394571726177600723e+00 3.785478791726229364e+00 1.532941139053104439e-02 6.590257110487984349e+00
9.500000000000000000e+02 5.431314625976424892e+00 3.794596574992387339e+00 -1.559859634281761040e-02 6.625585638228311147e+00
9.600000000000000000e+02 5.394038965781792427e+00 3.786015624944507607e+00 1.586792559870731437e-02 6.590130686698031148e+00
9.700000000000000000e+02 5.431967320227190754e+00 3.794094257578495721e+00 -1.613815324339633317e-02 6.625834335643806305e+00
9.800000000000000000e+02 5.393525267108935317e+00 3.786690647672517951e+00 1.640860121437929045e-02 6.590099400639328309e+00
9.900000000000000000e+02 5.432354352906702211e+00 3.793470330990863282e+00 -1.667864614694221370e-02 6.625795736731523000e+00
1.000000000000000000e+03 5.393033556441517717e+00 3.787449373748051240e+00 1.695379623166888908e-02 6.590134378813182536e+00
