# z, TI
0.000000000000000000e+00 7.293931993810467973e-02
1.000000000000000000e+01 6.068771256017596594e-02
2.000000000000000000e+01 5.498421373992030264e-02
3.000000000000000000e+01 4.951901473174205592e-02
4.000000000000000000e+01 4.614423390448534751e-02
5.000000000000000000e+01 4.341141715104494120e-02
6.000000000000000000e+01 4.147760451131646264e-02
7.000000000000000000e+01 3.984043049254019919e-02
8.000000000000000000e+01 3.838688315228173942e-02
9.000000000000000000e+01 3.717859139484124692e-02
1.000000000000000000e+02 3.603750736768009111e-02
1.100000000000000000e+02 3.502631227981685413e-02
1.200000000000000000e+02 3.403420809052649931e-02
1.300000000000000000e+02 3.315716642658045332e-02
1.400000000000000000e+02 3.223494799811972567e-02
1.500000000000000000e+02 3.132873523818658495e-02
1.600000000000000000e+02 3.050627336574963933e-02
1.700000000000000000e+02 2.978889107058411631e-02
1.800000000000000000e+02 2.904041775783840554e-02
1.900000000000000000e+02 2.834476095233826043e-02
2.000000000000000000e+02 2.759665010465148227e-02
2.100000000000000000e+02 2.692676728002955239e-02
2.200000000000000000e+02 2.624563760694208561e-02
2.300000000000000000e+02 2.564523648725572022e-02
2.400000000000000000e+02 2.503652722622609975e-02
2.500000000000000000e+02 2.436998995367084878e-02
2.600000000000000000e+02 2.372068305849411515e-02
2.700000000000000000e+02 2.319655883280807504e-02
2.800000000000000000e+02 2.260460771964617824e-02
2.900000000000000000e+02 2.202455285074067168e-02
3.000000000000000000e+02 2.143914181334643718e-02
3.100000000000000000e+02 2.087475099433569459e-02
3.200000000000000000e+02 2.024981087829330270e-02
3.300000000000000000e+02 1.962797400249594731e-02
3.400000000000000000e+02 1.900869696236511322e-02
3.500000000000000000e+02 1.843030087807255579e-02
3.600000000000000000e+02 1.788222601760590738e-02
3.700000000000000000e+02 1.731556744181190002e-02
3.800000000000000000e+02 1.673078422309653285e-02
3.900000000000000000e+02 1.612549963855016213e-02
4.000000000000000000e+02 1.554486844240257452e-02
4.100000000000000000e+02 1.487465780822765614e-02
4.200000000000000000e+02 1.423692479997614758e-02
4.300000000000000000e+02 1.357152204390077270e-02
4.400000000000000000e+02 1.299873615561998770e-02
4.500000000000000000e+02 1.233009339816587904e-02
4.600000000000000000e+02 1.165400936400160480e-02
4.700000000000000000e+02 1.095937338775792788e-02
4.800000000000000000e+02 1.030223283792152007e-02
4.900000000000000000e+02 9.581680463234437325e-03
5.000000000000000000e+02 8.904572674023969805e-03
5.100000000000000000e+02 8.207445040711294423e-03
5.200000000000000000e+02 7.693327339785944845e-03
5.300000000000000000e+02 7.103481020964457632e-03
5.400000000000000000e+02 6.692675733442914401e-03
5.500000000000000000e+02 6.354914340713152705e-03
5.600000000000000000e+02 6.075009770341025482e-03
5.700000000000000000e+02 6.084808906504296684e-03
5.800000000000000000e+02 5.853855686023767997e-03
5.900000000000000000e+02 6.216776603973246662e-03
6.000000000000000000e+02 6.122165733023006602e-03
6.100000000000000000e+02 6.593076501214458623e-03
6.200000000000000000e+02 6.869793171245411854e-03
6.300000000000000000e+02 7.093549136678443945e-03
6.400000000000000000e+02 8.357964456214077645e-03
6.500000000000000000e+02 7.898186109893904489e-03
6.600000000000000000e+02 7.848127506167213926e-03
6.700000000000000000e+02 7.261303168240697617e-03
6.800000000000000000e+02 6.937328294099163843e-03
6.900000000000000000e+02 6.355030907337011307e-03
7.000000000000000000e+02 6.107550709968732026e-03
7.100000000000000000e+02 5.999532064951596314e-03
7.200000000000000000e+02 5.802957978670661085e-03
7.300000000000000000e+02 5.888866708329300141e-03
7.400000000000000000e+02 5.627692332361931490e-03
7.500000000000000000e+02 5.087510166259833974e-03
7.600000000000000000e+02 4.924824054610633245e-03
7.700000000000000000e+02 4.809760652594458237e-03
7.800000000000000000e+02 4.694652092774634876e-03
7.900000000000000000e+02 4.590709142587866103e-03
8.000000000000000000e+02 4.478486007738979001e-03
8.100000000000000000e+02 4.454760944455547073e-03
8.200000000000000000e+02 4.343474225827943097e-03
8.300000000000000000e+02 4.344338783870866326e-03
8.400000000000000000e+02 4.222876772990172278e-03
8.500000000000000000e+02 4.237289258157524857e-03
8.600000000000000000e+02 4.137688833225807404e-03
8.700000000000000000e+02 4.138588868294705569e-03
8.800000000000000000e+02 4.075242910977709687e-03
8.900000000000000000e+02 4.058694456560601668e-03
9.000000000000000000e+02 4.016097407387780351e-03
9.100000000000000000e+02 4.009960889589322258e-03
9.200000000000000000e+02 3.968679568176421840e-03
9.300000000000000000e+02 3.993483549935631684e-03
9.400000000000000000e+02 3.972154715774031501e-03
9.500000000000000000e+02 4.011309357618888724e-03
9.600000000000000000e+02 4.014358213002147159e-03
9.700000000000000000e+02 4.039094961002773904e-03
9.800000000000000000e+02 4.065997230106874541e-03
9.900000000000000000e+02 4.096642841505959698e-03
1.000000000000000000e+03 4.110243755781963458e-03
