 z T
1.175000000000000000e+02 2.999115607101106775e+02
1.200000000000000000e+02 2.999157880647578054e+02
1.225000000000000000e+02 2.999197985846200254e+02
1.250000000000000000e+02 2.999236024468349342e+02
1.275000000000000000e+02 2.999272114516604120e+02
1.300000000000000000e+02 2.999306348682811176e+02
1.325000000000000000e+02 2.999338821211603658e+02
1.350000000000000000e+02 2.999369628570317445e+02
1.375000000000000000e+02 2.999398866910448760e+02
1.400000000000000000e+02 2.999426645601419636e+02
1.425000000000000000e+02 2.999453062529792646e+02
1.450000000000000000e+02 2.999478182949314942e+02
1.475000000000000000e+02 2.999502038758751610e+02
1.500000000000000000e+02 2.999524667452292874e+02
1.525000000000000000e+02 2.999546127609933137e+02
1.550000000000000000e+02 2.999566476553727625e+02
1.575000000000000000e+02 2.999585766450766755e+02
1.600000000000000000e+02 2.999604050819617100e+02
1.625000000000000000e+02 2.999621391767813634e+02
1.650000000000000000e+02 2.999637853095154014e+02
1.675000000000000000e+02 2.999653489544753029e+02
1.700000000000000000e+02 2.999668336496350776e+02
1.725000000000000000e+02 2.999682407703921285e+02
1.750000000000000000e+02 2.999695726261438153e+02
1.775000000000000000e+02 2.999708337024885623e+02
1.800000000000000000e+02 2.999720294019411995e+02
1.825000000000000000e+02 2.999731652292473427e+02
1.850000000000000000e+02 2.999742457769859811e+02
1.875000000000000000e+02 2.999752749937032945e+02
1.900000000000000000e+02 2.999762567949321124e+02
1.925000000000000000e+02 2.999771944539789956e+02
1.950000000000000000e+02 2.999780897990970630e+02
1.975000000000000000e+02 2.999789438819317411e+02
2.000000000000000000e+02 2.999797585344746267e+02
2.025000000000000000e+02 2.999805366351198472e+02
2.050000000000000000e+02 2.999812806288514935e+02
2.075000000000000000e+02 2.999819918308611477e+02
2.100000000000000000e+02 2.999826719804566437e+02
2.125000000000000000e+02 2.999833229648382940e+02
2.150000000000000000e+02 2.999839451292937724e+02
2.175000000000000000e+02 2.999845392100563686e+02
2.200000000000000000e+02 2.999851073576157887e+02
2.225000000000000000e+02 2.999856523838806197e+02
2.250000000000000000e+02 2.999861764075118344e+02
2.275000000000000000e+02 2.999866806650099988e+02
2.300000000000000000e+02 2.999871660835302691e+02
2.325000000000000000e+02 2.999876336801431762e+02
2.350000000000000000e+02 2.999880847675935343e+02
2.375000000000000000e+02 2.999885200908702245e+02
2.400000000000000000e+02 2.999889396494452853e+02
2.425000000000000000e+02 2.999893432710013599e+02
2.450000000000000000e+02 2.999897307618377340e+02
2.475000000000000000e+02 2.999901021399803653e+02
2.500000000000000000e+02 2.999904579611563236e+02
2.525000000000000000e+02 2.999907993279683183e+02
2.550000000000000000e+02 2.999911276412478287e+02
2.575000000000000000e+02 2.999914442025025778e+02
2.600000000000000000e+02 2.999917501145338292e+02
2.625000000000000000e+02 2.999920458919707471e+02
2.650000000000000000e+02 2.999923316159601541e+02
2.675000000000000000e+02 2.999926074189136784e+02
2.700000000000000000e+02 2.999928735825751005e+02
2.725000000000000000e+02 2.999931302152943431e+02
2.750000000000000000e+02 2.999933775566769327e+02
2.775000000000000000e+02 2.999936159068155916e+02
2.800000000000000000e+02 2.999938450495486677e+02
2.825000000000000000e+02 2.999940645160064605e+02
2.850000000000000000e+02 2.999942741109933309e+02
2.875000000000000000e+02 2.999944741877241654e+02
2.900000000000000000e+02 2.999946653270375236e+02
2.925000000000000000e+02 2.999948481718200810e+02
2.950000000000000000e+02 2.999950235989675207e+02
2.975000000000000000e+02 2.999951925186940684e+02
3.000000000000000000e+02 2.999953554926124184e+02
3.025000000000000000e+02 2.999955128170211083e+02
3.050000000000000000e+02 2.999956648812653839e+02
3.075000000000000000e+02 2.999958119317416276e+02
3.100000000000000000e+02 2.999959540137706426e+02
3.125000000000000000e+02 2.999960912032294686e+02
3.150000000000000000e+02 2.999962237533973735e+02
3.175000000000000000e+02 2.999963519684282574e+02
3.200000000000000000e+02 2.999964762835824672e+02
3.225000000000000000e+02 2.999965969989595465e+02
3.250000000000000000e+02 2.999967141558142316e+02
3.275000000000000000e+02 2.999968276605188180e+02
3.300000000000000000e+02 2.999969373377036845e+02
3.325000000000000000e+02 2.999970430804524426e+02
3.350000000000000000e+02 2.999971449202720351e+02
3.375000000000000000e+02 2.999972431166166302e+02
3.400000000000000000e+02 2.999973381330256643e+02
3.425000000000000000e+02 2.999974304823538205e+02
3.450000000000000000e+02 2.999975204484907181e+02
3.475000000000000000e+02 2.999976080409406904e+02
3.500000000000000000e+02 2.999976931702237266e+02
3.525000000000000000e+02 2.999977759266696467e+02
3.550000000000000000e+02 2.999978565046273502e+02
3.575000000000000000e+02 2.999979349526345231e+02
3.600000000000000000e+02 2.999980110992288473e+02
3.625000000000000000e+02 2.999980848537928750e+02
3.650000000000000000e+02 2.999981562799117114e+02
3.675000000000000000e+02 2.999982256148314264e+02
3.700000000000000000e+02 2.999982931198020424e+02
3.725000000000000000e+02 2.999983589408407170e+02
3.750000000000000000e+02 2.999984233038093180e+02
3.775000000000000000e+02 2.999984863934084274e+02
3.800000000000000000e+02 2.999985481574581172e+02
3.825000000000000000e+02 2.999986083070317022e+02
3.850000000000000000e+02 2.999986664994522130e+02
3.875000000000000000e+02 2.999987226024971960e+02
3.900000000000000000e+02 2.999987767244384145e+02
3.925000000000000000e+02 2.999988289516948612e+02
3.950000000000000000e+02 2.999988792763804781e+02
3.975000000000000000e+02 2.999989275536794935e+02
4.000000000000000000e+02 2.999989736483530578e+02
4.025000000000000000e+02 2.999990175760610214e+02
4.050000000000000000e+02 2.999990594757031204e+02
4.075000000000000000e+02 2.999990994762886771e+02
4.100000000000000000e+02 2.999991376889786352e+02
4.125000000000000000e+02 2.999991743115966756e+02
4.150000000000000000e+02 2.999992096589061816e+02
4.175000000000000000e+02 2.999992439485561704e+02
4.200000000000000000e+02 2.999992773122939980e+02
4.225000000000000000e+02 2.999993098191961849e+02
4.250000000000000000e+02 2.999993415669551382e+02
4.275000000000000000e+02 2.999993726197066053e+02
4.300000000000000000e+02 2.999994030050074798e+02
4.325000000000000000e+02 2.999994325951976748e+02
4.350000000000000000e+02 2.999994613162629093e+02
4.375000000000000000e+02 2.999994891020774048e+02
4.400000000000000000e+02 2.999995159585913598e+02
4.425000000000000000e+02 2.999995418504060467e+02
4.450000000000000000e+02 2.999995668090984964e+02
4.475000000000000000e+02 2.999995908632096189e+02
4.500000000000000000e+02 2.999996140319981350e+02
4.525000000000000000e+02 2.999996362708998845e+02
4.550000000000000000e+02 2.999996576177211978e+02
4.575000000000000000e+02 2.999996780555885607e+02
4.600000000000000000e+02 2.999996976459671032e+02
4.625000000000000000e+02 2.999997164533424439e+02
4.650000000000000000e+02 2.999997346386731465e+02
4.675000000000000000e+02 2.999997522645158483e+02
4.700000000000000000e+02 2.999997693347614245e+02
4.725000000000000000e+02 2.999997857565879826e+02
4.750000000000000000e+02 2.999998014796798884e+02
4.775000000000000000e+02 2.999998164279123785e+02
4.800000000000000000e+02 2.999998306072363903e+02
4.825000000000000000e+02 2.999998440330850826e+02
4.850000000000000000e+02 2.999998567675838217e+02
4.875000000000000000e+02 2.999998687978991256e+02
4.900000000000000000e+02 2.999998801395217356e+02
4.925000000000000000e+02 2.999998907547583826e+02
4.950000000000000000e+02 2.999999006884132768e+02
4.975000000000000000e+02 2.999999099277129631e+02
5.000000000000000000e+02 2.999999185107545259e+02
5.025000000000000000e+02 2.999999264096599632e+02
5.050000000000000000e+02 2.999999336830452421e+02
5.075000000000000000e+02 2.999999402911142283e+02
5.100000000000000000e+02 2.999999463139736804e+02
5.125000000000000000e+02 2.999999517386463594e+02
5.150000000000000000e+02 2.999999567094468489e+02
5.175000000000000000e+02 2.999999612162496305e+02
5.200000000000000000e+02 2.999999653905415471e+02
5.225000000000000000e+02 2.999999691556908488e+02
5.250000000000000000e+02 2.999999726294549873e+02
5.275000000000000000e+02 2.999999757208993287e+02
5.300000000000000000e+02 2.999999785713830533e+02
5.325000000000000000e+02 2.999999810988662716e+02
5.350000000000000000e+02 2.999999834389146258e+02
5.375000000000000000e+02 2.999999855047047959e+02
5.400000000000000000e+02 2.999999874144674550e+02
5.425000000000000000e+02 2.999999890894958412e+02
5.450000000000000000e+02 2.999999906342482063e+02
5.475000000000000000e+02 2.999999919886516295e+02
5.500000000000000000e+02 2.999999932392525466e+02
5.525000000000000000e+02 2.999999943394611250e+02
5.550000000000000000e+02 2.999999953424332944e+02
5.575000000000000000e+02 2.999999962112242997e+02
5.600000000000000000e+02 2.999999969747738646e+02
5.625000000000000000e+02 2.999999976154601882e+02
5.650000000000000000e+02 2.999999981522778398e+02
5.675000000000000000e+02 2.999999985886846048e+02
5.700000000000000000e+02 2.999999989404236089e+02
5.725000000000000000e+02 2.999999992205542299e+02
5.750000000000000000e+02 2.999999994406952055e+02
5.775000000000000000e+02 2.999999996120996002e+02
5.800000000000000000e+02 2.999999997401127985e+02
5.825000000000000000e+02 2.999999998332248197e+02
5.850000000000000000e+02 2.999999998973058268e+02
5.875000000000000000e+02 2.999999999402648996e+02
5.900000000000000000e+02 2.999999999676083462e+02
5.925000000000000000e+02 2.999999999843731757e+02
5.950000000000000000e+02 2.999999999936618451e+02
5.975000000000000000e+02 2.999999999980032612e+02
6.000000000000000000e+02 2.999999999994888640e+02
6.025000000000000000e+02 2.999999999998398721e+02
6.050000000000000000e+02 2.999999999999357669e+02
6.075000000000000000e+02 2.999999999999728857e+02
6.100000000000000000e+02 2.999999999999916440e+02
6.125000000000000000e+02 3.000000000000000000e+02
6.150000000000000000e+02 3.000000000000000000e+02
6.175000000000000000e+02 3.000000000000000000e+02
6.200000000000000000e+02 3.000000000000000568e+02
6.225000000000000000e+02 2.999999999999999432e+02
6.250000000000000000e+02 2.999999999999999432e+02
6.275000000000000000e+02 3.000000000000000000e+02
6.300000000000000000e+02 2.999999999999999432e+02
6.325000000000000000e+02 3.000000000000000000e+02
6.350000000000000000e+02 3.000000000000000000e+02
6.375000000000000000e+02 3.000000000021337883e+02
6.400000000000000000e+02 3.000000002768827017e+02
6.425000000000000000e+02 3.000000175814503791e+02
6.450000000000000000e+02 3.000005295301671140e+02
6.475000000000000000e+02 3.000076050706638853e+02
6.500000000000000000e+02 3.000521862883107360e+02
6.525000000000000000e+02 3.001800540739202461e+02
6.550000000000000000e+02 3.003784168736422089e+02
6.575000000000000000e+02 3.005933623800304986e+02
6.600000000000000000e+02 3.008002676733800627e+02
6.625000000000000000e+02 3.010008229335926444e+02
6.650000000000000000e+02 3.012002176535621061e+02
6.675000000000000000e+02 3.013999362937491924e+02
6.700000000000000000e+02 3.015999563951202731e+02
6.725000000000000000e+02 3.017999864614791932e+02
6.750000000000000000e+02 3.020000151530845756e+02
6.775000000000000000e+02 3.021999995888788249e+02
6.800000000000000000e+02 3.024000047000660061e+02
6.825000000000000000e+02 3.025999882648368953e+02
6.850000000000000000e+02 3.027999988242730751e+02
6.875000000000000000e+02 3.030000034614407696e+02
6.900000000000000000e+02 3.032000145310879589e+02
6.925000000000000000e+02 3.034000209989009704e+02
6.950000000000000000e+02 3.036000102581925830e+02
6.975000000000000000e+02 3.038000020883301318e+02
7.000000000000000000e+02 3.039999758998319521e+02
7.025000000000000000e+02 3.041999693445479807e+02
7.050000000000000000e+02 3.043999586782122151e+02
7.075000000000000000e+02 3.045999774858447040e+02
7.100000000000000000e+02 3.047999947002461454e+02
7.125000000000000000e+02 3.050000323167051306e+02
7.150000000000000000e+02 3.052000502633068209e+02
7.175000000000000000e+02 3.054000722215475321e+02
7.200000000000000000e+02 3.056000567339629015e+02
7.225000000000000000e+02 3.058000428656291092e+02
7.250000000000000000e+02 3.059999978954263042e+02
7.275000000000000000e+02 3.061999799036386207e+02
7.300000000000000000e+02 3.063999707463386244e+02
7.325000000000000000e+02 3.065999454536465123e+02
7.350000000000000000e+02 3.067996586869609246e+02
7.375000000000000000e+02 3.069991281363662097e+02
7.400000000000000000e+02 3.072000097542425578e+02
7.425000000000000000e+02 3.074070085939704313e+02
7.450000000000000000e+02 3.076206644186885910e+02
7.475000000000000000e+02 3.078168770208503133e+02
7.500000000000000000e+02 3.079476524862084261e+02
7.525000000000000000e+02 3.080008566760174062e+02
7.550000000000000000e+02 3.080164481542370822e+02
7.575000000000000000e+02 3.080236334253373798e+02
7.600000000000000000e+02 3.080302387551241736e+02
7.625000000000000000e+02 3.080374451140854717e+02
7.650000000000000000e+02 3.080449553119959205e+02
7.675000000000000000e+02 3.080524932235711049e+02
7.700000000000000000e+02 3.080600022745684328e+02
7.725000000000000000e+02 3.080675017226420209e+02
7.750000000000000000e+02 3.080750000321087327e+02
7.775000000000000000e+02 3.080825003778221571e+02
7.800000000000000000e+02 3.080899998717468975e+02
7.825000000000000000e+02 3.080975003600389641e+02
7.850000000000000000e+02 3.081049998132232872e+02
7.875000000000000000e+02 3.081125002590774784e+02
7.900000000000000000e+02 3.081199997307381864e+02
7.925000000000000000e+02 3.081275001627998336e+02
7.950000000000000000e+02 3.081349996526808468e+02
7.975000000000000000e+02 3.081425000721276319e+02
8.000000000000000000e+02 3.081499995814286876e+02
8.025000000000000000e+02 3.081574999815389901e+02
8.050000000000000000e+02 3.081649995164697771e+02
8.075000000000000000e+02 3.081724998922205714e+02
8.100000000000000000e+02 3.081799994615334981e+02
8.125000000000000000e+02 3.081874998069875460e+02
8.150000000000000000e+02 3.081949994196240823e+02
8.175000000000000000e+02 3.082024997298883591e+02
8.200000000000000000e+02 3.082099993941713478e+02
8.225000000000000000e+02 3.082174996670977976e+02
8.250000000000000000e+02 3.082249993866394107e+02
8.275000000000000000e+02 3.082324996198808549e+02
8.300000000000000000e+02 3.082399993980610020e+02
8.325000000000000000e+02 3.082474995931557373e+02
8.350000000000000000e+02 3.082549994266544218e+02
8.375000000000000000e+02 3.082624995863049548e+02
8.400000000000000000e+02 3.082699994715825369e+02
8.425000000000000000e+02 3.082774996029702379e+02
8.450000000000000000e+02 3.082849995304292747e+02
8.475000000000000000e+02 3.082924996408289644e+02
8.500000000000000000e+02 3.082999996044657678e+02
8.525000000000000000e+02 3.083074997031514499e+02
8.550000000000000000e+02 3.083149996856903954e+02
8.575000000000000000e+02 3.083224997780386616e+02
8.600000000000000000e+02 3.083299997730851487e+02
8.625000000000000000e+02 3.083374998682371597e+02
8.650000000000000000e+02 3.083449998564680072e+02
8.675000000000000000e+02 3.083524999567987379e+02
8.700000000000000000e+02 3.083599999366684870e+02
8.725000000000000000e+02 3.083675000471838530e+02
8.750000000000000000e+02 3.083750000041916906e+02
8.775000000000000000e+02 3.083825001244252348e+02
8.800000000000000000e+02 3.083900000612557619e+02
8.825000000000000000e+02 3.083975001910803257e+02
8.850000000000000000e+02 3.084050000989910814e+02
8.875000000000000000e+02 3.084125002327717766e+02
8.900000000000000000e+02 3.084200001181010862e+02
8.925000000000000000e+02 3.084275002528865457e+02
8.950000000000000000e+02 3.084350001142597080e+02
8.975000000000000000e+02 3.084425002388505845e+02
9.000000000000000000e+02 3.084500000816740908e+02
9.025000000000000000e+02 3.084575001945602821e+02
9.050000000000000000e+02 3.084650000246579111e+02
9.075000000000000000e+02 3.084725001157306110e+02
9.100000000000000000e+02 3.084799999391390202e+02
9.125000000000000000e+02 3.084875000089219839e+02
9.150000000000000000e+02 3.084949998359294341e+02
9.175000000000000000e+02 3.085024998770774118e+02
9.200000000000000000e+02 3.085099997151642697e+02
9.225000000000000000e+02 3.085174997288718828e+02
9.250000000000000000e+02 3.085249995843831243e+02
9.275000000000000000e+02 3.085324995658200464e+02
9.300000000000000000e+02 3.085399994465440159e+02
9.325000000000000000e+02 3.085474993996646731e+02
9.350000000000000000e+02 3.085549993095462469e+02
9.375000000000000000e+02 3.085624992365889057e+02
9.400000000000000000e+02 3.085699991818657395e+02
9.425000000000000000e+02 3.085774990878080075e+02
9.450000000000000000e+02 3.085849990702491255e+02
9.475000000000000000e+02 3.085924989615812706e+02
9.500000000000000000e+02 3.085999989834066355e+02
9.525000000000000000e+02 3.086074988665407091e+02
9.550000000000000000e+02 3.086149989264586679e+02
9.575000000000000000e+02 3.086224988094757578e+02
9.600000000000000000e+02 3.086299989053193826e+02
9.625000000000000000e+02 3.086374987953064419e+02
9.650000000000000000e+02 3.086449989222328441e+02
9.675000000000000000e+02 3.086524988287392262e+02
9.700000000000000000e+02 3.086599989797043122e+02
9.725000000000000000e+02 3.086674989064451324e+02
9.750000000000000000e+02 3.086749990781951283e+02
9.775000000000000000e+02 3.086824990348938513e+02
9.800000000000000000e+02 3.086899992129968382e+02
9.825000000000000000e+02 3.086974991966988000e+02
9.850000000000000000e+02 3.087049993845276958e+02
9.875000000000000000e+02 3.087124993821215639e+02
9.900000000000000000e+02 3.087199994849204927e+02
9.925000000000000000e+02 3.087275007679997429e+02
9.950000000000000000e+02 3.087350120128133995e+02
9.975000000000000000e+02 3.087424239420196272e+02
1.000000000000000000e+03 3.087481944330143619e+02
