 z veer
6.100000000000000000e+02 2.386591121442494909e+02
6.125000000000000000e+02 2.384309702105012150e+02
6.150000000000000000e+02 2.386629387512978155e+02
6.175000000000000000e+02 2.384272791384646268e+02
6.200000000000000000e+02 2.386668202113621078e+02
6.225000000000000000e+02 2.384235195519199806e+02
6.250000000000000000e+02 2.386707582384518105e+02
6.275000000000000000e+02 2.384196929913947258e+02
6.300000000000000000e+02 2.386747536869774535e+02
6.325000000000000000e+02 2.384158004868348542e+02
6.350000000000000000e+02 2.386788085702656019e+02
6.375000000000000000e+02 2.384118412458239504e+02
6.400000000000000000e+02 2.386829247583708593e+02
6.425000000000000000e+02 2.384078132803151959e+02
6.450000000000000000e+02 2.386869962507461196e+02
6.475000000000000000e+02 2.384035722736287823e+02
6.500000000000000000e+02 2.386912870380163838e+02
6.525000000000000000e+02 2.384116610366797886e+02
6.550000000000000000e+02 2.386689149972379482e+02
6.575000000000000000e+02 2.384284245609019308e+02
6.600000000000000000e+02 2.386543139125453195e+02
6.625000000000000000e+02 2.384454597795034374e+02
6.650000000000000000e+02 2.386383822454874917e+02
6.675000000000000000e+02 2.384621236349751427e+02
6.700000000000000000e+02 2.386222215377020177e+02
6.725000000000000000e+02 2.384786402434999957e+02
6.750000000000000000e+02 2.386058822427986854e+02
6.775000000000000000e+02 2.384950848878274883e+02
6.800000000000000000e+02 2.385894165382166250e+02
6.825000000000000000e+02 2.385115669265985048e+02
6.850000000000000000e+02 2.385729839908909184e+02
6.875000000000000000e+02 2.385280675528833854e+02
6.900000000000000000e+02 2.385565781210597436e+02
6.925000000000000000e+02 2.385445118933077708e+02
6.950000000000000000e+02 2.385401477738652716e+02
6.975000000000000000e+02 2.385609019846306467e+02
7.000000000000000000e+02 2.385237226729262545e+02
7.025000000000000000e+02 2.385773276408426682e+02
7.050000000000000000e+02 2.385073342824790927e+02
7.075000000000000000e+02 2.385938458669392048e+02
7.100000000000000000e+02 2.384909365009932003e+02
7.125000000000000000e+02 2.386104059853149408e+02
7.150000000000000000e+02 2.384744387687780716e+02
7.175000000000000000e+02 2.386269161731707129e+02
7.200000000000000000e+02 2.384578094983039591e+02
7.225000000000000000e+02 2.386434028589904699e+02
7.250000000000000000e+02 2.384411227284805932e+02
7.275000000000000000e+02 2.386600102252087652e+02
7.300000000000000000e+02 2.384244571694131025e+02
7.325000000000000000e+02 2.386768353702312879e+02
7.350000000000000000e+02 2.384077782062373672e+02
7.375000000000000000e+02 2.386937821452900721e+02
7.400000000000000000e+02 2.383909573282133181e+02
7.425000000000000000e+02 2.387107423588960273e+02
7.450000000000000000e+02 2.383741202965298669e+02
7.475000000000000000e+02 2.387272156665835610e+02
7.500000000000000000e+02 2.383534785716821034e+02
7.525000000000000000e+02 2.387361885319315888e+02
7.550000000000000000e+02 2.383590347672593452e+02
7.575000000000000000e+02 2.387332661136742047e+02
7.600000000000000000e+02 2.383622241273846498e+02
7.625000000000000000e+02 2.387301161115707657e+02
7.650000000000000000e+02 2.383652900837724928e+02
7.675000000000000000e+02 2.387270839818054924e+02
7.700000000000000000e+02 2.383682574883795837e+02
7.725000000000000000e+02 2.387241581024625532e+02
7.750000000000000000e+02 2.383711208507680510e+02
7.775000000000000000e+02 2.387213364243701506e+02
7.800000000000000000e+02 2.383738817137407580e+02
7.825000000000000000e+02 2.387186178175457201e+02
7.850000000000000000e+02 2.383765412500586365e+02
7.875000000000000000e+02 2.387160009102480558e+02
7.900000000000000000e+02 2.383791005539108880e+02
7.925000000000000000e+02 2.387134844417333284e+02
7.950000000000000000e+02 2.383815607659012699e+02
7.975000000000000000e+02 2.387110672022154461e+02
8.000000000000000000e+02 2.383839230319964031e+02
8.025000000000000000e+02 2.387087480372707944e+02
8.050000000000000000e+02 2.383861884700577889e+02
8.075000000000000000e+02 2.387065258450606109e+02
8.100000000000000000e+02 2.383883581174433743e+02
8.125000000000000000e+02 2.387043995776932377e+02
8.150000000000000000e+02 2.383904329307278545e+02
8.175000000000000000e+02 2.387023682586271036e+02
8.200000000000000000e+02 2.383924137969035542e+02
8.225000000000000000e+02 2.387004309766222718e+02
8.250000000000000000e+02 2.383943015379936696e+02
8.275000000000000000e+02 2.386985868845717675e+02
8.300000000000000000e+02 2.383960969240905001e+02
8.325000000000000000e+02 2.386968351809725277e+02
8.350000000000000000e+02 2.383978006842153263e+02
8.375000000000000000e+02 2.386951751135366635e+02
8.400000000000000000e+02 2.383994135067141258e+02
8.425000000000000000e+02 2.386936059756514510e+02
8.450000000000000000e+02 2.384009360153316948e+02
8.475000000000000000e+02 2.386921271098625823e+02
8.500000000000000000e+02 2.384023687937961427e+02
8.525000000000000000e+02 2.386907378873657706e+02
8.550000000000000000e+02 2.384037123765381807e+02
8.575000000000000000e+02 2.386894377510312779e+02
8.600000000000000000e+02 2.384049672307129981e+02
8.625000000000000000e+02 2.386882261960239191e+02
8.650000000000000000e+02 2.384061337632066966e+02
8.675000000000000000e+02 2.386871027676840242e+02
8.700000000000000000e+02 2.384072123523763764e+02
8.725000000000000000e+02 2.386860670378841860e+02
8.750000000000000000e+02 2.384082033489700621e+02
8.775000000000000000e+02 2.386851186687707127e+02
8.800000000000000000e+02 2.384091070089701532e+02
8.825000000000000000e+02 2.386842573834167069e+02
8.850000000000000000e+02 2.384099235557289376e+02
8.875000000000000000e+02 2.386834829315059778e+02
8.900000000000000000e+02 2.384106532090663961e+02
8.925000000000000000e+02 2.386827951246469297e+02
8.950000000000000000e+02 2.384112961313821870e+02
8.975000000000000000e+02 2.386821938389418278e+02
9.000000000000000000e+02 2.384118524262135850e+02
9.025000000000000000e+02 2.386816789896088267e+02
9.050000000000000000e+02 2.384123221858563682e+02
9.075000000000000000e+02 2.386812505549126229e+02
9.100000000000000000e+02 2.384127054584438667e+02
9.125000000000000000e+02 2.386809085590601853e+02
9.150000000000000000e+02 2.384130022215606459e+02
9.175000000000000000e+02 2.386806530603928422e+02
9.200000000000000000e+02 2.384132124526882421e+02
9.225000000000000000e+02 2.386804841804444663e+02
9.250000000000000000e+02 2.384133360700939761e+02
9.275000000000000000e+02 2.386804020692572124e+02
9.300000000000000000e+02 2.384133729350047304e+02
9.325000000000000000e+02 2.386804068941173398e+02
9.350000000000000000e+02 2.384133228850566582e+02
9.375000000000000000e+02 2.386804989058813362e+02
9.400000000000000000e+02 2.384131857111640045e+02
9.425000000000000000e+02 2.386806783567456307e+02
9.450000000000000000e+02 2.384129611303168303e+02
9.475000000000000000e+02 2.386809455167478404e+02
9.500000000000000000e+02 2.384126488199456162e+02
9.525000000000000000e+02 2.386813007425579372e+02
9.550000000000000000e+02 2.384122484381001925e+02
9.575000000000000000e+02 2.386817444005876325e+02
9.600000000000000000e+02 2.384117595484579510e+02
9.625000000000000000e+02 2.386822768649593343e+02
9.650000000000000000e+02 2.384111816654558424e+02
9.675000000000000000e+02 2.386828985966192818e+02
9.700000000000000000e+02 2.384105143014778037e+02
9.725000000000000000e+02 2.386836100994684955e+02
9.750000000000000000e+02 2.384097568758598698e+02
9.775000000000000000e+02 2.386844118789024662e+02
9.800000000000000000e+02 2.384089087381022694e+02
9.825000000000000000e+02 2.386853045222377716e+02
9.850000000000000000e+02 2.384079692467434768e+02
9.875000000000000000e+02 2.386862886886635238e+02
9.900000000000000000e+02 2.384069376855090354e+02
9.925000000000000000e+02 2.386873650867975698e+02
9.950000000000000000e+02 2.384058133431598208e+02
9.975000000000000000e+02 2.386885292210757825e+02
1.000000000000000000e+03 2.384044715781580521e+02
