 z u v w u_mag
8.500000000000000000e+01 4.824835286467214601e+00 4.124124735261658792e+00 1.289255036091983369e-06 6.347238799158093414e+00
8.750000000000000000e+01 4.855562981748013485e+00 4.130532946520520277e+00 1.058690602197537532e-06 6.374777979821280027e+00
9.000000000000000000e+01 4.885788270912454045e+00 4.136436418324571207e+00 1.136277093520522972e-06 6.401643013401232096e+00
9.250000000000000000e+01 4.915266638787950448e+00 4.141709278038413267e+00 3.549222519589530689e-07 6.427565781395893296e+00
9.500000000000000000e+01 4.944114491681678381e+00 4.146352307578812457e+00 1.112987808225932491e-06 6.452635551882824672e+00
9.750000000000000000e+01 4.972540321848581080e+00 4.150502892609654992e+00 9.257179126699944352e-07 6.477100548391383938e+00
1.000000000000000000e+02 5.000593723427447124e+00 4.154267851908501896e+00 1.109851501964147211e-06 6.501067525582524098e+00
1.025000000000000000e+02 5.028219218487794961e+00 4.157568484999933922e+00 8.544741808785117322e-07 6.524443594409824243e+00
1.050000000000000000e+02 5.055375140457284644e+00 4.160419439059774405e+00 7.502791247887794385e-07 6.547206100288925690e+00
1.075000000000000000e+02 5.082022783670057997e+00 4.162933311951509729e+00 7.079153496752681306e-07 6.569396420790698521e+00
1.100000000000000000e+02 5.108023385244283787e+00 4.165111337244487011e+00 8.344384379186317896e-07 6.590907020725275345e+00
1.125000000000000000e+02 5.133293484201130852e+00 4.166959752898023339e+00 -2.718450009985630486e-08 6.611675701152752715e+00
1.150000000000000000e+02 5.157842290334938795e+00 4.168517058554961352e+00 8.331884409898380606e-07 6.631732168855432263e+00
1.175000000000000000e+02 5.181749271994061878e+00 4.169789478405583338e+00 6.616063368647214864e-07 6.651140489572696879e+00
1.200000000000000000e+02 5.205112330844383628e+00 4.170819331776747241e+00 3.668758286461359696e-07 6.670002119567206122e+00
1.225000000000000000e+02 5.228053893568229249e+00 4.171594395775747977e+00 2.317964176510963566e-07 6.688403943910804728e+00
1.250000000000000000e+02 5.250576609313656995e+00 4.172099888728736161e+00 2.323617366767538824e-07 6.706338211856160747e+00
1.275000000000000000e+02 5.272664417456658370e+00 4.172409552328891102e+00 5.732714757884213919e-07 6.723837559867078539e+00
1.300000000000000000e+02 5.294309700633116123e+00 4.172612916388635185e+00 6.107149378296922863e-07 6.740950508365386007e+00
1.325000000000000000e+02 5.315505818748717637e+00 4.172669075517758230e+00 3.348277580872131141e-07 6.757645249858400760e+00
1.350000000000000000e+02 5.336306819957096437e+00 4.172445235257007390e+00 4.470427908857747726e-07 6.773881436660943223e+00
1.375000000000000000e+02 5.356781277297874233e+00 4.171867502657519822e+00 3.458026064526435177e-07 6.789667452279165794e+00
1.400000000000000000e+02 5.376918763100260179e+00 4.171028968934685111e+00 4.011418490843022655e-07 6.805052391030662839e+00
1.425000000000000000e+02 5.396585734305560322e+00 4.170025402781301516e+00 4.333569015849213997e-07 6.819988962421553502e+00
1.450000000000000000e+02 5.415726858749096095e+00 4.168882470265854678e+00 2.875524225439851540e-07 6.834447926458023126e+00
1.475000000000000000e+02 5.434372022202569319e+00 4.167713658505109997e+00 3.474037987623225192e-07 6.848520746481550958e+00
1.500000000000000000e+02 5.452543432006553559e+00 4.166563235769515039e+00 4.176183735251498700e-07 6.862250292402931606e+00
1.525000000000000000e+02 5.470242828449397798e+00 4.165313948448023496e+00 6.348990733732905960e-08 6.875565205227693433e+00
1.550000000000000000e+02 5.487395235897335688e+00 4.163850917724749578e+00 3.440065933317994257e-07 6.888335135574207513e+00
1.575000000000000000e+02 5.504024026899323907e+00 4.162247740711464417e+00 -5.538617061420935677e-08 6.900622199754362640e+00
1.600000000000000000e+02 5.520281260586719085e+00 4.160545923434575855e+00 4.375618501975145798e-07 6.912571705016386403e+00
1.625000000000000000e+02 5.536175548768596855e+00 4.158708410873056316e+00 1.018103875864435628e-07 6.924167484503071179e+00
1.650000000000000000e+02 5.551633379155168413e+00 4.156770618889607860e+00 3.766649495940709435e-07 6.935371306182089413e+00
1.675000000000000000e+02 5.566683831272788652e+00 4.154770728764748178e+00 2.090564993877282724e-07 6.946228378476646093e+00
1.700000000000000000e+02 5.581399918788047643e+00 4.152718428138028273e+00 1.598341192926028550e-07 6.956802095564055932e+00
1.725000000000000000e+02 5.595808584166109156e+00 4.150593365665381285e+00 7.951338676688959086e-08 6.967101190432977376e+00
1.750000000000000000e+02 5.609943025910912873e+00 4.148447341854633486e+00 1.366744567651261417e-07 6.977182533236986117e+00
1.775000000000000000e+02 5.623763810727340662e+00 4.146308558696543578e+00 2.241178569483945504e-07 6.987030418050772518e+00
1.800000000000000000e+02 5.637257547830071047e+00 4.144147451269282634e+00 9.625908675000461790e-08 6.996615664621631758e+00
1.825000000000000000e+02 5.650435797666560234e+00 4.141925397762431516e+00 1.028904376223331063e-07 7.005923972195332361e+00
1.850000000000000000e+02 5.663229686600369739e+00 4.139569129246877921e+00 1.232257963056565198e-07 7.014855882981879454e+00
1.875000000000000000e+02 5.675613438410190170e+00 4.137078955364932753e+00 1.817760599444560579e-07 7.023390220198916012e+00
1.900000000000000000e+02 5.687674683968103828e+00 4.134522352049073035e+00 1.618582405867120249e-07 7.031636963769183346e+00
1.925000000000000000e+02 5.699516423917838637e+00 4.131910562571979639e+00 1.845732196155774305e-07 7.039685530164192961e+00
1.950000000000000000e+02 5.711159067306851078e+00 4.129223475431371249e+00 -7.110787223331195533e-10 7.047540308656261132e+00
1.975000000000000000e+02 5.722638060147303918e+00 4.126454523125492102e+00 9.119894295078591663e-08 7.055225956613250027e+00
2.000000000000000000e+02 5.733966550028929632e+00 4.123614970270983449e+00 -3.657686117640935751e-08 7.062759575399238265e+00
2.025000000000000000e+02 5.745032150781529623e+00 4.120693732452792801e+00 1.269609937018905915e-07 7.070043228311210015e+00
2.050000000000000000e+02 5.755761410355429319e+00 4.117719458654686804e+00 4.633007252695455730e-08 7.077033485375080701e+00
2.075000000000000000e+02 5.766095875283841821e+00 4.114698088357009453e+00 1.142826368665285833e-07 7.083685622703352003e+00
2.100000000000000000e+02 5.776069715176398667e+00 4.111691800767912852e+00 1.366597973432395471e-07 7.090062821941711668e+00
2.125000000000000000e+02 5.785792180773233540e+00 4.108803069548865317e+00 1.672922692472809290e-07 7.096312692055705362e+00
2.150000000000000000e+02 5.795341745815493439e+00 4.106010143579975846e+00 5.239677165550778553e-08 7.102485850036832637e+00
2.175000000000000000e+02 5.804688570585544660e+00 4.103281037477444215e+00 1.149099034841257906e-07 7.108538856474545753e+00
2.200000000000000000e+02 5.813749652949346647e+00 4.100554313690864205e+00 -8.147127204502493904e-09 7.114367906335559155e+00
2.225000000000000000e+02 5.822607498818359595e+00 4.097803482366010996e+00 -5.864818389752105305e-08 7.120024681515282339e+00
2.250000000000000000e+02 5.831375874410348104e+00 4.095075947922780735e+00 -3.222661036432586032e-08 7.125629207860223246e+00
2.275000000000000000e+02 5.840066947061987257e+00 4.092387533277225486e+00 1.051513345674768503e-07 7.131200296492083979e+00
2.300000000000000000e+02 5.848621549307183365e+00 4.089677142255832898e+00 -1.630500952963633697e-08 7.136654198916337677e+00
2.325000000000000000e+02 5.857050050329011270e+00 4.086889868013422245e+00 2.483141683742106426e-07 7.141967802036767843e+00
2.350000000000000000e+02 5.865463043628075468e+00 4.084032124949923848e+00 -3.579584087795149643e-08 7.147235487500724460e+00
2.375000000000000000e+02 5.873851781917590387e+00 4.081130798120931047e+00 -8.423670985326179434e-08 7.152465543245045687e+00
2.400000000000000000e+02 5.882103269262607625e+00 4.078187606851908953e+00 8.112141534409663844e-08 7.157566138496406438e+00
2.425000000000000000e+02 5.890159273134463191e+00 4.075196606944926359e+00 -4.098435538747709008e-08 7.162485856750248736e+00
2.450000000000000000e+02 5.898016799736875981e+00 4.072172929150625897e+00 4.843379788394602794e-08 7.167230604277053274e+00
2.475000000000000000e+02 5.905669191986797628e+00 4.069154557235480141e+00 3.573807516947914267e-08 7.171816186702798746e+00
2.500000000000000000e+02 5.913137395259187912e+00 4.066190159095320666e+00 5.504291500013550673e-08 7.176287080735848534e+00
2.525000000000000000e+02 5.920439522582736203e+00 4.063296214491624703e+00 -2.670305173020588565e-08 7.180667118538615057e+00
2.550000000000000000e+02 5.927564745361991960e+00 4.060526419467058723e+00 4.352538584615182912e-08 7.184977286926407025e+00
2.575000000000000000e+02 5.934474061803203249e+00 4.057917722011537442e+00 1.691086251840950923e-08 7.189205702219843452e+00
2.600000000000000000e+02 5.941181807717900831e+00 4.055441244013598734e+00 1.525275140796279378e-07 7.193347270638664526e+00
2.625000000000000000e+02 5.947715955534876642e+00 4.053029272918413639e+00 -9.453236939793149361e-09 7.197386426673068271e+00
2.650000000000000000e+02 5.954140422602264948e+00 4.050660974629011868e+00 6.890149800126113540e-08 7.201363933550973151e+00
2.675000000000000000e+02 5.960497500813742633e+00 4.048377489640964555e+00 3.258373532449701916e-08 7.205337657309236477e+00
2.700000000000000000e+02 5.966774853283571822e+00 4.046196852483322282e+00 5.033614423888291297e-08 7.209307256513841189e+00
2.725000000000000000e+02 5.973007461626134607e+00 4.044087736694802260e+00 -1.479769232591023369e-07 7.213283840160928939e+00
2.750000000000000000e+02 5.979226126866865165e+00 4.041999586419461110e+00 6.059614106926511744e-08 7.217264421705944066e+00
2.775000000000000000e+02 5.985433716618117295e+00 4.039911626417319823e+00 -4.716556555209185037e-08 7.221239694490884098e+00
2.800000000000000000e+02 5.991595485341608018e+00 4.037796850596129694e+00 1.210338551482066523e-07 7.225165732815406194e+00
2.825000000000000000e+02 5.997671723771046182e+00 4.035635090667668123e+00 -1.412115511182548190e-07 7.228998318657365196e+00
2.850000000000000000e+02 6.003619395311787343e+00 4.033413391367465906e+00 1.450087092456301065e-07 7.232694479198349846e+00
2.875000000000000000e+02 6.009353425327362608e+00 4.031116328505642166e+00 -1.028884875885855870e-07 7.236174918037741932e+00
2.900000000000000000e+02 6.014794975968960067e+00 4.028770226563270995e+00 2.252813184925426240e-07 7.239388657986540743e+00
2.925000000000000000e+02 6.020013870044787829e+00 4.026444489273312222e+00 -1.784819991024682418e-07 7.242432065316945611e+00
2.950000000000000000e+02 6.025103551377620548e+00 4.024185951810770767e+00 1.482776257840713097e-07 7.245408572301109018e+00
2.975000000000000000e+02 6.030105688437240374e+00 4.022025865434459391e+00 -1.343310529876333130e-07 7.248369932332854759e+00
3.000000000000000000e+02 6.035020943769562329e+00 4.019915234523074865e+00 2.799845242304103218e-07 7.251289284292004922e+00
3.025000000000000000e+02 6.039836245987379115e+00 4.017790358195396649e+00 -1.359873399428145835e-07 7.254120294063977070e+00
3.050000000000000000e+02 6.044658522494102293e+00 4.015696563051353252e+00 2.611362052196293094e-07 7.256977024909414986e+00
3.075000000000000000e+02 6.049605878933959957e+00 4.013658794749966674e+00 -3.112292012928598168e-07 7.259971639827953460e+00
3.100000000000000000e+02 6.054666969587048975e+00 4.011625638372846581e+00 3.913360377042683825e-07 7.263066320436494472e+00
3.125000000000000000e+02 6.059746921614662440e+00 4.009526438809662530e+00 -3.577120035265068439e-07 7.266143063381852230e+00
3.150000000000000000e+02 6.064790106709629036e+00 4.007367002830859448e+00 4.732803348141931167e-07 7.269158777590486231e+00
3.175000000000000000e+02 6.069779154616608885e+00 4.005210964762490278e+00 -5.706460487279036416e-07 7.272134064913291951e+00
3.200000000000000000e+02 6.074685029039224915e+00 4.003066929311720479e+00 6.424963282581671821e-07 7.275049349838313972e+00
3.225000000000000000e+02 6.079536681326719538e+00 4.000913984768500242e+00 -7.474443706799511967e-07 7.277917213950281017e+00
3.250000000000000000e+02 6.084377649642829233e+00 3.998767722215631704e+00 7.500543130304125042e-07 7.280782559567848367e+00
3.275000000000000000e+02 6.089190552887019159e+00 3.996632519889697033e+00 -9.552904156285078135e-07 7.283633234067274032e+00
3.300000000000000000e+02 6.093948851466295835e+00 3.994521330855333563e+00 1.049985925390421820e-06 7.286454094204310117e+00
3.325000000000000000e+02 6.098600591267279825e+00 3.992417203898281919e+00 -1.137880740441819962e-06 7.289192294197614608e+00
3.350000000000000000e+02 6.103057260202359835e+00 3.990282140550953205e+00 1.385349920186137742e-06 7.291752840196282115e+00
3.375000000000000000e+02 6.107340127459869983e+00 3.988149065169748209e+00 -1.502022144247377714e-06 7.294171399034858005e+00
3.400000000000000000e+02 6.111511643457740561e+00 3.986050268140101771e+00 1.635100936916742519e-06 7.296517752206320928e+00
3.425000000000000000e+02 6.115560082878683801e+00 3.983998730129786559e+00 -1.914667670547375875e-06 7.298789009758985813e+00
3.450000000000000000e+02 6.119473142424943113e+00 3.981989541616651085e+00 2.229361539477086778e-06 7.300972007233664129e+00
3.475000000000000000e+02 6.123246439239356853e+00 3.979963087106810349e+00 -2.455321053521804536e-06 7.303030407330662221e+00
3.500000000000000000e+02 6.126921577220696413e+00 3.977872802373478844e+00 2.797887828159914981e-06 7.304973651238108268e+00
3.525000000000000000e+02 6.130582649907440285e+00 3.975713082729805503e+00 -3.143523748328194580e-06 7.306869243632662325e+00
3.550000000000000000e+02 6.134284676495791899e+00 3.973545566781041316e+00 3.580827410353851182e-06 7.308796950496653011e+00
3.575000000000000000e+02 6.138054314469220785e+00 3.971470045418025840e+00 -3.933409016435014938e-06 7.310833405914974215e+00
3.600000000000000000e+02 6.141855586013994284e+00 3.969511846149055945e+00 4.567190481538079970e-06 7.312962076764097041e+00
3.625000000000000000e+02 6.145643788189815382e+00 3.967625579704025629e+00 -5.165466892228156476e-06 7.315120662850643996e+00
3.650000000000000000e+02 6.149479658383323333e+00 3.965789664035862305e+00 5.666305498190890417e-06 7.317348408288077977e+00
3.675000000000000000e+02 6.153395627687126890e+00 3.963968609443622615e+00 -6.471053209756373912e-06 7.319653331103552318e+00
3.700000000000000000e+02 6.157305392121954490e+00 3.962060653747849770e+00 7.291051576684820264e-06 7.321907833064009274e+00
3.725000000000000000e+02 6.161114493021879746e+00 3.960029372053400554e+00 -8.113106092560072537e-06 7.324012863431885734e+00
3.750000000000000000e+02 6.164834080042874476e+00 3.957948869663981739e+00 9.178866915378028113e-06 7.326017914898701022e+00
3.775000000000000000e+02 6.168515521595933748e+00 3.955844144184086364e+00 -1.017974587587197277e-05 7.327979710216800946e+00
3.800000000000000000e+02 6.172189292211200495e+00 3.953743067788680676e+00 1.150714653248747353e-05 7.329938942795230616e+00
3.825000000000000000e+02 6.175882534494532727e+00 3.951711997867300763e+00 -1.285851588418226733e-05 7.331954227498172827e+00
3.850000000000000000e+02 6.179640513377000488e+00 3.949772490327268404e+00 1.430455415611272182e-05 7.334075238236995808e+00
3.875000000000000000e+02 6.183474317574943591e+00 3.947899780955827165e+00 -1.606043517278430815e-05 7.336297929939727069e+00
3.900000000000000000e+02 6.187352284042792583e+00 3.946058038536096824e+00 1.785501679317684224e-05 7.338576314971706260e+00
3.925000000000000000e+02 6.191274834579708397e+00 3.944220872767334463e+00 -1.991860661093932758e-05 7.340896564512420674e+00
3.950000000000000000e+02 6.195312536608842180e+00 3.942404403098954013e+00 2.222559091545413972e-05 7.343326896191581632e+00
3.975000000000000000e+02 6.199485122583257457e+00 3.940662587723055221e+00 -2.476940703128390105e-05 7.345912973621784303e+00
4.000000000000000000e+02 6.203677333508284875e+00 3.938971657838701290e+00 2.753139655661497996e-05 7.348544766162822484e+00
4.025000000000000000e+02 6.207736810059892640e+00 3.937237984103395316e+00 -3.056013870399345293e-05 7.351043412154023571e+00
4.050000000000000000e+02 6.211649709173184597e+00 3.935401426072899778e+00 3.398253906230000037e-05 7.353364977679452075e+00
4.075000000000000000e+02 6.215526661424708443e+00 3.933511916872824088e+00 -3.763777152328169606e-05 7.355629659008024568e+00
4.100000000000000000e+02 6.219427144182583689e+00 3.931633081296296073e+00 4.173818436159092062e-05 7.357921764294631295e+00
4.125000000000000000e+02 6.223307266042335861e+00 3.929829662587815076e+00 -4.614918002419977249e-05 7.360238753373434584e+00
4.150000000000000000e+02 6.227125450327222644e+00 3.928142669914774121e+00 5.100495234400561869e-05 7.362567229704573890e+00
4.175000000000000000e+02 6.230847284364442018e+00 3.926566033011973378e+00 -5.630713949538563527e-05 7.364874655813608229e+00
4.200000000000000000e+02 6.234510670526534959e+00 3.925065523841475112e+00 6.210807365936361121e-05 7.367174673592013612e+00
4.225000000000000000e+02 6.238190145770976969e+00 3.923614735693972122e+00 -6.831753741216514686e-05 7.369516191285306661e+00
4.250000000000000000e+02 6.241882316099064631e+00 3.922197059531846719e+00 7.517772996513156917e-05 7.371887453527907752e+00
4.275000000000000000e+02 6.245577545064779024e+00 3.920782331965908085e+00 -8.249598662292072064e-05 7.374264232645789896e+00
4.300000000000000000e+02 6.249252179047655176e+00 3.919352053174992800e+00 9.041534970802362812e-05 7.376616658213563049e+00
4.325000000000000000e+02 6.252924043327192649e+00 3.917903310512012904e+00 -9.897342453562426819e-05 7.378958290432059641e+00
4.350000000000000000e+02 6.256570810615048828e+00 3.916450504921950238e+00 1.081904148506162677e-04 7.381277862094667519e+00
4.375000000000000000e+02 6.260180755043661449e+00 3.915039984460789046e+00 -1.180670462642829520e-04 7.383589992658421863e+00
4.400000000000000000e+02 6.263756655729888045e+00 3.913704643649933868e+00 1.286514700453925543e-04 7.385914398128286429e+00
4.425000000000000000e+02 6.267358788033983608e+00 3.912428924241897921e+00 -1.399861154153955679e-04 7.388293868328974945e+00
4.450000000000000000e+02 6.270899134037744460e+00 3.911214892746355254e+00 1.520605338087204026e-04 7.390654768668241559e+00
4.475000000000000000e+02 6.274392986550645368e+00 3.910008343511524487e+00 -1.648887003533961240e-04 7.392981308186430844e+00
4.500000000000000000e+02 6.277698735905662630e+00 3.908791848360771759e+00 1.785023846396360662e-04 7.395144025944746069e+00
4.525000000000000000e+02 6.280915063717200653e+00 3.907575565277705110e+00 -1.929565319372374902e-04 7.397231973732962373e+00
4.550000000000000000e+02 6.283977941504474529e+00 3.906337827829956311e+00 2.082274539479715084e-04 7.399179281366869532e+00
4.575000000000000000e+02 6.287019283032909023e+00 3.905121310584898975e+00 -2.243191732293047934e-04 7.401120453413188471e+00
4.600000000000000000e+02 6.289938061834495109e+00 3.903910061874100279e+00 2.413021051939169060e-04 7.402961208269487337e+00
4.625000000000000000e+02 6.292808355620121752e+00 3.902730541732637892e+00 -2.591650595710568578e-04 7.404778372719987622e+00
4.650000000000000000e+02 6.295488748347779939e+00 3.901583244192419198e+00 2.779324323178224859e-04 7.406451948752721393e+00
4.675000000000000000e+02 6.298106256601002428e+00 3.900454645491281624e+00 -2.976259636486543463e-04 7.408082677019231177e+00
4.700000000000000000e+02 6.300578464858795691e+00 3.899269621222855697e+00 3.182470418576360273e-04 7.409560896039321776e+00
4.725000000000000000e+02 6.303033694700327594e+00 3.898060829764614876e+00 -3.398283997679288565e-04 7.411012893293075443e+00
4.750000000000000000e+02 6.305351015201238418e+00 3.896764464448531307e+00 3.623792425862939559e-04 7.412302263642980726e+00
4.775000000000000000e+02 6.307650880559457107e+00 3.895507186516717013e+00 -3.858854338925668233e-04 7.413598048190463530e+00
4.800000000000000000e+02 6.309783494018247119e+00 3.894202158710883488e+00 4.103728283760501487e-04 7.414727126651357025e+00
4.825000000000000000e+02 6.311858238120934494e+00 3.893004624191879870e+00 -4.358298775848247334e-04 7.415864050268326402e+00
4.850000000000000000e+02 6.313754721640617795e+00 3.891724888921960446e+00 4.622610875041568046e-04 7.416806692221332931e+00
4.875000000000000000e+02 6.315606296414341791e+00 3.890628715104657243e+00 -4.896727549939827208e-04 7.417807959895214687e+00
4.900000000000000000e+02 6.317317752024817601e+00 3.889368240161411805e+00 5.180529001169020950e-04 7.418604259293184455e+00
4.925000000000000000e+02 6.318961706582538085e+00 3.888392834574538437e+00 -5.474080938556074097e-04 7.419492987049906674e+00
4.950000000000000000e+02 6.320495496178073935e+00 3.887135664104017785e+00 5.777108894198074943e-04 7.420140653795356478e+00
4.975000000000000000e+02 6.321900237010837031e+00 3.886308878226462760e+00 -6.089642752059063824e-04 7.420904235639818047e+00
5.000000000000000000e+02 6.323266846997850799e+00 3.885018834957195910e+00 6.411506181516525311e-04 7.421393088725890763e+00
5.025000000000000000e+02 6.324461527071115974e+00 3.884402386849161282e+00 -6.742446269579065480e-04 7.422088382993561773e+00
5.050000000000000000e+02 6.325734662381272244e+00 3.883074610198661514e+00 7.082372945175766836e-04 7.422478558326824682e+00
5.075000000000000000e+02 6.326650086412261231e+00 3.882779347316765772e+00 -7.430872262034305753e-04 7.423104291873347194e+00
5.100000000000000000e+02 6.327820060013395143e+00 3.881298984233151117e+00 7.787781934541692860e-04 7.423327361999650265e+00
5.125000000000000000e+02 6.328397460310132949e+00 3.881410037244586331e+00 -8.152640165313781604e-04 7.423877622747978577e+00
5.150000000000000000e+02 6.329503793292363234e+00 3.879661947421813029e+00 8.525225386308520319e-04 7.423907045644490665e+00
5.175000000000000000e+02 6.329681875156071946e+00 3.880378365082166603e+00 -8.904943887174009620e-04 7.424433290821414566e+00
5.200000000000000000e+02 6.330827453648747216e+00 3.878187765580062951e+00 9.291558760083381109e-04 7.424265448938244916e+00
5.225000000000000000e+02 6.330575343856981618e+00 3.879719994880519440e+00 -9.684396529729206093e-04 7.424850999232307736e+00
5.250000000000000000e+02 6.331885201727176948e+00 3.876825406337041091e+00 1.008312229677111455e-03 7.424455970356719448e+00
5.275000000000000000e+02 6.331131679435285875e+00 3.879439464877213251e+00 -1.048709445524425611e-03 7.425178785981342955e+00
5.300000000000000000e+02 6.332748642230211722e+00 3.875515608393037326e+00 1.089582065663771259e-03 7.424508588705094780e+00
5.325000000000000000e+02 6.331414135376612684e+00 3.879514292702293421e+00 -1.130870087424473876e-03 7.425458731943455071e+00
5.350000000000000000e+02 6.333510016227436701e+00 3.874180193254162408e+00 1.172519866538479765e-03 7.424461103020135511e+00
5.375000000000000000e+02 6.331493717847806124e+00 3.879903202066615098e+00 -1.214466807233420716e-03 7.425729797904219609e+00
5.400000000000000000e+02 6.334240403834247246e+00 3.872766100426849878e+00 1.256659138845306160e-03 7.424346458872580712e+00
5.425000000000000000e+02 6.331424790362214949e+00 3.880533348829345197e+00 -1.299028824530185479e-03 7.426000312070138776e+00
5.450000000000000000e+02 6.334961051900473983e+00 3.871261665414177600e+00 1.341519993968697498e-03 7.424176736236631768e+00
5.475000000000000000e+02 6.331259468624405251e+00 3.881326106722213343e+00 -1.384063430106164923e-03 7.426273676710357208e+00
5.500000000000000000e+02 6.335663337805948814e+00 3.869715362350453436e+00 1.426594896657415847e-03 7.423969891560883383e+00
5.525000000000000000e+02 6.331035877271796508e+00 3.882214480320746119e+00 -1.469045306758496412e-03 7.426547428557152664e+00
5.550000000000000000e+02 6.336305372259802837e+00 3.868221999799098754e+00 1.511345419942641518e-03 7.423739589615409251e+00
5.575000000000000000e+02 6.330786916536427000e+00 3.883122447879238326e+00 -1.553429169359244995e-03 7.426809903380767075e+00
5.600000000000000000e+02 6.336840878472852268e+00 3.866866598935108090e+00 1.595230310864605540e-03 7.423490564269904723e+00
5.625000000000000000e+02 6.330547271088700079e+00 3.883968173221054698e+00 -1.636691085751319037e-03 7.427047879261341023e+00
5.650000000000000000e+02 6.337252307083579339e+00 3.865703228882848119e+00 1.677755523505762569e-03 7.423235889576393021e+00
5.675000000000000000e+02 6.330342484291442418e+00 3.884700396230811759e+00 -1.718377966355011301e-03 7.427256296218934573e+00
5.700000000000000000e+02 6.337566404157132460e+00 3.864733495475037639e+00 1.758511715982402201e-03 7.422999125051229719e+00
5.725000000000000000e+02 6.330179171950648609e+00 3.885311473243103553e+00 -1.798119755085182030e-03 7.427436760171502783e+00
5.750000000000000000e+02 6.337802950972855953e+00 3.863934805148375062e+00 1.837162706279594528e-03 7.422785312735649121e+00
