# z, Alpha
7.575000000000000000e+02 -2.467692756010095995e-02
7.600000000000000000e+02 3.066942356057022687e-02
7.625000000000000000e+02 -3.750355943302344230e-02
7.650000000000000000e+02 4.416683314832042101e-02
7.675000000000000000e+02 -5.085690325911727122e-02
7.700000000000000000e+02 5.743249977832928788e-02
7.725000000000000000e+02 -6.406704978110695781e-02
7.750000000000000000e+02 7.056743302648738059e-02
7.775000000000000000e+02 -7.709002047252140610e-02
7.800000000000000000e+02 8.351072483396618229e-02
7.825000000000000000e+02 -8.990664290565167360e-02
7.850000000000000000e+02 9.623257483180490401e-02
7.875000000000000000e+02 -1.024966351171588269e-01
7.900000000000000000e+02 1.087153980391582508e-01
7.925000000000000000e+02 -1.148443640196886023e-01
7.950000000000000000e+02 1.209476627786063158e-01
7.975000000000000000e+02 -1.269399692269384261e-01
8.000000000000000000e+02 1.329263567081857556e-01
8.025000000000000000e+02 -1.387820846739549474e-01
8.050000000000000000e+02 1.446530869402841424e-01
8.075000000000000000e+02 -1.503738259335471172e-01
8.100000000000000000e+02 1.561338328020698552e-01
8.125000000000000000e+02 -1.617234652241130999e-01
8.150000000000000000e+02 1.673762830112187905e-01
8.175000000000000000e+02 -1.728391682181306677e-01
8.200000000000000000e+02 1.783922102519688024e-01
8.225000000000000000e+02 -1.837299021840017588e-01
8.250000000000000000e+02 1.891926589357072197e-01
8.275000000000000000e+02 -1.944137918553573152e-01
8.300000000000000000e+02 1.997794353659421707e-01
8.325000000000000000e+02 -2.048864111288676570e-01
8.350000000000000000e+02 2.101805599980152428e-01
8.375000000000000000e+02 -2.151734791825208049e-01
8.400000000000000000e+02 2.203840097753365923e-01
8.425000000000000000e+02 -2.252767842489546701e-01
8.450000000000000000e+02 2.304098217682493122e-01
8.475000000000000000e+02 -2.352028385050047021e-01
8.500000000000000000e+02 2.402633754287024359e-01
8.525000000000000000e+02 -2.449587339624030302e-01
8.550000000000000000e+02 2.499504710526717077e-01
8.575000000000000000e+02 -2.545502847629667054e-01
8.600000000000000000e+02 2.594752687078904496e-01
8.625000000000000000e+02 -2.639823545451870923e-01
8.650000000000000000e+02 2.688425341954107095e-01
8.675000000000000000e+02 -2.732583702653011981e-01
8.700000000000000000e+02 2.780553699848743454e-01
8.725000000000000000e+02 -2.823814354581142827e-01
8.750000000000000000e+02 2.871170341030114259e-01
8.775000000000000000e+02 -2.913539587483016668e-01
8.800000000000000000e+02 2.960292561601904904e-01
8.825000000000000000e+02 -3.001781680207868952e-01
8.850000000000000000e+02 3.047945485809565591e-01
8.875000000000000000e+02 -3.088555177506578375e-01
8.900000000000000000e+02 3.134135966173576260e-01
8.925000000000000000e+02 -3.173879265911338510e-01
8.950000000000000000e+02 3.218872085785020598e-01
8.975000000000000000e+02 -3.257769368750129124e-01
9.000000000000000000e+02 3.302166706613183234e-01
9.025000000000000000e+02 -3.340219796487185477e-01
