# f, Suu, Svv, Sww
0.000000000000000000e+00 2.607629991092720242e-02 4.649915143542898179e-03 3.274450476221021315e-03
3.030303030303030300e-04 1.386445602578795011e+00 5.271085272098202656e-01 8.024893466705920742e-02
6.060606060606060601e-04 8.314853195542817321e-01 2.564843338510830462e-01 8.864693910060383875e-02
9.090909090909090901e-04 9.990032540716390352e-01 1.262713277061615624e-01 7.961150406958462933e-02
1.212121212121212120e-03 8.260696986003437381e-01 1.213011043214404505e-01 8.947250713485989382e-02
1.515151515151515150e-03 6.977579560281216287e-01 1.022815946362397727e-01 8.978060165350038035e-02
1.818181818181818180e-03 8.739247322434852139e-01 1.199005787004214091e-01 1.125088573908324813e-01
2.121212121212121427e-03 8.806285874461747820e-01 1.206396028942189197e-01 7.886370684404231390e-02
2.424242424242424240e-03 9.262933861338108477e-01 1.148520442843629780e-01 9.336585922624691947e-02
2.727272727272727487e-03 7.455067823224894585e-01 1.191085071581245713e-01 8.301273615783086313e-02
3.030303030303030300e-03 8.375997621413696637e-01 1.289493406952380294e-01 8.499752252089856630e-02
3.333333333333333547e-03 7.838042778433366164e-01 1.975845427215414118e-01 7.838452240251503333e-02
3.636363636363636360e-03 1.149607545144180065e+00 2.873289459389566924e-01 1.091803647428831042e-01
3.939393939393939607e-03 7.358133960898184389e-01 1.887064272630898654e-01 7.540716839412282824e-02
4.242424242424242854e-03 7.524009152552038060e-01 2.567943741873786601e-01 7.850791960636500921e-02
4.545454545454545234e-03 7.471823458436865906e-01 1.312779227803245186e-01 8.103688288301691411e-02
4.848484848484848481e-03 6.547083111591237570e-01 1.679528011257120923e-01 7.540868750474567783e-02
5.151515151515151728e-03 8.877639088711442028e-01 1.673564507741333862e-01 1.005840585727440784e-01
5.454545454545454974e-03 1.373440017791450973e+00 1.243148929582830742e-01 1.015794998766675339e-01
5.757575757575757354e-03 6.467800574017834592e-01 1.327808333418310782e-01 8.906642431340841548e-02
6.060606060606060601e-03 1.236783111251081424e+00 1.600657314071504134e-01 9.329219444409400652e-02
6.363636363636363848e-03 6.584692143793787755e-01 1.427063944910938187e-01 7.778170469174040813e-02
6.666666666666667095e-03 7.726183098851198139e-01 1.457229409274195531e-01 7.718744997348279957e-02
6.969696969696969474e-03 5.420185771926021578e-01 1.435600612686149524e-01 7.506667569717480337e-02
7.272727272727272721e-03 5.791919846139429451e-01 1.437003823215373677e-01 9.261412357602627488e-02
7.575757575757575968e-03 5.895469253354572725e-01 1.595463366992388998e-01 9.210316027406420525e-02
7.878787878787879215e-03 6.826240049212686234e-01 1.794520242733359805e-01 8.562431236372332333e-02
8.181818181818182462e-03 7.516473928240751112e-01 2.113260107295807100e-01 9.971103486234288160e-02
8.484848484848485708e-03 6.511801330623177009e-01 2.108779705842255825e-01 8.944243983487759619e-02
8.787878787878787221e-03 7.198153862105669543e-01 2.009740158091699591e-01 8.346193884494496062e-02
9.090909090909090468e-03 6.009554200759267273e-01 1.930463149905499443e-01 8.998383807139062607e-02
9.393939393939393714e-03 5.670936969245025105e-01 1.395597354154940739e-01 8.021710806028298224e-02
9.696969696969696961e-03 6.346830761896022910e-01 1.874939156429652198e-01 9.484002898911601809e-02
1.000000000000000021e-02 6.212764159879571313e-01 1.529468704617299724e-01 9.241823740812110666e-02
1.030303030303030346e-02 6.893863468782628345e-01 1.561168578413485442e-01 1.049788896333035126e-01
1.060606060606060670e-02 6.192360794907776356e-01 1.248488537494358286e-01 9.335933619396184768e-02
1.090909090909090995e-02 7.345133840085948940e-01 1.256085094091995980e-01 9.873453702872729554e-02
1.121212121212121146e-02 6.881998109605416136e-01 2.445958761116562297e-01 1.004584709289852579e-01
1.151515151515151471e-02 6.895678236002700245e-01 1.259621789225454924e-01 8.491466935230812529e-02
1.181818181818181795e-02 5.849580492184420777e-01 1.960180080044768569e-01 8.443778791097329706e-02
1.212121212121212120e-02 5.392982884861309278e-01 2.268773981953118302e-01 8.806989558548840302e-02
1.242424242424242445e-02 7.009587771404697243e-01 2.506310514013089796e-01 9.302359922025865702e-02
1.272727272727272770e-02 5.778912767271610074e-01 1.499798135403702104e-01 8.800633434617032014e-02
1.303030303030303094e-02 5.395297108004480924e-01 1.306506380802353873e-01 8.744917535977418666e-02
1.333333333333333419e-02 5.611399437940669532e-01 2.658492628600698238e-01 9.535027691592667942e-02
1.363636363636363570e-02 4.943876336885749678e-01 1.517373027218134329e-01 9.483412330804451285e-02
1.393939393939393895e-02 5.886527646997118390e-01 1.552533299109806753e-01 1.033318517645980400e-01
