# z, Alpha
0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e+00 3.693710540498683359e-02
1.500000000000000000e+01 2.600827028071317146e-02
2.250000000000000000e+01 2.173762923977837214e-02
3.000000000000000000e+01 1.885034173545455799e-02
3.750000000000000000e+01 1.847310375215190786e-02
4.500000000000000000e+01 1.814881290805509667e-02
5.250000000000000000e+01 1.747254473826160767e-02
6.000000000000000000e+01 1.804895699156694455e-02
6.750000000000000000e+01 1.692676010357227825e-02
7.500000000000000000e+01 1.706012034465994101e-02
8.250000000000000000e+01 1.609231655870555985e-02
9.000000000000000000e+01 1.680547921166289024e-02
9.750000000000000000e+01 1.552128593198748817e-02
1.050000000000000000e+02 1.618208620160716329e-02
1.125000000000000000e+02 1.498001564190359208e-02
1.200000000000000000e+02 1.578896381454250597e-02
1.275000000000000000e+02 1.403308271447762344e-02
1.350000000000000000e+02 1.406616914697988302e-02
1.425000000000000000e+02 1.334150450548565563e-02
1.500000000000000000e+02 1.300428773560932845e-02
1.575000000000000000e+02 1.227184580035095562e-02
1.650000000000000000e+02 1.218513992220447359e-02
1.725000000000000000e+02 1.105696133723601399e-02
1.800000000000000000e+02 1.183239586850031756e-02
1.875000000000000000e+02 1.121925142796245493e-02
1.950000000000000000e+02 1.163238921136865688e-02
2.025000000000000000e+02 1.153797378327898505e-02
2.100000000000000000e+02 1.153966212089028477e-02
2.175000000000000000e+02 1.048025910767604735e-02
2.250000000000000000e+02 1.011547600973296789e-02
2.325000000000000000e+02 9.428834423397930084e-03
2.400000000000000000e+02 9.585685851078599995e-03
2.475000000000000000e+02 9.591890049088841116e-03
2.550000000000000000e+02 9.939732780916896854e-03
2.625000000000000000e+02 8.928447378391041536e-03
2.700000000000000000e+02 9.022552940932739365e-03
2.775000000000000000e+02 8.700111087205988913e-03
2.850000000000000000e+02 7.146928117010276776e-03
2.925000000000000000e+02 7.088275874445364860e-03
3.000000000000000000e+02 7.652397910154630500e-03
3.075000000000000000e+02 7.282174289554398453e-03
3.150000000000000000e+02 6.909814479476031161e-03
3.225000000000000000e+02 4.956071753395415759e-03
3.300000000000000000e+02 5.814018213280896206e-03
3.375000000000000000e+02 4.704977647467128467e-03
3.450000000000000000e+02 4.648778538106889020e-03
3.525000000000000000e+02 4.330383953130585890e-03
3.600000000000000000e+02 4.189293019259714666e-03
3.675000000000000000e+02 3.985811070592423962e-03
3.750000000000000000e+02 4.211828589120917773e-03
3.825000000000000000e+02 3.177038757970315069e-03
3.900000000000000000e+02 2.713063396925335415e-03
3.975000000000000000e+02 3.587765459789726396e-03
4.050000000000000000e+02 3.630889314762662107e-03
4.125000000000000000e+02 2.550670456263913477e-03
4.200000000000000000e+02 1.224585416823971212e-03
4.275000000000000000e+02 1.369741688481488024e-03
4.350000000000000000e+02 9.050438748324715621e-04
4.425000000000000000e+02 1.092870335977086122e-03
4.500000000000000000e+02 -3.761294111832074404e-05
4.575000000000000000e+02 1.987887840058084432e-04
4.650000000000000000e+02 1.246632403478699114e-05
4.725000000000000000e+02 -2.191198987974935040e-03
4.800000000000000000e+02 -3.028391679683317943e-03
4.875000000000000000e+02 -3.093472407070135734e-03
4.950000000000000000e+02 -3.015600976993104698e-03
5.025000000000000000e+02 -3.065399271405949266e-03
5.100000000000000000e+02 -2.076698653351642838e-03
5.175000000000000000e+02 -3.817619405864857741e-03
5.250000000000000000e+02 -4.008601730798472609e-03
