# z, u, v, w, u_mag
0.000000000000000000e+00 5.818238675453082820e+00 -5.811211708263374298e+00 2.539303243014569625e-02 8.223303935091502481e+00
7.500000000000000000e+00 6.760877818994046606e+00 -6.760210909169780180e+00 -2.093203442953102053e-02 9.560876454064720420e+00
1.500000000000000000e+01 7.009932237862536830e+00 -7.010586371638935610e+00 1.531142443974449485e-02 9.914015618978639921e+00
2.250000000000000000e+01 7.101031334340547119e+00 -7.101811987900505940e+00 -1.299711407425283537e-02 1.004293525060018943e+01
3.000000000000000000e+01 7.151339869631931911e+00 -7.154415191096219928e+00 1.084824685849737277e-02 1.011570246409192819e+01
3.750000000000000000e+01 7.184010077950992113e+00 -7.189161484663710411e+00 -9.181831186487333929e-03 1.016337187938616538e+01
4.500000000000000000e+01 7.208696659291253361e+00 -7.217576514857630521e+00 7.879821602865542604e-03 1.020092056459071728e+01
5.250000000000000000e+01 7.229041939758675817e+00 -7.240865766900184575e+00 -6.759164934229950142e-03 1.023177551099355753e+01
6.000000000000000000e+01 7.245552668179466416e+00 -7.260470226649287540e+00 5.861436627367188831e-03 1.025731425548923426e+01
6.750000000000000000e+01 7.260639887888712174e+00 -7.278107524269293194e+00 -5.085196810767180983e-03 1.028045556265151639e+01
7.500000000000000000e+01 7.272819037610913639e+00 -7.293268298772856539e+00 4.450505123763812999e-03 1.029979024246206265e+01
8.250000000000000000e+01 7.283793646065944039e+00 -7.307139312740325465e+00 -3.894887490701247519e-03 1.031736158057932684e+01
9.000000000000000000e+01 7.292751457876319066e+00 -7.319521311960547116e+00 3.428270334499634343e-03 1.033245507203584701e+01
9.750000000000000000e+01 7.301265384259726154e+00 -7.331464632298021478e+00 -3.016433440397249272e-03 1.034692509709511654e+01
1.050000000000000000e+02 7.307930344210250340e+00 -7.342261323016370689e+00 2.666069876811323711e-03 1.035927866017801691e+01
1.125000000000000000e+02 7.314246381585024714e+00 -7.352868326028839441e+00 -2.358018031614664365e-03 1.037125249479043454e+01
1.200000000000000000e+02 7.319303095262650771e+00 -7.362446696722860118e+00 2.097270112653709748e-03 1.038160987327826312e+01
1.275000000000000000e+02 7.324131034277340468e+00 -7.372092051746896857e+00 -1.863030287217291728e-03 1.039185450714048820e+01
1.350000000000000000e+02 7.327681326728566091e+00 -7.380656056613619675e+00 1.665142389676244712e-03 1.040043269411484594e+01
1.425000000000000000e+02 7.330890255931180377e+00 -7.388922094619778669e+00 -1.486845926978585131e-03 1.040856012499220995e+01
1.500000000000000000e+02 7.333303397964110459e+00 -7.396822496453266282e+00 1.334243655589447243e-03 1.041586883321959078e+01
