# z, veer
0.000000000000000000e+00 3.149653796610791119e+02
7.500000000000000000e+00 3.149971739614328499e+02
1.500000000000000000e+01 3.150026731610749380e+02
2.250000000000000000e+01 3.150031492394296038e+02
3.000000000000000000e+01 3.150123169267953926e+02
3.750000000000000000e+01 3.150205350537472100e+02
4.500000000000000000e+01 3.150352674718024559e+02
5.250000000000000000e+01 3.150468182144526850e+02
6.000000000000000000e+01 3.150589212388439364e+02
6.750000000000000000e+01 3.150688382109369741e+02
7.500000000000000000e+01 3.150804372211929945e+02
8.250000000000000000e+01 3.150916738520214722e+02
9.000000000000000000e+01 3.151049664186689370e+02
9.750000000000000000e+01 3.151182477226386141e+02
1.050000000000000000e+02 3.151342655875259879e+02
1.125000000000000000e+02 3.151508728432770567e+02
1.200000000000000000e+02 3.151683681575013907e+02
1.275000000000000000e+02 3.151869836971384871e+02
1.350000000000000000e+02 3.152063601914903188e+02
1.425000000000000000e+02 3.152258834643245677e+02
1.500000000000000000e+02 3.152470687440282973e+02
1.575000000000000000e+02 3.152684524467728124e+02
1.650000000000000000e+02 3.152908164913657174e+02
1.725000000000000000e+02 3.153130236300638671e+02
1.800000000000000000e+02 3.153347867067141124e+02
1.875000000000000000e+02 3.153565189067792289e+02
1.950000000000000000e+02 3.153783065329239435e+02
2.025000000000000000e+02 3.153989118651847434e+02
2.100000000000000000e+02 3.154191021494308984e+02
2.175000000000000000e+02 3.154386142507975705e+02
2.250000000000000000e+02 3.154569803465789164e+02
2.325000000000000000e+02 3.154732892648144684e+02
2.400000000000000000e+02 3.154893826671259376e+02
2.475000000000000000e+02 3.155042402644105550e+02
2.550000000000000000e+02 3.155183364884882735e+02
2.625000000000000000e+02 3.155321952652751065e+02
2.700000000000000000e+02 3.155453306812495384e+02
2.775000000000000000e+02 3.155589659992887732e+02
2.850000000000000000e+02 3.155719667461369795e+02
2.925000000000000000e+02 3.155830528983316299e+02
3.000000000000000000e+02 3.155943721339116337e+02
3.075000000000000000e+02 3.156035658376482615e+02
3.150000000000000000e+02 3.156123314917074936e+02
3.225000000000000000e+02 3.156202248957624761e+02
3.300000000000000000e+02 3.156281041299045569e+02
3.375000000000000000e+02 3.156351347157338978e+02
3.450000000000000000e+02 3.156415033375779444e+02
3.525000000000000000e+02 3.156468888329106903e+02
3.600000000000000000e+02 3.156517229541719303e+02
3.675000000000000000e+02 3.156562660469830917e+02
3.750000000000000000e+02 3.156609372355704295e+02
3.825000000000000000e+02 3.156660599084462433e+02
3.900000000000000000e+02 3.156711455859477837e+02
3.975000000000000000e+02 3.156771300841030552e+02
4.050000000000000000e+02 3.156826314381197562e+02
4.125000000000000000e+02 3.156875247955168788e+02
4.200000000000000000e+02 3.156922671551836856e+02
4.275000000000000000e+02 3.156968489724284268e+02
4.350000000000000000e+02 3.157011645039179939e+02
4.425000000000000000e+02 3.157051752151062942e+02
4.500000000000000000e+02 3.157067322954109159e+02
4.575000000000000000e+02 3.157087250018566920e+02
4.650000000000000000e+02 3.157111203260897128e+02
4.725000000000000000e+02 3.157127200264348517e+02
4.800000000000000000e+02 3.157129988647815253e+02
4.875000000000000000e+02 3.157134163980360313e+02
4.950000000000000000e+02 3.157140356603430291e+02
5.025000000000000000e+02 3.157144825365837733e+02
5.100000000000000000e+02 3.157137722331904683e+02
5.175000000000000000e+02 3.157127457843226352e+02
5.250000000000000000e+02 3.157106029611055646e+02
5.325000000000000000e+02 3.157079790664934649e+02
5.400000000000000000e+02 3.157047687298091887e+02
5.475000000000000000e+02 3.157011565574555334e+02
5.550000000000000000e+02 3.156963876047965414e+02
5.625000000000000000e+02 3.156917306080134153e+02
5.700000000000000000e+02 3.156875747754609165e+02
5.775000000000000000e+02 3.156829221853847116e+02
5.850000000000000000e+02 3.156788425221191119e+02
5.925000000000000000e+02 3.156754678673640910e+02
6.000000000000000000e+02 3.156723801342973843e+02
6.075000000000000000e+02 3.156684860815118441e+02
6.150000000000000000e+02 3.156632202121703585e+02
6.225000000000000000e+02 3.156583171613630157e+02
6.300000000000000000e+02 3.156535179350490239e+02
6.375000000000000000e+02 3.156484730441674742e+02
6.450000000000000000e+02 3.156442954818688804e+02
6.525000000000000000e+02 3.156404187996120640e+02
6.600000000000000000e+02 3.156369166706160172e+02
6.675000000000000000e+02 3.156331650790397134e+02
6.750000000000000000e+02 3.156292132826009151e+02
6.825000000000000000e+02 3.156245351754383250e+02
6.900000000000000000e+02 3.156206727720792742e+02
6.975000000000000000e+02 3.156181344607708184e+02
7.050000000000000000e+02 3.156146347921793449e+02
7.125000000000000000e+02 3.156115870051539787e+02
7.200000000000000000e+02 3.156085479811682717e+02
7.275000000000000000e+02 3.156053575244700937e+02
7.350000000000000000e+02 3.156010198906719779e+02
7.425000000000000000e+02 3.155977298816414418e+02
7.500000000000000000e+02 3.155949129042672325e+02
7.575000000000000000e+02 3.155921447499217720e+02
7.650000000000000000e+02 3.155881584196544054e+02
7.725000000000000000e+02 3.155840239709480670e+02
7.800000000000000000e+02 3.155792859992869808e+02
7.875000000000000000e+02 3.155733576396851277e+02
7.950000000000000000e+02 3.155669603585191680e+02
8.025000000000000000e+02 3.155598895788774030e+02
8.100000000000000000e+02 3.155526600872877339e+02
8.175000000000000000e+02 3.155460213307383128e+02
8.250000000000000000e+02 3.155395185191078440e+02
8.325000000000000000e+02 3.155323409015752532e+02
8.400000000000000000e+02 3.155247334061734819e+02
8.475000000000000000e+02 3.155173187599513085e+02
8.550000000000000000e+02 3.155103559819694397e+02
8.625000000000000000e+02 3.155036237866464148e+02
8.700000000000000000e+02 3.154969734566871011e+02
8.775000000000000000e+02 3.154909842592717268e+02
8.850000000000000000e+02 3.154831571413831171e+02
8.925000000000000000e+02 3.154739633532451535e+02
9.000000000000000000e+02 3.154654798244320659e+02
9.075000000000000000e+02 3.154572160507898388e+02
9.150000000000000000e+02 3.154490045231333966e+02
9.225000000000000000e+02 3.154411155070812356e+02
9.300000000000000000e+02 3.154327488491614417e+02
9.375000000000000000e+02 3.154241367148410973e+02
9.450000000000000000e+02 3.154154484853859230e+02
9.525000000000000000e+02 3.154056247083664744e+02
9.600000000000000000e+02 3.153985933268265285e+02
9.675000000000000000e+02 3.153912587340648201e+02
9.750000000000000000e+02 3.153855659000366813e+02
9.825000000000000000e+02 3.153805105597706984e+02
9.900000000000000000e+02 3.153771744262294305e+02
9.975000000000000000e+02 3.153755438222391945e+02
1.005000000000000000e+03 3.153741953617760601e+02
1.012500000000000000e+03 3.153744716829689310e+02
1.020000000000000000e+03 3.153753961735768598e+02
1.027500000000000000e+03 3.153789445152266921e+02
1.035000000000000000e+03 3.153865171396163305e+02
1.042500000000000000e+03 3.153970348303575975e+02
1.050000000000000000e+03 3.154094681444793764e+02
1.057500000000000000e+03 3.154238313964930853e+02
1.065000000000000000e+03 3.154415859490559342e+02
1.072500000000000000e+03 3.154634422879075828e+02
1.080000000000000000e+03 3.154937693104259324e+02
1.087500000000000000e+03 3.155411672998931181e+02
1.095000000000000000e+03 3.156048618560662362e+02
1.102500000000000000e+03 3.156952917561677054e+02
1.110000000000000000e+03 3.158200340880278532e+02
1.117500000000000000e+03 3.159999971691130440e+02
1.125000000000000000e+03 3.162697597320760110e+02
1.132500000000000000e+03 3.166525364285448632e+02
1.140000000000000000e+03 3.171802352708546096e+02
1.147500000000000000e+03 3.178855808401351624e+02
1.155000000000000000e+03 3.187580795016700677e+02
1.162500000000000000e+03 3.196961792274714753e+02
1.170000000000000000e+03 3.205650779493678897e+02
1.177500000000000000e+03 3.212537150727321773e+02
1.185000000000000000e+03 3.217151893996748413e+02
1.192500000000000000e+03 3.219581835964206675e+02
1.200000000000000000e+03 3.220283270256757078e+02
1.207500000000000000e+03 3.219882054169347612e+02
1.215000000000000000e+03 3.219002785009798799e+02
1.222500000000000000e+03 3.218130245740564987e+02
1.230000000000000000e+03 3.217531891277977820e+02
1.237500000000000000e+03 3.217256096639861767e+02
1.245000000000000000e+03 3.217210094381259182e+02
1.252500000000000000e+03 3.217264362007863951e+02
1.260000000000000000e+03 3.217328132108988257e+02
1.267500000000000000e+03 3.217364039293095175e+02
1.275000000000000000e+03 3.217377907756191462e+02
1.282500000000000000e+03 3.217376853818246900e+02
1.290000000000000000e+03 3.217379288603184477e+02
1.297500000000000000e+03 3.217374825512571306e+02
1.305000000000000000e+03 3.217382820393126508e+02
1.312500000000000000e+03 3.217373471546778205e+02
1.320000000000000000e+03 3.217391124517737921e+02
1.327500000000000000e+03 3.217367477854175490e+02
1.335000000000000000e+03 3.217404484959389492e+02
1.342500000000000000e+03 3.217354479429238836e+02
1.350000000000000000e+03 3.217422768967032880e+02
1.357500000000000000e+03 3.217336434798940559e+02
1.365000000000000000e+03 3.217443580840445634e+02
1.372500000000000000e+03 3.217316883425971810e+02
1.380000000000000000e+03 3.217464312019225758e+02
1.387500000000000000e+03 3.217298614771268603e+02
1.395000000000000000e+03 3.217483004100469088e+02
1.402500000000000000e+03 3.217283007143830673e+02
1.410000000000000000e+03 3.217499164671909284e+02
1.417500000000000000e+03 3.217270028673432307e+02
1.425000000000000000e+03 3.217512954826609075e+02
1.432500000000000000e+03 3.217259733836007740e+02
1.440000000000000000e+03 3.217524214941920491e+02
1.447500000000000000e+03 3.217251966900222442e+02
1.455000000000000000e+03 3.217533490736498720e+02
1.462500000000000000e+03 3.217245807782693987e+02
1.470000000000000000e+03 3.217541773078276037e+02
1.477500000000000000e+03 3.217240718399352772e+02
1.485000000000000000e+03 3.217549309888484572e+02
1.492500000000000000e+03 3.217236592559505652e+02
1.500000000000000000e+03 3.217556318038334666e+02
1.507500000000000000e+03 3.217233004729072263e+02
1.515000000000000000e+03 3.217562952712084439e+02
1.522500000000000000e+03 3.217229847533247380e+02
1.530000000000000000e+03 3.217569071915403924e+02
1.537500000000000000e+03 3.217227038814678508e+02
1.545000000000000000e+03 3.217574663681190259e+02
1.552500000000000000e+03 3.217224460877661159e+02
1.560000000000000000e+03 3.217579601177380937e+02
1.567500000000000000e+03 3.217222284456537409e+02
1.575000000000000000e+03 3.217583887272327274e+02
1.582500000000000000e+03 3.217220445920611382e+02
1.590000000000000000e+03 3.217587707407947164e+02
1.597500000000000000e+03 3.217218790526268322e+02
1.605000000000000000e+03 3.217591343356064044e+02
1.612500000000000000e+03 3.217216919543938047e+02
1.620000000000000000e+03 3.217595038265017138e+02
1.627500000000000000e+03 3.217214543941362876e+02
1.635000000000000000e+03 3.217598779757096281e+02
1.642500000000000000e+03 3.217211612691655205e+02
1.650000000000000000e+03 3.217602269069000727e+02
1.657500000000000000e+03 3.217208216033478720e+02
1.665000000000000000e+03 3.217605285291138557e+02
1.672500000000000000e+03 3.217204495555142216e+02
1.680000000000000000e+03 3.217607646971111990e+02
1.687500000000000000e+03 3.217200746534857103e+02
1.695000000000000000e+03 3.217609446280624752e+02
1.702500000000000000e+03 3.217196920945007719e+02
1.710000000000000000e+03 3.217611050263745369e+02
1.717500000000000000e+03 3.217193119797559575e+02
1.725000000000000000e+03 3.217612575483210549e+02
1.732500000000000000e+03 3.217189735774658743e+02
1.740000000000000000e+03 3.217614039232008736e+02
1.747500000000000000e+03 3.217187051694735374e+02
1.755000000000000000e+03 3.217615364796619133e+02
1.762500000000000000e+03 3.217185040684470891e+02
1.770000000000000000e+03 3.217616852617118752e+02
1.777500000000000000e+03 3.217183900500847926e+02
1.785000000000000000e+03 3.217617830098303102e+02
1.792500000000000000e+03 3.217183883228077548e+02
1.800000000000000000e+03 3.217618460237533213e+02
1.807500000000000000e+03 3.217184664585418545e+02
1.815000000000000000e+03 3.217618609241702643e+02
1.822500000000000000e+03 3.217186092100731116e+02
1.830000000000000000e+03 3.217618339256832769e+02
1.837500000000000000e+03 3.217187857113078735e+02
1.845000000000000000e+03 3.217617593214581575e+02
1.852500000000000000e+03 3.217189744895215426e+02
1.860000000000000000e+03 3.217616571571668942e+02
1.867500000000000000e+03 3.217191448049605356e+02
