# Xi, RijLong, Xi, RijLat
2.192031021678297293e+03 -1.756525406437429299e-02 2.192031021678297293e+03 -1.428839800016940519e-02
2.227386360737624727e+03 -1.026553392677541712e-02 2.227386360737624727e+03 -8.024855733331847513e-03
2.262741699796952162e+03 -4.336197321862095971e-03 2.262741699796952162e+03 -1.128439093965714901e-02
2.298097038856279596e+03 5.975275655733094720e-04 2.298097038856279596e+03 -1.883146315733142534e-02
2.333452377915607030e+03 4.127570672058768556e-03 2.333452377915607030e+03 -1.649812796697947004e-02
2.368807716974934010e+03 9.578261221224503366e-03 2.368807716974934010e+03 -1.963735961687342046e-02
2.404163056034261444e+03 1.420120796817392686e-02 2.404163056034261444e+03 -1.542285777317890794e-02
2.439518395093588879e+03 1.831531954453951422e-02 2.439518395093588879e+03 -1.186496863897188413e-02
2.474873734152916313e+03 2.099434071129318083e-02 2.474873734152916313e+03 -1.955179053223529348e-02
2.510229073212243748e+03 2.422791931490563683e-02 2.510229073212243748e+03 -2.275822228175209891e-02
2.545584412271571182e+03 3.135322238937039013e-02 2.545584412271571182e+03 -2.307508028104984787e-02
2.580939751330898616e+03 3.710016155551070643e-02 2.580939751330898616e+03 -2.362221104077767697e-02
2.616295090390226051e+03 4.156820895977570568e-02 2.616295090390226051e+03 -2.037619632919061147e-02
2.651650429449553030e+03 4.486532743579561139e-02 2.651650429449553030e+03 -1.170367058761221345e-02
2.687005768508880465e+03 4.863680086507551903e-02 2.687005768508880465e+03 -9.448808062715519790e-03
2.722361107568207899e+03 5.425421417648444017e-02 2.722361107568207899e+03 -1.540672408415475966e-02
2.757716446627535333e+03 5.736873804945298583e-02 2.757716446627535333e+03 -1.861906423416867171e-02
2.793071785686862768e+03 6.065481416722028063e-02 2.793071785686862768e+03 -1.958304876468714914e-02
2.828427124746190202e+03 6.262222020800832512e-02 2.828427124746190202e+03 -1.780602467619513823e-02
2.863782463805517637e+03 6.497128172193324114e-02 2.863782463805517637e+03 -1.434189324446104481e-02
2.899137802864845071e+03 6.492100198740458072e-02 2.899137802864845071e+03 -1.743713012582233726e-02
2.934493141924172050e+03 6.585504905847452961e-02 2.934493141924172050e+03 -2.004631955836008034e-02
2.969848480983499485e+03 6.391379813476903704e-02 2.969848480983499485e+03 -2.322809514772258832e-02
3.005203820042826919e+03 6.312080712143375294e-02 3.005203820042826919e+03 -2.349264005416165646e-02
3.040559159102154354e+03 6.146531521270713616e-02 3.040559159102154354e+03 -2.491910580958051416e-02
3.075914498161481788e+03 6.167365162824524349e-02 3.075914498161481788e+03 -2.527931627707436305e-02
3.111269837220809222e+03 6.301843385719324564e-02 3.111269837220809222e+03 -2.155323059550659157e-02
3.146625176280136657e+03 6.381135906839222049e-02 3.146625176280136657e+03 -1.948686135577088960e-02
3.181980515339463636e+03 6.177452983241520090e-02 3.181980515339463636e+03 -3.289938782282175039e-02
3.217335854398791071e+03 5.935368416877608022e-02 3.217335854398791071e+03 -4.307804366526477718e-02
3.252691193458118505e+03 5.569405544036850481e-02 3.252691193458118505e+03 -5.044940473027614836e-02
3.288046532517445939e+03 5.291804075170514210e-02 3.288046532517445939e+03 -3.495119744011185997e-02
3.323401871576773374e+03 4.884353550710567038e-02 3.323401871576773374e+03 -3.913994616765353179e-02
3.358757210636100808e+03 4.387213024583467430e-02 3.358757210636100808e+03 -4.295072499825929035e-02
3.394112549695428243e+03 3.507037612523671716e-02 3.394112549695428243e+03 -3.346430298323647273e-02
3.429467888754755677e+03 2.734262170811947029e-02 3.429467888754755677e+03 -4.235169168059870620e-02
3.464823227814082657e+03 1.917791859026699366e-02 3.464823227814082657e+03 -4.262028767732768675e-02
3.500178566873410091e+03 1.475171943944311378e-02 3.500178566873410091e+03 -4.035111486395433905e-02
