# z, TI
1.852500000000000000e+03 2.775485705803713496e-03
1.860000000000000000e+03 2.801309211666182502e-03
1.867500000000000000e+03 2.820660703788518357e-03
1.875000000000000000e+03 2.848468710996076517e-03
1.882500000000000000e+03 2.869050544892484591e-03
1.890000000000000000e+03 2.898628670921378665e-03
1.897500000000000000e+03 2.920032267601898462e-03
1.905000000000000000e+03 2.950909289947771345e-03
1.912500000000000000e+03 2.972555016440389403e-03
1.920000000000000000e+03 3.003840601060088662e-03
1.927500000000000000e+03 3.024827852169608648e-03
1.935000000000000000e+03 3.055074860188467835e-03
1.942500000000000000e+03 3.074086544617927758e-03
1.950000000000000000e+03 3.101309628815229931e-03
1.957500000000000000e+03 3.116693700117096916e-03
1.965000000000000000e+03 3.138637552476822214e-03
1.972500000000000000e+03 3.148617637288716412e-03
1.980000000000000000e+03 3.162974288693557595e-03
1.987500000000000000e+03 3.165599409062858950e-03
1.995000000000000000e+03 3.170743320442692085e-03
