# Xi, RijLong, Xi, RijLat
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.535533905932737753e+01 8.099196318573239628e-01 3.535533905932737753e+01 1.486216593933851471e-01
7.071067811865475505e+01 5.467549933182445088e-01 7.071067811865475505e+01 1.636552808694544375e-03
1.060660171779821326e+02 4.052734590689542893e-01 1.060660171779821326e+02 -2.914758102046409449e-02
1.414213562373095101e+02 3.305116137022896527e-01 1.414213562373095101e+02 -3.681859685289193967e-02
1.767766952966368876e+02 2.813557822180755563e-01 1.767766952966368876e+02 -4.041374992888317058e-02
2.121320343559642652e+02 2.437979261028676015e-01 2.121320343559642652e+02 -3.282049660793672635e-02
2.474873734152916427e+02 2.166050690403179546e-01 2.474873734152916427e+02 -1.940843557935126654e-02
2.828427124746190202e+02 1.921110751982611498e-01 2.828427124746190202e+02 -9.877168562562948020e-03
3.181980515339463977e+02 1.729054010234372385e-01 3.181980515339463977e+02 -4.098233218847896139e-03
3.535533905932737753e+02 1.543442165797807020e-01 3.535533905932737753e+02 -3.840128985865345033e-03
3.889087296526011528e+02 1.400526245157234784e-01 3.889087296526011528e+02 -9.108038970928674857e-03
4.242640687119285303e+02 1.261819012646059612e-01 4.242640687119285303e+02 -7.159129259645344474e-03
4.596194077712559078e+02 1.149195021150066637e-01 4.596194077712559078e+02 -1.086027355114996436e-02
4.949747468305832854e+02 1.039672877649146232e-01 4.949747468305832854e+02 -1.514505915503142671e-03
5.303300858899106061e+02 9.488707667861331907e-02 5.303300858899106061e+02 -1.110364130035779683e-02
5.656854249492380404e+02 8.555159538896697780e-02 5.656854249492380404e+02 -7.532597351334186821e-03
6.010407640085653611e+02 7.867617829158915499e-02 6.010407640085653611e+02 3.918220209235436305e-03
6.363961030678927955e+02 7.306094086467632143e-02 6.363961030678927955e+02 -1.087799640668207259e-03
6.717514421272201162e+02 6.625183915742025031e-02 6.717514421272201162e+02 -8.963748429549374050e-03
7.071067811865475505e+02 5.961438654418464017e-02 7.071067811865475505e+02 -5.424656452969837776e-03
7.424621202458748712e+02 5.416528354898995923e-02 7.424621202458748712e+02 7.588055020703458929e-04
7.778174593052023056e+02 4.784702796074382508e-02 7.778174593052023056e+02 3.114234414948473164e-03
8.131727983645296263e+02 4.351534943695600094e-02 8.131727983645296263e+02 -4.964589699861254174e-03
8.485281374238570606e+02 3.862803044744219511e-02 8.485281374238570606e+02 -1.753664190948511770e-04
8.838834764831843813e+02 3.163639373209652106e-02 8.838834764831843813e+02 4.881227883732549839e-04
9.192388155425118157e+02 2.580108753610544509e-02 9.192388155425118157e+02 3.701163070134335775e-03
9.545941546018391364e+02 2.181840245811600409e-02 9.545941546018391364e+02 1.410475266993163265e-02
9.899494936611665707e+02 1.744436451196850965e-02 9.899494936611665707e+02 5.526247068385468919e-03
1.025304832720494005e+03 1.661755412116037306e-02 1.025304832720494005e+03 2.773348561508901140e-03
1.060660171779821212e+03 1.546804627663205325e-02 1.060660171779821212e+03 -2.025922680612063115e-03
1.096015510839148646e+03 1.536509367178115655e-02 1.096015510839148646e+03 -2.169443107007834083e-03
1.131370849898476081e+03 1.567225122808281121e-02 1.131370849898476081e+03 6.248193121863647621e-03
1.166726188957803515e+03 1.289106488346415148e-02 1.166726188957803515e+03 8.898359107903826282e-03
1.202081528017130722e+03 1.179562954825444550e-02 1.202081528017130722e+03 9.905024310273246452e-03
1.237436867076458157e+03 1.038129101359622740e-02 1.237436867076458157e+03 -5.203282440768647321e-03
1.272792206135785591e+03 5.414602043901098165e-03 1.272792206135785591e+03 -7.365567388057858364e-03
1.308147545195113025e+03 2.299176352832155417e-03 1.308147545195113025e+03 -8.038309552393900145e-03
1.343502884254440232e+03 5.395523652176379250e-04 1.343502884254440232e+03 -1.383204225381870836e-02
1.378858223313767667e+03 3.246441778153650540e-03 1.378858223313767667e+03 -1.122304374106525109e-02
1.414213562373095101e+03 5.159764311170226582e-03 1.414213562373095101e+03 -1.568823796116726801e-02
1.449568901432422535e+03 5.877230999436450047e-03 1.449568901432422535e+03 -1.009460094160110656e-02
1.484924240491749742e+03 4.084883587975966616e-03 1.484924240491749742e+03 -5.053625440416751718e-05
