# z, u, v, w, u_mag
0.000000000000000000e+00 7.561912614194921112e+00 7.631435167870771252e+00 -8.206629571814290369e-03 1.074343485366314077e+01
1.000000000000000000e+01 9.687011864480298939e+00 9.735829043451234455e+00 7.977942602962289492e-03 1.373406821278599921e+01
2.000000000000000000e+01 1.060705816456744444e+01 1.060578804875564174e+01 -7.557270282659987910e-03 1.499974933637155949e+01
3.000000000000000000e+01 1.101522017783363872e+01 1.096480896176100295e+01 6.383484608688352359e-03 1.554226984333187644e+01
4.000000000000000000e+01 1.130847581932599510e+01 1.120404951168155172e+01 -5.173416946578099015e-03 1.591893142081890034e+01
5.000000000000000000e+01 1.152344326906108840e+01 1.136658543405425625e+01 4.451822358884384261e-03 1.618607515809950925e+01
6.000000000000000000e+01 1.171049148257000283e+01 1.150211748598314720e+01 -3.733129166214024710e-03 1.641445495168686008e+01
7.000000000000000000e+01 1.187323348548905599e+01 1.161559135207537174e+01 3.212859211054644448e-03 1.661010674805586618e+01
8.000000000000000000e+01 1.201966138732196931e+01 1.171452946539832851e+01 -2.740504464778807398e-03 1.678399439859084907e+01
9.000000000000000000e+01 1.215385438473062329e+01 1.180293334648304260e+01 2.363899755757144401e-03 1.694182450548875352e+01
1.000000000000000000e+02 1.228009216737615006e+01 1.188436901157819392e+01 -2.032809208475375422e-03 1.708914551915707847e+01
1.100000000000000000e+02 1.239891576167326193e+01 1.195932527007244950e+01 1.771708632417010130e-03 1.722668209840230702e+01
1.200000000000000000e+02 1.251128177277248454e+01 1.202732401261745210e+01 -1.542772806962667892e-03 1.735478887461156461e+01
1.300000000000000000e+02 1.261913423189946393e+01 1.209154429388010676e+01 1.339114690481674197e-03 1.747707052016411566e+01
1.400000000000000000e+02 1.272260996226855312e+01 1.215071127203153800e+01 -1.162969879610981300e-03 1.759274253835337376e+01
1.500000000000000000e+02 1.282272024405401112e+01 1.220660739363207270e+01 1.017274772883997990e-03 1.770376851278827957e+01
1.600000000000000000e+02 1.291783655828692901e+01 1.225917309325475024e+01 -8.903419322002749858e-04 1.780892548891437954e+01
1.700000000000000000e+02 1.301182007872981394e+01 1.230856024818037042e+01 7.815932963240759769e-04 1.791111715542083260e+01
1.800000000000000000e+02 1.310235514145740687e+01 1.235530859116086511e+01 -6.910671246004000548e-04 1.800903554089620329e+01
1.900000000000000000e+02 1.319195111737752946e+01 1.239925138876121657e+01 6.196480774334052694e-04 1.810439199942762656e+01
2.000000000000000000e+02 1.327858781925073650e+01 1.244108774380696936e+01 -5.589894436571202349e-04 1.819619627930868333e+01
2.100000000000000000e+02 1.336337600348264942e+01 1.248034392572842144e+01 4.999012642852600956e-04 1.828493376976858187e+01
2.200000000000000000e+02 1.344632114289350078e+01 1.251764922245527067e+01 -4.446782548856643329e-04 1.837103956046033559e+01
2.300000000000000000e+02 1.352666001703186716e+01 1.255362295799323569e+01 3.986673417826944415e-04 1.845437565312787953e+01
2.400000000000000000e+02 1.360483042631750905e+01 1.258835775585700212e+01 -3.546873798223389596e-04 1.853532201080150799e+01
2.500000000000000000e+02 1.368284528056724803e+01 1.262174535053950741e+01 3.144400622037588858e-04 1.861528164612825975e+01
2.600000000000000000e+02 1.375999438473064451e+01 1.265369605370539574e+01 -2.819078988840890932e-04 1.869367458170946250e+01
2.700000000000000000e+02 1.383474552504319277e+01 1.268344014337206183e+01 2.541831897891052780e-04 1.876885285993295938e+01
2.800000000000000000e+02 1.390782809583594748e+01 1.271226589220748870e+01 -2.302477229376929653e-04 1.884222350229716625e+01
2.900000000000000000e+02 1.397979328211280148e+01 1.273992253793545437e+01 2.072733241510708727e-04 1.891402248402397035e+01
3.000000000000000000e+02 1.405074185665895392e+01 1.276625668050628626e+01 -1.911090881725377010e-04 1.898422124796173804e+01
3.100000000000000000e+02 1.412008399192089314e+01 1.279057754063055619e+01 1.770289770169957084e-04 1.905191974036009839e+01
3.200000000000000000e+02 1.418856373274626748e+01 1.281423835211037066e+01 -1.644106882059922820e-04 1.911857853947122976e+01
3.300000000000000000e+02 1.425618727554122955e+01 1.283600637521174015e+01 1.488042669440478333e-04 1.918337653599915171e+01
3.400000000000000000e+02 1.432247929874339576e+01 1.285740742027578598e+01 -1.357507704785373547e-04 1.924698259084587804e+01
3.500000000000000000e+02 1.438854880863989827e+01 1.287756142984209440e+01 1.273020790134155294e-04 1.930963296425323605e+01
3.600000000000000000e+02 1.445374195752646784e+01 1.289649919105112552e+01 -1.203302132865431663e-04 1.937086337709351369e+01
3.700000000000000000e+02 1.451925481857239753e+01 1.291423334709328863e+01 1.072299977534501046e-04 1.943157696743402241e+01
3.800000000000000000e+02 1.458455495087363296e+01 1.292996120139188143e+01 -9.667723674038177027e-05 1.949084759044353277e+01
3.900000000000000000e+02 1.464979607369827619e+01 1.294564228554815344e+01 8.492587980308318797e-05 1.955009409679478338e+01
4.000000000000000000e+02 1.471542650074937519e+01 1.296009974247892949e+01 -7.427143691566402922e-05 1.960887458370509506e+01
4.100000000000000000e+02 1.478094723672860944e+01 1.297331484155077774e+01 5.948159752408150550e-05 1.966680704121781886e+01
4.200000000000000000e+02 1.484582377048085533e+01 1.298566393170321476e+01 -5.144960823160275989e-05 1.972374080071930180e+01
4.300000000000000000e+02 1.490960239892452144e+01 1.299732144582798909e+01 4.224277410807249705e-05 1.977944914455355629e+01
4.400000000000000000e+02 1.497379093998511124e+01 1.300896522267776945e+01 -3.641660715799867391e-05 1.983551338585785118e+01
4.500000000000000000e+02 1.503767622762394396e+01 1.301937815259680953e+01 2.728850796717801532e-05 1.989059862869657280e+01
4.600000000000000000e+02 1.510250010085688643e+01 1.302901777450778553e+01 -1.966639399902360026e-05 1.994594729425526225e+01
4.700000000000000000e+02 1.516762720754442562e+01 1.303832697246587813e+01 1.078819093151667795e-05 2.000137208663669242e+01
4.800000000000000000e+02 1.523267545246828014e+01 1.304579636923283914e+01 -8.129585718442202151e-06 2.005560281686353363e+01
4.900000000000000000e+02 1.529899680083095959e+01 1.305292455770565496e+01 -1.458052085526674925e-06 2.011064749382757810e+01
5.000000000000000000e+02 1.536681709763694315e+01 1.305860166241526166e+01 5.682860391082013372e-06 2.016596501757091886e+01
5.100000000000000000e+02 1.543681353395804123e+01 1.306440304333155566e+01 -1.492421729614529012e-05 2.022310161575181553e+01
5.200000000000000000e+02 1.550801583646055981e+01 1.306950098476458599e+01 1.569047341043919744e-05 2.028078921479438534e+01
5.300000000000000000e+02 1.558222782702407549e+01 1.307325120638304661e+01 -2.571841231222712923e-05 2.034000297834640492e+01
5.400000000000000000e+02 1.566049230646255630e+01 1.307564580777779462e+01 2.823525373038271932e-05 2.040155711145664341e+01
5.500000000000000000e+02 1.574389009416480611e+01 1.307666642126303813e+01 -4.427684860208968816e-05 2.046629619623661611e+01
5.600000000000000000e+02 1.583344684508165301e+01 1.307475626774445310e+01 4.525878370277124362e-05 2.053405197370936364e+01
5.700000000000000000e+02 1.593161156309795601e+01 1.307152309508001409e+01 -6.654965814912312100e-05 2.060778889223866983e+01
5.800000000000000000e+02 1.603838472924599046e+01 1.306637784504963307e+01 5.926834019339752963e-05 2.068719446218910463e+01
5.900000000000000000e+02 1.615862997224282793e+01 1.305740473947766844e+01 -8.979818250964245947e-05 2.077491615189967078e+01
6.000000000000000000e+02 1.629571191781041151e+01 1.304457463623516666e+01 6.589229307715317523e-05 2.087369527306844219e+01
6.100000000000000000e+02 1.645482574951882881e+01 1.302830803529346682e+01 -1.192649457978524054e-04 2.098804661524612314e+01
6.200000000000000000e+02 1.664135950726307556e+01 1.300578133727574937e+01 5.186134589643849602e-05 2.112072902259046003e+01
6.300000000000000000e+02 1.686694794964020616e+01 1.297624295467992361e+01 -1.802183597191978710e-04 2.128090257454394063e+01
6.400000000000000000e+02 1.714517105188608070e+01 1.293865200365901025e+01 -2.879587640687218564e-05 2.147942285237317250e+01
6.500000000000000000e+02 1.749034488771803453e+01 1.288680404117424949e+01 -3.498912263394955008e-04 2.172514402275329459e+01
6.600000000000000000e+02 1.792536769143176656e+01 1.281227083739131700e+01 -2.555132818712092801e-04 2.203345390421076999e+01
6.700000000000000000e+02 1.842840891112494717e+01 1.270522934304771745e+01 -6.347288763557803548e-04 2.238367950221658376e+01
6.800000000000000000e+02 1.890296662243087766e+01 1.258456891956936730e+01 -2.531496058589458422e-04 2.270888641224425797e+01
6.900000000000000000e+02 1.928810641010340632e+01 1.247441695658455707e+01 -3.976677087600072129e-04 2.297046206440645477e+01
7.000000000000000000e+02 1.957502728389628999e+01 1.238458948885503474e+01 1.104330856022943278e-04 2.316375940958069535e+01
7.100000000000000000e+02 1.976748797263898183e+01 1.231913845461115997e+01 -1.062770182636616731e-04 2.329194609781675496e+01
7.200000000000000000e+02 1.988081182915835043e+01 1.227763379337629956e+01 4.682012263938685622e-04 2.336636408964541189e+01
7.300000000000000000e+02 1.993849553120866958e+01 1.225570075658085756e+01 3.854871471467319100e-05 2.340396985736331814e+01
7.400000000000000000e+02 1.996331337564518549e+01 1.224725183486956936e+01 6.686512180695120249e-04 2.342069723317442964e+01
7.500000000000000000e+02 1.997305676771803817e+01 1.224610666329566655e+01 -5.023199607897861093e-05 2.342840423626468649e+01
7.600000000000000000e+02 1.997853972985032911e+01 1.224727642272093853e+01 7.244803968144250712e-04 2.343369006444815383e+01
7.700000000000000000e+02 1.998482111169683506e+01 1.224762150106020542e+01 -3.108747613838633381e-04 2.343922582758225204e+01
7.800000000000000000e+02 1.999209789998351638e+01 1.224618530469398792e+01 7.520019723522243169e-04 2.344468028199436205e+01
7.900000000000000000e+02 1.999879346567514915e+01 1.224352512360029444e+01 -6.254160551127089422e-04 2.344900100059931702e+01
8.000000000000000000e+02 2.000270964332006685e+01 1.224087840632006774e+01 8.685170562664679041e-04 2.345095942573788150e+01
8.100000000000000000e+02 2.000347631971612827e+01 1.223912332059688701e+01 -9.308359187223310413e-04 2.345069733284445235e+01
