# z, Alpha
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 9.215636116560534108e-02
2.000000000000000000e+01 7.233736464826498458e-02
3.000000000000000000e+01 7.270406767792640668e-02
4.000000000000000000e+01 6.712610859426208776e-02
5.000000000000000000e+01 7.054829157110648064e-02
6.000000000000000000e+01 7.151693399069303236e-02
7.000000000000000000e+01 7.328153900067549409e-02
8.000000000000000000e+01 7.522889442005130378e-02
9.000000000000000000e+01 7.826131899855867657e-02
1.000000000000000000e+02 8.048185315145101049e-02
1.100000000000000000e+02 8.180186907608291702e-02
1.200000000000000000e+02 8.455187615830572767e-02
1.300000000000000000e+02 8.604052986803291392e-02
1.400000000000000000e+02 8.835255623556743931e-02
1.500000000000000000e+02 8.909711782090995458e-02
1.600000000000000000e+02 9.181164525654807174e-02
1.700000000000000000e+02 9.293739774691024691e-02
1.800000000000000000e+02 9.530861876105203856e-02
1.900000000000000000e+02 9.634575727037955617e-02
2.000000000000000000e+02 9.753411195641807641e-02
2.100000000000000000e+02 9.889134182582799693e-02
2.200000000000000000e+02 9.979805752707146538e-02
2.300000000000000000e+02 1.008848136025425196e-01
2.400000000000000000e+02 1.035337430223846611e-01
2.500000000000000000e+02 1.052803519343086941e-01
2.600000000000000000e+02 1.045613175732593436e-01
2.700000000000000000e+02 1.055475988483384336e-01
2.800000000000000000e+02 1.066950243873996257e-01
2.900000000000000000e+02 1.076325335384004933e-01
3.000000000000000000e+02 1.069812003194656747e-01
3.100000000000000000e+02 1.084627063454716572e-01
3.200000000000000000e+02 1.084565930904632658e-01
3.300000000000000000e+02 1.094176413267745618e-01
3.400000000000000000e+02 1.106725528460635460e-01
3.500000000000000000e+02 1.109842147196572759e-01
3.600000000000000000e+02 1.128338583859148370e-01
3.700000000000000000e+02 1.128582130588961230e-01
3.800000000000000000e+02 1.155089450589449895e-01
3.900000000000000000e+02 1.172597420698800186e-01
4.000000000000000000e+02 1.181759969274166627e-01
4.100000000000000000e+02 1.186915667406443081e-01
4.200000000000000000e+02 1.186260996638682508e-01
4.300000000000000000e+02 1.218821797803352480e-01
4.400000000000000000e+02 1.221924856899957584e-01
4.500000000000000000e+02 1.252194565404338711e-01
4.600000000000000000e+02 1.278224800380194648e-01
4.700000000000000000e+02 1.274334735477447855e-01
4.800000000000000000e+02 1.317409662764811862e-01
4.900000000000000000e+02 1.347822671656348226e-01
5.000000000000000000e+02 1.416659161275226342e-01
5.100000000000000000e+02 1.454805304865535720e-01
5.200000000000000000e+02 1.518242545477540006e-01
5.300000000000000000e+02 1.603917687792136004e-01
5.400000000000000000e+02 1.713550861579870577e-01
5.500000000000000000e+02 1.820831539409585309e-01
5.600000000000000000e+02 2.010936487213357826e-01
5.700000000000000000e+02 2.196313982131539999e-01
5.800000000000000000e+02 2.459423875093881273e-01
5.900000000000000000e+02 2.805290818848040768e-01
6.000000000000000000e+02 3.286950598275599211e-01
6.100000000000000000e+02 3.856303072551033884e-01
6.200000000000000000e+02 4.701902177315807618e-01
6.300000000000000000e+02 5.876995821365925687e-01
6.400000000000000000e+02 7.321497804358289008e-01
6.500000000000000000e+02 9.224400244798210968e-01
6.600000000000000000e+02 1.049081504617837890e+00
6.700000000000000000e+02 9.734263523064342616e-01
6.800000000000000000e+02 7.832680073832357648e-01
6.900000000000000000e+02 5.806377338416285339e-01
7.000000000000000000e+02 3.873752968773025995e-01
7.100000000000000000e+02 2.268456693945008762e-01
7.200000000000000000e+02 1.158766336642940153e-01
7.300000000000000000e+02 5.217481252958005439e-02
7.400000000000000000e+02 2.435106545153844712e-02
7.500000000000000000e+02 1.692118139461809209e-02
7.600000000000000000e+02 1.795358271304732869e-02
7.700000000000000000e+02 1.791834862399832931e-02
7.800000000000000000e+02 1.437496001119945715e-02
7.900000000000000000e+02 6.597934570008619042e-03
8.000000000000000000e+02 -8.941051148180651767e-04
8.100000000000000000e+02 -6.610432983075769514e-03
8.200000000000000000e+02 -7.404952302600188198e-03
8.300000000000000000e+02 -6.096555105022146391e-03
8.400000000000000000e+02 -2.598116196049536121e-03
8.500000000000000000e+02 -9.544505158657480386e-04
8.600000000000000000e+02 6.566582632750209928e-04
8.700000000000000000e+02 -5.034206821638225691e-05
8.800000000000000000e+02 6.291561181633878929e-04
8.900000000000000000e+02 -1.190329314746692204e-03
9.000000000000000000e+02 2.819947295847713246e-03
9.100000000000000000e+02 -6.652474405749669341e-03
9.200000000000000000e+02 1.432412171178863887e-02
9.300000000000000000e+02 -2.505300401303225261e-02
9.400000000000000000e+02 3.799471664292487089e-02
9.500000000000000000e+02 -4.664373130529634454e-02
9.600000000000000000e+02 5.155522923182546263e-02
9.700000000000000000e+02 -5.275450070463641450e-02
9.800000000000000000e+02 5.428968525993966426e-02
9.900000000000000000e+02 -5.519918164229257324e-02
1.000000000000000000e+03 -5.578785462778070026e-02
