# z, veer
0.000000000000000000e+00 2.247378246610049075e+02
1.000000000000000000e+01 2.248559936496241676e+02
2.000000000000000000e+01 2.250034305757318123e+02
3.000000000000000000e+01 2.251314076900615078e+02
4.000000000000000000e+01 2.252657695526535804e+02
5.000000000000000000e+01 2.253926229788350213e+02
6.000000000000000000e+01 2.255143165900654196e+02
7.000000000000000000e+01 2.256284356498716193e+02
8.000000000000000000e+01 2.257365664297215631e+02
9.000000000000000000e+01 2.258392133703308104e+02
1.000000000000000000e+02 2.259382059045858000e+02
1.100000000000000000e+02 2.260338983850404588e+02
1.200000000000000000e+02 2.261298581098329237e+02
1.300000000000000000e+02 2.262231183664564185e+02
1.400000000000000000e+02 2.263171384951421601e+02
1.500000000000000000e+02 2.264100873674564696e+02
1.600000000000000000e+02 2.264985906231626132e+02
1.700000000000000000e+02 2.265909501873558725e+02
1.800000000000000000e+02 2.266808429601563830e+02
1.900000000000000000e+02 2.267741968637093350e+02
2.000000000000000000e+02 2.268650418183991917e+02
2.100000000000000000e+02 2.269569294312017291e+02
2.200000000000000000e+02 2.270484659179440143e+02
2.300000000000000000e+02 2.271366742955256939e+02
2.400000000000000000e+02 2.272223482077622805e+02
2.500000000000000000e+02 2.273099999520021299e+02
2.600000000000000000e+02 2.273983471641040808e+02
2.700000000000000000e+02 2.274859747447866596e+02
2.800000000000000000e+02 2.275715411364383556e+02
2.900000000000000000e+02 2.276567812005986866e+02
3.000000000000000000e+02 2.277422671795513338e+02
3.100000000000000000e+02 2.278283668517444198e+02
3.200000000000000000e+02 2.279135923770097065e+02
3.300000000000000000e+02 2.280007153797973842e+02
3.400000000000000000e+02 2.280854167662448617e+02
3.500000000000000000e+02 2.281718767621503048e+02
3.600000000000000000e+02 2.282587357843785298e+02
3.700000000000000000e+02 2.283483254138622840e+02
3.800000000000000000e+02 2.284413547489563143e+02
3.900000000000000000e+02 2.285338079588024414e+02
4.000000000000000000e+02 2.286291371116918185e+02
4.100000000000000000e+02 2.287264054867858363e+02
4.200000000000000000e+02 2.288237636540691824e+02
4.300000000000000000e+02 2.289199813799058632e+02
4.400000000000000000e+02 2.290164648878394189e+02
4.500000000000000000e+02 2.291145128425525854e+02
4.600000000000000000e+02 2.292154620949745265e+02
4.700000000000000000e+02 2.293171363576425961e+02
4.800000000000000000e+02 2.294220936516765619e+02
4.900000000000000000e+02 2.295295783484343701e+02
5.000000000000000000e+02 2.296423754522701017e+02
5.100000000000000000e+02 2.297582694781122541e+02
5.200000000000000000e+02 2.298772251025405069e+02
5.300000000000000000e+02 2.300038634881474593e+02
5.400000000000000000e+02 2.301399838414517944e+02
5.500000000000000000e+02 2.302874273294811189e+02
5.600000000000000000e+02 2.304511905314010960e+02
5.700000000000000000e+02 2.306319045559971244e+02
5.800000000000000000e+02 2.308304980583519352e+02
5.900000000000000000e+02 2.310591465171230823e+02
6.000000000000000000e+02 2.313230336834240006e+02
6.100000000000000000e+02 2.316291521041854935e+02
6.200000000000000000e+02 2.319911791222875763e+02
6.300000000000000000e+02 2.324278492498497144e+02
6.400000000000000000e+02 2.329598667225087638e+02
6.500000000000000000e+02 2.336173860199074852e+02
6.600000000000000000e+02 2.344444697280249557e+02
6.700000000000000000e+02 2.354161783766730878e+02
6.800000000000000000e+02 2.363464789877545513e+02
6.900000000000000000e+02 2.371075785418316855e+02
7.000000000000000000e+02 2.376795712929911133e+02
7.100000000000000000e+02 2.380687560199114898e+02
7.200000000000000000e+02 2.383020984446731632e+02
7.300000000000000000e+02 2.384219846608953901e+02
7.400000000000000000e+02 2.384713866444930943e+02
7.500000000000000000e+02 2.384862341267265720e+02
7.600000000000000000e+02 2.384908031942386231e+02
7.700000000000000000e+02 2.384981088281408290e+02
7.800000000000000000e+02 2.385103938027030495e+02
7.900000000000000000e+02 2.385244821210180532e+02
8.000000000000000000e+02 2.385349929827050346e+02
8.100000000000000000e+02 2.385396283162265831e+02
8.200000000000000000e+02 2.385384759444503686e+02
8.300000000000000000e+02 2.385348922842424315e+02
8.400000000000000000e+02 2.385312899393525186e+02
8.500000000000000000e+02 2.385298662149139943e+02
8.600000000000000000e+02 2.385299020263427110e+02
8.700000000000000000e+02 2.385311359781735803e+02
8.800000000000000000e+02 2.385319231543672345e+02
8.900000000000000000e+02 2.385328833466860203e+02
9.000000000000000000e+02 2.385329403625069347e+02
9.100000000000000000e+02 2.385329524742037677e+02
9.200000000000000000e+02 2.385342574127352577e+02
9.300000000000000000e+02 2.385320927609594150e+02
9.400000000000000000e+02 2.385342843912897877e+02
9.500000000000000000e+02 2.385342181405088979e+02
9.600000000000000000e+02 2.385314151664474025e+02
9.700000000000000000e+02 2.385368179306043430e+02
9.800000000000000000e+02 2.385291285460834558e+02
9.900000000000000000e+02 2.385390054926654955e+02
1.000000000000000000e+03 2.385270425901027238e+02
