,u,v,w,hvelmag,theta,mueff,u'theta'_r,v'theta'_r,w'theta'_r,u'u'_r,u'v'_r,u'w'_r,v'v'_r,v'w'_r,w'w'_r,u'u'u'_r,v'v'v'_r,w'w'w'_r,z
323,6.8862632465130575,4.604367672127953,3.733475032688776e-08,8.287579844984117,308.2312025002111,0.0,-1.2504541657630877e-07,-3.200478858766585e-08,-9.738752271859009e-09,6.40066245672835e-07,1.1106895817266742e-07,-2.829108359283268e-08,1.8323647172826847e-07,3.8040861753938944e-10,5.988871378737754e-07,5.58181615595693e-12,-3.905993523762483e-12,5.032817406976665e-11,842.4479166666666
324,6.88626322033051,4.604367660675808,3.741031915287942e-08,8.28757981679137,308.2376405368976,0.0,-1.2927024254537968e-07,-3.232037467124795e-08,-9.613327495712981e-09,6.392841196442465e-07,1.1017959805045897e-07,-2.6834289824975336e-08,1.8027336294143393e-07,5.837786530997128e-10,5.857469700836544e-07,5.959371049858844e-12,-3.37336252652196e-12,4.987345198616089e-11,845.0520833333333
325,6.886263217244419,4.604367653988937,3.744126768576915e-08,8.287579810505218,308.24414718373623,0.0,-1.3199311066103252e-07,-3.228173428624582e-08,-9.368697114866932e-09,6.391684664465704e-07,1.093613620401933e-07,-2.5421024648381838e-08,1.774216779176652e-07,7.927482618310479e-10,5.726380285889237e-07,6.269023852616709e-12,-2.85934861836746e-12,4.9329148221845095e-11,847.65625
326,6.886263218581605,4.604367648314689,3.745943696284033e-08,8.287579808477485,308.25064756392527,0.0,-1.3448362915468606e-07,-3.221500545833016e-08,-9.084843964037994e-09,6.396759557706309e-07,1.0860300450330118e-07,-2.4062350131219002e-08,1.7469944247313446e-07,1.0043689047335282e-09,5.595531135287138e-07,6.497561321588064e-12,-2.371331672219248e-12,4.869658024040852e-11,850.2604166666666
327,6.886263221253069,4.604367642964845,3.743178809806574e-08,8.287579807753104,308.2571663961333,0.0,-1.3695195037043228e-07,-3.2186829975216254e-08,-8.804428717976522e-09,6.408151259367955e-07,1.0790361406577416e-07,-2.2760117799962166e-08,1.7211951179789644e-07,1.2173975526073378e-09,5.464877939698859e-07,6.638713013065844e-12,-1.912344647538577e-12,4.7977888977933446e-11,852.8645833333333
328,6.886263224495004,4.604367637837469,3.739288055521183e-08,8.287579807637272,308.26366654164457,0.0,-1.3950362286239456e-07,-3.221621298527096e-08,-8.514064774809179e-09,6.426032141002945e-07,1.0726490577393857e-07,-2.151422156750074e-08,1.6969247008563288e-07,1.4307250250884479e-09,5.334385486786775e-07,6.685885022754835e-12,-1.4839647167241484e-12,4.7175831910458e-11,855.46875
329,6.886263228361904,4.604367633006004,3.7297592510997206e-08,8.28757980821467,308.27018588651345,0.0,-1.4212824893049736e-07,-3.2307129705308815e-08,-8.238226760792308e-09,6.450648140089861e-07,1.0668792584483443e-07,-2.0323649021019703e-08,1.674326867050803e-07,1.6443617318761432e-09,5.204023328751482e-07,6.635950205449934e-12,-1.087268181524106e-12,4.629368403662771e-11,858.0729166666666
330,6.886263233358516,4.604367628671215,3.718770762597578e-08,8.287579810019102,308.2766882714423,0.0,-1.4476172076687536e-07,-3.244213020622558e-08,-7.951276268471432e-09,6.482207011556081e-07,1.061744827770384e-07,-1.9187424381799404e-08,1.6535859210080202e-07,1.8587462221027733e-09,5.073765391577573e-07,6.489898834182646e-12,-7.230078818341027e-13,4.5335053886945616e-11,860.6770833333333
331,6.886263239635711,4.604367624785858,3.701809689656915e-08,8.287579813153233,308.2832082710076,0.0,-1.4738004151451598e-07,-3.2616884340037806e-08,-7.673483721658454e-09,6.520887766007735e-07,1.0572560949830497e-07,-1.810506463896582e-08,1.634857502712496e-07,2.0737028719567827e-09,4.943591139513597e-07,6.2475305769741235e-12,-3.912594231805933e-13,4.430386403971121e-11,863.28125
332,6.886263246719946,4.604367621263056,3.683278549055082e-08,8.28757981717528,308.28970859419144,0.0,-1.5002320615358227e-07,-3.284197037274647e-08,-7.3886838774260866e-09,6.566837903184393e-07,1.0534342934264138e-07,-1.707556382364952e-08,1.6182560990764212e-07,2.2880967890458897e-09,4.813485780798778e-07,5.903828272618096e-12,-9.130822475991945e-14,4.320448351183188e-11,865.8854166666666
333,6.886263254682663,4.60436761822376,3.659147949696439e-08,8.287579822209375,308.29622822780505,0.0,-1.5272072107526494e-07,-3.312156322367448e-08,-7.120938064869924e-09,6.620258055070528e-07,1.0502938937718238e-07,-1.6097351619053445e-08,1.6039210143624393e-07,2.5016013134048e-09,4.683439302785474e-07,5.457193931627275e-12,1.7720044363778424e-13,4.2041671889680996e-11,868.4895833333333
334,6.886263264026526,4.604367615864979,3.63353022331936e-08,8.287579828785907,308.30273093569343,0.0,-1.5533152691690372e-07,-3.342653682051989e-08,-6.843536019215432e-09,6.681326565851784e-07,1.0478423469326068e-07,-1.5169160070097336e-08,1.592042580983586e-07,2.714723916357684e-09,4.5534469597732767e-07,4.912563229647336e-12,4.1516680741276735e-13,4.0820455645352936e-11,871.09375
335,6.886263274728565,4.6043676140583365,3.6039988561477044e-08,8.287579836819004,308.3092495754492,0.0,-1.5790596953367663e-07,-3.376426744760721e-08,-6.577571594209872e-09,6.750124285780626e-07,1.0460921803606004e-07,-1.4289665693778113e-08,1.5827339481532374e-07,2.9262946330500345e-09,4.4235107448025934e-07,4.26760935758139e-12,6.23709184045697e-13,3.954610327635066e-11,873.6979166666666
336,6.8862632862827695,4.604367612777035,3.574051072976231e-08,8.287579845870576,308.3157500485172,0.0,-1.6045088114376796e-07,-3.4139416058561045e-08,-6.309580014298769e-09,6.826755892719376e-07,1.0450641697549651e-07,-1.3457635191587452e-08,1.5761170365541507e-07,3.1353640401045767e-09,4.293639272432463e-07,3.5202693718095526e-12,8.057081156007334e-13,3.822419853725595e-11,876.3020833333333
337,6.886263298764372,4.604367612144397,3.542818272712106e-08,8.287579856069474,308.3222688356195,0.0,-1.6298989985513414e-07,-3.455032812581816e-08,-6.056050340870511e-09,6.911368330584627e-07,1.044760915028664e-07,-1.2670988548831459e-08,1.5723137417537462e-07,3.341537207731509e-09,4.1638471819169996e-07,2.669842997916249e-12,9.626112788391754e-13,3.686060467075319e-11,878.90625
