# Xi, RijLong, Xi, RijLat
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.535533905932737753e+01 8.031540936385841434e-01 3.535533905932737753e+01 5.549000395332718272e-01
7.071067811865475505e+01 6.254962130559111877e-01 7.071067811865475505e+01 4.721512781557943295e-01
1.060660171779821326e+02 5.269556428743683574e-01 1.060660171779821326e+02 4.463111327532330308e-01
1.414213562373095101e+02 4.520570827627625188e-01 1.414213562373095101e+02 4.013794253107009768e-01
1.767766952966368876e+02 3.939297026730292917e-01 1.767766952966368876e+02 3.766104177595112623e-01
2.121320343559642652e+02 3.430682520561251780e-01 2.121320343559642652e+02 3.495820560617842743e-01
2.474873734152916427e+02 2.983319184585159767e-01 2.474873734152916427e+02 3.439563106269343251e-01
2.828427124746190202e+02 2.573711069287319964e-01 2.828427124746190202e+02 3.223725975815515676e-01
3.181980515339463977e+02 2.237273513158928862e-01 3.181980515339463977e+02 3.068971750785994823e-01
3.535533905932737753e+02 1.943089224428503348e-01 3.535533905932737753e+02 2.864674598654318727e-01
3.889087296526011528e+02 1.649498209578297292e-01 3.889087296526011528e+02 2.648884815505009871e-01
4.242640687119285303e+02 1.359580265107124541e-01 4.242640687119285303e+02 2.432889814909528492e-01
4.596194077712559078e+02 1.162748729851427326e-01 4.596194077712559078e+02 2.424236433212663688e-01
4.949747468305832854e+02 9.658240462477107879e-02 4.949747468305832854e+02 2.288037738125721920e-01
5.303300858899106061e+02 7.609827050248861580e-02 5.303300858899106061e+02 2.075110312560518311e-01
5.656854249492380404e+02 5.453965855254752637e-02 5.656854249492380404e+02 2.107376155058885148e-01
6.010407640085653611e+02 3.395410068865417630e-02 6.010407640085653611e+02 1.983540597206206457e-01
6.363961030678927955e+02 1.569026263921437930e-02 6.363961030678927955e+02 1.844723734438519502e-01
6.717514421272201162e+02 2.563722106248438916e-03 6.717514421272201162e+02 1.659282409610873810e-01
7.071067811865475505e+02 -1.372953689712341080e-02 7.071067811865475505e+02 1.375479450501512768e-01
7.424621202458748712e+02 -3.149765340540511271e-02 7.424621202458748712e+02 1.233251919358268889e-01
7.778174593052023056e+02 -4.276168216600301913e-02 7.778174593052023056e+02 1.204499105339409126e-01
8.131727983645296263e+02 -5.291214639906927780e-02 8.131727983645296263e+02 1.076626434313252834e-01
8.485281374238570606e+02 -6.500953757907866615e-02 8.485281374238570606e+02 1.058259153706580108e-01
8.838834764831843813e+02 -7.663921907243261000e-02 8.838834764831843813e+02 8.797053172937449594e-02
9.192388155425118157e+02 -8.792780625196330857e-02 9.192388155425118157e+02 8.084227920521046273e-02
9.545941546018391364e+02 -1.026586997502126758e-01 9.545941546018391364e+02 7.271955712168087782e-02
9.899494936611665707e+02 -1.097716883773876689e-01 9.899494936611665707e+02 6.973251526009159595e-02
1.025304832720494005e+03 -1.149481552394193279e-01 1.025304832720494005e+03 7.992046421157804337e-02
1.060660171779821212e+03 -1.213259580388247882e-01 1.060660171779821212e+03 5.894307195267074057e-02
1.096015510839148646e+03 -1.304248097862598099e-01 1.096015510839148646e+03 6.469954706447063331e-02
1.131370849898476081e+03 -1.310218774152052124e-01 1.131370849898476081e+03 5.383424626417191577e-02
1.166726188957803515e+03 -1.340781146265505597e-01 1.166726188957803515e+03 5.624736496963320814e-02
1.202081528017130722e+03 -1.376614352887134685e-01 1.202081528017130722e+03 3.752023721084905145e-02
1.237436867076458157e+03 -1.422652201696215646e-01 1.237436867076458157e+03 2.966868607303663891e-02
1.272792206135785591e+03 -1.417279428749257109e-01 1.272792206135785591e+03 2.974971671632700015e-02
1.308147545195113025e+03 -1.453698258343750493e-01 1.308147545195113025e+03 1.681558226652297983e-02
1.343502884254440232e+03 -1.448612302056806467e-01 1.343502884254440232e+03 9.086925687074349708e-03
1.378858223313767667e+03 -1.444486379540403376e-01 1.378858223313767667e+03 4.786109760737373466e-03
1.414213562373095101e+03 -1.412708410914173263e-01 1.414213562373095101e+03 -3.014950116846532632e-03
1.449568901432422535e+03 -1.403084852418592376e-01 1.449568901432422535e+03 6.617552857810562669e-03
1.484924240491749742e+03 -1.404555739721932428e-01 1.484924240491749742e+03 -1.091416201417231635e-03
1.520279579551077177e+03 -1.362151027732950992e-01 1.520279579551077177e+03 -1.719445130568631255e-02
1.555634918610404611e+03 -1.288298347070119532e-01 1.555634918610404611e+03 -2.226383170935775698e-03
1.590990257669731818e+03 -1.219231516097888796e-01 1.590990257669731818e+03 -2.158095112180527866e-02
1.626345596729059253e+03 -1.154334361429980166e-01 1.626345596729059253e+03 -7.565095127885853796e-03
1.661700935788386687e+03 -1.104989097906464851e-01 1.661700935788386687e+03 -4.423951524737465904e-03
1.697056274847714121e+03 -1.047384809349933971e-01 1.697056274847714121e+03 -3.711620482238557357e-03
1.732411613907041328e+03 -1.029199710719553434e-01 1.732411613907041328e+03 -2.050899116320727134e-02
1.767766952966368763e+03 -9.755389550460380477e-02 1.767766952966368763e+03 -4.234669163330925107e-03
1.803122292025696197e+03 -9.349959521424437703e-02 1.803122292025696197e+03 -2.008331125456063945e-02
1.838477631085023631e+03 -8.892385142937607456e-02 1.838477631085023631e+03 -1.949966244676978183e-02
1.873832970144350838e+03 -7.972931132997361503e-02 1.873832970144350838e+03 -2.858474922387561207e-02
1.909188309203678273e+03 -7.144213056686232743e-02 1.909188309203678273e+03 -2.829374927126741476e-02
1.944543648263005707e+03 -6.937017084483033946e-02 1.944543648263005707e+03 -2.806495793899438027e-02
1.979898987322333141e+03 -6.432631348955246409e-02 1.979898987322333141e+03 -2.979171882027931498e-02
2.015254326381660348e+03 -5.531921839752693137e-02 2.015254326381660348e+03 -3.419410877019706668e-02
2.050609665440988010e+03 -4.892450085347765237e-02 2.050609665440988010e+03 -2.206633122991275703e-02
2.085965004500314990e+03 -4.323962459449227219e-02 2.085965004500314990e+03 -4.381596722218355361e-02
2.121320343559642424e+03 -3.687327628048544387e-02 2.121320343559642424e+03 -3.951178431034831767e-02
2.156675682618969859e+03 -2.888353873588872522e-02 2.156675682618969859e+03 -3.028568006445483615e-02
2.192031021678297293e+03 -1.702742583377105795e-02 2.192031021678297293e+03 -3.471250846807101553e-02
2.227386360737624727e+03 -8.874804089263721441e-03 2.227386360737624727e+03 -4.012125614494978926e-02
2.262741699796952162e+03 -1.502077556754953004e-03 2.262741699796952162e+03 -4.204989877766134032e-02
2.298097038856279596e+03 3.772347428620455648e-03 2.298097038856279596e+03 -3.173173672693640340e-02
2.333452377915607030e+03 7.284902596236479677e-03 2.333452377915607030e+03 -3.733101852061128378e-02
2.368807716974934010e+03 1.005031108575080850e-02 2.368807716974934010e+03 -3.213800020870204860e-02
2.404163056034261444e+03 1.173540748279322185e-02 2.404163056034261444e+03 -3.354618208902256787e-02
2.439518395093588879e+03 1.700756938862297077e-02 2.439518395093588879e+03 -2.929391927672974835e-02
2.474873734152916313e+03 2.251860457144805316e-02 2.474873734152916313e+03 -1.830992267938975904e-02
2.510229073212243748e+03 2.901615084234481293e-02 2.510229073212243748e+03 -2.961321588611507891e-02
2.545584412271571182e+03 3.106276460370328840e-02 2.545584412271571182e+03 -1.492524415086456634e-02
2.580939751330898616e+03 2.912512088520529882e-02 2.580939751330898616e+03 -1.529389282925676906e-02
2.616295090390226051e+03 2.699939454614024362e-02 2.616295090390226051e+03 -1.055673705756455735e-02
2.651650429449553030e+03 2.436885430125462076e-02 2.651650429449553030e+03 -1.907680179370783644e-02
2.687005768508880465e+03 2.390061303513445895e-02 2.687005768508880465e+03 -4.689472758617863925e-03
2.722361107568207899e+03 2.221806581338762673e-02 2.722361107568207899e+03 3.378077518744182755e-03
2.757716446627535333e+03 1.968582032425431061e-02 2.757716446627535333e+03 -6.033675113748325491e-03
2.793071785686862768e+03 1.914215959739663103e-02 2.793071785686862768e+03 1.046184654560350542e-02
2.828427124746190202e+03 1.933008808456941272e-02 2.828427124746190202e+03 2.635694652470164327e-03
2.863782463805517637e+03 1.643076546458203599e-02 2.863782463805517637e+03 7.350187989693159887e-04
2.899137802864845071e+03 1.182117678255443886e-02 2.899137802864845071e+03 1.261652189460132564e-02
2.934493141924172050e+03 1.609720206209894200e-02 2.934493141924172050e+03 2.761783358804616867e-02
2.969848480983499485e+03 2.049009585644426951e-02 2.969848480983499485e+03 3.481991666132676355e-02
3.005203820042826919e+03 2.181233111862192209e-02 3.005203820042826919e+03 1.627027724023265981e-02
3.040559159102154354e+03 2.237142870762234836e-02 3.040559159102154354e+03 4.544751894832335486e-03
3.075914498161481788e+03 2.809658589097431547e-02 3.075914498161481788e+03 1.002804942061810874e-02
3.111269837220809222e+03 3.132150720214013639e-02 3.111269837220809222e+03 7.787529893073703163e-03
3.146625176280136657e+03 3.497835513420732845e-02 3.146625176280136657e+03 7.252069147333549751e-03
3.181980515339463636e+03 3.584074826308262379e-02 3.181980515339463636e+03 5.580823665646056017e-03
3.217335854398791071e+03 3.088865905003529075e-02 3.217335854398791071e+03 7.542511777445225392e-03
3.252691193458118505e+03 2.286277637316293937e-02 3.252691193458118505e+03 2.026637916272850531e-02
3.288046532517445939e+03 2.137254967537829259e-02 3.288046532517445939e+03 1.048965200270652286e-02
3.323401871576773374e+03 1.942011916135980704e-02 3.323401871576773374e+03 -5.370886505295961386e-03
3.358757210636100808e+03 1.766030511066891268e-02 3.358757210636100808e+03 -1.011299646549790321e-02
3.394112549695428243e+03 9.070590108227961218e-03 3.394112549695428243e+03 -9.317616576966060785e-03
3.429467888754755677e+03 2.964532166568117130e-03 3.429467888754755677e+03 2.079379114386189879e-03
3.464823227814082657e+03 -1.915783965080011461e-03 3.464823227814082657e+03 -2.573271041917736448e-03
3.500178566873410091e+03 -6.246624037042173248e-03 3.500178566873410091e+03 -1.713436109466274712e-02
