# z, TI
0.000000000000000000e+00 1.027294052646241657e-01
7.500000000000000000e+00 9.214257296301131550e-02
1.500000000000000000e+01 8.744920409021825214e-02
2.250000000000000000e+01 8.543902003233461162e-02
3.000000000000000000e+01 8.425549446496938266e-02
3.750000000000000000e+01 8.337293020774418084e-02
4.500000000000000000e+01 8.246643470282334631e-02
5.250000000000000000e+01 8.177587418016125931e-02
6.000000000000000000e+01 8.101312277517652705e-02
6.750000000000000000e+01 8.044483485063572137e-02
7.500000000000000000e+01 7.980599026513060523e-02
8.250000000000000000e+01 7.935619235900619184e-02
9.000000000000000000e+01 7.884293786468341003e-02
9.750000000000000000e+01 7.848071162612683949e-02
1.050000000000000000e+02 7.804630925431960131e-02
1.125000000000000000e+02 7.775487819991538929e-02
1.200000000000000000e+02 7.739198105930931992e-02
1.275000000000000000e+02 7.716619460474624659e-02
1.350000000000000000e+02 7.687647934293168062e-02
1.425000000000000000e+02 7.669060141435617151e-02
1.500000000000000000e+02 7.645549524185202284e-02
1.575000000000000000e+02 7.631771701320769208e-02
1.650000000000000000e+02 7.611207673307233967e-02
1.725000000000000000e+02 7.600738947521479272e-02
1.800000000000000000e+02 7.585077130155921943e-02
1.875000000000000000e+02 7.576395537940584790e-02
1.950000000000000000e+02 7.561244690833172910e-02
2.025000000000000000e+02 7.552821995195559135e-02
2.100000000000000000e+02 7.540120451255183376e-02
2.175000000000000000e+02 7.535418584461815728e-02
2.250000000000000000e+02 7.523887546112241476e-02
2.325000000000000000e+02 7.517489745914840427e-02
2.400000000000000000e+02 7.508049612420092389e-02
2.475000000000000000e+02 7.501997372473352688e-02
2.550000000000000000e+02 7.492943189692569117e-02
2.625000000000000000e+02 7.486470293328760517e-02
2.700000000000000000e+02 7.476985945114728027e-02
2.775000000000000000e+02 7.471122435107763193e-02
2.850000000000000000e+02 7.463651044817047608e-02
2.925000000000000000e+02 7.459165039239350203e-02
3.000000000000000000e+02 7.450048792751394477e-02
3.075000000000000000e+02 7.445151866450197553e-02
3.150000000000000000e+02 7.438012490301079693e-02
3.225000000000000000e+02 7.433304000776694287e-02
3.300000000000000000e+02 7.426304179489634505e-02
