# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 2.721895056787818623e-01 -3.771653108814708444e-02 -6.683016433586478310e-03 2.733689594065540907e-01 7.062638238779866962e-03 9.692619002613582502e-03 2.776255420439747712e-01
7.500000000000000000e+00 2.848720443629583210e-01 -1.136966733242279239e-02 -1.318986746659407162e-02 2.840745844749788529e-01 1.393559432958216791e-02 1.783843716606936178e-02 2.933925330020032973e-01
1.500000000000000000e+01 2.595573052521357171e-01 4.087710650968155723e-03 -1.690277863005103590e-02 2.586752838965528656e-01 1.804928761232602735e-02 4.608965218725113305e-02 2.821611206679698336e-01
2.250000000000000000e+01 2.435981694577999956e-01 1.075591342210825002e-02 -1.686134947303604553e-02 2.432984708144695640e-01 1.821837131658836026e-02 6.501699061786091194e-02 2.759568154450652289e-01
3.000000000000000000e+01 2.313135347790209739e-01 1.466281232164685401e-02 -1.738169437440372639e-02 2.315442138264711958e-01 1.903121754527684756e-02 8.143090509842521030e-02 2.721443268519586622e-01
3.750000000000000000e+01 2.218615460027472119e-01 1.753668005914139905e-02 -1.698255352540703478e-02 2.225545367410489694e-01 1.881650560078198045e-02 9.354536202315634486e-02 2.689807223834762562e-01
4.500000000000000000e+01 2.131559860537156070e-01 1.876022526357225620e-02 -1.700828829244093246e-02 2.141520167359169113e-01 1.906751951714768731e-02 1.028945336218707318e-01 2.651012682057516390e-01
5.250000000000000000e+01 2.057402472313424324e-01 1.948130211896550654e-02 -1.660318211735553953e-02 2.071971252382618922e-01 1.881204611589340839e-02 1.116809993553321695e-01 2.623091859124682679e-01
6.000000000000000000e+01 1.988305114060392731e-01 1.962656616057146738e-02 -1.652135381943008879e-02 2.004851618588227302e-01 1.888916941866441296e-02 1.182324737821714572e-01 2.587740735235167233e-01
6.750000000000000000e+01 1.927311464051907341e-01 1.964352706953973252e-02 -1.618428717703047220e-02 1.945997582906844880e-01 1.866459205928877249e-02 1.253874842721400262e-01 2.563591944840076242e-01
7.500000000000000000e+01 1.870366205396857828e-01 1.911719504044998366e-02 -1.605382519096329452e-02 1.889434212505402277e-01 1.867728993023075323e-02 1.306357801596514656e-01 2.533079109749387658e-01
8.250000000000000000e+01 1.818417864812624518e-01 1.858464334730719481e-02 -1.575558157483647470e-02 1.839840777841990904e-01 1.846553060302993585e-02 1.369685049317698744e-01 2.513971845986157083e-01
9.000000000000000000e+01 1.770567442873362818e-01 1.793864811190531289e-02 -1.561182835021854461e-02 1.792308022202153406e-01 1.842528850506854748e-02 1.416146053538560323e-01 2.489510759307038135e-01
9.750000000000000000e+01 1.724996998665720149e-01 1.746083303335861647e-02 -1.535847773245312999e-02 1.749015709687420372e-01 1.823677083218242650e-02 1.474258599779157408e-01 2.474135654066148826e-01
1.050000000000000000e+02 1.681150208944945101e-01 1.683561644938032231e-02 -1.519226836352061127e-02 1.708626926465695861e-01 1.816508129864195450e-02 1.516496637039753403e-01 2.453136886225197322e-01
1.125000000000000000e+02 1.641038754759659712e-01 1.615858232313976267e-02 -1.497985033839332493e-02 1.671007431363281115e-01 1.799917812014779211e-02 1.570026675311861353e-01 2.441036430717401229e-01
1.200000000000000000e+02 1.603784537053038195e-01 1.530825776208263357e-02 -1.480680086474901909e-02 1.635089650915871051e-01 1.788794480028474410e-02 1.608355370701206044e-01 2.423614779335057645e-01
1.275000000000000000e+02 1.568444550928796977e-01 1.439618280447579890e-02 -1.462041818875253751e-02 1.602857549630253842e-01 1.774597805478482157e-02 1.658008547793771992e-01 2.414655324176411266e-01
1.350000000000000000e+02 1.535601501526635826e-01 1.362992507813815153e-02 -1.445009141615309460e-02 1.573034528853843039e-01 1.760382001447977074e-02 1.693799382143531818e-01 2.401217706262005480e-01
1.425000000000000000e+02 1.505232660249466725e-01 1.292226715313056495e-02 -1.427085462287631772e-02 1.543845764847555369e-01 1.748816678485502762e-02 1.739526702260578428e-01 2.394302563678800122e-01
1.500000000000000000e+02 1.477010896935586626e-01 1.212007600293665485e-02 -1.410209307611242149e-02 1.517481805661136385e-01 1.735102878487501318e-02 1.772618316479771527e-01 2.383555509538247130e-01
1.575000000000000000e+02 1.450874043680310810e-01 1.143013030309408470e-02 -1.394474975123912060e-02 1.492186155085581667e-01 1.722218955228462661e-02 1.814550346671046643e-01 2.378805272718469421e-01
1.650000000000000000e+02 1.425992198524246024e-01 1.087102871956232598e-02 -1.378040016733899677e-02 1.468140292740225394e-01 1.707888916594918829e-02 1.844670164473422580e-01 2.369401327868947138e-01
1.725000000000000000e+02 1.403454789214258203e-01 1.030945217392082759e-02 -1.363902941138856600e-02 1.445689620338302117e-01 1.695430336271498001e-02 1.882965977796689505e-01 2.366055193674624912e-01
1.800000000000000000e+02 1.382197471608706263e-01 9.736665855600026842e-03 -1.347895235236081825e-02 1.425472938642755316e-01 1.681219764726252577e-02 1.910614688365630254e-01 2.359142549308546055e-01
1.875000000000000000e+02 1.361118594378488422e-01 9.170492621931349009e-03 -1.334744308585013133e-02 1.406521546597811756e-01 1.669129805232280606e-02 1.945560542961423944e-01 2.356600341968861922e-01
1.950000000000000000e+02 1.340260465790688582e-01 8.554767300029459190e-03 -1.318670634199504629e-02 1.387953996584843086e-01 1.655054746359981357e-02 1.971151457058941125e-01 2.349682959717236397e-01
2.025000000000000000e+02 1.320737967807668334e-01 8.066629764424343776e-03 -1.306922838924432992e-02 1.369457382796405998e-01 1.642807666751545936e-02 2.003442018130350555e-01 2.346818684367212304e-01
2.100000000000000000e+02 1.302432872587833135e-01 7.590405168084150486e-03 -1.291234958099914468e-02 1.353230825120607383e-01 1.627330533231713047e-02 2.026567526488004534e-01 2.341115612098222387e-01
2.175000000000000000e+02 1.284818167167046943e-01 7.085422283554600013e-03 -1.279704414848239873e-02 1.339429107904909211e-01 1.613234955839161835e-02 2.056181082930809145e-01 2.340214179001382511e-01
2.250000000000000000e+02 1.267035095610600237e-01 6.539630179070794920e-03 -1.264721380424333776e-02 1.324560761668121256e-01 1.597023668429079987e-02 2.077672797665755244e-01 2.334634327472238091e-01
2.325000000000000000e+02 1.249306224544126931e-01 6.010356717309538709e-03 -1.254089104076653617e-02 1.310880181238638642e-01 1.582936868393900950e-02 2.104333600265530513e-01 2.332260003024148043e-01
2.400000000000000000e+02 1.232790811836254746e-01 5.484315438764087586e-03 -1.239840968914696258e-02 1.298857082184075584e-01 1.565909756273575065e-02 2.123691379749414465e-01 2.327669636884872328e-01
2.475000000000000000e+02 1.217511277741120529e-01 5.003330123191556192e-03 -1.228822827534853217e-02 1.285609558770778038e-01 1.552438042718723953e-02 2.147121916582311885e-01 2.325121376547105156e-01
2.550000000000000000e+02 1.203101330252309004e-01 4.513361172920351237e-03 -1.215783180112071406e-02 1.273652589604357677e-01 1.534620251334663753e-02 2.164120060439684856e-01 2.320436990148175838e-01
2.625000000000000000e+02 1.188491208482326811e-01 4.027399196185831552e-03 -1.205223022289169874e-02 1.261176798687158596e-01 1.520698262517404704e-02 2.184793203139333007e-01 2.317230605154409206e-01
2.700000000000000000e+02 1.175500443762793612e-01 3.662532570468455487e-03 -1.191021208818666619e-02 1.248967839547847208e-01 1.504187196667465184e-02 2.199293041939939519e-01 2.311880662625290239e-01
2.775000000000000000e+02 1.163023356219872739e-01 3.402271199039772192e-03 -1.180424561102667684e-02 1.237240072362363191e-01 1.489753596262588693e-02 2.217227964636454551e-01 2.308745696609345310e-01
2.850000000000000000e+02 1.151820753399855485e-01 3.056828803082705520e-03 -1.167630083878909431e-02 1.227223371839493704e-01 1.473212160383788501e-02 2.229771178882997973e-01 2.304407652061173373e-01
2.925000000000000000e+02 1.141876719722820788e-01 2.707953108995275401e-03 -1.156252745532126459e-02 1.216632612868871061e-01 1.459539779399335324e-02 2.245095342034797437e-01 2.301802337313244573e-01
3.000000000000000000e+02 1.131724382257423694e-01 2.439326390860971968e-03 -1.143462338449922379e-02 1.205006610028452607e-01 1.443828756647583082e-02 2.255780106551392161e-01 2.296255549418634301e-01
3.075000000000000000e+02 1.122187398324394902e-01 2.155033944085554300e-03 -1.132484879056934284e-02 1.195352136160580531e-01 1.430378714522731812e-02 2.268993108530265868e-01 2.293266321507620442e-01
