# z, TI
8.640000000000000000e+02 4.097064227557700201e-03
8.700000000000000000e+02 4.054198285876787697e-03
8.760000000000000000e+02 4.073489443908812069e-03
8.820000000000000000e+02 4.013427011249310478e-03
8.880000000000000000e+02 4.045383669965939982e-03
8.940000000000000000e+02 3.964618985878626614e-03
9.000000000000000000e+02 4.008788003318171367e-03
9.060000000000000000e+02 3.909454255800596557e-03
9.120000000000000000e+02 3.961950370155105892e-03
9.180000000000000000e+02 3.849021443013840235e-03
9.240000000000000000e+02 3.906379389995064642e-03
9.300000000000000000e+02 3.788205764177625910e-03
9.360000000000000000e+02 3.843293263637922053e-03
9.420000000000000000e+02 3.735468806273161552e-03
9.480000000000000000e+02 3.772863340547675127e-03
9.540000000000000000e+02 3.693800350139924554e-03
9.600000000000000000e+02 3.702354852640173024e-03
9.660000000000000000e+02 3.646959745113531604e-03
9.720000000000000000e+02 3.633760305851511854e-03
9.780000000000000000e+02 3.583348228102490544e-03
9.840000000000000000e+02 3.562522850136149236e-03
9.900000000000000000e+02 3.521579448691384336e-03
9.960000000000000000e+02 3.486471474547407114e-03
1.002000000000000000e+03 3.463230354398956230e-03
1.008000000000000000e+03 3.410645285384408722e-03
1.014000000000000000e+03 3.404610012305754260e-03
1.020000000000000000e+03 3.343682177298819020e-03
1.026000000000000000e+03 3.356673528477470241e-03
1.032000000000000000e+03 3.296495797407166320e-03
1.038000000000000000e+03 3.342864648865455802e-03
1.044000000000000000e+03 3.290162123363153147e-03
1.050000000000000000e+03 3.286705628235525676e-03
