 z uu uv uw vv vw ww tke
1.080000000000000000e+02 2.355879311623682026e-01 8.746093974983222552e-02 -2.878491094341787890e-02 1.154886991867158236e-01 -1.212413319825037146e-02 2.752610084820632241e-02 1.893013655986451882e-01
1.140000000000000000e+02 2.231179472051242896e-01 7.938657352900503616e-02 -2.721185653207294775e-02 1.077271193032233038e-01 -1.088411161226228441e-02 2.646790208675488948e-02 1.786564842975512379e-01
1.200000000000000000e+02 2.110532587389108428e-01 7.202313723260836409e-02 -2.577536914266326598e-02 1.006384004896582057e-01 -9.725061223909408498e-03 2.540338089660352031e-02 1.685475200625863035e-01
1.260000000000000000e+02 1.989625552271643560e-01 6.523009968884999066e-02 -2.424635106655015013e-02 9.446101983715028683e-02 -8.641288037570872202e-03 2.439356746846668353e-02 1.589085712663906580e-01
1.320000000000000000e+02 1.883422992378283867e-01 5.906706133252286051e-02 -2.279117838900222501e-02 8.821420640904492627e-02 -7.687498183581628272e-03 2.334412316376544699e-02 1.499503144053193626e-01
1.380000000000000000e+02 1.788238725681389474e-01 5.392046033143091388e-02 -2.127719400637768238e-02 8.248778417811972186e-02 -6.751173736167137736e-03 2.222670211326036385e-02 1.417691794297595287e-01
1.440000000000000000e+02 1.685496668850117175e-01 4.864590967916061076e-02 -1.983445303874989060e-02 7.650583264013297025e-02 -5.918665141104657509e-03 2.112888615492008668e-02 1.330921928400323750e-01
1.500000000000000000e+02 1.581213297746107138e-01 4.324933031312243326e-02 -1.845300172474861541e-02 7.048013740799713434e-02 -5.150294128070215596e-03 2.001882220125070569e-02 1.243101446919292752e-01
1.560000000000000000e+02 1.487901004150000428e-01 3.828427921252332278e-02 -1.709707183192311561e-02 6.533322317560261161e-02 -4.440394952283461573e-03 1.890005034451117810e-02 1.165116869675569128e-01
1.620000000000000000e+02 1.397386074183069871e-01 3.410120874376704886e-02 -1.572706075836608278e-02 6.050526977148232288e-02 -3.811126919114510379e-03 1.779338172514666541e-02 1.090186294574679859e-01
1.680000000000000000e+02 1.303163929766694984e-01 3.004115110108427841e-02 -1.444060756940303974e-02 5.550489940549344775e-02 -3.253212590531408179e-03 1.671928783261365792e-02 1.012702901073883055e-01
1.740000000000000000e+02 1.212387931448393324e-01 2.625341713043518460e-02 -1.322423909726044323e-02 5.098338259144788442e-02 -2.763955042603651741e-03 1.568722317270444810e-02 9.395469945449583249e-02
1.800000000000000000e+02 1.134048416552310007e-01 2.281041578800545658e-02 -1.204565494617366658e-02 4.643528028604711200e-02 -2.323263993020713725e-03 1.470376289419153548e-02 8.727194241773482408e-02
1.860000000000000000e+02 1.063956542786766019e-01 2.029682398277914829e-02 -1.094310633747302454e-02 4.242530215377979946e-02 -1.939877383817864434e-03 1.379652909379655568e-02 8.130874276312648197e-02
1.920000000000000000e+02 9.924144219545877332e-02 1.821482171647159989e-02 -9.909306299726075226e-03 3.901713532830460712e-02 -1.631360294616269200e-03 1.297130331065726033e-02 7.561494041721032733e-02
1.980000000000000000e+02 9.171656763986724137e-02 1.603929377950228177e-02 -8.972281434071164782e-03 3.568386127574101757e-02 -1.340345864607645409e-03 1.218896183631386874e-02 6.979469537596107165e-02
2.040000000000000000e+02 8.438160111424231058e-02 1.400389922183012392e-02 -8.092961577164090037e-03 3.258190024446706162e-02 -1.094372576228988710e-03 1.148673881916568128e-02 6.422512008893752067e-02
2.100000000000000000e+02 7.814102596280882163e-02 1.230837764283734120e-02 -7.354225438368406503e-03 3.000180840878837255e-02 -9.167407759846462039e-04 1.078854997387225685e-02 5.946569217273472291e-02
2.160000000000000000e+02 7.243195356240958449e-02 1.071737280154815009e-02 -6.681737604167592784e-03 2.761721435063995561e-02 -7.466961977828487276e-04 1.015690121870990378e-02 5.510303456587972715e-02
2.220000000000000000e+02 6.708506801560806809e-02 9.379985659555098443e-03 -6.122618083978641559e-03 2.544749532526349375e-02 -5.988775738242780710e-04 9.549021945293435093e-03 5.104079264308249847e-02
2.280000000000000000e+02 6.199606384882751925e-02 8.098349182284088343e-03 -5.582866876651272972e-03 2.344756934493414866e-02 -4.522590800411769685e-04 8.996749117580740349e-03 4.722019115567119979e-02
2.340000000000000000e+02 5.783851195040799753e-02 7.040248788612040072e-03 -5.153749055095819404e-03 2.169971685203987005e-02 -3.439488935691672892e-04 8.485319378880381777e-03 4.401177409066412555e-02
2.400000000000000000e+02 5.456817181374427894e-02 6.399194284709164640e-03 -4.763335318517873153e-03 2.049130798160877717e-02 -2.549077831660232613e-04 8.008480061392859659e-03 4.153397992837296049e-02
2.460000000000000000e+02 5.121432618423418792e-02 5.567595325836235433e-03 -4.396910217094187646e-03 1.935023449151719241e-02 -1.626156664318675232e-04 7.561647809350714386e-03 3.906310424255104996e-02
2.520000000000000000e+02 4.797255443623218985e-02 4.739096080109442451e-03 -4.084244134822868910e-03 1.816803954287013467e-02 -1.092227231442863332e-04 7.126200285538741158e-03 3.663339713232053457e-02
2.580000000000000000e+02 4.482112465935478990e-02 4.045589129050407122e-03 -3.769311070459584363e-03 1.699170317408519454e-02 -3.956694953422340501e-05 6.705535831323477386e-03 3.425918183238173265e-02
2.640000000000000000e+02 4.181606395112325014e-02 3.513555349547506628e-03 -3.486791179158309217e-03 1.602256816956037708e-02 5.276960248843469743e-06 6.315978079608568739e-03 3.207730510014610015e-02
2.700000000000000000e+02 3.895794857961699248e-02 2.919571640357426518e-03 -3.240749711203695562e-03 1.509031123453389613e-02 5.740532874044860346e-05 5.959011380643692082e-03 3.000363559739728861e-02
2.760000000000000000e+02 3.603977842587446218e-02 2.336583086277498316e-03 -2.991152340566655566e-03 1.413411222932826027e-02 9.233778980523687087e-05 5.634205718454804966e-03 2.790404818682876500e-02
2.820000000000000000e+02 3.340560868683618151e-02 1.916469630309597990e-03 -2.770424066955304646e-03 1.325122902450532984e-02 1.166236286559204228e-04 5.340204789534906508e-03 2.599852125043820850e-02
2.880000000000000000e+02 3.083257989265692292e-02 1.683894664003148054e-03 -2.561905629358312599e-03 1.243751723376620641e-02 1.390881212785549821e-04 5.060661264305275735e-03 2.416537919536420123e-02
2.940000000000000000e+02 2.837524506323104573e-02 1.440050387329557761e-03 -2.370775133346351201e-03 1.151535157543258185e-02 1.533084102315300913e-04 4.816081673661065134e-03 2.235333915616234679e-02
3.000000000000000000e+02 2.641685232932791325e-02 1.252574454717625971e-03 -2.197234797446914658e-03 1.077380925650359492e-02 1.551285067217840084e-04 4.573192305968910160e-03 2.088192694590020743e-02
3.060000000000000000e+02 2.472950932423229747e-02 1.075340986189446879e-03 -2.050208032199072380e-03 1.014920988955303471e-02 1.550955612194949811e-04 4.351104821787821555e-03 1.961491201778657600e-02
3.120000000000000000e+02 2.321937902329921158e-02 1.021491505293181451e-03 -1.913914156534524775e-03 9.510600523125450206e-03 1.582399517752875850e-04 4.133641283677892339e-03 1.843181041505127793e-02
3.180000000000000000e+02 2.185384280593515721e-02 1.037674109382615527e-03 -1.783951016996911674e-03 8.976289329911825432e-03 1.674122092895441124e-04 3.934925431261158436e-03 1.738252878355407011e-02
3.240000000000000000e+02 2.072135546887085220e-02 1.157861797416472960e-03 -1.671232517392478830e-03 8.455647268503762790e-03 1.704627320120339642e-04 3.744204221975360077e-03 1.646060347967498796e-02
3.300000000000000000e+02 1.956419582678873767e-02 1.217712955800210814e-03 -1.571823986468293740e-03 7.905965432755207578e-03 1.688847045445616393e-04 3.566114174727086968e-03 1.551813771713551546e-02
3.360000000000000000e+02 1.819843761466391138e-02 1.142629227358906915e-03 -1.492880367120724911e-03 7.403159411951249456e-03 1.649185056229909407e-04 3.400056232851300566e-03 1.450082662973323049e-02
3.420000000000000000e+02 1.712909535586966056e-02 1.140683571563953043e-03 -1.412500560750229797e-03 6.942525200470458548e-03 1.635157274151054815e-04 3.242846406928794663e-03 1.365723348163445580e-02
3.480000000000000000e+02 1.626582742321756175e-02 1.220892338987157252e-03 -1.350718576326612836e-03 6.604752831967726674e-03 1.582757864760535381e-04 3.091640571882778646e-03 1.298111041353403397e-02
3.540000000000000000e+02 1.535963673459518793e-02 1.235144805354903511e-03 -1.283760013798728762e-03 6.258063240657833412e-03 1.481872083465065064e-04 2.948598760950771336e-03 1.228314936810189634e-02
3.600000000000000000e+02 1.458487176681960013e-02 1.189959182117090054e-03 -1.220042879639904928e-03 5.950934177508883198e-03 1.403410243212818221e-04 2.818205095180089780e-03 1.167700551975428720e-02
3.660000000000000000e+02 1.380245764220819002e-02 1.088095558125306249e-03 -1.177355035357963674e-03 5.697580422557304951e-03 1.301325064846250534e-04 2.696108070396968648e-03 1.109807306758123224e-02
3.720000000000000000e+02 1.326698160221056674e-02 1.035125595108907269e-03 -1.141268682151615980e-03 5.509549766400907017e-03 1.244351754074626403e-04 2.582834960527281409e-03 1.067968316456937780e-02
3.780000000000000000e+02 1.285970602847455457e-02 1.034830307162310599e-03 -1.102448106045888663e-03 5.291506711351341187e-03 1.217164361313733100e-04 2.477645273722723415e-03 1.031442900677430850e-02
3.840000000000000000e+02 1.237639247536260860e-02 1.032776154296304689e-03 -1.069751409286776424e-03 5.081530723626808549e-03 1.159000126316623837e-04 2.383263496288088364e-03 9.920593347638751239e-03
3.900000000000000000e+02 1.182404289097687723e-02 9.859970072378671652e-04 -1.035171476425705622e-03 4.879201727499820479e-03 1.147086087159158215e-04 2.291809599408947944e-03 9.497527108942823912e-03
3.960000000000000000e+02 1.136308750377333816e-02 9.751445750216433108e-04 -1.001752029970507697e-03 4.696705166247970922e-03 1.137991844356788868e-04 2.212962308776382243e-03 9.136377489398845447e-03
4.020000000000000000e+02 1.098032883258816435e-02 9.431017238666328760e-04 -9.685233998986983537e-04 4.519321325762223375e-03 1.168814400251562532e-04 2.131510880460273354e-03 8.815580519405331189e-03
4.080000000000000000e+02 1.060416166984463719e-02 8.979518964717627316e-04 -9.375947260771174113e-04 4.347266748078675198e-03 1.143574078499360642e-04 2.066421957185488132e-03 8.508925187554401345e-03
4.140000000000000000e+02 1.022931184933762588e-02 8.308598515578950348e-04 -9.111237262297053980e-04 4.128335845545298179e-03 1.098776179116289060e-04 1.992960219336630673e-03 8.175303957109776934e-03
4.200000000000000000e+02 9.765327550949599172e-03 7.492981542946921701e-04 -8.717176836943023874e-04 3.911980560590509574e-03 1.072343418152585896e-04 1.935059756722488098e-03 7.806183934131298748e-03
4.260000000000000000e+02 9.240957326972160449e-03 6.932166743480692181e-04 -8.403444807962158047e-04 3.734508334830446887e-03 1.049321684072154233e-04 1.867338511455849965e-03 7.421402086629228650e-03
4.320000000000000000e+02 8.635355665011289900e-03 6.680584842530094564e-04 -8.029432434861824694e-04 3.574259157146616236e-03 9.655989851059488746e-05 1.805041582350063855e-03 7.007328202253985429e-03
4.380000000000000000e+02 8.204164864706825142e-03 6.508506057664902641e-04 -7.715767403537957935e-04 3.442413877715655868e-03 9.228906854367771562e-05 1.732625209480990938e-03 6.689601975951735974e-03
4.440000000000000000e+02 7.871905178100928324e-03 6.056992182951944368e-04 -7.291523119062018766e-04 3.271546282285694128e-03 8.433140412091915869e-05 1.663209492361386599e-03 6.403330476374004959e-03
4.500000000000000000e+02 7.590171220329033387e-03 5.738335493455124859e-04 -6.953981543835985281e-04 3.083165400069913086e-03 8.340045271111609323e-05 1.591638159984139905e-03 6.132487390191542972e-03
4.560000000000000000e+02 7.311744149674705151e-03 5.778812781391508497e-04 -6.497997444036004511e-04 2.948094953600494204e-03 7.830530945274228347e-05 1.530194033388688644e-03 5.895016568331943457e-03
4.620000000000000000e+02 6.947391582803652370e-03 5.595149728683282116e-04 -6.161024398320329816e-04 2.826790528343138369e-03 7.602549513599973752e-05 1.461184749440098442e-03 5.617683430293445024e-03
4.680000000000000000e+02 6.569705360395378807e-03 5.160327562192876380e-04 -5.805051930661710548e-04 2.671007830396913540e-03 6.295209389912225894e-05 1.404601713853913594e-03 5.322657452323103187e-03
4.740000000000000000e+02 6.294229241623611019e-03 4.980961608312611333e-04 -5.577561498281829186e-04 2.535999534230315086e-03 5.534707596744574393e-05 1.340948534114356919e-03 5.085588654984140970e-03
4.800000000000000000e+02 6.029146362267172841e-03 5.289672998765666996e-04 -5.152190068833880938e-04 2.422584049160672690e-03 4.370102926482702599e-05 1.291256245144253812e-03 4.871493328286049564e-03
4.860000000000000000e+02 5.672739469868663502e-03 5.319873486183396413e-04 -4.921544642962406325e-04 2.293248775521709686e-03 3.790716714366922053e-05 1.234254948744288160e-03 4.600121597067330891e-03
4.920000000000000000e+02 5.366744552239764016e-03 5.354730381626851034e-04 -4.542950991933336819e-04 2.156602114397151125e-03 2.648323020032998651e-05 1.184323601688107254e-03 4.353835134162511306e-03
4.980000000000000000e+02 5.143768627925547447e-03 5.398216284774648476e-04 -4.330719321013067709e-04 2.007118644642408040e-03 2.303189452360358998e-05 1.124458800875675945e-03 4.137673036721816258e-03
5.040000000000000000e+02 4.902256924703715310e-03 5.384287957108753117e-04 -3.982695915228510780e-04 1.881017289691500841e-03 1.098424517601352138e-05 1.069828996666508103e-03 3.926551605530861910e-03
5.100000000000000000e+02 4.582794289336758822e-03 5.370851846291600220e-04 -3.764921153830363769e-04 1.768883376059731272e-03 1.360895392316807452e-05 1.014197852059683762e-03 3.682937758728086711e-03
5.160000000000000000e+02 4.170111223919927522e-03 5.047692483340327722e-04 -3.377278577528082483e-04 1.639862867448991070e-03 3.805432060322930317e-06 9.584469380355269174e-04 3.384210514702222592e-03
5.220000000000000000e+02 3.802653617474125239e-03 4.908224692041002939e-04 -3.196849742067995790e-04 1.498491601077022806e-03 8.863679220562748309e-06 9.108684722064781369e-04 3.106006845378813091e-03
5.280000000000000000e+02 3.479868590093197073e-03 4.425798365316296846e-04 -2.759084947123833652e-04 1.375681002916942204e-03 3.188360545444973686e-06 8.536575853273696514e-04 2.854603589168754410e-03
5.340000000000000000e+02 3.179278051785433806e-03 4.118324053881593986e-04 -2.605475116747238288e-04 1.266620803161890496e-03 1.024645684859974361e-05 8.178357915762307162e-04 2.631867323261777563e-03
5.400000000000000000e+02 2.830052748278267041e-03 3.277505046336841484e-04 -2.148735770411628460e-04 1.173288320581517691e-03 2.720478799949105821e-06 7.606208511976808541e-04 2.381980960028732847e-03
5.460000000000000000e+02 2.501827138420667160e-03 2.801394395757071556e-04 -2.058938676171699102e-04 1.044892422592100809e-03 5.835619652288481854e-06 7.389137969607059838e-04 2.142816678986736705e-03
5.520000000000000000e+02 2.156862374007384800e-03 2.096517632397507135e-04 -1.651258321200180885e-04 9.733187632347590655e-04 -2.854847140481818253e-06 6.761143159243290270e-04 1.903147726583236500e-03
5.580000000000000000e+02 1.895243367277780035e-03 1.608567729129802741e-04 -1.582493955465262331e-04 8.535238409000232450e-04 -6.802078876934890260e-06 6.777469241252081188e-04 1.713257066151505645e-03
5.640000000000000000e+02 1.599532585509977822e-03 1.336141403675682616e-04 -1.264036999047384708e-04 8.641075249763463832e-04 -1.446072429591855220e-06 6.166202140671221167e-04 1.540130162276723107e-03
5.700000000000000000e+02 1.508634961097747845e-03 2.420510989166757643e-05 -1.169051447395134989e-04 7.561806565349424736e-04 -2.085979799723352697e-05 6.459236020518257810e-04 1.455369609842258050e-03
5.760000000000000000e+02 1.245084191881616750e-03 5.646749332268256996e-05 -9.877657907414760547e-05 8.453667476515118375e-04 4.978939090370637916e-06 5.941538284612785711e-04 1.342302383997203471e-03
5.820000000000000000e+02 1.330992997062536076e-03 -1.533137456276364302e-04 -8.434114902886316806e-05 7.884093772410427723e-04 -2.980008906167923101e-05 6.568131828840737853e-04 1.388107778593826317e-03
5.880000000000000000e+02 1.053985239170472611e-03 -5.365908007292148103e-05 -8.997382012132455796e-05 9.190170582336953725e-04 9.636368114444100993e-06 6.192713324110979021e-04 1.296136814907632943e-03
5.940000000000000000e+02 1.271254358878900429e-03 -3.816527652900873345e-04 -5.559281139528894226e-05 9.513298649318268968e-04 -3.989680760805437129e-05 7.200156134259732763e-04 1.471299918618350355e-03
6.000000000000000000e+02 9.998033656891125182e-04 -1.995844992062458857e-04 -1.064396303061353443e-04 1.028725695647057401e-03 1.659530705097027805e-05 7.215318358401834982e-04 1.375030448588176763e-03
6.060000000000000000e+02 1.279699290206767065e-03 -5.536676800746391644e-04 -1.973954904652564990e-05 1.126203534028354623e-03 -6.252580257142906239e-05 8.610066593255319856e-04 1.633454741780326729e-03
6.120000000000000000e+02 1.081038980518243950e-03 -3.723700950493565834e-04 -1.033697319619297398e-04 1.187250470535216413e-03 -5.252351251435593150e-05 9.317469401357544086e-04 1.600018195594607277e-03
6.180000000000000000e+02 1.463358112062104494e-03 -7.317708109309351092e-04 2.001901358866122848e-05 1.375136577473109805e-03 -1.274863114083132042e-04 1.121589614180601218e-03 1.980042151857907759e-03
6.240000000000000000e+02 1.234264995872993553e-03 -4.419341458222334124e-04 -8.235323310923257586e-05 1.255742765068396886e-03 -1.789872807811670877e-04 1.272426813352127732e-03 1.881217287146759194e-03
6.300000000000000000e+02 1.704167176904081800e-03 -8.518839975257819219e-04 -6.460816846890190331e-05 1.432535761298903447e-03 -9.399959898536902809e-05 1.539186779928063869e-03 2.337944859065524666e-03
6.360000000000000000e+02 1.720765177096555488e-03 -6.065345900070724314e-04 -2.032354141587116810e-04 1.314131563769870264e-03 -1.888028556182774135e-04 1.798072656334250789e-03 2.416484698600338162e-03
6.420000000000000000e+02 1.831821136134416860e-03 -9.775049837610495351e-04 -3.079216935399118151e-04 1.544297429386735183e-03 -1.667590028271236809e-05 2.210665650608184193e-03 2.793392108064667902e-03
6.480000000000000000e+02 1.571874405114129973e-03 -6.814349408426650283e-04 -4.558434722878182215e-04 1.912497374986183362e-03 2.113229786629441487e-04 2.612085261019724599e-03 3.048228520560018751e-03
6.540000000000000000e+02 2.094430100552071433e-03 -9.985305714857218868e-04 -6.793491748660044792e-04 1.444829750215617615e-03 1.410077459855450517e-04 3.156617471195092509e-03 3.347938660981391104e-03
6.600000000000000000e+02 1.518398696752703289e-03 -5.967632271813883308e-04 -4.954100405967642876e-04 2.055989579451700418e-03 7.836154893800141444e-04 3.652814044689669387e-03 3.613601160447036439e-03
6.660000000000000000e+02 2.594471403119959392e-03 -8.869491272591147535e-04 -1.032041072477296768e-03 1.342566312769922707e-03 2.940062800478340202e-04 4.222711162074278997e-03 4.079874438982080548e-03
6.720000000000000000e+02 1.734646861069893400e-03 -5.621521535820790281e-04 -4.770302725091999166e-04 2.155607799819878653e-03 1.149031405485068276e-03 4.777043238264494854e-03 4.333648949577132911e-03
6.780000000000000000e+02 2.616049342579469632e-03 -8.530854640529241884e-04 -1.197330475793242617e-03 1.339304028319861142e-03 3.080536500084184821e-04 5.388510381210947359e-03 4.671931876055138849e-03
6.840000000000000000e+02 1.777278087131975220e-03 -5.868791474133417362e-04 -4.203767579431212176e-04 1.985833181303542708e-03 1.261162773478475630e-03 5.985928812735378732e-03 4.874520040585448438e-03
6.900000000000000000e+02 2.761406497751502879e-03 -7.898563012066275868e-04 -1.290845639007017105e-03 1.256454475640992252e-03 2.144225777734429413e-04 6.637752377238243483e-03 5.327806675315368765e-03
6.960000000000000000e+02 1.894850408585747924e-03 -5.328920417595227940e-04 -3.321296260953580308e-04 1.785838475754905836e-03 1.308438458326273294e-03 7.260329727641197557e-03 5.470509305990925442e-03
7.020000000000000000e+02 2.780986229186760330e-03 -7.069077880355209521e-04 -1.347727128917773978e-03 1.139404731727254204e-03 1.212030241891269637e-04 7.931504764879304670e-03 5.925947862896659493e-03
7.080000000000000000e+02 1.839792021868348094e-03 -4.582660276809946286e-04 -3.162054992047655909e-04 1.405975360832546848e-03 1.262016987719945900e-03 8.557020433097566742e-03 5.901393907899231059e-03
7.140000000000000000e+02 2.484023388516436604e-03 -5.440108679421825797e-04 -1.312894066137210939e-03 9.403564086220644012e-04 7.970628615667004087e-05 9.221935098532411945e-03 6.323157447835456475e-03
7.200000000000000000e+02 1.704224272285233700e-03 -2.987854223062570008e-04 -3.766889819901652042e-04 1.038969235512732410e-03 1.120827236934394218e-03 9.832267324138600079e-03 6.287730415968283311e-03
7.260000000000000000e+02 2.140866040160597020e-03 -2.952996840150575461e-04 -1.261589808629498457e-03 7.807717393793065690e-04 6.407541131425525081e-05 1.046368988570164395e-02 6.692663832620774148e-03
7.320000000000000000e+02 1.641417512386280373e-03 -1.516365761030627392e-04 -5.398725103915871185e-04 8.178929629023876753e-04 8.882879350875658381e-04 1.103597546694792646e-02 6.747642971118296765e-03
7.380000000000000000e+02 1.920741036199427685e-03 -1.940143546643341183e-04 -1.269421371379284274e-03 6.847260855651722197e-04 1.344384158454239755e-04 1.162680761829946313e-02 7.116137370032031735e-03
7.440000000000000000e+02 1.398116498691894015e-03 -1.135008365724360206e-04 -7.303567534257930389e-04 6.809117762957104126e-04 6.569376632700631288e-04 1.214466537568029310e-02 7.111846825333948546e-03
7.500000000000000000e+02 1.613955013534879848e-03 -9.156025586498941734e-05 -1.566239825839072994e-03 5.261776179209771498e-04 3.334819653491471374e-04 1.271926993404525960e-02 7.429701282750558571e-03
7.560000000000000000e+02 1.465301404701787723e-03 -9.056293370121579526e-05 -8.452824525533806635e-04 7.953014009342254838e-04 6.820454721850630151e-04 1.313178538623531628e-02 7.696194095935664746e-03
7.620000000000000000e+02 2.091643977091788790e-03 -1.091016902477122158e-04 -2.300842870376038161e-03 7.574358356920889764e-04 5.608107497616842893e-04 1.384524958896732327e-02 8.347164700875601279e-03
7.680000000000000000e+02 1.653142239756056177e-03 -6.784062495376446669e-05 -8.271665976000786361e-04 1.065251861811407309e-03 1.755580950913048248e-03 1.406940502158035219e-02 8.393899561573908708e-03
7.740000000000000000e+02 2.398026600872168578e-03 -2.294643943342208458e-04 -3.336089984263962416e-03 8.425141412028345177e-04 8.747175476437334292e-04 1.500702881307653877e-02 9.123784777575770499e-03
7.800000000000000000e+02 1.532932917848952963e-03 -1.430048550737410490e-04 -1.112620725766255399e-03 1.435305977401642261e-03 2.583667529384572632e-03 1.476383818870095378e-02 8.866038541975774720e-03
7.860000000000000000e+02 2.301566693955396734e-03 -2.724395661278179899e-04 -3.669314186097527922e-03 7.253946476557498590e-04 1.168394494594529728e-03 1.589069092971721192e-02 9.458826135664179582e-03
7.920000000000000000e+02 1.613727364106878675e-03 -1.970150076936491134e-04 -2.032188906397184615e-03 1.303443077458822392e-03 2.755186471530959424e-03 1.510321659261706570e-02 9.010193517091383275e-03
7.980000000000000000e+02 2.140551213219057947e-03 -4.068466436113254633e-04 -3.888752205190666635e-03 8.061051789886608011e-04 1.578910403451884740e-03 1.621058063809106137e-02 9.578618515149390708e-03
8.040000000000000000e+02 1.867608738441325000e-03 -3.444193529756517966e-04 -3.270805610397706231e-03 1.177805425993964364e-03 2.401842950408151003e-03 1.523217843115621042e-02 9.138796297795749243e-03
8.100000000000000000e+02 2.189730257368773837e-03 -5.615420469455060203e-04 -4.270754006625547203e-03 9.351503249653291038e-04 1.988580054615685013e-03 1.606445770223426453e-02 9.594669142284184549e-03
8.160000000000000000e+02 2.260446826226223012e-03 -5.557649421047628413e-04 -4.268287432614576923e-03 1.282706788843639492e-03 2.300830943085649741e-03 1.516875692477096839e-02 9.355955269920415013e-03
8.220000000000000000e+02 2.295463162344475293e-03 -7.750784498697228624e-04 -4.550562686047057888e-03 1.067514527962553977e-03 2.473957024125646078e-03 1.566953893546646492e-02 9.516258312886747422e-03
8.280000000000000000e+02 2.667364176818705270e-03 -8.139194814302627050e-04 -4.966371585910072869e-03 1.379447387023159622e-03 2.476398379553000455e-03 1.494022629296868319e-02 9.493518928405273935e-03
8.340000000000000000e+02 2.451945114521174741e-03 -1.045620314490676699e-03 -4.768029197578048557e-03 1.298578295444125863e-03 3.023591196004601390e-03 1.515645910311587234e-02 9.453491256540587015e-03
8.400000000000000000e+02 2.927185675709589093e-03 -1.122922552004609930e-03 -5.375828183039264331e-03 1.478365922877709080e-03 2.856014263158446892e-03 1.460158730169694094e-02 9.503569450142119665e-03
8.460000000000000000e+02 2.687696062507794349e-03 -1.319622846932338609e-03 -5.019667297917309971e-03 1.498691840612718018e-03 3.437810169943808936e-03 1.458294143824222927e-02 9.384664670681370710e-03
