 z Alpha
3.300000000000000000e+02 1.051966245735186239e-01
3.360000000000000000e+02 1.015149553539195226e-01
3.420000000000000000e+02 9.472050694297784457e-02
3.480000000000000000e+02 8.899143713663672239e-02
3.540000000000000000e+02 8.858504701438563167e-02
3.600000000000000000e+02 8.598274627223627398e-02
3.660000000000000000e+02 8.195460768514610528e-02
3.720000000000000000e+02 8.048055845943037634e-02
3.780000000000000000e+02 7.996760412167813747e-02
3.840000000000000000e+02 7.733016023949539075e-02
3.900000000000000000e+02 7.440714515208693425e-02
3.960000000000000000e+02 6.914908622907699198e-02
4.020000000000000000e+02 6.528588871902794855e-02
4.080000000000000000e+02 6.205532328774413658e-02
4.140000000000000000e+02 6.146793170209184642e-02
4.200000000000000000e+02 6.216536939488823132e-02
4.260000000000000000e+02 5.785496461389259132e-02
4.320000000000000000e+02 5.349697782520076994e-02
4.380000000000000000e+02 5.085708412894674596e-02
4.440000000000000000e+02 5.153639832523124187e-02
4.500000000000000000e+02 4.939080905587123899e-02
4.560000000000000000e+02 4.916322305584189256e-02
4.620000000000000000e+02 4.770118550894553167e-02
4.680000000000000000e+02 4.593184913480111847e-02
4.740000000000000000e+02 4.466162715764335212e-02
4.800000000000000000e+02 4.254767806402079411e-02
4.860000000000000000e+02 3.898212796830619747e-02
4.920000000000000000e+02 3.926886276272525955e-02
4.980000000000000000e+02 3.831454697397862486e-02
5.040000000000000000e+02 3.982527842389872730e-02
5.100000000000000000e+02 4.107395169172905341e-02
5.160000000000000000e+02 4.098236596301496615e-02
5.220000000000000000e+02 4.191681729238942722e-02
5.280000000000000000e+02 4.277603384991150726e-02
5.340000000000000000e+02 4.380889414662805098e-02
5.400000000000000000e+02 3.821299692777045676e-02
5.460000000000000000e+02 4.145331942890195104e-02
5.520000000000000000e+02 3.420792785628950367e-02
5.580000000000000000e+02 4.146069466906179141e-02
5.640000000000000000e+02 2.827266962815669360e-02
5.700000000000000000e+02 3.619886965448147753e-02
5.760000000000000000e+02 2.435688616302394624e-02
5.820000000000000000e+02 3.372886345089818466e-02
5.880000000000000000e+02 2.536177038819289672e-02
5.940000000000000000e+02 2.132347319523456020e-02
6.000000000000000000e+02 3.287731878973196992e-02
6.060000000000000000e+02 4.942626433866579259e-03
6.120000000000000000e+02 3.845484288165409992e-02
6.180000000000000000e+02 -7.802153233051226794e-03
6.240000000000000000e+02 3.775077540478024435e-02
6.300000000000000000e+02 -1.809803472814668426e-02
6.360000000000000000e+02 5.860073012450081262e-03
6.420000000000000000e+02 -1.518948570215585166e-02
6.480000000000000000e+02 6.378527960491276946e-03
6.540000000000000000e+02 8.246277614853482485e-02
6.600000000000000000e+02 -8.725919718863234253e-02
6.660000000000000000e+02 1.421412237195326944e-01
6.720000000000000000e+02 -1.398472926562628338e-01
6.780000000000000000e+02 1.464882483076901110e-01
6.840000000000000000e+02 -1.442577664376707147e-01
6.900000000000000000e+02 1.402450610397626418e-01
6.960000000000000000e+02 -1.222077440401694720e-01
7.020000000000000000e+02 1.046453927083665636e-01
7.080000000000000000e+02 -8.404630954068856297e-02
7.140000000000000000e+02 5.428439900596353229e-02
7.200000000000000000e+02 -2.282205198470264873e-02
7.260000000000000000e+02 -1.258492846916849962e-02
7.320000000000000000e+02 5.209588099731807254e-02
7.380000000000000000e+02 -7.941919436745217831e-02
7.440000000000000000e+02 1.262656841872928093e-01
7.500000000000000000e+02 -1.213769880684930219e-01
7.560000000000000000e+02 8.952990026023463499e-02
7.620000000000000000e+02 1.979836444995996050e-02
7.680000000000000000e+02 -5.236200167483965467e-02
7.740000000000000000e+02 4.344388776786384937e-02
7.800000000000000000e+02 -4.496797039784719563e-02
7.860000000000000000e+02 -2.039905906353497653e-02
7.920000000000000000e+02 3.651473760279071168e-02
7.980000000000000000e+02 -8.926182051196253353e-02
8.040000000000000000e+02 1.195977215515529463e-01
8.100000000000000000e+02 -1.342801587508007932e-01
8.160000000000000000e+02 1.490370990749684266e-01
8.220000000000000000e+02 -1.285209520595498867e-01
8.280000000000000000e+02 1.131732610707988085e-01
8.340000000000000000e+02 -7.929320713506679552e-02
8.400000000000000000e+02 5.128108087749235627e-02
8.460000000000000000e+02 -2.449235006088412367e-02
8.520000000000000000e+02 -3.517144752523415369e-04
8.580000000000000000e+02 1.536170641918699516e-02
8.640000000000000000e+02 -3.213210567807171097e-02
8.700000000000000000e+02 3.858873278500524195e-02
8.760000000000000000e+02 -4.759758785394835323e-02
8.820000000000000000e+02 4.796025568600437161e-02
8.880000000000000000e+02 -5.040843220621146759e-02
8.940000000000000000e+02 4.540495801462478276e-02
9.000000000000000000e+02 -4.303912802652937880e-02
9.060000000000000000e+02 3.427038624518398413e-02
9.120000000000000000e+02 -2.993949307386506442e-02
9.180000000000000000e+02 2.008942616880634441e-02
9.240000000000000000e+02 -1.612251774308324712e-02
9.300000000000000000e+02 1.007460345798315629e-02
9.360000000000000000e+02 -9.308595094555871183e-03
9.420000000000000000e+02 1.166614590738046693e-02
9.480000000000000000e+02 -1.847146528272241781e-02
9.540000000000000000e+02 3.334314326386139671e-02
9.600000000000000000e+02 -5.799574284963573273e-02
9.660000000000000000e+02 8.905731248993291327e-02
9.720000000000000000e+02 -1.259811648655323191e-01
9.780000000000000000e+02 1.489450364053257481e-01
9.840000000000000000e+02 -1.760285815240975327e-01
9.900000000000000000e+02 1.889410378196841878e-01
9.960000000000000000e+02 -2.013266497415242551e-01
1.002000000000000000e+03 2.094150447325498765e-01
1.008000000000000000e+03 -2.143120483085707573e-01
1.014000000000000000e+03 2.249505799887670243e-01
1.020000000000000000e+03 -2.347931668960976104e-01
1.026000000000000000e+03 2.515785911480893922e-01
1.032000000000000000e+03 -2.712877119765640943e-01
1.038000000000000000e+03 2.852511476242670652e-01
1.044000000000000000e+03 -2.407617575697961754e-01
1.050000000000000000e+03 -2.424809638951663515e-01
