z Tu Tv Tw
0.000000000000000000e+00 5.362040992097899701e-03 5.805342199201356593e-03 -1.135555098521041625e-05
6.000000000000000000e+00 1.222826298817377561e-02 1.268767503640111718e-02 -9.225803317044741023e-04
1.200000000000000000e+01 1.733219029291957480e-02 1.811624788526047455e-02 -3.189896787494072346e-03
1.800000000000000000e+01 2.203743799920803229e-02 2.285735505290791697e-02 -5.490199310790633974e-03
2.400000000000000000e+01 2.493232896519205141e-02 2.534422808867118487e-02 -7.654065931561443263e-03
3.000000000000000000e+01 2.709745024973269495e-02 2.661205139315395499e-02 -9.100112994841241115e-03
3.600000000000000000e+01 2.936957324513195938e-02 2.744889015585999861e-02 -1.008700662280492648e-02
4.200000000000000000e+01 3.152702277295443140e-02 2.784153625166372811e-02 -1.050661523830931192e-02
4.800000000000000000e+01 3.293028587504338855e-02 2.747475745329061234e-02 -1.066813264203060954e-02
5.400000000000000000e+01 3.383006588591124658e-02 2.634672727320578473e-02 -1.051738693373362350e-02
6.000000000000000000e+01 3.411372860753490721e-02 2.484784993153650590e-02 -1.027323862847261127e-02
6.600000000000000000e+01 3.384189096182656231e-02 2.314067471882083268e-02 -9.902337236848950813e-03
7.200000000000000000e+01 3.331172052391900840e-02 2.129259005472938435e-02 -9.579009449147095692e-03
7.800000000000000000e+01 3.261226574342086099e-02 1.930236385179884967e-02 -9.213709134094576203e-03
8.400000000000000000e+01 3.172494776867774979e-02 1.732340134958665345e-02 -8.860011958191370968e-03
9.000000000000000000e+01 3.076615550968003765e-02 1.558102416163746964e-02 -8.460121189170062561e-03
9.600000000000000000e+01 2.980487167736853293e-02 1.390209721582600678e-02 -8.110066368275244478e-03
1.020000000000000000e+02 2.892572290475265914e-02 1.218926263327805432e-02 -7.690493027770089682e-03
1.080000000000000000e+02 2.788664276534946057e-02 1.064766837492338650e-02 -7.294189460087156275e-03
1.140000000000000000e+02 2.681182648816722927e-02 9.339682822875351384e-03 -6.882234167220506633e-03
1.200000000000000000e+02 2.576626406463067287e-02 8.238649336266985410e-03 -6.482733816514678858e-03
1.260000000000000000e+02 2.468424171313722548e-02 7.279403544193882927e-03 -6.073070387429029687e-03
1.320000000000000000e+02 2.358517354248413148e-02 6.417218134103859668e-03 -5.667672145774784939e-03
1.380000000000000000e+02 2.249658250089014641e-02 5.560584716782546004e-03 -5.267029389840142267e-03
1.440000000000000000e+02 2.132514257156942553e-02 4.741159228425727117e-03 -4.871846766428336584e-03
1.500000000000000000e+02 2.018955431139483891e-02 4.048127177653100019e-03 -4.484383399359423775e-03
1.560000000000000000e+02 1.910175641014777784e-02 3.336725375364312570e-03 -4.113740355989845519e-03
1.620000000000000000e+02 1.805255194134283703e-02 2.724017375027392406e-03 -3.750498850894734993e-03
1.680000000000000000e+02 1.692420008612461821e-02 2.242569149578298345e-03 -3.410765729622652724e-03
1.740000000000000000e+02 1.574658620162513317e-02 1.778507274265621199e-03 -3.084059650829671945e-03
1.800000000000000000e+02 1.458599151274343059e-02 1.333382943949800413e-03 -2.773078022871435216e-03
1.860000000000000000e+02 1.346035698125788195e-02 1.009285937304161976e-03 -2.469382783048548746e-03
1.920000000000000000e+02 1.236704114923982238e-02 7.433023029888773071e-04 -2.192591452789335350e-03
1.980000000000000000e+02 1.125310531776585812e-02 4.836612127696071389e-04 -1.933888098818712037e-03
2.040000000000000000e+02 1.016838488737969309e-02 2.254870882550221779e-04 -1.706556318958085986e-03
2.100000000000000000e+02 9.181508631475593721e-03 1.237282384595346214e-05 -1.494422979808799224e-03
2.160000000000000000e+02 8.230907455485316979e-03 -1.560147105049509357e-04 -1.319723455901794908e-03
2.220000000000000000e+02 7.330441046667624666e-03 -2.490598981743005476e-04 -1.164772318501174986e-03
2.280000000000000000e+02 6.515546595328487560e-03 -3.105860670624451805e-04 -1.032637659464586116e-03
2.340000000000000000e+02 5.815733530551369344e-03 -3.673884361252930655e-04 -9.193428764520969552e-04
2.400000000000000000e+02 5.232025796798052408e-03 -4.139617242979738818e-04 -8.195120515191894103e-04
2.460000000000000000e+02 4.694146704317745354e-03 -4.718125635334218058e-04 -7.313530279734124480e-04
2.520000000000000000e+02 4.213365071168436761e-03 -5.100461444511438652e-04 -6.523424488146477556e-04
2.580000000000000000e+02 3.789069496155662072e-03 -5.351602366032466715e-04 -5.851997704860677479e-04
2.640000000000000000e+02 3.423319097208695708e-03 -5.405358110652741608e-04 -5.255738677979925272e-04
2.700000000000000000e+02 3.100194753147525375e-03 -5.338286518598579474e-04 -4.707035953921772341e-04
2.760000000000000000e+02 2.786015991447038809e-03 -5.287837780612335064e-04 -4.209874302241544785e-04
2.820000000000000000e+02 2.487703135094352334e-03 -5.244539690095962247e-04 -3.750402054655272831e-04
2.880000000000000000e+02 2.207023981127895305e-03 -5.018193666285469942e-04 -3.325268360939193936e-04
2.940000000000000000e+02 1.964501114581707845e-03 -4.604485201659599676e-04 -2.949471396649900701e-04
3.000000000000000000e+02 1.746336050830450334e-03 -4.285157295958924627e-04 -2.627215949585666737e-04
3.060000000000000000e+02 1.542481481772347337e-03 -4.075680255251882167e-04 -2.348855446558376818e-04
3.120000000000000000e+02 1.377244938310377654e-03 -3.668317104249581447e-04 -2.112466709029164229e-04
