# z, veer
0.000000000000000000e+00 2.244653864262403431e+02
6.000000000000000000e+00 2.245849534101949700e+02
1.200000000000000000e+01 2.247383878767140004e+02
1.800000000000000000e+01 2.249340176384716870e+02
2.400000000000000000e+01 2.251371925174147464e+02
3.000000000000000000e+01 2.253327348264471652e+02
3.600000000000000000e+01 2.255267120409776567e+02
4.200000000000000000e+01 2.257161401912085523e+02
4.800000000000000000e+01 2.258977773681304484e+02
5.400000000000000000e+01 2.260778173493612542e+02
6.000000000000000000e+01 2.262589217616683754e+02
6.600000000000000000e+01 2.264427453349475456e+02
7.200000000000000000e+01 2.266333938913598161e+02
7.800000000000000000e+01 2.268301737207526685e+02
8.400000000000000000e+01 2.270328083318133565e+02
9.000000000000000000e+01 2.272388615653397039e+02
9.600000000000000000e+01 2.274410684518239236e+02
1.020000000000000000e+02 2.276439872473650610e+02
1.080000000000000000e+02 2.278506160706857031e+02
1.140000000000000000e+02 2.280570490702564257e+02
1.200000000000000000e+02 2.282644603337583362e+02
1.260000000000000000e+02 2.284726287152096802e+02
1.320000000000000000e+02 2.286836679607786778e+02
1.380000000000000000e+02 2.288980921539451003e+02
1.440000000000000000e+02 2.291115479261814016e+02
1.500000000000000000e+02 2.293270608059786184e+02
1.560000000000000000e+02 2.295464000697610629e+02
1.620000000000000000e+02 2.297682259726288692e+02
1.680000000000000000e+02 2.299887429409762944e+02
1.740000000000000000e+02 2.302076553988597709e+02
1.800000000000000000e+02 2.304257117646646407e+02
1.860000000000000000e+02 2.306400980806870962e+02
1.920000000000000000e+02 2.308525725198115879e+02
1.980000000000000000e+02 2.310648645477813261e+02
2.040000000000000000e+02 2.312768472824906212e+02
2.100000000000000000e+02 2.314877412940054171e+02
2.160000000000000000e+02 2.316975425435186935e+02
2.220000000000000000e+02 2.319048481463917994e+02
2.280000000000000000e+02 2.321112687905072676e+02
2.340000000000000000e+02 2.323175573190658270e+02
2.400000000000000000e+02 2.325228288667759386e+02
2.460000000000000000e+02 2.327268396596076059e+02
2.520000000000000000e+02 2.329282751053427205e+02
2.580000000000000000e+02 2.331289179940969518e+02
2.640000000000000000e+02 2.333272437044499839e+02
2.700000000000000000e+02 2.335226834469503672e+02
2.760000000000000000e+02 2.337145347734543179e+02
2.820000000000000000e+02 2.339054084797586484e+02
2.880000000000000000e+02 2.340961340203575674e+02
2.940000000000000000e+02 2.342869987742469107e+02
3.000000000000000000e+02 2.344763580074379092e+02
3.060000000000000000e+02 2.346643467442146402e+02
3.120000000000000000e+02 2.348506606890996693e+02
3.180000000000000000e+02 2.350355495812449362e+02
3.240000000000000000e+02 2.352188646543165191e+02
3.300000000000000000e+02 2.353982147158036469e+02
3.360000000000000000e+02 2.355744161714511620e+02
3.420000000000000000e+02 2.357479566283927568e+02
3.480000000000000000e+02 2.359189438780076102e+02
3.540000000000000000e+02 2.360892257239599701e+02
3.600000000000000000e+02 2.362587101275837824e+02
3.660000000000000000e+02 2.364274138892961901e+02
3.720000000000000000e+02 2.365945271790448601e+02
3.780000000000000000e+02 2.367592372824715028e+02
3.840000000000000000e+02 2.369228470293143403e+02
3.900000000000000000e+02 2.370840590429536405e+02
