z Tu Tv Tw
0.000000000000000000e+00 3.141834565220553988e-02 3.405146446069059335e-02 -1.669947421931340258e-04
6.000000000000000000e+00 6.340549670569775587e-02 6.641286440752665332e-02 -4.546959712947085640e-03
1.200000000000000000e+01 7.904197007062767344e-02 8.240479073502837704e-02 -1.445632572984112060e-02
1.800000000000000000e+01 8.769992220190933607e-02 8.952145112115807157e-02 -2.391751548661953664e-02
2.400000000000000000e+01 9.032989485023158738e-02 8.990330064636860297e-02 -3.153735884529099837e-02
3.000000000000000000e+01 9.019025448408427015e-02 8.749182373318899197e-02 -3.570657813494090144e-02
3.600000000000000000e+01 8.901410271835939747e-02 8.441754512133238519e-02 -3.807468089528812799e-02
4.200000000000000000e+01 8.763933106509375071e-02 8.128846027038923172e-02 -3.904060316625894422e-02
4.800000000000000000e+01 8.619915788015471148e-02 7.796652291377617616e-02 -3.942655733843514893e-02
5.400000000000000000e+01 8.515022674366139188e-02 7.475785281791222370e-02 -3.925993727050583471e-02
6.000000000000000000e+01 8.425825599499037200e-02 7.156553101072363199e-02 -3.889431980869400424e-02
6.600000000000000000e+01 8.349437543317901611e-02 6.842169014165123964e-02 -3.832502609659467485e-02
7.200000000000000000e+01 8.280318910962869428e-02 6.566859841094503658e-02 -3.771220687178746672e-02
7.800000000000000000e+01 8.199946762843533798e-02 6.315598750073135592e-02 -3.690602061636906461e-02
8.400000000000000000e+01 8.135776798310707936e-02 6.096128032761725934e-02 -3.607970005002688468e-02
9.000000000000000000e+01 8.085072809262032478e-02 5.892286154515718327e-02 -3.522876972683923469e-02
9.600000000000000000e+01 8.040255056159649472e-02 5.684419787038898220e-02 -3.441151708020667027e-02
1.020000000000000000e+02 7.987892654583160501e-02 5.462861047190326752e-02 -3.355729987637623424e-02
1.080000000000000000e+02 7.904518039743416158e-02 5.235858706358731407e-02 -3.268264770275911002e-02
1.140000000000000000e+02 7.821944459813616468e-02 5.017334154489237752e-02 -3.180652783186219829e-02
1.200000000000000000e+02 7.733094539831390779e-02 4.806251854790007105e-02 -3.094618464975244440e-02
1.260000000000000000e+02 7.627514076350544459e-02 4.604239555055782834e-02 -3.010877119531794530e-02
1.320000000000000000e+02 7.526824713341352668e-02 4.398092511062579729e-02 -2.928008268028936545e-02
1.380000000000000000e+02 7.415297792186260895e-02 4.181022254629683521e-02 -2.845160799448608058e-02
1.440000000000000000e+02 7.299461752705582729e-02 3.974416801563267904e-02 -2.764652257440435024e-02
1.500000000000000000e+02 7.179571813364846178e-02 3.772600817461582018e-02 -2.684170922430530529e-02
1.560000000000000000e+02 7.058264132467279017e-02 3.575890194528967558e-02 -2.604341518791060406e-02
1.620000000000000000e+02 6.946095485566856909e-02 3.397588922816553031e-02 -2.524858434535597052e-02
1.680000000000000000e+02 6.858562750091751203e-02 3.245930877250077784e-02 -2.444641988296245710e-02
1.740000000000000000e+02 6.768836190050556145e-02 3.110941672788003487e-02 -2.365114498744242885e-02
1.800000000000000000e+02 6.636102567876932257e-02 2.968127640969864950e-02 -2.288376924710506036e-02
1.860000000000000000e+02 6.511008091367002926e-02 2.840174313712182097e-02 -2.211206196678906777e-02
1.920000000000000000e+02 6.393449166693766783e-02 2.721418117603484343e-02 -2.135539591267732532e-02
1.980000000000000000e+02 6.270272379496241721e-02 2.606187504981698905e-02 -2.059490554301316931e-02
2.040000000000000000e+02 6.142647095293027326e-02 2.487846146262641042e-02 -1.984415829281657023e-02
2.100000000000000000e+02 6.034151337951079719e-02 2.382113262785287566e-02 -1.910482156852308031e-02
2.160000000000000000e+02 5.925545965070914273e-02 2.269698442569419855e-02 -1.841644324459348198e-02
2.220000000000000000e+02 5.793808418977241387e-02 2.148117722739903077e-02 -1.773572211213868613e-02
2.280000000000000000e+02 5.661042696871632085e-02 2.045068035387803337e-02 -1.707207494642751580e-02
2.340000000000000000e+02 5.541527191995801460e-02 1.950019979364583239e-02 -1.643835120661109317e-02
2.400000000000000000e+02 5.421882113748338616e-02 1.854748858603629674e-02 -1.578925219386905290e-02
2.460000000000000000e+02 5.288487916367062142e-02 1.759450814400575006e-02 -1.516272487911654761e-02
2.520000000000000000e+02 5.147497204489222961e-02 1.663643160545057176e-02 -1.455781031190061039e-02
2.580000000000000000e+02 5.011681298523490424e-02 1.560239423962670943e-02 -1.398174754587600509e-02
2.640000000000000000e+02 4.868735292795163538e-02 1.456292613497489619e-02 -1.341591007258646252e-02
2.700000000000000000e+02 4.726543279305715078e-02 1.356633489199111919e-02 -1.287031303162883972e-02
2.760000000000000000e+02 4.578374970773388397e-02 1.254788661264278661e-02 -1.234428522360035002e-02
2.820000000000000000e+02 4.433487618549766113e-02 1.156721144440143664e-02 -1.183640188188209499e-02
2.880000000000000000e+02 4.299869608113886243e-02 1.064700012431062451e-02 -1.134639708474811763e-02
2.940000000000000000e+02 4.160194200415248678e-02 9.736645075930664903e-03 -1.086450094509112778e-02
3.000000000000000000e+02 4.017426879949567015e-02 8.841173000025582748e-03 -1.039464146789331224e-02
3.060000000000000000e+02 3.880666507979944890e-02 8.083503509999763470e-03 -9.944814350555379601e-03
3.120000000000000000e+02 3.747234560634942618e-02 7.456534824919253471e-03 -9.502534173546019550e-03
3.180000000000000000e+02 3.620320896741272693e-02 6.996770240922842686e-03 -9.074232403316699266e-03
3.240000000000000000e+02 3.493903280284370999e-02 6.584166071262324837e-03 -8.658866460813100657e-03
3.300000000000000000e+02 3.358081095783309322e-02 6.080817552619419489e-03 -8.252016491733057957e-03
3.360000000000000000e+02 3.214708315411467232e-02 5.511980256943843463e-03 -7.862493122192011630e-03
3.420000000000000000e+02 3.084983996224750780e-02 4.986034618116627626e-03 -7.487150255716848446e-03
3.480000000000000000e+02 2.971687896916659979e-02 4.510617693006951923e-03 -7.132384987409032436e-03
3.540000000000000000e+02 2.869808176483898063e-02 4.066641745394236097e-03 -6.793926098142601296e-03
3.600000000000000000e+02 2.768603109828559478e-02 3.564591312314087119e-03 -6.461818070225197434e-03
3.660000000000000000e+02 2.652836248282192111e-02 2.934485786446248100e-03 -6.140821388922319130e-03
3.720000000000000000e+02 2.533178494765388547e-02 2.349623613895937459e-03 -5.830944855655525831e-03
3.780000000000000000e+02 2.424315624589198567e-02 1.949661466267207238e-03 -5.536865078650567151e-03
3.840000000000000000e+02 2.325433242735189254e-02 1.673794721407421146e-03 -5.255227769215374024e-03
3.900000000000000000e+02 2.231169782103565799e-02 1.457530394847572023e-03 -4.983449329688065081e-03
3.960000000000000000e+02 2.144386255402546196e-02 1.298452607135413845e-03 -4.720418009649679156e-03
4.020000000000000000e+02 2.057388982706370370e-02 1.194812559478577790e-03 -4.465012690443567744e-03
4.080000000000000000e+02 1.966013643765049737e-02 1.071478496991903635e-03 -4.216856279072634522e-03
4.140000000000000000e+02 1.879233669817922253e-02 9.294727360900424153e-04 -3.975091115368301758e-03
4.200000000000000000e+02 1.795674127840720877e-02 7.782001585294437461e-04 -3.744554360402895660e-03
4.260000000000000000e+02 1.721873653523502828e-02 5.993269617601981345e-04 -3.523275339035639164e-03
4.320000000000000000e+02 1.649759024628088058e-02 4.075592028772234763e-04 -3.313033849545939623e-03
4.380000000000000000e+02 1.570860334781377932e-02 2.243403763244032362e-04 -3.114106977377056190e-03
4.440000000000000000e+02 1.491193786543931234e-02 9.337372105721896711e-05 -2.924070530799766088e-03
4.500000000000000000e+02 1.414264974135849041e-02 4.153417278962479419e-06 -2.742208967177475580e-03
4.560000000000000000e+02 1.341316583301431845e-02 -8.607261737811313566e-05 -2.566618237853112751e-03
4.620000000000000000e+02 1.271203296599437635e-02 -1.817884419893289272e-04 -2.397208843512132169e-03
4.680000000000000000e+02 1.202678884307701972e-02 -2.947161978722988296e-04 -2.233415619648744521e-03
4.740000000000000000e+02 1.135293722725100492e-02 -4.355451702963591726e-04 -2.077743897465355021e-03
4.800000000000000000e+02 1.071496037484735014e-02 -5.675658043618341019e-04 -1.931782385930978308e-03
4.860000000000000000e+02 1.012986652289105290e-02 -6.643806716243261462e-04 -1.790228971816037627e-03
4.920000000000000000e+02 9.600880577659745563e-03 -7.183207343146477642e-04 -1.656329773849428118e-03
4.980000000000000000e+02 9.054328730481210619e-03 -7.628061172539446055e-04 -1.526246118441349159e-03
5.040000000000000000e+02 8.483484207646005762e-03 -8.000549779413176823e-04 -1.400715191627728302e-03
5.100000000000000000e+02 7.920092045213459817e-03 -8.106063411109517246e-04 -1.281168802252005993e-03
5.160000000000000000e+02 7.360067403425000522e-03 -8.043516684034329950e-04 -1.168225673502597392e-03
5.220000000000000000e+02 6.795044312327809533e-03 -7.812852870033793395e-04 -1.059601810344625028e-03
5.280000000000000000e+02 6.238040886161479517e-03 -7.266015854889019401e-04 -9.565688856199635205e-04
5.340000000000000000e+02 5.698111764842360948e-03 -6.620316169213538368e-04 -8.606946710916108401e-04
5.400000000000000000e+02 5.187264901912249336e-03 -5.921294065275105973e-04 -7.729827943139941024e-04
5.460000000000000000e+02 4.729012117003321414e-03 -5.484921233836984739e-04 -6.918286371344923181e-04
5.520000000000000000e+02 4.331265386553150541e-03 -5.341492314729748324e-04 -6.150667349063458980e-04
5.580000000000000000e+02 3.956569477505854360e-03 -5.329487724556201868e-04 -5.429186081179308843e-04
5.640000000000000000e+02 3.575491951381809357e-03 -5.376229940211487823e-04 -4.753026904992800248e-04
5.700000000000000000e+02 3.250097060334246682e-03 -5.319818822867091335e-04 -4.125217120201930257e-04
5.760000000000000000e+02 2.977541836535920177e-03 -5.215757112431219401e-04 -3.545357864613226675e-04
5.820000000000000000e+02 2.729532042789196457e-03 -5.141519161883252023e-04 -3.003140967167057009e-04
5.880000000000000000e+02 2.535245476311456629e-03 -5.160307930862018588e-04 -2.503947232246950044e-04
5.940000000000000000e+02 2.415623386520610646e-03 -5.152755639245697357e-04 -2.040098158780901359e-04
6.000000000000000000e+02 2.375724504043273764e-03 -5.176484410371812780e-04 -1.621186356286890553e-04
6.060000000000000000e+02 2.456094361083069073e-03 -5.451383641030361571e-04 -1.252002085866894051e-04
6.120000000000000000e+02 2.807540060496467073e-03 -6.153531581770267222e-04 -9.524486499546314013e-05
6.180000000000000000e+02 3.714245640160379267e-03 -7.872175093478517597e-04 -7.256363309379082786e-05
6.240000000000000000e+02 5.671070470725453685e-03 -1.184569633431146844e-03 -5.828809816609381280e-05
6.300000000000000000e+02 9.291718714093576831e-03 -1.962963045873038735e-03 -5.251538730304685336e-05
6.360000000000000000e+02 1.454932487152882543e-02 -3.100140151557548122e-03 -5.393096656322896395e-05
6.420000000000000000e+02 1.978888444480180614e-02 -4.224709243340225677e-03 -6.519789810244108199e-05
6.480000000000000000e+02 2.288930743572946055e-02 -4.843639737891021133e-03 -8.563381018343882249e-05
6.540000000000000000e+02 2.266351478093292862e-02 -4.634545216553306000e-03 -1.110797444371270666e-04
6.600000000000000000e+02 1.887112924567600075e-02 -3.485402086802810023e-03 -1.356465950550910936e-04
6.660000000000000000e+02 1.238603699947852903e-02 -1.639781516762286702e-03 -1.559930582864541633e-04
6.720000000000000000e+02 4.868937336582166917e-03 3.147350605448764188e-04 -1.726727374285257305e-04
6.780000000000000000e+02 -2.164850995508641081e-03 1.798798275703711704e-03 -1.798667185069118338e-04
6.840000000000000000e+02 -7.853980519902598392e-03 2.527072289436000773e-03 -1.788124470822821199e-04
