 z uu uv uw vv vw ww tke
0.000000000000000000e+00 6.519667382670182310e-01 5.088285519319251105e-01 -6.301227752628740970e-03 6.167599963068216562e-01 -5.262016866277128592e-03 8.147287044370335116e-03 6.384370108091051987e-01
6.000000000000000000e+00 1.131935132705168767e+00 9.173361557410487643e-01 -5.556885565877951044e-02 1.059120714258928730e+00 -5.206360922175867073e-02 1.954494947946491812e-02 1.105300398221781277e+00
1.200000000000000000e+01 1.312624379663022145e+00 1.004996292382447365e+00 -1.089419589363146285e-01 1.203248976813959148e+00 -1.012761011352642654e-01 6.049701732821309574e-02 1.288185186902597090e+00
1.800000000000000000e+01 1.296441330053944130e+00 9.304551301322472323e-01 -1.341995354489912695e-01 1.167324853841441135e+00 -1.225566858916298935e-01 9.736550191397419507e-02 1.280565842904679785e+00
2.400000000000000000e+01 1.190512280770793296e+00 8.043798379229949447e-01 -1.491166403749497604e-01 1.060613889602301851e+00 -1.327277163109961688e-01 1.288684006948583871e-01 1.189997285533976878e+00
3.000000000000000000e+01 1.086393025289754233e+00 6.957284336807845193e-01 -1.543839873847757393e-01 9.587987913672916251e-01 -1.343659442455475417e-01 1.482897978715279896e-01 1.096740807264287021e+00
3.600000000000000000e+01 1.002200461091523831e+00 6.147762807971903776e-01 -1.571745052165724188e-01 8.782560238713500445e-01 -1.335713025824077915e-01 1.607433738873771112e-01 1.020599929425125563e+00
4.200000000000000000e+01 9.361721801005287169e-01 5.523612742027865785e-01 -1.572936949029757336e-01 8.142116850535455752e-01 -1.303347320167383971e-01 1.667880529657496946e-01 9.585859590599120628e-01
4.800000000000000000e+01 8.843261871316459022e-01 5.045860842156711934e-01 -1.569432305083437729e-01 7.609838877440112670e-01 -1.269407978840094431e-01 1.698319004735266147e-01 9.075709876745918780e-01
5.400000000000000000e+01 8.449489532179590423e-01 4.684987436759726065e-01 -1.553670521362109647e-01 7.182107665203674163e-01 -1.227141813286319605e-01 1.703343616565529961e-01 8.667470406974396857e-01
6.000000000000000000e+01 8.134298230352836612e-01 4.386964560700736815e-01 -1.538663561372186350e-01 6.825517381768113623e-01 -1.187291721312403320e-01 1.700221501026717152e-01 8.330018556573833832e-01
6.600000000000000000e+01 7.864177845754567464e-01 4.144028479371228979e-01 -1.517988203162411731e-01 6.525415913127571299e-01 -1.144657072915559598e-01 1.690379698045234302e-01 8.039986728463687227e-01
7.200000000000000000e+01 7.640779778304169767e-01 3.945979378545491079e-01 -1.497052738736632804e-01 6.269827077862654141e-01 -1.104263518692927409e-01 1.677494495579553158e-01 7.794050675873188672e-01
7.800000000000000000e+01 7.443508942096109804e-01 3.775143085174549884e-01 -1.472604891246223902e-01 6.035640744272036118e-01 -1.061719718957212788e-01 1.656407864208547243e-01 7.567778775288346305e-01
8.400000000000000000e+01 7.274026517038369999e-01 3.633940000769789180e-01 -1.449526436875479829e-01 5.824365634000574499e-01 -1.022727731480410074e-01 1.633562556256706322e-01 7.365977353647825687e-01
9.000000000000000000e+01 7.115207663029482488e-01 3.498881705648400620e-01 -1.425812955653894543e-01 5.629967119643454199e-01 -9.823492750572430932e-02 1.610637974361985303e-01 7.177906378517461272e-01
9.600000000000000000e+01 6.981436935840508173e-01 3.386932977643363207e-01 -1.402024281648787951e-01 5.464194725581020817e-01 -9.433142947581991955e-02 1.588859282547973040e-01 7.017245471984749905e-01
1.020000000000000000e+02 6.852537566472274300e-01 3.275083958829416719e-01 -1.376880416906131055e-01 5.306843533237203259e-01 -9.060303089228607942e-02 1.567184536889074942e-01 6.863282818299276666e-01
1.080000000000000000e+02 6.728113352922008294e-01 3.170546927518574920e-01 -1.351619312948337537e-01 5.159142081747206676e-01 -8.691281980748263858e-02 1.544565060390083455e-01 6.715910247529649491e-01
1.140000000000000000e+02 6.612071239492901542e-01 3.068429116983166227e-01 -1.325648330459875124e-01 5.009550334285806095e-01 -8.324794262066603778e-02 1.519859043590165160e-01 6.570740308684436259e-01
1.200000000000000000e+02 6.499366876062817600e-01 2.971256316686801124e-01 -1.299911890842890272e-01 4.861820348741602849e-01 -7.980756562231605677e-02 1.494860938690844576e-01 6.428024081747633067e-01
1.260000000000000000e+02 6.378442787370669498e-01 2.870069954628352016e-01 -1.273677659716011268e-01 4.718730160261168649e-01 -7.633417683779218643e-02 1.472007788309370180e-01 6.284590367970604996e-01
1.320000000000000000e+02 6.275880227318796356e-01 2.771886769896245717e-01 -1.247656458980876126e-01 4.581667153698142925e-01 -7.313618402263159790e-02 1.446271040394213059e-01 6.151909210705576170e-01
1.380000000000000000e+02 6.167798622698407174e-01 2.664646080188727839e-01 -1.221751571932597064e-01 4.434900326409215165e-01 -6.997878775883011049e-02 1.418570185784333859e-01 6.010634567445978238e-01
1.440000000000000000e+02 6.061918083731938633e-01 2.563174716857148927e-01 -1.196081304166492359e-01 4.292020646870409184e-01 -6.696517865329934538e-02 1.391163138289250867e-01 5.872550934445799342e-01
1.500000000000000000e+02 5.967709708823785153e-01 2.477527753038664682e-01 -1.169287843282779266e-01 4.171218780826732586e-01 -6.397039599132968435e-02 1.365344328731085966e-01 5.752136409190802269e-01
1.560000000000000000e+02 5.875932209194151268e-01 2.395262618655916997e-01 -1.142623483598381035e-01 4.045951641025030687e-01 -6.109521760254655459e-02 1.339179461005212679e-01 5.630531655612197595e-01
1.620000000000000000e+02 5.774269040536291753e-01 2.317656046889613186e-01 -1.116867093738164590e-01 3.923479156987256244e-01 -5.829864744992767356e-02 1.311774251774833755e-01 5.504761224649190599e-01
1.680000000000000000e+02 5.686410090231890369e-01 2.255622693945206203e-01 -1.091437975379408454e-01 3.816728560977611373e-01 -5.563500951990016374e-02 1.282442068478429065e-01 5.392790359843965264e-01
1.740000000000000000e+02 5.582793307574864805e-01 2.179102584931159048e-01 -1.065214463995524108e-01 3.705519667893972247e-01 -5.296431300915879770e-02 1.253985122690188247e-01 5.271149049079513205e-01
1.800000000000000000e+02 5.477567031815617771e-01 2.098704051821240757e-01 -1.039362007405486565e-01 3.597150704430527313e-01 -5.043106170157427709e-02 1.225643943637714506e-01 5.150180839941930211e-01
1.860000000000000000e+02 5.393146933210379856e-01 2.027716248136806343e-01 -1.012485978264069941e-01 3.492160084627070060e-01 -4.782843972759837081e-02 1.197906503219399593e-01 5.041606760528424269e-01
1.920000000000000000e+02 5.309252060820077723e-01 1.966217057880753072e-01 -9.869941865550414806e-02 3.390743022842910293e-01 -4.547059930095618402e-02 1.171327089561625817e-01 4.935661086612306847e-01
